,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6961282409901837,0.6924377906582436,50.0,0.6668526785714286,0.0,0.0,0.0,0.6931688007364374,49.735449735449734,0.4399553571428571,0.3164592410127322,0.4326388916621606,0.27222222462296486,0.6926705795937189,0.6356168980810466,68.75,0.3857142857142857,0.0,0.0,0.0,0.488429445579588,0.6928458184557537,54.310344827586206,0.5488888888888889,0.24063492814699808,0.27777777910232543,0.2644444465637207,0.6939911445795304,0.6925948733574239,57.14285714285714,0.6629960317460317,0.7464646597703298,0.625,1.0,0.6938052331590956,0.6506484401753637,61.111111111111114,0.6875,0.5333333412806193,0.4583333333333333,0.6666666666666666,0.7650701662642707,0.6925570039854839,77.77777777777779,0.45833333333333337,0.9285714328289032,0.875,1.0,0.6929781619701784,0.6852247329266715,46.15384615384615,0.7916666666666667,0.6444444805383682,0.5250000059604645,1.0,0.6937391458554614,0.7084188508803039,50.0,0.5,0.6190476417541504,0.45000000298023224,1.0,0.6756712737894226,0.6950025310486755,40.0,0.41666666666666663,0.0,0.0,0.0,0.6936937343946882,0.6666057928247021,62.5,0.7333333333333333,0.0,0.0,0.0,0.681937088822402
1,0.219361715110588,1.0901264532469885,50.0,0.7609375,0.0,0.0,0.0,0.6982835267660872,46.56084656084656,0.5090277777777777,0.6063510682433844,0.4660714293519656,0.9861111119389534,0.674963582318747,0.9236229789543753,68.75,0.5125,0.0,0.0,0.0,0.08005630648362903,0.6932704709883002,44.827586206896555,0.6070634920634921,0.5168735106786092,0.37666667203108467,0.9,0.6921410549243752,0.687263856318978,57.14285714285714,0.7180555555555556,0.7123987277348837,0.5625,1.0,0.690304612310309,0.8971700366341417,44.44444444444444,0.4444444444444444,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.4477751863748666,0.6954929763059106,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6953497122081025,0.6927010433748644,53.84615384615385,0.5,0.20000000298023224,0.5,0.125,0.6926019752810625,0.7715577864733308,42.857142857142854,0.40625,0.46666668355464935,0.375,0.625,0.7927245912145899,0.6940583317952776,40.0,0.16666666666666666,0.1428571492433548,0.25,0.10000000149011612,0.6929039798659102,0.6999073978254506,37.5,0.4,0.444444477558136,0.3333333432674408,0.6666666865348816,0.7691320061288232
2,0.4172516570084425,0.7152049228346528,50.0,0.809375,0.0,0.0,0.0,0.6938109348632143,46.03174603174603,0.4635416666666667,0.6131109750519196,0.466071430593729,0.9847222218910853,0.7041213772689914,0.5658210939634061,68.75,0.8047619047619047,0.0,0.0,0.0,0.9810506845855563,0.6871186143080457,64.65517241379311,0.5361904761904763,0.0,0.0,0.0,0.519637509386871,0.6946394786008503,45.23809523809524,0.4791666666666667,0.041666666666666664,0.16666666666666666,0.023809524873892467,0.6931469817874312,0.7139815050378369,50.0,0.5722222222222223,0.19047619899113974,0.3333333333333333,0.13333333532015482,1.020895704654766,0.6943704945395879,22.22222222222222,0.5416666666666667,0.0,0.0,0.0,0.6946030215510394,0.731246610606543,53.84615384615385,0.41666666666666663,0.0,0.0,0.0,0.6577311935664834,0.7358264185795738,50.0,0.4888888888888889,0.5857142508029938,0.4642857164144516,0.8333333432674408,0.544630272023576,0.812890677775504,40.0,0.53125,0.0,0.0,0.0,0.6187145755506172,0.6915967862330383,62.5,0.6666666666666666,0.0,0.0,0.0,0.6904308927177052
3,0.37641132018233914,0.6614552340069554,50.78125,0.8083333333333335,0.0208333320915699,0.0625,0.012500000186264515,0.6924886267061657,47.08994708994709,0.4821180555555555,0.6328801003595194,0.47604166716337204,1.0,0.6967636180014591,0.6016500087463641,68.75,0.638095238095238,0.0,0.0,0.0,0.15039272230143927,0.8117851478465072,64.65517241379311,0.4415873015873016,0.0,0.0,0.0,1.1310446717639373,0.6946301234284474,42.857142857142854,0.5263888888888889,0.0,0.0,0.0,0.6961341138570234,1.145587331909888,38.88888888888889,0.7777777777777778,0.0,0.0,0.0,0.8088378246636271,0.6934262290182089,33.33333333333333,0.5833333333333333,0.1428571492433548,0.5,0.0833333358168602,0.6923081554700216,0.7938585898180951,53.84615384615385,0.7,0.0,0.0,0.0,0.5821966496693952,0.8864659647026555,57.14285714285714,0.625,0.0,0.0,0.0,0.4802614846923069,0.57308981973851,70.0,0.9,0.7500000298023224,0.6071428656578064,1.0,0.4383377505832153,0.6922295753242008,62.5,0.6666666666666666,0.0,0.0,0.0,0.6943724666510455
4,0.30681601765351,0.5917353981510356,66.40625,0.8213913690476191,0.4607142973691225,0.78125,0.3395833382382989,0.6868900997984474,55.026455026455025,0.5951636904761903,0.5508928671479225,0.5026785787194967,0.6694444504876932,0.691746040715669,0.5375304652033985,68.75,0.830952380952381,0.0,0.0,0.0,0.5269856130021529,0.7425635377939281,64.65517241379311,0.5480952380952381,0.0,0.0,0.0,0.5867410191488647,0.6923280775499971,57.14285714285714,0.7472222222222222,0.7282051146030426,0.6571428676446279,0.875,0.6958034844892214,0.6232897079360386,50.0,0.5680555555555555,0.5079365173975626,0.6666666666666666,0.4166666666666667,0.4482949596403332,0.6985643610031931,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6934683075076205,0.7483861057215162,53.84615384615385,0.7,0.0,0.0,0.0,0.587439735196493,0.9737359068002558,42.857142857142854,0.5777777777777777,0.6060606241226196,0.4375,1.0,0.25798929151512623,0.732099993283755,40.0,0.5833333333333333,0.0,0.0,0.0,0.69361817272851,0.7494347867118805,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0,0.733070285142896
5,0.811747822083925,0.539375721661253,70.3125,0.8010416666666667,0.7110254466533661,0.6430059559643269,0.8427083361893892,0.6934132947190501,47.08994708994709,0.6000992063492063,0.6206774854411682,0.47604166716337204,1.0,0.6939289079426123,0.5281639767751901,71.875,0.8114583333333334,0.3333333358168602,0.375,0.3125,0.28350693783144537,0.6677732021768369,64.65517241379311,0.5216269841269842,0.0,0.0,0.0,0.9904152887792945,0.6921446380254578,64.28571428571429,0.7511904761904762,0.7073232630888621,0.7388888970017433,0.7230158845583597,0.6956031064970526,0.6572265684140212,55.55555555555556,0.6388888888888888,0.4333333373069763,0.5555555621782938,0.4444444477558136,0.38183729786053316,0.6979220335271658,22.22222222222222,0.5833333333333333,0.0,0.0,0.0,0.701077947275775,1.1663562195684654,46.15384615384615,0.8416666666666667,0.5512820482254028,0.4125000014901161,1.0,0.4359326053153509,0.8050537015906828,50.0,0.3666666666666667,0.4523809403181076,0.4166666716337204,0.5000000149011612,0.250871884151217,0.7836943154430764,30.0,0.13333333333333333,0.0,0.0,0.0,0.6822182284989196,0.7466142620875635,37.5,0.6,0.5454545617103577,0.375,1.0,0.633183630811189
6,1.7949604057201431,0.5609728252275543,73.4375,0.80078125,0.6203869059681892,0.7968750037252903,0.5291666761040688,0.7175865370940301,56.613756613756614,0.6008680555555556,0.5810756472249826,0.5495039764791727,0.6951388940215111,0.5841603080284304,0.5071622179655941,71.875,0.7767857142857143,0.22500000149011612,0.5,0.1458333358168602,0.2655699500351172,0.66614085927299,64.65517241379311,0.5041269841269841,0.0,0.0,0.0,0.7191736660252026,0.6893954971876929,57.14285714285714,0.7215277777777779,0.7453102568785349,0.625,1.0,0.6933698194246811,0.6800688439832883,72.22222222222221,0.7777777777777778,0.8111111124356588,0.7361111144224802,1.0,1.2933748214700227,0.7015065086619541,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6945090036020937,0.6102768531626206,61.53846153846154,0.8083333333333333,0.5357142984867096,0.6666666716337204,0.7000000029802322,0.5774284673616491,0.8493560100447637,64.28571428571429,0.46875,0.7000000178813934,0.5833333432674408,0.875,0.3396515140293731,0.7207467611210427,40.0,0.3125,0.0,0.0,0.0,0.6684567737328307,1.1564424761109513,37.5,0.6,0.5454545617103577,0.375,1.0,0.4306111951019665
7,0.3018124521375205,0.6138213935477883,69.53125,0.8533854166666667,0.5424107182770967,0.8125,0.459375006146729,0.6739180588309329,55.026455026455025,0.6274305555555555,0.1521825393040975,0.3333333333333333,0.10277777910232544,0.7045317254296386,0.6205334291698091,71.875,0.6458333333333334,0.1964285746216774,0.375,0.1666666679084301,0.34587660949584714,0.6643807532937747,64.65517241379311,0.5966666666666668,0.0,0.0,0.0,0.7348957941706586,0.6913390026919102,61.904761904761905,0.6284722222222222,0.7393162548542023,0.6565476258595785,0.875,0.6939147106867258,0.607863002225066,66.66666666666666,0.75,0.46464647849400836,0.5333333412806193,0.4404761989911397,0.24005833567322984,0.7632727543037244,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.6903454228928646,0.6951750180423353,61.53846153846154,0.5833333333333333,0.619047611951828,0.5833333432674408,0.6666666865348816,1.0161101180194099,0.7682037103052967,42.857142857142854,0.5625,0.25,0.25,0.25,0.5260341670604374,0.6983288692859441,30.0,0.16666666666666666,0.0,0.0,0.0,0.6486762285452281,0.5751547490966518,75.0,0.7333333333333333,0.5,1.0,0.3333333432674408,0.8469208648149378
8,0.2744792586997465,0.5456545628209827,74.21875,0.7986979166666666,0.686778511852026,0.7197916731238365,0.6802083402872086,0.693869930419511,52.910052910052904,0.5817460317460318,0.6410217247903347,0.5022817483792702,0.9756944452722868,0.6932704998903443,0.5377598505290302,81.25,0.6666666666666666,0.45000000298023224,0.5,0.4166666716337204,0.396852288622071,0.6687993416633491,64.65517241379311,0.5541666666666667,0.0,0.0,0.0,0.5227592144941641,0.6914548122550765,57.14285714285714,0.6513888888888889,0.6675084332625071,0.6642857218782107,0.7222222288449606,0.6954569338550769,0.5743593084439533,66.66666666666666,0.5486111111111112,0.4981684883435567,0.5079365173975626,0.5,0.31064404367607273,0.7030982287033175,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.6885853566512496,0.9213941192754391,53.84615384615385,0.875,0.6666666865348816,0.5,1.0,0.139656937703824,1.1349064997207756,57.14285714285714,0.59375,0.1666666716337204,0.25,0.125,0.22107634018555444,0.8400181044666054,30.0,0.1,0.0,0.0,0.0,0.6402919032470057,0.6915746233370237,50.0,0.7333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6887585964290062
