,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,2057.634113735686,416.58071401199425,0.0,0.0,0.0,0.0,0.0,1.1857397473691094,0.0,0.0,0.0,0.0,0.0,4.359366300673389,2.4300267846426498,0.0,0.0,0.0,0.0,0.0,15.91164137742623,9.93388525902367,0.0,0.0,0.0,0.0,0.0,98.90011619490711,7.974253265380006,0.0,0.0,0.0,0.0,0.0,14.497061320567592,146.64483047953155,0.0,0.0,0.0,0.0,0.0,934.9882445877332,24.7944894794641,0.0,0.0,0.0,0.0,0.0,21.45924975567645,74.75853393501532,0.0,0.0,0.0,0.0,0.0,306.5217951023244,106.63979334023884,0.0,0.0,0.0,0.0,0.0,677.5963075239266,34.35730670307654,0.0,0.0,0.0,0.0,0.0,96.32602776351614,11.05481062139221,0.0,0.0,0.0,0.0,0.0,450.06299905723347,216.375645087114,0.0,0.0,0.0,0.0,0.0,412.04185783995933,10.720381063703952,0.0,0.0,0.0,0.0,0.0,700.8382963584708,3.0211808978974726,0.0,0.0,0.0,0.0,0.0,10.376314087122735,40.5306578820607,0.0,0.0,0.0,0.0,0.0,18.33013803343836,529.7001754593405,0.0,0.0,0.0,0.0,0.0,2495.267316707218,332.6877093856251,0.0,0.0,0.0,0.0,0.0,1939.0876676698729
1,428.50940348704097,51.20724096937727,0.0,0.0,0.0,0.0,0.0,1.5470961442366984,0.0,0.0,0.0,0.0,0.0,2.1005863600335046,1.9841396832665892,0.0,0.0,0.0,0.0,0.0,28.01732653739735,3.5101204618281923,0.0,0.0,0.0,0.0,0.0,47.04003608697741,3.199650671324655,0.0,0.0,0.0,0.0,0.0,14.000695578754161,64.25390806685617,0.0,0.0,0.0,0.0,0.0,1017.4276722775909,11.605365496762536,0.0,0.0,0.0,0.0,0.0,29.093639964393713,44.26839897181316,0.0,0.0,0.0,0.0,0.0,208.29904774730153,103.79599430654042,0.0,0.0,0.0,0.0,0.0,441.1835233885605,23.166775422631172,0.0,0.0,0.0,0.0,0.0,559.6527381974065,25.557940348708534,0.0,0.0,0.0,0.0,0.0,87.18647048516505,57.17622427901448,0.0,0.0,0.0,0.0,0.0,339.3856076685152,6.547376157593969,0.0,0.0,0.0,0.0,0.0,165.06443810804257,1.341138144386612,0.0,0.0,0.0,0.0,0.0,30.01373239199825,24.222259901550192,0.0,0.0,0.0,0.0,0.0,152.179934709021,99.7316508986966,0.0,0.0,0.0,0.0,0.0,619.3350845445392,70.33118977566929,0.0,0.0,0.0,0.0,0.0,746.9941394395993
2,239.44438646847698,15.896601537922203,0.0,0.0,0.0,0.0,0.0,1.8084781775532541,0.0,0.0,0.0,0.0,0.0,1.026938678268928,2.6208952888431427,0.0,0.0,0.0,0.0,0.0,7.098153032020443,2.34829717854384,0.0,0.0,0.0,0.0,0.0,18.205041783334824,1.024880921960131,0.0,0.0,0.0,0.0,0.0,3.2576973004789527,24.540008860982848,0.0,0.0,0.0,0.0,0.0,219.86890090202203,12.083466487013114,0.0,0.0,0.0,0.0,0.0,12.204422955347336,25.08047650810581,0.0,0.0,0.0,0.0,0.0,164.14313813736533,44.46313562586605,0.0,0.0,0.0,0.0,0.0,120.32223452810112,20.194230137600645,0.0,0.0,0.0,0.0,0.0,174.11956901160622,11.042665972336787,0.0,0.0,0.0,0.0,0.0,89.0279784035693,28.753634975995453,0.0,0.0,0.0,0.0,0.0,375.248348632979,9.368668513367984,0.0,0.0,0.0,0.0,0.0,73.42127019736456,0.8990390205949278,0.0,0.0,0.0,0.0,0.0,69.96893596155964,29.068165113619337,0.0,0.0,0.0,0.0,0.0,272.8879314532165,68.92352326961489,0.0,0.0,0.0,0.0,0.0,213.29352172130618,42.39724607195247,0.0,0.0,0.0,0.0,0.0,457.93213253246245
3,81.35709055732409,19.15769075094834,0.0,0.0,0.0,0.0,0.0,5.347447641812246,0.0,0.0,0.0,0.0,0.0,0.8258065621859746,5.637064596809556,0.0,0.0,0.0,0.0,0.0,2.4720002218792403,1.8232889691834056,0.0,0.0,0.0,0.0,0.0,35.80835960533277,0.7609758454872462,0.0,0.0,0.0,0.0,0.0,3.804649879196418,22.85462170962495,0.0,0.0,0.0,0.0,0.0,315.08840468046134,10.982446606375989,0.0,0.0,0.0,0.0,0.0,69.95045473498318,25.896543397612703,0.0,0.0,0.0,0.0,0.0,80.05089239329561,22.373101264229405,0.0,0.0,0.0,0.0,0.0,912.3027928286593,10.119764267309835,0.0,0.0,0.0,0.0,0.0,9.29945468247329,16.249931082186365,0.0,0.0,0.0,0.0,0.0,136.68051456162164,30.104341542700443,0.0,0.0,0.0,0.0,0.0,233.997607889162,6.961307350369824,0.0,0.0,0.0,0.0,0.0,127.56314245569186,1.985989020709346,0.0,0.0,0.0,0.0,0.0,23.511441776377154,25.86896734078654,0.0,0.0,0.0,0.0,0.0,140.71811740692854,63.896689099049965,0.0,0.0,0.0,0.0,0.0,262.9975733289422,57.64087332914007,0.0,0.0,0.0,0.0,0.0,145.61582336246397
4,49.02368534617141,24.76729337886746,0.0,0.0,0.0,0.0,0.0,3.240214526803139,0.0,0.0,0.0,0.0,0.0,14.298216169570447,2.4549052985653486,0.0,0.0,0.0,0.0,0.0,4.2254701405667925,1.2914337890317202,0.0,0.0,0.0,0.0,0.0,12.83404151053688,0.25848588115070137,0.0,0.0,0.0,0.0,0.0,2.8411142195552253,27.0577807551139,0.0,0.0,0.0,0.0,0.0,299.9809747908976,7.042298390081411,0.0,0.0,0.0,0.0,0.0,33.761554845011744,18.20193204780121,0.0,0.0,0.0,0.0,0.0,8.779992881993772,7.384661559552659,0.0,0.0,0.0,0.0,0.0,0.6703757351364747,9.551115131352118,0.0,0.0,0.0,0.0,0.0,54.58501025654654,14.486491727696365,0.0,0.0,0.0,0.0,0.0,44.03268698666233,23.231223295137923,0.0,0.0,0.0,0.0,0.0,186.2513415072393,7.926222121941957,0.0,0.0,0.0,0.0,0.0,81.36345584093976,1.6348553045791534,0.0,0.0,0.0,0.0,0.0,56.04997797249635,16.45842515654858,0.0,0.0,0.0,0.0,0.0,80.9034916301435,32.14812085506073,0.0,0.0,0.0,0.0,0.0,45.94302661964004,22.029204990798544,0.0,0.0,0.0,0.0,0.0,122.20710180548741
5,71.82823425449023,13.332906952323361,0.0,0.0,0.0,0.0,0.0,0.8457148554692864,0.0,0.0,0.0,0.0,0.0,0.967479036872754,1.3096744257307116,0.0,0.0,0.0,0.0,0.0,3.693665386831131,1.4192441611927593,0.0,0.0,0.0,0.0,0.0,34.223876210746155,2.8398583158605955,0.0,0.0,0.0,0.0,0.0,0.8988361643846544,24.357055389958305,0.0,0.0,0.0,0.0,0.0,327.0894257413341,7.519584583226282,0.0,0.0,0.0,0.0,0.0,21.608941702379592,15.500411918244602,0.0,0.0,0.0,0.0,0.0,156.6193773441172,6.619424776963324,0.0,0.0,0.0,0.0,0.0,23.44667017035907,9.384933096083662,0.0,0.0,0.0,0.0,0.0,260.94709379323,14.687857237786147,0.0,0.0,0.0,0.0,0.0,76.89224008179089,49.493766065454565,0.0,0.0,0.0,0.0,0.0,310.81786616114596,6.327088536840114,0.0,0.0,0.0,0.0,0.0,91.50412052853608,1.7270203276738283,0.0,0.0,0.0,0.0,0.0,47.24469995855711,15.50052742115522,0.0,0.0,0.0,0.0,0.0,100.02098684511327,21.065666791801924,0.0,0.0,0.0,0.0,0.0,127.58168448147278,16.94144476698249,0.0,0.0,0.0,0.0,0.0,214.10137362410939
6,141.2414995306009,23.128294338081563,0.0,0.0,0.0,0.0,0.0,0.8248272648266312,0.0,0.0,0.0,0.0,0.0,4.328967392684949,0.5978229837387743,0.0,0.0,0.0,0.0,0.0,3.686802254254836,1.6564886626733908,0.0,0.0,0.0,0.0,0.0,11.370516139562133,0.25414382279864345,0.0,0.0,0.0,0.0,0.0,1.9994605206554585,23.246705659767464,0.0,0.0,0.0,0.0,0.0,152.3316944082956,6.7524525805209805,0.0,0.0,0.0,0.0,0.0,4.897563181574613,16.750101974548773,0.0,0.0,0.0,0.0,0.0,5.195790059319752,8.332323165193106,0.0,0.0,0.0,0.0,0.0,4.027230904856418,9.48106871618017,0.0,0.0,0.0,0.0,0.0,311.7819815680105,12.742066354039434,0.0,0.0,0.0,0.0,0.0,51.493704852925504,62.7834580444782,0.0,0.0,0.0,0.0,0.0,183.642450936383,4.981954940121995,0.0,0.0,0.0,0.0,0.0,144.4392815719593,2.246775717618736,0.0,0.0,0.0,0.0,0.0,32.04560016420167,15.715821748283034,0.0,0.0,0.0,0.0,0.0,5.872264033441657,31.84477428061706,0.0,0.0,0.0,0.0,0.0,81.83437426668145,19.976234249734894,0.0,0.0,0.0,0.0,0.0,61.368750093309735
7,44.38130022816109,22.5285995371813,0.0,0.0,0.0,0.0,0.0,1.3852138661811955,0.0,0.0,0.0,0.0,0.0,5.130595894504477,0.38208862940309507,0.0,0.0,0.0,0.0,0.0,8.407504512233198,1.9490075656433903,0.0,0.0,0.0,0.0,0.0,29.41096456278207,0.3153415167878785,0.0,0.0,0.0,0.0,0.0,3.5163841935348477,32.04645978038981,0.0,0.0,0.0,0.0,0.0,182.99328805043805,7.662904089760347,0.0,0.0,0.0,0.0,0.0,30.12875336756747,15.524467952943965,0.0,0.0,0.0,0.0,0.0,37.56703148862212,14.970507867884109,0.0,0.0,0.0,0.0,0.0,14.891257193924574,21.47501500846323,0.0,0.0,0.0,0.0,0.0,46.39616401581423,12.014830815931399,0.0,0.0,0.0,0.0,0.0,78.24325793627166,17.376120167412395,0.0,0.0,0.0,0.0,0.0,388.0665575115857,6.080697344646774,0.0,0.0,0.0,0.0,0.0,102.57588904976937,2.046628189862889,0.0,0.0,0.0,0.0,0.0,40.3368339557755,16.130930535379406,0.0,0.0,0.0,0.0,0.0,133.3854259679305,44.7514230779329,0.0,0.0,0.0,0.0,0.0,262.692089698432,47.90808071938172,0.0,0.0,0.0,0.0,0.0,204.6479612621654
8,27.865574460835617,21.74043683849254,0.0,0.0,0.0,0.0,0.0,0.4653372916473098,0.0,0.0,0.0,0.0,0.0,5.17429434724347,0.8069104141557045,0.0,0.0,0.0,0.0,0.0,3.072795673931764,1.0153995173349553,0.0,0.0,0.0,0.0,0.0,15.06759331122494,0.6563949994668977,0.0,0.0,0.0,0.0,0.0,1.452735775953449,16.503760338498967,0.0,0.0,0.0,0.0,0.0,217.75133999165604,5.669614565444258,0.0,0.0,0.0,0.0,0.0,53.09451226180361,15.151694613749067,0.0,0.0,0.0,0.0,0.0,300.44978361971727,8.95756457535171,0.0,0.0,0.0,0.0,0.0,0.6210825297311766,7.503690243972993,0.0,0.0,0.0,0.0,0.0,7.1243876757547495,14.137783575521585,0.0,0.0,0.0,0.0,0.0,134.59848001048508,18.15413202069788,0.0,0.0,0.0,0.0,0.0,86.44545728787712,3.9972977481593666,0.0,0.0,0.0,0.0,0.0,77.59633905017037,1.9967147556241902,0.0,0.0,0.0,0.0,0.0,13.215870503577989,23.3116659833714,0.0,0.0,0.0,0.0,0.0,7.764309303766201,44.39551902389702,0.0,0.0,0.0,0.0,0.0,85.08585110498602,39.07464625603075,0.0,0.0,0.0,0.0,0.0,75.29651392423425
