,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,3.698946161814122,21.730110581468626,0.0,0.0,0.0,0.0,0.0,1.4589974287575413,0.0,0.0,0.0,0.0,0.0,2.9427649772928546,5.94400589326273,0.0,0.0,0.0,0.0,0.0,9.683303532302022,8.239001452612408,0.0,0.0,0.0,0.0,0.0,6.977342212157079,9.2972915577962,0.0,0.0,0.0,0.0,0.0,1.9251854720337949,108.6606565430155,0.0,0.0,0.0,0.0,0.0,146.34497835149992,37.63369115263917,0.0,0.0,0.0,0.0,0.0,27.051468475999695,157.36599567604537,0.0,0.0,0.0,0.0,0.0,87.30053865322104,73.76132069226601,0.0,0.0,0.0,0.0,0.0,23.450969845796756,47.01561533852858,0.0,0.0,0.0,0.0,0.0,170.6973606458148,80.26290839501338,0.0,0.0,0.0,0.0,0.0,26.656534661104892,148.47240590207778,0.0,0.0,0.0,0.0,0.0,159.39351200112,20.65363290672595,0.0,0.0,0.0,0.0,0.0,143.931231180245,117.47026597623682,0.0,0.0,0.0,0.0,0.0,30.994965539114578,220.41780230905016,0.0,0.0,0.0,0.0,0.0,71.46401185369673,172.77357879871866,0.0,0.0,0.0,0.0,0.0,61.261274974046174,210.02906642761542,0.0,0.0,0.0,0.0,0.0,111.05247036083301
10,43.31256827677487,11.51994295743829,0.0,0.0,0.0,0.0,0.0,38.709669588383925,0.0,0.0,0.0,0.0,0.0,2.1074706101839293,3.9886035236767494,0.0,0.0,0.0,0.0,0.0,16.761778963379662,8.276540070246307,0.0,0.0,0.0,0.0,0.0,4.205206075123184,47.99175422819916,0.0,0.0,0.0,0.0,0.0,1.7127094464343544,106.57772818910098,0.0,0.0,0.0,0.0,0.0,23.749876463302197,42.07274232116429,0.0,0.0,0.0,0.0,0.0,74.04821970266408,104.89462677348614,0.0,0.0,0.0,0.0,0.0,217.67507880975072,114.19618193003689,0.0,0.0,0.0,0.0,0.0,108.2234993841948,50.246051694431266,0.0,0.0,0.0,0.0,0.0,55.55377084624381,67.81094383235848,0.0,0.0,0.0,0.0,0.0,50.18962355478088,110.12774684368027,0.0,0.0,0.0,0.0,0.0,175.50416601983812,16.20355934009747,0.0,0.0,0.0,0.0,0.0,54.4171516902759,99.3632600503816,0.0,0.0,0.0,0.0,0.0,52.983171667495014,141.42815930060866,0.0,0.0,0.0,0.0,0.0,68.21705589738274,105.75568789315423,0.0,0.0,0.0,0.0,0.0,76.70816754043722,79.74118819476303,0.0,0.0,0.0,0.0,0.0,70.72914401772154
11,48.608715317786114,14.287469070163976,0.0,0.0,0.0,0.0,0.0,1.9413260788838864,0.0,0.0,0.0,0.0,0.0,1.337207937006237,4.640516332872372,0.0,0.0,0.0,0.0,0.0,1.3088606986359328,6.372932412992454,0.0,0.0,0.0,0.0,0.0,6.622650297081763,7.237232414248978,0.0,0.0,0.0,0.0,0.0,1.4695676135920468,100.39613555568964,0.0,0.0,0.0,0.0,0.0,43.41979793290499,56.11642760057722,0.0,0.0,0.0,0.0,0.0,8.321501496179836,149.94313117810114,0.0,0.0,0.0,0.0,0.0,18.218064120879383,68.85937935486089,0.0,0.0,0.0,0.0,0.0,14.23876503718949,55.127981478305855,0.0,0.0,0.0,0.0,0.0,97.24115527213186,59.368371964279056,0.0,0.0,0.0,0.0,0.0,62.03129974924136,109.74047425656312,0.0,0.0,0.0,0.0,0.0,165.4033764750552,19.21248839133582,0.0,0.0,0.0,0.0,0.0,46.76792224908746,136.95707201107626,0.0,0.0,0.0,0.0,0.0,19.431502291053096,145.89503129151564,0.0,0.0,0.0,0.0,0.0,26.72900081565847,94.74791072863745,0.0,0.0,0.0,0.0,0.0,51.24363242439307,122.56649380690965,0.0,0.0,0.0,0.0,0.0,73.45996910100726
12,32.842947326405216,23.434908498376622,0.0,0.0,0.0,0.0,0.0,2.9025117364573227,0.0,0.0,0.0,0.0,0.0,1.2760430089029988,2.7584224196617857,0.0,0.0,0.0,0.0,0.0,2.3266963283374325,46.90211160906181,0.0,0.0,0.0,0.0,0.0,15.319726116469758,28.174269921986436,0.0,0.0,0.0,0.0,0.0,1.3979038058859188,325.29952554749667,0.0,0.0,0.0,0.0,0.0,193.64224404023062,48.283230899932576,0.0,0.0,0.0,0.0,0.0,48.86006062081723,150.53607935163313,0.0,0.0,0.0,0.0,0.0,30.61377637062879,204.88278798860625,0.0,0.0,0.0,0.0,0.0,30.3893763068197,239.91686138128492,0.0,0.0,0.0,0.0,0.0,20.86603609632774,103.22556313686667,0.0,0.0,0.0,0.0,0.0,56.28382430237747,95.44676620701757,0.0,0.0,0.0,0.0,0.0,201.61816259635185,120.5906405874289,0.0,0.0,0.0,0.0,0.0,51.6557691351141,202.10418563755908,0.0,0.0,0.0,0.0,0.0,390.51972762467557,480.53017087254864,0.0,0.0,0.0,0.0,0.0,22.368277118100526,228.47031163831525,0.0,0.0,0.0,0.0,0.0,44.03762737277921,503.54083419245524,0.0,0.0,0.0,0.0,0.0,36.55308737569876
13,22.69283562764851,18.255790079467445,0.0,0.0,0.0,0.0,0.0,7.419683239865657,0.0,0.0,0.0,0.0,0.0,4.757406264161292,5.65145844837558,0.0,0.0,0.0,0.0,0.0,1.9369257784640292,9.877436611782407,0.0,0.0,0.0,0.0,0.0,8.218504669312951,22.405274156926463,0.0,0.0,0.0,0.0,0.0,25.02667850293946,107.86875303652435,0.0,0.0,0.0,0.0,0.0,96.56458374495955,32.864674371483915,0.0,0.0,0.0,0.0,0.0,16.86185817917671,96.863889292175,0.0,0.0,0.0,0.0,0.0,13.165263892024853,74.55855546915362,0.0,0.0,0.0,0.0,0.0,9.024270092126498,61.2614073497489,0.0,0.0,0.0,0.0,0.0,71.93949311681524,47.463273887153335,0.0,0.0,0.0,0.0,0.0,65.24791558453207,128.11267254978873,0.0,0.0,0.0,0.0,0.0,99.66830171044985,19.289816257178305,0.0,0.0,0.0,0.0,0.0,32.614629018238666,91.28155098090475,0.0,0.0,0.0,0.0,0.0,44.4035545749687,140.3362326960102,0.0,0.0,0.0,0.0,0.0,41.803990629555905,72.89242257676159,0.0,0.0,0.0,0.0,0.0,92.90902628170286,75.28713029740479,0.0,0.0,0.0,0.0,0.0,64.50720108471975
14,17.458620700208836,20.568748914427257,0.0,0.0,0.0,0.0,0.0,3.7336994322337707,0.0,0.0,0.0,0.0,0.0,2.170686155217354,4.067734760673851,0.0,0.0,0.0,0.0,0.0,0.37363933276768513,9.727138741743255,0.0,0.0,0.0,0.0,0.0,8.068748749916411,3.1358933204626602,0.0,0.0,0.0,0.0,0.0,0.4555356108661119,173.10713693889574,0.0,0.0,0.0,0.0,0.0,173.80569888882957,33.44805385904252,0.0,0.0,0.0,0.0,0.0,46.666994577239315,72.34174031364822,0.0,0.0,0.0,0.0,0.0,238.37082316734603,93.85716522620503,0.0,0.0,0.0,0.0,0.0,29.17728913826871,78.39501625183516,0.0,0.0,0.0,0.0,0.0,49.21622050027065,59.96691189442191,0.0,0.0,0.0,0.0,0.0,104.98450385437962,59.26170025023315,0.0,0.0,0.0,0.0,0.0,86.9071209762915,28.673160278497893,0.0,0.0,0.0,0.0,0.0,70.37005728405788,89.45640695084819,0.0,0.0,0.0,0.0,0.0,13.163733325566604,154.7020193415389,0.0,0.0,0.0,0.0,0.0,142.972341249333,69.26537216600812,0.0,0.0,0.0,0.0,0.0,36.03921972275121,59.95153735081358,0.0,0.0,0.0,0.0,0.0,135.92088369223643
15,15.502636798692476,11.274081380804901,0.0,0.0,0.0,0.0,0.0,6.035583896170055,0.0,0.0,0.0,0.0,0.0,9.395864423607595,2.9336361497952654,0.0,0.0,0.0,0.0,0.0,4.013796293439552,21.613782224975854,0.0,0.0,0.0,0.0,0.0,9.260942376127486,5.660190769450467,0.0,0.0,0.0,0.0,0.0,0.9627749409043531,230.76767306221174,0.0,0.0,0.0,0.0,0.0,183.04840892434635,37.62682000115357,0.0,0.0,0.0,0.0,0.0,37.17576081276387,73.13699631812909,0.0,0.0,0.0,0.0,0.0,32.66980727146541,98.30286113463643,0.0,0.0,0.0,0.0,0.0,3.3268230730225246,82.13974482896566,0.0,0.0,0.0,0.0,0.0,122.87950779472935,59.04744185580831,0.0,0.0,0.0,0.0,0.0,16.21838724202981,49.31437407987344,0.0,0.0,0.0,0.0,0.0,58.85778569244305,34.86130099749472,0.0,0.0,0.0,0.0,0.0,27.201849030190335,80.6466163532835,0.0,0.0,0.0,0.0,0.0,13.998493922088322,179.18430472778343,0.0,0.0,0.0,0.0,0.0,136.06936781759978,113.73677312400245,0.0,0.0,0.0,0.0,0.0,19.406418814784736,170.09320419063772,0.0,0.0,0.0,0.0,0.0,39.26829166139433
16,38.658877440265115,16.962001008234125,0.0,0.0,0.0,0.0,0.0,2.4977897704432492,0.0,0.0,0.0,0.0,0.0,0.5804281366123367,10.736674933013639,0.0,0.0,0.0,0.0,0.0,1.2415336823155567,6.059111683723244,0.0,0.0,0.0,0.0,0.0,3.518230568041064,2.147417322501114,0.0,0.0,0.0,0.0,0.0,0.8260109600915995,78.66129724377352,0.0,0.0,0.0,0.0,0.0,84.80101088724652,33.89803379280434,0.0,0.0,0.0,0.0,0.0,15.54973710214756,150.2329354922961,0.0,0.0,0.0,0.0,0.0,0.6821538296238383,64.18290894920582,0.0,0.0,0.0,0.0,0.0,3.74052402279106,55.28331988665757,0.0,0.0,0.0,0.0,0.0,2.648902974213969,60.185042294541255,0.0,0.0,0.0,0.0,0.0,69.25067517892037,35.16622347625577,0.0,0.0,0.0,0.0,0.0,48.93978313378187,38.36252704295453,0.0,0.0,0.0,0.0,0.0,9.386612722809902,101.1856201436359,0.0,0.0,0.0,0.0,0.0,60.89916301475851,241.9321997259549,0.0,0.0,0.0,0.0,0.0,55.322615283223016,62.444122988306596,0.0,0.0,0.0,0.0,0.0,33.29259455931205,90.03132460879132,0.0,0.0,0.0,0.0,0.0,42.48513451100484
17,14.96692917777812,17.806197420095486,0.0,0.0,0.0,0.0,0.0,7.364857108848668,0.0,0.0,0.0,0.0,0.0,2.0330240595299096,3.4178299190985637,0.0,0.0,0.0,0.0,0.0,3.9943914862438255,9.974833924130897,0.0,0.0,0.0,0.0,0.0,5.260033276909853,3.7508762847895403,0.0,0.0,0.0,0.0,0.0,3.5233235588801435,60.549888610579295,0.0,0.0,0.0,0.0,0.0,39.96338204104307,31.11902144204658,0.0,0.0,0.0,0.0,0.0,22.173079949739005,73.7810042962373,0.0,0.0,0.0,0.0,0.0,86.26367285962141,65.83726819862204,0.0,0.0,0.0,0.0,0.0,54.15262191639368,51.30361627816641,0.0,0.0,0.0,0.0,0.0,0.08451592548472657,49.90141944841283,0.0,0.0,0.0,0.0,0.0,101.39909880413398,47.678801625279725,0.0,0.0,0.0,0.0,0.0,36.40663076268142,37.827174185590884,0.0,0.0,0.0,0.0,0.0,9.491851580835998,83.97127027427145,0.0,0.0,0.0,0.0,0.0,64.20050310831735,130.82170058217724,0.0,0.0,0.0,0.0,0.0,97.06605134791947,69.625529802432,0.0,0.0,0.0,0.0,0.0,64.06589794460542,61.09378463109816,0.0,0.0,0.0,0.0,0.0,21.242437354549775
18,15.97403526424116,21.665326249505164,0.0,0.0,0.0,0.0,0.0,1.9583469950397225,0.0,0.0,0.0,0.0,0.0,1.4992041685033533,3.0195875103997505,0.0,0.0,0.0,0.0,0.0,1.795175226218102,5.376542770547038,0.0,0.0,0.0,0.0,0.0,8.08272027066013,1.6876357375718323,0.0,0.0,0.0,0.0,0.0,5.981761112406538,80.8272390220431,0.0,0.0,0.0,0.0,0.0,141.49492581203222,30.844559304048744,0.0,0.0,0.0,0.0,0.0,32.205363306113505,73.56545681016925,0.0,0.0,0.0,0.0,0.0,67.05541580654761,72.15912749592377,0.0,0.0,0.0,0.0,0.0,4.667253872926236,59.89796840989967,0.0,0.0,0.0,0.0,0.0,2.4762449056701157,44.71400563614889,0.0,0.0,0.0,0.0,0.0,28.981306820445866,30.713890986348133,0.0,0.0,0.0,0.0,0.0,18.312459467543174,25.206003897952595,0.0,0.0,0.0,0.0,0.0,12.858689870247634,74.16972402439923,0.0,0.0,0.0,0.0,0.0,23.89450638241542,240.77817624197445,0.0,0.0,0.0,0.0,0.0,57.29588144062705,98.11666058160951,0.0,0.0,0.0,0.0,0.0,267.208627977236,75.70920640371928,0.0,0.0,0.0,0.0,0.0,21.955024432373747
