,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test
0,1089.6562364680422,249.0339764128587,0.0
1,840.0837758882122,217.53114928400942,0.0
2,780.7379994666853,171.68485136495332,0.0
3,912.9030145429055,116.53410805263383,0.0
4,264.63676048763244,63.87665828629993,0.0
5,345.39076548313375,41.2437154536518,0.0
6,288.40619701872663,36.56294178259748,0.0
7,447.6012043650358,37.79336507611774,0.0
8,246.62992135543723,44.86429123458241,0.0
9,340.83103286512977,57.488526598641485,0.0
10,467.56003578043914,72.4796239982594,0.0
11,364.2301984720598,78.02051673361792,0.0
12,378.12493525085983,72.12915098377933,0.0
13,264.199994488762,58.86530237694368,0.0
14,330.40868660050506,55.20116840563408,0.0
15,231.63325468467673,52.33773960101534,0.0
16,151.61114271508288,53.53324526768516,0.0
17,153.98993071001817,45.290955933447236,0.0
18,192.34777368396453,43.70491902764536,0.0
19,371.25935436513447,64.0223915631085,0.0
20,300.4696884596942,62.34972168664969,0.0
21,302.16048431431625,56.3696892427616,0.0
22,301.0680506916421,51.08238193700898,0.0
23,100.83294230996044,42.16182738423123,0.0
24,248.0946939020183,54.756621520090754,0.0
25,232.25443414048146,45.62729487619828,0.0
26,126.5427054963194,38.7555232342936,0.0
27,70.36592166067572,36.75353308493536,0.0
28,29.78261752540102,40.956160577002876,0.0
29,11.926161721375083,36.468704884627044,0.0
30,24.6191059445298,40.57537265400234,0.0
31,11.502469514356308,42.950032425657355,0.0
32,6.825854938551556,33.36691089937612,0.0
33,9.226941390981855,34.242293168622474,0.0
34,6.839764192644351,39.739897817208416,0.0
35,5.0005093687465925,31.61379763047796,0.0
36,21.53217532847981,40.440120163155626,0.0
37,44.44223483220652,27.074237000152557,0.0
38,8.51341857228647,46.51848791738031,0.0
39,6.577671479457799,30.127545144318567,0.0
40,24.29815310164296,31.665440871771303,0.0
41,6.137138930183542,41.380929497613856,0.0
42,1.4612183884143513,35.57271780389868,0.0
43,1.0056735402360242,36.95366702331022,0.0
44,3.1908875202182108,35.11857600532405,0.0
45,0.45466337107087273,33.24027621881255,0.0
46,9.688019695519378,36.21510834191825,0.0
47,18.632647270678632,31.231860840779866,0.0
48,22.210290242329105,43.30522387774264,0.0
49,19.231334096060493,28.213934487147846,0.0
50,8.777286964879897,44.818374700462925,0.0
51,4.817155952095487,32.594409930859825,0.0
52,11.005066661872542,36.83381048198822,0.0
53,0.5390878283970998,35.77795591701167,0.0
54,1.2801072554003965,33.73643337604042,0.0
55,0.8820606267872149,33.90989653246676,0.0
56,7.826733076306487,32.23927013114331,0.0
57,9.574039096481625,38.5644039743618,0.0
58,0.7507226806643369,37.75113837174739,0.0
59,1.7572951519562452,34.874045220487744,0.0
60,8.534838528573976,32.00441752522332,0.0
61,4.143054351256766,37.72935002908043,0.0
62,1.2496904543166132,36.54706141643443,0.0
63,0.07106705871820658,33.525459517903336,0.0
64,8.278892902643856,36.73604331510515,0.0
65,1.5293301497115426,39.59993332087605,0.0
66,1.3412436463689228,32.4623627442454,0.0
67,3.39833319190048,36.78800341651165,0.0
68,3.4688499717014922,31.63913004469218,0.0
69,6.192098008436793,42.339442488294814,0.0
70,2.633272912608871,30.831592836393316,0.0
71,4.946028255153743,43.550272573227524,0.0
72,0.41223647307488387,30.340920637696552,0.0
73,10.78769228127045,31.945843884157636,0.0
74,8.321139140948343,38.13938332352653,0.0
75,0.8086928201252709,36.060744861200384,0.0
76,2.2040606815999455,30.85975346177774,0.0
77,1.4259139760706516,34.274311218125504,0.0
78,0.2640024011545548,36.46421898857842,0.0
79,1.8893698170412463,36.66755083736142,0.0
80,1.5402804300572712,35.19029840054205,0.0
81,5.537024347553896,31.900536188484715,0.0
82,2.5575275047591908,34.490326630629795,0.0
83,1.0459284264385709,37.77930977333362,0.0
84,1.2820859080602123,34.31712764465726,0.0
85,0.48739071682464324,31.880410084189396,0.0
86,1.664194441012865,38.88510305688348,0.0
87,5.359977664871745,30.217747207052884,0.0
88,2.0233114695817505,36.692076486350125,0.0
89,5.244567150267543,30.02614091357605,0.0
90,3.682576999776322,35.97290191254474,0.0
91,1.9882527071836518,34.7946457331128,0.0
92,3.0730652278603685,30.804320472780432,0.0
93,3.3026273800635253,37.883833059537075,0.0
94,0.08151404838860407,31.913466150944096,0.0
95,4.267786153917657,43.45881246276021,0.0
96,1.210060541136064,30.71479931465796,0.0
97,2.8658775490896358,34.153494735147426,0.0
98,0.3534064304092225,31.954741495163468,0.0
99,0.3547994962636736,35.2169711348965,0.0
