,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6933065501917488,0.08659048387525048,66.66666666666666,0.11572481156464903,55.55555555555556,0.7132082753622743
1,0.6929156586624683,0.08663068361928102,58.333333333333336,0.11551161509994376,61.111111111111114,0.6932775209865938
2,0.6922627688309069,0.08667418342904111,41.66666666666667,0.11565237854958949,44.44444444444444,0.6959140184938084
3,0.6921821951761904,0.0869331305873623,33.33333333333333,0.11566481244291109,44.44444444444444,0.6938025441805227
4,0.6980094621347375,0.08728760900981684,33.33333333333333,0.11554210565666174,44.44444444444444,0.6926958293239098
5,0.6830909337917997,0.08762550422031949,33.33333333333333,0.11577679887046487,44.44444444444444,0.692386156036418
6,1.24611304945329,0.2605088883920596,33.33333333333333,0.11571037692790487,44.44444444444444,0.6932447366769562
7,0.5165031024924308,0.0870589384359744,33.33333333333333,0.11579226751577812,44.44444444444444,0.6945609907314005
8,0.6933737920256009,0.08572664735653264,66.66666666666666,0.11592379487093764,44.44444444444444,0.6939813700096106
9,0.7004830894478392,0.0856821889020144,66.66666666666666,0.11731781965370283,44.44444444444444,0.7410419476633033
10,0.6974538943336716,0.08583149067476675,66.66666666666666,0.11532041404564485,44.44444444444444,0.6921677268828216
11,0.6931606170095777,0.0862399653422715,66.66666666666666,0.3941849582509773,44.44444444444444,1.7621716824983495
12,0.6908207026892458,0.08629344068015325,66.66666666666666,0.11288282800345378,44.44444444444444,0.4882011777140114
13,0.6928934727035517,0.08624212582227435,66.66666666666666,0.11541199374822525,61.111111111111114,0.5936001072373344
14,0.6929004284434455,0.0862470701452535,66.66666666666666,0.12199907971329882,44.44444444444444,0.5607088412333905
15,0.6927863811198749,0.08636150503134954,70.83333333333334,0.13412273210839926,44.44444444444444,1.2459674409461534
16,0.6879569740712455,0.08626919546169687,66.66666666666666,0.11547044944178984,61.111111111111114,0.6137261704200779
17,0.6884839436349945,0.08630170538411346,62.5,0.11547763713080103,61.111111111111114,0.6949278432469199
18,0.6921617914332622,0.0863848981517411,75.0,0.1145614572726277,61.111111111111114,0.5167437973716278
