,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.700406479996005,0.6923109962038437,50.79365079365079,0.6135912698412699,0.6520162833233675,0.5093750009934107,1.0,0.6929763400674502,50.0,0.7364583333333333,0.6554778702557087,0.5,1.0,0.6928845230539035,0.74782909696253,19.35483870967742,0.555952380952381,0.3222222328186035,0.1964285746216774,1.0,0.6930922792993855,0.7367266064811848,52.94117647058824,0.5555555555555556,0.467532475789388,0.375,0.6666666666666666,0.664159496152352,0.8748207549038443,44.44444444444444,0.3833333333333333,0.0,0.0,0.0,0.5471364906405488,0.6882577231701386,53.84615384615385,0.5166666666666666,0.0,0.0,0.0,0.6922645016051779,0.6934048283164619,21.428571428571427,0.1875,0.3611111119389534,0.2291666716337204,1.0,0.7954072314100702,0.76535211757317,40.0,0.8666666666666667,0.0,0.0,0.0,0.6896585730682976,0.9976236781006421,25.0,0.75,0.0,0.0,0.0,0.6923939635432443,0.692012763877554,66.95652173913044,0.4417857142857143,0.0,0.0,0.0,0.69571245849214
1,0.6910854231390233,0.6931711361465487,49.735449735449734,0.5130208333333334,0.023809524873892467,0.041666666666666664,0.016666666915019352,0.7127102031064213,53.90625,0.7015252976190476,0.18313492462038994,0.375,0.12723214644938707,0.57806216794205,0.489843698346069,80.64516129032258,0.6297619047619047,0.0,0.0,0.0,0.6817295846935755,0.6484024641076132,58.82352941176471,0.8333333333333334,0.4166666666666667,0.6666666666666666,0.3809523830811183,0.9098172397297253,0.7049148237843421,44.44444444444444,0.5,0.0,0.0,0.0,1.1091194618460953,0.6929912043502817,46.15384615384615,0.8333333333333333,0.45000000298023224,0.4583333432674408,0.7000000029802322,0.6918509945755144,0.7643859595106794,42.857142857142854,0.35,0.34285715222358704,0.2500000074505806,0.75,0.6768840215542884,0.6941970938623804,40.0,0.46875,0.0,0.0,0.0,0.6432697390185511,0.7970553673561523,12.5,0.08333333333333333,0.0,0.0,0.0,0.6510926374286551,0.6894394165803422,66.95652173913044,0.4673809523809524,0.0,0.0,0.0,0.6931865261950487
2,0.695899014370402,0.6940253477470856,48.67724867724868,0.5703124999999999,0.020833333333333332,0.041666666666666664,0.013888889302810034,0.7687251233509396,63.28125,0.724516369047619,0.4037878792732954,0.6562500037252903,0.3114583371207118,0.634762559677109,0.48199293862892056,80.64516129032258,0.5744047619047619,0.0,0.0,0.0,0.8314374882067598,0.5724841863045289,64.70588235294117,0.8333333333333334,0.8181818326314291,0.7142857313156128,1.0,0.6856587168548371,0.8070991945846133,44.44444444444444,0.55,0.0,0.0,0.0,1.3556617448711765,0.692874526689757,46.15384615384615,0.65,0.0,0.0,0.0,0.6955695226056439,0.6929384619316279,50.0,0.6071428571428572,0.0,0.0,0.0,0.6935727900178812,0.7337405066522346,40.0,0.5625,0.0,0.0,0.0,0.7055852038769733,0.7271894930804514,37.5,0.9166666666666666,0.2857142984867096,1.0,0.1666666716337204,0.6204299870003832,0.6758602143055196,66.95652173913044,0.5223809523809524,0.0,0.0,0.0,0.7186270588453673
3,0.6919794684432563,0.6938440446187502,49.2063492063492,0.6069444444444444,0.027777778605620067,0.041666666666666664,0.020833333333333332,0.7816417000879347,53.125,0.7429315476190477,0.1468253992497921,0.3125,0.09910714440047741,0.5883869873405144,0.5125092887014162,80.64516129032258,0.5916666666666667,0.0,0.0,0.0,0.8063810986342865,0.532256307529293,76.47058823529412,0.8333333333333334,0.7904762029647827,1.0,0.6888888974984487,0.7690786234836757,0.7101271986459933,44.44444444444444,0.4375,0.1666666716337204,0.25,0.125,0.7917817983989774,0.6928237809181544,61.53846153846154,0.7291666666666667,0.20000000298023224,0.5,0.125,0.6935420855798068,0.8861233216525507,21.428571428571427,0.2767857142857143,0.3611111119389534,0.2291666716337204,1.0,0.6916628880717341,0.694037500841754,40.0,0.4375,0.0,0.0,0.0,0.5964058720698907,0.9202566815609694,25.0,0.5,0.0,0.0,0.0,0.6712866345203241,0.6863137337801714,66.95652173913044,0.3450396825396826,0.0,0.0,0.0,0.8982606458366351
4,0.6981344069142463,0.6958884309233407,57.14285714285714,0.5798859126984126,0.5202170635263125,0.5394841364274422,0.560317466656367,0.8176297106464302,61.71875,0.787686011904762,0.7088109906762838,0.5770089337602258,1.0,0.42872485004192606,0.5632498821767716,70.96774193548387,0.7916666666666666,0.4166666716337204,0.5833333358168602,0.4583333358168602,0.4733477353313102,0.9743812815846967,52.94117647058824,0.7888888888888889,0.7715617815653483,0.6666666666666666,1.0,0.4874410102150882,0.7466465436892942,44.44444444444444,0.41666666666666663,0.0,0.0,0.0,0.8860912373387665,0.6930274484918659,53.84615384615385,0.5833333333333334,0.6333333253860474,0.5476190596818924,0.8333333432674408,0.6903095708021972,1.0027348450973894,21.428571428571427,0.1875,0.3611111119389534,0.2291666716337204,1.0,0.6880339917027162,1.0836480381425013,40.0,0.8,0.0,0.0,0.0,0.6377471956904912,0.6561158104817517,75.0,1.0,0.800000011920929,1.0,0.6666666865348816,0.6917237488622557,0.6805542596535386,66.95652173913044,0.4166269841269842,0.0,0.0,0.0,0.5427059824075938
5,0.6976682246789137,0.6815828952564068,49.735449735449734,0.6409970238095236,0.037500000248352684,0.08333333333333333,0.0243055559694767,0.7353136775575215,71.09375,0.7736235119047619,0.7491793148219585,0.6707589412108064,0.9072916693985462,0.40106344484067175,0.6772562538607332,64.51612903225806,0.761904761904762,0.375,0.25833333656191826,0.75,0.8745421284416867,0.6195696602173483,52.94117647058824,0.75,0.47863248984018963,0.375,0.6666666666666666,0.5742203535266368,0.7229242408748999,55.55555555555556,0.41666666666666663,0.38461539149284363,0.3125,0.5,1.1166997659321372,0.6931088540005443,53.84615384615385,0.5104166666666666,0.6493506729602814,0.48571430146694183,1.0,0.6909477675632681,0.7285062715350675,21.428571428571427,0.08333333333333333,0.34285715222358704,0.2083333358168602,1.0,0.6932506433386322,0.7027046609621906,60.0,0.7666666666666666,0.75,0.8333333432674408,0.7000000029802322,0.6008733989612429,0.6654773324673908,87.5,1.0,0.9090909361839294,1.0,0.8333333134651184,0.6009827934160493,0.6852886578868033,66.95652173913044,0.4071031746031746,0.0,0.0,0.0,0.6907949224826819
6,0.6930957887870555,0.6940928290550992,53.43915343915344,0.5883432539682538,0.2685515893002351,0.5381944452722868,0.19623016255597273,0.6518179376641623,74.21875,0.8301339285714286,0.7143037524074316,0.8163690511137247,0.6927083376795053,0.6593365018269955,0.45308711855468753,80.64516129032258,0.7892857142857143,0.0,0.0,0.0,0.6147900447769069,0.4428633754867617,82.35294117647058,0.8333333333333334,0.850000003973643,1.0,0.7555555701255798,0.7108647215493614,0.7049878431939415,66.66666666666666,0.5833333333333333,0.4166666865348816,0.3571428656578064,0.5,0.7347504540437524,0.6930858768995556,53.84615384615385,0.625,0.666666716337204,0.5428571552038193,1.0,0.7147925974994113,0.8250402439103185,21.428571428571427,0.2589285714285714,0.3611111119389534,0.2291666716337204,1.0,0.6525667998342044,0.7688964334399531,40.0,0.5625,0.0,0.0,0.0,0.5879047169676177,0.8543137218513417,25.0,0.6666666666666666,0.0,0.0,0.0,0.6704623710698733,0.6872459791030342,66.95652173913044,0.419563492063492,0.0,0.0,0.0,0.6858365556929845
7,0.5692594317641064,0.6963243686122992,56.613756613756614,0.5913194444444444,0.37923280894756317,0.5180555594464143,0.3479166701436043,0.6700040221747067,73.4375,0.8087425595238096,0.6598890814930201,0.8583333361893892,0.5857142917811871,0.5573179344051841,0.4480471789580121,80.64516129032258,0.6166666666666666,0.0,0.0,0.0,0.6705402625517634,0.5172892603131739,70.58823529411765,0.7708333333333334,0.41904762387275696,0.6666666666666666,0.3333333333333333,0.6310335905815405,0.7784985162927487,44.44444444444444,0.65,0.0,0.0,0.0,1.0645228082659237,0.7439271667743019,53.84615384615385,0.40625,0.444444477558136,0.4000000059604645,0.5,0.6964780006670922,0.8518108509123662,21.428571428571427,0.41666666666666663,0.27272728085517883,0.1875,0.5,0.7018564945848791,0.7199615311313359,40.0,0.375,0.0,0.0,0.0,0.5790133675140045,0.8700277610224368,25.0,1.0,0.0,0.0,0.0,0.6209467027457087,0.6907536935817286,66.95652173913044,0.513015873015873,0.0,0.0,0.0,0.5574516100055861
8,0.5797788366634964,0.6831982577887521,59.78835978835979,0.6223214285714286,0.6375603564083576,0.5700396901617447,0.7625000017384688,0.6692068533505726,76.5625,0.8345610119047617,0.7677038349211216,0.6937500033527613,0.9166666679084301,0.6460501146428613,0.4634281737832548,87.09677419354838,0.6666666666666666,0.5,0.5,0.5,0.432863897416945,0.3604428433714111,94.11764705882352,0.8333333333333334,0.629629651705424,0.600000003973643,0.6666666666666666,0.48862179638141906,0.6959553124060842,55.55555555555556,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.47231965557788563,0.762686098175457,53.84615384615385,0.55,0.6749999821186066,0.5142857283353806,1.0,0.3754652468100877,1.299272964134993,21.428571428571427,0.25,0.3611111119389534,0.2291666716337204,1.0,0.5533120040993367,0.7782379554782052,40.0,0.375,0.222222238779068,0.3333333432674408,0.1666666716337204,0.6083956608206458,0.6006148158507171,75.0,0.4166666666666667,0.8571428656578064,0.75,1.0,0.8015631690645398,0.6946022893379584,66.95652173913044,0.4419444444444444,0.0,0.0,0.0,0.6913433833670889
