,ASD,ASD,ASD,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6931320375293288,0.08886072350106176,50.0,0.0866540644742488,50.0,0.6841128618007923
1,0.6947776084524855,0.08886383022519344,50.0,0.08677663607304872,50.0,0.6722058912769734
2,0.6933648395838825,0.08886244290822003,50.0,0.08696243466383373,50.0,0.6307462587552264
3,0.695278940035881,0.0888835542271742,50.0,0.08834309041820114,50.0,0.613413739927482
4,0.6847622209524175,0.08881828451861873,50.0,0.08825776784686051,50.0,0.5307407517147473
5,0.6859193063247637,0.08895457834190842,50.0,0.15656775918949675,50.0,0.4333987253494568
6,0.6918137301739662,0.08880664286868657,55.12820512820513,0.1345055783077292,50.0,0.2150043728453556
7,0.6932100203876617,0.08883370174307202,52.991452991452995,0.17815067683227892,50.0,1.0239643496033204
8,0.6801330553305796,0.08887112289079008,50.0,0.2340459601858301,50.0,2.438526516691319
9,0.6928228256460096,0.08870921396910497,51.70940170940172,0.09422483921599292,50.0,0.44254350475217646
10,0.6871576600296312,0.08881302851199992,50.0,0.15057057443271732,50.0,1.3478544498800518
11,0.6870655534062426,0.08867886971687099,50.427350427350426,0.13569225388718142,50.0,0.07909497289944672
12,0.5535082495155167,0.08894683563402817,50.0,0.45804585707433637,50.0,5.170955802635515e-05
13,0.7222757119295748,0.08896568334710298,50.0,0.26443366818573655,50.0,0.3376893639634718
14,0.7696816541190568,0.09013287800505783,50.0,0.5060585302579456,50.0,1.4801234846935123
15,0.6799227768201908,0.08878753583185049,50.0,0.09061478720977098,50.0,0.6672371675838706
16,0.6835751223479523,0.08831868664434576,51.28205128205128,0.2609981744412719,50.0,0.5739964174444031
17,0.535129151462921,0.1115729904421045,57.692307692307686,0.28013241305591186,55.00000000000001,0.003751106309864142
18,0.6869952920466232,0.08823286706830566,56.837606837606835,0.22293462952224904,50.0,1.0833561085330898
19,0.5223970292402786,0.11059734833972125,57.692307692307686,0.1603486956289322,67.5,0.3128082650292797
20,0.6849323982863065,0.08792897128551065,55.12820512820513,0.1274203853729047,50.0,1.7050363198834577
21,0.6777880540708419,0.0883919442754664,51.28205128205128,0.11180029178844682,50.0,0.21027510769207675
