,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7663602594100956,0.7666266557485766,30.0,0.5166666666666666,0.0,0.0,0.0,0.6934485891853382,36.36363636363637,0.5833333333333333,0.0,0.0,0.0,0.6936629616066528,0.6931525594433906,50.0,0.3,0.0,0.0,0.0,0.693784028970106,0.7055486163037076,50.0,0.4666666666666667,0.6573426723480225,0.5,1.0,0.6768904133409858,0.6843798268684665,62.5,0.4,0.0,0.0,0.0,0.8174898133557786,0.6939143143759887,37.5,0.26666666666666666,0.0,0.0,0.0,0.6954453312295443,0.693035694768254,85.71428571428571,1.0,0.8571428656578064,0.75,1.0,0.6936641985900391,0.6925144106173514,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.7028464057294815,0.6889064308564008,60.0,0.625,0.0,0.0,0.0,0.7797385180532084,0.6931369146485444,50.0,0.5,0.6666666865348816,0.5,1.0,0.6940334433663682,0.6932192514760428,44.44444444444444,0.3833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6915519837467481,0.6938580577499092,52.63157894736842,0.5388888888888889,0.0,0.0,0.0,0.783021471296014,0.6933298004419866,30.0,0.45,0.0,0.0,0.0,0.6931602984798697
1,0.6931721961139014,0.6938226416995091,30.0,0.75,0.0,0.0,0.0,0.6387098790206842,63.63636363636363,0.7083333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6518358284452123,0.7127814248875423,50.0,0.41666666666666663,0.0,0.0,0.0,0.6573760775462792,1.0380667525415779,50.0,0.5,0.0,0.0,0.0,0.58865691583183,0.6913823030960553,62.5,0.6666666666666666,0.0,0.0,0.0,0.6933640749234364,0.6631130131888205,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6860777985030527,0.6953916206172446,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6923626483926875,0.8461700555822533,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.6226953698966256,0.6930069944568762,60.0,0.59375,0.0,0.0,0.0,0.6176967908768166,0.6932807429365643,50.0,0.375,0.6666666865348816,0.5,1.0,0.7057349216664022,0.7035555961809749,55.55555555555556,0.25,0.38461539149284363,0.3125,0.5,0.6423130375168686,0.7420793784350649,52.63157894736842,0.6152777777777777,0.0,0.0,0.0,0.6733294803141631,0.6953345204698559,30.0,0.5833333333333333,0.0,0.0,0.0,0.6928925867596957
2,0.771038870662211,0.8131611775417665,30.0,0.7916666666666667,0.0,0.0,0.0,0.6576994699027678,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.6619265665139755,0.6930788036031504,50.0,0.6,0.5846153944730759,0.4375,1.0,0.6928849644933387,0.6930468077434104,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6926432247758181,0.6924958416917668,62.5,0.7333333333333333,0.0,0.0,0.0,0.6939806110894378,0.6931547606413264,25.0,0.3333333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.69094397537404,0.693430876043663,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6925643659331058,0.6342906567376836,71.42857142857143,0.5,0.0,0.0,0.0,0.602275959526005,0.7137484669429707,60.0,0.3,0.0,0.0,0.0,0.624687170473583,0.693378132484246,50.0,0.375,0.6666666865348816,0.5,1.0,0.6916403879154186,0.7412606474266714,55.55555555555556,0.4375,0.8333333432674408,0.75,1.0,0.5060876030068662,0.6918418369695393,52.63157894736842,0.5222222222222223,0.0,0.0,0.0,0.6879042971962789,0.7032533716982311,30.0,0.9166666666666667,0.0,0.0,0.0,0.7398189595018997
3,0.9679747367101625,0.7177640534425735,30.0,0.5166666666666666,0.0,0.0,0.0,0.6425733308298609,63.63636363636363,0.71875,0.8333333432674408,0.75,1.0,0.639378746387116,0.6932595282552354,50.0,0.16666666666666666,0.5846153944730759,0.4375,1.0,0.6929590068755354,0.7269544711815227,50.0,0.5666666666666667,0.0,0.0,0.0,0.6657792249607091,0.692191694330253,62.5,0.8666666666666667,0.0,0.0,0.0,0.6936170837636729,0.6698790926817502,62.5,0.6,0.7692307829856873,0.625,1.0,0.6835062692738333,0.6959434461429927,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.7611355874406684,0.687307441266045,42.857142857142854,0.5,0.3333333432674408,0.25,0.5,0.7721482871160508,0.6478077049481984,60.0,0.7666666666666666,0.0,0.0,0.0,0.8891860150302406,0.6927450789262787,50.0,0.625,0.6666666865348816,0.5,1.0,0.6951273609883925,0.7001247769999864,55.55555555555556,0.46875,0.8333333432674408,0.75,1.0,0.815900091693826,0.693373024125185,47.368421052631575,0.6666666666666666,0.5707070827484131,0.4444444477558136,0.8666666746139526,0.690687052032929,0.6933468775534528,50.0,0.6071428571428572,0.222222238779068,0.5,0.1428571492433548,0.6934040046900241
4,0.6899838156435251,0.6954318788814525,30.0,0.55,0.0,0.0,0.0,0.6417331729964042,63.63636363636363,0.6875,0.8333333432674408,0.75,1.0,0.6214797904917956,0.6933729218506978,50.0,0.13333333333333333,0.701298713684082,0.5625,1.0,0.6934503201699665,0.6931136386146843,56.25,0.75,0.4761904925107956,0.75,0.5833333358168602,0.6935055839015251,0.6463467765090658,62.5,0.6666666666666666,0.0,0.0,0.0,0.6942568719233506,0.6702862710659695,62.5,0.6,0.7692307829856873,0.625,1.0,1.671824865696508,0.6931038083989909,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6943071444842022,0.6724517826132158,57.14285714285714,0.5,0.4000000059604645,0.3333333432674408,0.5,0.7289744226152162,0.6598473666140959,60.0,0.36666666666666664,0.0,0.0,0.0,0.5394662494467112,0.6931093447456823,50.0,0.625,0.6000000238418579,0.5,0.75,0.693239040073089,0.7660653340287974,22.22222222222222,0.35,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.7564423898470366,0.7107992952196177,42.10526315789473,0.4527777777777778,0.5151515007019043,0.44285714626312256,0.6388888955116272,0.5749157765204446,0.6935488434482988,30.0,0.5833333333333333,0.0,0.0,0.0,0.6943920679404713
5,0.6947824769282654,0.6923871995383375,70.0,0.7916666666666667,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.6501098640981451,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.5298261606168059,0.6940419340526315,33.33333333333333,0.1875,0.1428571343421936,0.1666666716337204,0.125,0.6924257716995472,0.6930829311173091,62.5,0.625,0.5833333283662796,0.5416666567325592,0.6666666567325592,0.692160437082998,0.6914704067694563,62.5,0.6666666666666666,0.0,0.0,0.0,0.6898820233172442,0.6544407883098412,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.48151480543728686,0.693062893076341,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6746632296110235,0.6425228129357129,71.42857142857143,0.5,0.0,0.0,0.0,0.5860249884944948,0.7280464163606795,60.0,0.59375,0.0,0.0,0.0,0.6556080396837142,0.6767352436362488,50.0,0.875,0.6666666865348816,0.5,1.0,0.8332732423875497,0.8136144433856285,44.44444444444444,0.3833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.3975024514632838,0.7696931783661347,52.63157894736842,0.7333333333333334,0.0,0.0,0.0,0.7971618355466042,0.693389445986634,40.0,0.5833333333333333,0.1666666567325592,0.5,0.10000000149011612,0.6926545123745529
6,0.6967430698524542,0.6959930389207457,30.0,0.6166666666666667,0.0,0.0,0.0,0.7770182943438037,36.36363636363637,0.7083333333333334,0.0,0.0,0.0,0.45589461993864283,0.7157451109722238,50.0,0.23333333333333334,0.701298713684082,0.5625,1.0,0.6944208577836304,0.6929602798096683,50.0,0.6333333333333333,0.6573426723480225,0.5,1.0,0.6947726050299387,0.6511813878166159,62.5,0.8666666666666667,0.0,0.0,0.0,0.7286761599360789,0.6712557292514845,62.5,0.4,0.7692307829856873,0.625,1.0,0.6149842583372916,0.7223875709698273,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6921482038658189,0.589003040415512,71.42857142857143,0.5,0.0,0.0,0.0,0.6433146876255375,0.8163923720530335,60.0,0.5625,0.0,0.0,0.0,0.3898506814959625,0.659753274040773,50.0,0.9375,0.6666666865348816,0.5,1.0,0.690325884884948,1.162168199325585,44.44444444444444,0.35,0.0,0.0,0.0,0.48970610813014515,0.797424552071579,36.84210526315789,0.5083333333333333,0.4166666666666667,0.40000000099341076,0.4444444477558136,0.3275102844523146,0.9269316051538276,30.0,0.5833333333333333,0.0,0.0,0.0,1.2060015773507418
7,0.6877159990094415,0.6834717933496517,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.6911112213829931,63.63636363636363,0.9166666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6883796322806471,0.8233094686297417,50.0,0.13333333333333333,0.5846153944730759,0.4375,1.0,0.6150093540598403,0.7762428407510058,50.0,0.40625,0.6666666865348816,0.5,1.0,0.6920470203439418,1.3194974777865958,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0,0.6711085173297964,0.7070278476952191,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,1.1954004714960769,0.6981920585107776,42.857142857142854,0.75,0.5,0.4000000059604645,0.6666666865348816,0.4607692596144818,0.7894012082228917,71.42857142857143,0.4,0.0,0.0,0.0,0.1005144609808701,1.1814779102988573,60.0,0.7666666666666666,0.0,0.0,0.0,1.3092745050096328,0.6873943283340418,50.0,0.8125,0.6666666865348816,0.5,1.0,1.0473265983997193,1.058939417527361,44.44444444444444,0.3125,0.7727272510528564,0.7142857164144516,0.875,0.1284371112927602,0.8784333986466833,52.63157894736842,0.45555555555555555,0.4888888994852702,0.5555555621782938,0.4444444576899211,0.2128000736946382,0.6928221213133592,70.0,0.4166666666666667,0.4545454680919647,0.5,0.4166666567325592,0.9851266000374354
8,0.6760696905707391,0.6949004223055631,30.0,0.7083333333333334,0.0,0.0,0.0,0.6203776772617787,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6357866595664659,0.9071646465638037,50.0,0.15625,0.6666666865348816,0.5,1.0,0.6231354880365103,0.692679197992352,68.75,0.7,0.7285714447498322,0.675000011920929,0.800000011920929,0.6934246533039302,0.6706476419437768,75.0,0.6,0.5,1.0,0.3333333432674408,0.6949079084137405,0.6546925086862379,62.5,0.6,0.7692307829856873,0.625,1.0,0.6727576317041113,0.840376154687463,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.5649144300066092,0.8055188995996662,42.857142857142854,0.5,0.3333333432674408,0.25,0.5,0.37194365269437535,0.6305874802946543,60.0,0.625,0.0,0.0,0.0,0.5521095069826786,0.6923413672534998,50.0,0.75,0.0,0.0,0.0,0.6925819294033011,0.9657968911283906,22.22222222222222,0.3833333333333333,0.125,0.1666666716337204,0.10000000149011612,1.33737546282814,0.8639653101940624,52.63157894736842,0.5694444444444445,0.35555556416511536,0.31111112236976624,0.4166666666666667,0.35185478925466507,0.6924698743728012,50.0,0.7083333333333334,0.6666666865348816,0.5833333432674408,0.8333333432674408,0.6925604096405453
9,0.6892311791580624,0.6972830968227965,30.0,0.75,0.0,0.0,0.0,0.781014313842497,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6940868107500395,0.7680658837891157,50.0,0.1,0.701298713684082,0.5625,1.0,0.7459006699548162,0.6929027267423261,50.0,0.6,0.5858586132526398,0.5000000149011612,0.7333333492279053,0.6934457358279756,0.5571881417983919,75.0,0.8666666666666667,0.5,1.0,0.3333333432674408,0.7014608172775914,0.6501881532536531,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.5270775845210851,0.6411165565981536,71.42857142857143,0.6666666666666666,0.5,1.0,0.3333333432674408,0.6631779020119645,0.9497160659165902,42.857142857142854,0.5,0.3333333432674408,0.25,0.5,0.24956331124770334,0.9905899455950802,60.0,0.75,0.0,0.0,0.0,0.3777089661932798,0.683019272736552,50.0,0.625,0.6666666865348816,0.5,1.0,0.6935870379400775,1.200375138094362,33.33333333333333,0.40625,0.27272725105285645,0.2142857164144516,0.375,0.31339724504680244,1.223512496736059,52.63157894736842,0.5,0.6464646458625793,0.5000000099341074,0.9166666666666666,0.155385603558414,0.7045423715941885,50.0,0.55,0.6666666865348816,0.7857142984867096,0.6500000059604645,0.7728015004126978
10,0.6898523452366001,0.7000245582268049,30.0,0.3333333333333333,0.0,0.0,0.0,0.692652821962064,63.63636363636363,0.5833333333333333,0.375,0.5,0.30000001192092896,0.6918502505560745,0.9385475759147427,50.0,0.26666666666666666,0.5846153944730759,0.4375,1.0,0.6076376735644908,0.7866829231725365,56.25,0.5,0.375,0.375,0.375,0.6536156534051065,1.0052581082732088,37.5,0.4,0.5454545617103577,0.375,1.0,0.5110639228601369,0.708705202515985,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.6699732229822919,0.5872541939269906,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.43806051380374966,0.6824096150567819,71.42857142857143,0.5,0.0,0.0,0.0,0.3850408022290799,0.6085100337316505,60.0,0.75,0.0,0.0,0.0,0.4971255085556618,0.692706102359961,50.0,0.875,0.6666666865348816,0.5,1.0,0.7555297038884428,1.0652348051396867,33.33333333333333,0.3833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.3377668441600149,1.0717658360428621,57.89473684210527,0.6319444444444444,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.1885697718680052,0.6736589375116334,70.0,0.48333333333333334,0.8333333432674408,0.875,0.800000011920929,0.6213992974206722
11,0.6922054101942421,0.6936462395959515,50.0,0.375,0.25,0.5,0.1666666716337204,0.7254258868126129,63.63636363636363,0.9583333333333333,0.6785714328289032,0.5416666716337204,1.0,0.085602153401703,0.7376790254056074,41.66666666666667,0.125,0.6060605943202972,0.4642857164144516,0.875,0.5857332130316597,0.6923917062916201,75.0,0.65625,0.7750000059604645,0.7083333432674408,0.875,0.6891147476890334,0.6921026433779036,62.5,0.8,0.5714285373687744,0.5,0.6666666865348816,0.6907801727502886,0.6590245001969514,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.5040725920888665,0.6096047985206737,71.42857142857143,0.6666666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.46424022433126044,0.7987927694957307,71.42857142857143,0.4,0.0,0.0,0.0,0.496458740171892,0.9225087928722402,60.0,0.8333333333333333,0.0,0.0,0.0,0.5689918742587201,0.6831825924432984,50.0,1.0,0.6666666865348816,0.5,1.0,0.3744494480242896,1.1168077789741224,33.33333333333333,0.34375,0.7000000029802322,0.6666666716337204,0.75,0.3316429854298767,1.1196892271676555,57.89473684210527,0.4375,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.008615377320329609,0.6560597052980237,60.0,0.3333333333333333,0.6969697177410126,0.6500000059604645,0.8333333432674408,0.7548722964497573
12,0.6487144658667708,0.595792259460045,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.5981594682296549,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.5718646198300895,1.0218723692583993,50.0,0.06666666666666667,0.5846153944730759,0.4375,1.0,0.6925855322995779,0.7051021332886498,50.0,0.5833333333333334,0.6285714358091354,0.5,1.0,0.7202256246112341,1.0413712104973538,50.0,0.4666666666666667,0.5999999642372131,0.4285714328289032,1.0,0.8407070399510654,0.6906833251597709,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.3390075930558277,0.966594629688654,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.2918240612873132,0.8252927606148273,57.14285714285714,0.6,0.0,0.0,0.0,0.16508100767300996,0.8325806315029792,60.0,0.8666666666666667,0.0,0.0,0.0,0.2805321102151548,0.6153717540238868,50.0,0.9375,0.6666666865348816,0.5,1.0,0.654934954398922,1.2397354790126502,55.55555555555556,0.4375,0.20000000298023224,0.5,0.125,0.13610127002014236,1.2900550396196753,63.1578947368421,0.6458333333333334,0.7222222288449606,0.700000007947286,0.75,0.5853817523099861,0.72470168449116,50.0,0.55,0.6666666865348816,0.7857142984867096,0.6500000059604645,0.5011793727170277
13,0.5786178539933614,0.6887624174011047,50.0,0.55,0.5833333432674408,0.8333333432674408,0.45000000298023224,0.6055292859373422,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6275092563449883,0.7519955678611915,41.66666666666667,0.23333333333333334,0.3928571492433548,0.4166666716337204,0.6000000014901161,0.5756275871326016,0.8017399836120902,56.25,0.5666666666666667,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.5904580482108878,0.6382318786017269,62.5,0.9333333333333333,0.0,0.0,0.0,0.601800123059446,0.61456739432286,50.0,0.6666666666666666,0.6666666865348816,0.5714285969734192,0.800000011920929,0.6703294981256818,0.6622612270981058,42.857142857142854,0.75,0.5,0.4000000059604645,0.6666666865348816,0.1998668745208429,0.8303748867458116,57.14285714285714,0.5,0.0,0.0,0.0,0.4350934156805656,0.6223320184875522,60.0,0.8,0.0,0.0,0.0,0.31456270053039315,0.6487467495080661,50.0,1.0,0.6666666865348816,0.5,1.0,0.7897069935514484,1.6833892908121342,44.44444444444444,0.48333333333333334,0.0,0.0,0.0,0.07707515682317045,1.230429629532151,47.368421052631575,0.7666666666666666,0.5370370546976725,0.600000003973643,0.5555555621782938,0.025313972791943484,0.7131658845156887,60.0,0.48333333333333334,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.3772807175787946
14,0.6004822239176992,0.7137045678735359,40.0,0.6166666666666667,0.1666666567325592,0.5,0.10000000149011612,0.9514750993468514,63.63636363636363,0.75,0.7846153974533081,0.6458333432674408,1.0,0.24504238066691,0.9078488388764964,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6088177073713373,0.8806542779479125,50.0,0.6333333333333333,0.3333333283662796,0.6666666716337204,0.2666666731238365,1.2389952952173953,0.5969496247152193,62.5,0.8666666666666667,0.6666666865348816,0.5,1.0,0.6229317047307072,0.6373474434554137,62.5,0.6,0.7692307829856873,0.625,1.0,0.4814978898881761,0.6772804612008306,57.14285714285714,0.6666666666666666,0.4000000059604645,0.5,0.3333333432674408,0.48404226723450017,0.8639261498126404,57.14285714285714,0.5,0.0,0.0,0.0,0.055301322873554895,0.8702577141381415,60.0,0.5,0.0,0.0,0.0,0.37896894511664897,0.691578538637854,62.5,0.9375,0.7272727489471436,0.5714285969734192,1.0,0.6935027649489165,1.4106120241730649,33.33333333333333,0.41666666666666663,0.27272728085517883,0.25,0.30000001192092896,0.3450716419470305,1.2248833437485,52.63157894736842,0.5833333333333334,0.511904756228129,0.4722222288449605,0.6666666666666666,1.7674852644161438,0.5987348448565992,50.0,0.7916666666666667,0.6666666865348816,0.5833333432674408,0.8333333432674408,0.6783551189387914
15,0.6050646979378796,0.6945858954004631,50.0,0.55,0.5,1.0,0.3500000014901161,0.6369313673030202,63.63636363636363,0.75,0.7846153974533081,0.6458333432674408,1.0,0.6886725568953102,1.2088210290110155,41.66666666666667,0.15625,0.6060605943202972,0.4642857164144516,0.875,0.6542616381833283,0.8669718029906207,50.0,0.53125,0.20000000298023224,0.5,0.125,0.7969944246505426,0.6066739372089166,62.5,0.9333333333333333,0.6666666865348816,0.5,1.0,0.4902421496985699,0.8633866961632679,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.2500780219532115,1.2186084318861972,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.3267088304980107,0.9817049656511709,57.14285714285714,0.5,0.4000000059604645,0.3333333432674408,0.5,0.36835811233198335,0.6364783125595074,70.0,0.36666666666666664,0.7083333432674408,0.550000011920929,1.0,0.510138443946143,0.6917674522127887,100.0,1.0,1.0,1.0,1.0,0.5089023301420813,1.4284799658845324,55.55555555555556,0.4375,0.20000000298023224,0.5,0.125,0.33867508919865585,1.5411290267468911,52.63157894736842,0.6791666666666667,0.6500000059604645,0.5333333512147268,0.8333333333333334,0.0859291599912232,0.6519849751140312,60.0,0.25,0.717948704957962,0.6071428656578064,0.9166666567325592,0.612038025065301
16,0.4387912583294036,0.6258886077147936,50.0,0.375,0.3333333432674408,0.5,0.25,0.6443596198381097,63.63636363636363,0.6071428571428572,0.46666666865348816,0.4375,0.5,0.4398290161853801,1.1143675874460226,50.0,0.125,0.6666666865348816,0.5,1.0,0.5411727064597157,0.7207667655976107,43.75,0.4666666666666667,0.5846153944730759,0.4553571492433548,0.8333333432674408,0.7087098976636232,1.645387802564897,37.5,0.6666666666666666,0.5454545617103577,0.375,1.0,0.48931619829056755,0.6583712652026807,62.5,0.6,0.7692307829856873,0.625,1.0,0.4494330720322094,0.7767209632334414,42.857142857142854,0.75,0.5,0.4000000059604645,0.6666666865348816,0.4520855584016696,0.8907032913354973,57.14285714285714,0.5,0.0,0.0,0.0,0.6364431267738583,1.2092204438830714,60.0,0.36666666666666664,0.0,0.0,0.0,0.42145961593955034,0.5927308604310761,50.0,1.0,0.6666666865348816,0.5,1.0,0.5421170634864914,1.684398556895813,33.33333333333333,0.46875,0.27272725105285645,0.2142857164144516,0.375,0.12633411135006234,1.4501008027997382,57.89473684210527,0.5158730158730159,0.42307690779368085,0.4047619104385376,0.4444444378217061,0.48505730985357315,0.5708015216837118,60.0,0.5833333333333333,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.5047362050316743
17,0.6551330084274047,0.698711221933433,50.0,0.48333333333333334,0.2857142984867096,0.5,0.20000000298023224,0.5445215532358866,63.63636363636363,0.9166666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6093250539767087,0.9176831667989506,33.33333333333333,0.1875,0.375,0.375,0.375,0.6947612658073676,1.277209151387134,50.0,0.5,0.2857142686843872,0.3333333432674408,0.25,0.6931753308710041,0.38751303541127063,87.5,1.0,0.800000011920929,1.0,0.6666666865348816,0.5636767434443508,0.6301277162500367,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.5941710096658952,0.8995414839794994,57.14285714285714,0.6666666666666666,0.4000000059604645,0.5,0.3333333432674408,0.3944696885411658,1.0798692403055659,57.14285714285714,0.5,0.4000000059604645,0.3333333432674408,0.5,0.072391844882089,1.218322366841427,60.0,0.53125,0.0,0.0,0.0,0.12096511877904421,0.6563274275212871,50.0,1.0,0.6666666865348816,0.5,1.0,0.8606570574221534,2.198117375223864,33.33333333333333,0.41666666666666663,0.27272728085517883,0.25,0.30000001192092896,0.11427646052589487,1.5478636629574076,52.63157894736842,0.5694444444444444,0.4040404160817464,0.5,0.36666667461395264,0.0032545563502176474,0.6886737560671344,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.4751417855026144
18,0.5139945827231561,0.6049906915922577,60.0,0.375,0.3333333432674408,0.5,0.25,0.6032087858886884,81.81818181818183,0.9166666666666667,0.9000000059604645,1.0,0.8333333432674408,0.7421500823271403,1.0065303833890697,16.666666666666664,0.13333333333333333,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.576262695539775,0.7185729343700233,62.5,0.65625,0.625,0.625,0.625,0.7259248974560599,0.44827293001772905,75.0,1.0,0.75,0.6000000238418579,1.0,0.42056874251360815,0.6700314512749957,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6101404017099057,0.7796628739297452,42.857142857142854,0.75,0.5,0.4000000059604645,0.6666666865348816,0.2593948923873598,1.1035284067236586,57.14285714285714,0.5,0.4000000059604645,0.3333333432674408,0.5,0.038019308048479694,0.6382795349382717,70.0,0.65625,0.20000000298023224,0.5,0.125,0.2701136566369369,0.599613822937872,50.0,1.0,0.6666666865348816,0.5,1.0,0.69068580850815,1.5289135806151417,44.44444444444444,0.3125,0.5,0.5,0.5,0.03985307133593757,1.431092286458549,63.1578947368421,0.7208333333333333,0.6481481591860453,0.8000000019868215,0.6111111144224802,0.49248566164855506,0.6035194128042078,80.0,0.4166666666666667,0.7878788113594055,0.75,0.9166666567325592,0.5504420297791548
