,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.46416261654119617,0.7877993707135856,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.594282338612505,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.6823107818926929,0.6990932903639976,54.54545454545454,0.16666666666666666,0.0,0.0,0.0,0.6534059888370299,0.6921977342007255,53.333333333333336,0.7083333333333334,0.6615384668111801,0.5535714328289032,1.0,0.608324138712221,0.711000209868511,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6937298896695804,0.6921392619866782,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.7241772514297838,0.6926001571702146,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6987102631503035,1.6139117034325283,57.14285714285714,0.5,0.0,0.0,0.0,0.1868344937732062,1.0235744513453824,22.22222222222222,0.25,0.0,0.0,0.0,0.5326808021457264,0.6989392995877329,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6869987393851722,0.6922491971376852,60.0,0.48333333333333334,0.75,0.7000000029802322,0.8333333432674408,0.9391862175585968,0.867512986532241,20.0,0.5,0.20000000298023224,0.125,0.5,0.4919548393445956,1.1869899656660596,50.0,0.34375,0.6666666865348816,0.5,1.0,0.40919279821713156
10,0.5938390811102081,0.8097771753068513,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.820101315119969,63.63636363636363,0.9583333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6297701473190896,0.6969911348825513,54.54545454545454,0.23333333333333334,0.0,0.0,0.0,0.8280382671456403,0.6596955296083238,53.333333333333336,0.8,0.6893939673900604,0.5446428656578064,1.0,0.7980425948608899,0.6930578959837623,62.5,0.5625,0.7272727489471436,0.5714285969734192,1.0,0.6929094944343521,0.7349764999940923,62.5,0.13333333333333333,0.7692307829856873,0.625,1.0,0.8057324866353223,0.6916697436164698,83.33333333333334,0.7777777777777778,0.8571428656578064,0.75,1.0,0.6887736126650744,1.2158985436475347,57.14285714285714,0.5,0.0,0.0,0.0,0.6914732852557306,1.2121281649788902,66.66666666666666,0.25,0.0,0.0,0.0,0.8769272041101653,0.6931075020236148,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6941635646031111,0.9375525654557542,50.0,0.6875,0.6666666865348816,0.5,1.0,0.39193375089477817,0.7702204967917063,20.0,0.41666666666666663,0.20000000298023224,0.125,0.5,0.5533449127852519,0.9025889809399896,50.0,0.84375,0.0,0.0,0.0,0.7328145325569619
11,0.5883333594575784,0.7392304630526028,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6247702235527637,63.63636363636363,0.71875,0.8333333432674408,0.75,1.0,0.28148514233633376,0.7016317108364857,54.54545454545454,0.41666666666666663,0.0,0.0,0.0,0.6581769943015483,0.5650778053964525,73.33333333333333,0.8125,0.75,0.75,0.75,0.6345055946899095,0.6928538703533689,50.0,0.625,0.0,0.0,0.0,0.6915634236802247,0.678712898952052,62.5,0.8,0.7692307829856873,0.625,1.0,0.5817372724216069,0.665736395802756,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.942050316575331,1.2678831436255094,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.21734701575903706,1.1945971405005453,66.66666666666666,0.25,0.0,0.0,0.0,0.584466040278211,0.7188082548646043,50.0,0.375,0.6666666865348816,0.5,1.0,0.5749770771728316,1.081814327621133,50.0,0.78125,0.6666666865348816,0.5,1.0,0.48150231035877317,0.8236998056322088,20.0,0.45833333333333337,0.20000000298023224,0.125,0.5,0.7115228678029466,0.6408907055639091,70.0,0.7166666666666667,0.4166666865348816,0.3571428656578064,0.5,0.5709744839235018
12,0.6613031450563953,0.6951918014711617,28.57142857142857,0.4166666666666667,0.2857142686843872,0.25,0.3333333432674408,0.6159526256182031,63.63636363636363,0.6875,0.8333333432674408,0.75,1.0,0.563746280250009,0.9110378243524168,54.54545454545454,0.34375,0.0,0.0,0.0,0.5245214005394021,0.5603708516008727,66.66666666666666,0.8333333333333333,0.7000000178813934,0.800000011920929,0.6333333551883698,0.6833388657703475,0.651616774771313,50.0,0.625,0.0,0.0,0.0,0.6916625390085155,0.6880863033524376,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5508914408584092,0.6923933616644234,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.6928020576269548,0.7761498470245696,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.5224417607023089,1.1828926267311468,66.66666666666666,0.25,0.0,0.0,0.0,1.0618502582544769,0.7324668125138586,50.0,0.625,0.6666666865348816,0.5,1.0,0.5276976328105897,0.7219965093442543,50.0,0.5833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.5749786564937395,0.5957520828728651,80.0,0.5,0.0,0.0,0.0,0.6602211816046379,0.5536698262563801,70.0,0.46875,0.444444477558136,0.4000000059604645,0.5,0.650348568883769
13,0.5518881335899695,0.9400069119830475,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.6113300986328271,63.63636363636363,0.6875,0.8333333432674408,0.75,1.0,1.0035265400074602,0.6869877600222923,54.54545454545454,0.5166666666666666,0.0,0.0,0.0,0.8491386121603315,0.5494205985534453,53.333333333333336,0.7333333333333334,0.6846153736114502,0.5267857164144516,1.0,0.6750192296019045,0.6926654037041943,62.5,0.5625,0.6666666865348816,0.6000000238418579,0.75,0.6939057671499267,0.6427811877460972,62.5,0.6,0.7692307829856873,0.625,1.0,0.48879427422108507,0.6917241948630614,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.6974709995123288,1.3684528327135108,57.14285714285714,0.5,0.0,0.0,0.0,0.18790589419389428,1.17726636469473,22.22222222222222,0.25,0.0,0.0,0.0,0.4045975733483845,0.7341268797239107,50.0,0.5,0.6666666865348816,0.5,1.0,0.5040429324938441,0.7202620154605419,40.0,0.45,0.625,0.6000000014901161,0.6666666716337204,0.5714873696102941,1.5887714660351278,20.0,0.42857142857142855,0.4444444552063942,0.3125,1.0,0.4683607368349033,0.535680592202435,70.0,0.6166666666666667,0.3636363744735718,0.3333333432674408,0.4000000059604645,0.3778154323201941
14,0.6500902381059241,0.8749033037517873,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.5901351556105424,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.07839732176723653,0.7087469027960034,54.54545454545454,0.7666666666666666,0.0,0.0,0.0,0.5747612550394543,0.4993429415630163,66.66666666666666,0.8541666666666667,0.7333333492279053,0.6333333551883698,0.875,0.5689069935919561,0.6656756583134064,50.0,0.5,0.0,0.0,0.0,0.6924226825507318,0.7208802850621663,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.23791776747144905,0.6633081867989558,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.7514186598701156,1.5364239162674675,57.14285714285714,0.5,0.0,0.0,0.0,0.8392215396515488,1.5461960383415976,33.33333333333333,0.25,0.0,0.0,0.0,0.43173414120455494,0.7103365105724999,50.0,0.6875,0.6666666865348816,0.5,1.0,0.5103614555031378,0.7766726862587023,60.0,0.375,0.6969697177410126,0.5357142984867096,1.0,0.9956904190174289,1.0732195700856915,40.0,0.41666666666666663,0.1666666716337204,0.125,0.25,0.46719522775204403,0.4989211821188507,70.0,0.9375,0.7857142686843872,0.8333333432674408,0.75,0.17189817415069703
15,0.5525121147632956,1.0729352557903897,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.5205657273447969,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.4316617144131793,0.690103204713488,54.54545454545454,0.78125,0.0,0.0,0.0,0.6515619775539228,0.5490239604549765,46.666666666666664,0.7,0.550000011920929,0.5000000149011612,0.6333333551883698,0.681647730372243,0.7677598970245463,50.0,0.625,0.0,0.0,0.0,0.6917171901656406,0.6895640156834413,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.5726104624742773,0.6783942257772249,50.0,1.0,0.6666666865348816,0.5,1.0,0.7027925252898032,1.7822631085214138,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,1.0843517450676763,1.648929526036084,33.33333333333333,0.25,0.0,0.0,0.0,0.4681400114159233,1.5517644415359653,50.0,0.625,0.6666666865348816,0.5,1.0,0.10502914306568051,0.8763114048785683,40.0,0.45,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.6079325213955576,0.7434304969066625,20.0,0.5,0.20000000298023224,0.125,0.5,0.5742745910453425,1.7251459722494302,50.0,0.75,0.6666666865348816,0.5,1.0,0.14054598755856354
16,0.2762607455037264,1.4104703375102972,42.857142857142854,0.25,0.5,0.4000000059604645,0.6666666865348816,0.5879326103987332,63.63636363636363,0.71875,0.8333333432674408,0.75,1.0,0.21195966910799932,0.763150138167391,45.45454545454545,0.6833333333333333,0.38461539149284363,0.3125,0.5,1.2121332955190467,0.4804927453436071,73.33333333333333,0.95,0.7142857313156128,0.875,0.7000000029802322,0.8873781294371827,0.597913540122538,50.0,0.5625,0.0,0.0,0.0,0.6936457144953369,0.620057919776933,62.5,0.8,0.7692307829856873,0.625,1.0,0.5462872324539036,0.5722000132925066,50.0,1.0,0.6666666865348816,0.5,1.0,0.37151587740678016,1.4242710353425367,57.14285714285714,0.5,0.0,0.0,0.0,0.48739653766397667,1.543095311849293,0.0,0.25,0.0,0.0,0.0,0.3196045748675819,0.9867260660442501,50.0,0.3125,0.6666666865348816,0.5,1.0,0.9932531278014122,0.8525947490378734,40.0,0.625,0.5555555820465088,0.45000000298023224,0.75,0.32048836984405454,1.0398759041106111,20.0,0.9285714285714286,0.4444444552063942,0.3125,1.0,0.6678565077600421,0.6031699956010959,70.0,0.5,0.7333333492279053,0.5833333432674408,1.0,0.10725694955130743
17,0.30740120641061774,1.2861005323345402,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.76808416445819,63.63636363636363,0.9666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.10689810397423836,0.6615550862507708,63.63636363636363,0.65625,0.619047611951828,0.5833333432674408,0.75,0.49818550093460967,0.5198671288731908,73.33333333333333,0.8,0.7750000357627869,0.7000000178813934,0.9000000059604645,0.7406799081517704,0.6181656515984167,50.0,0.5,0.0,0.0,0.0,0.6666143040697714,1.1665959409595112,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.3712329943635894,0.5495280534007547,66.66666666666666,1.0,0.75,0.6000000238418579,1.0,0.691850509943371,1.5988010085760227,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.3564014792247879,2.095632259307631,0.0,0.25,0.0,0.0,0.0,0.28181577803022634,0.6632986242586791,50.0,0.4375,0.6000000238418579,0.5,0.75,1.6823733391270121,0.8385443363882177,50.0,0.5833333333333333,0.2857142686843872,0.25,0.3333333432674408,0.43387027790584465,0.5789051946976265,80.0,0.35714285714285715,0.0,0.0,0.0,0.5088604263182075,1.2493388214654764,60.0,0.65,0.4166666865348816,0.3571428656578064,0.5,0.39655362261418337
18,0.13087293016954354,1.358038112925055,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,1.0823762315167762,63.63636363636363,0.9583333333333333,0.6785714328289032,0.5416666716337204,1.0,0.5581135538453967,0.8245521705506611,54.54545454545454,0.6166666666666667,0.0,0.0,0.0,0.25648525882169193,0.9130088582902183,60.0,0.8125,0.7272727489471436,0.5714285969734192,1.0,0.7396523311380622,0.5973305513695546,37.5,0.625,0.2857142686843872,0.3333333432674408,0.25,0.6677267434060731,1.095260714127273,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.2926122192938076,0.51128389955451,66.66666666666666,1.0,0.75,0.6000000238418579,1.0,0.7028721693619695,2.4904110487435283,57.14285714285714,0.75,0.0,0.0,0.0,0.3537907938923527,1.5900775865131742,55.55555555555556,0.25,0.0,0.0,0.0,0.18087503993809043,0.8424404305608741,50.0,0.5625,0.6666666865348816,0.5,1.0,0.8752556734533062,0.9713085903394278,50.0,0.75,0.6428571343421936,0.6666666716337204,0.625,1.1146875901374513,1.7512556557629597,20.0,0.5,0.20000000298023224,0.125,0.5,0.24920685371180948,2.6001590498882017,50.0,0.75,0.6666666865348816,0.5,1.0,0.7348302512353603
19,0.3469753028497133,1.350113448454259,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.5489504741876641,63.63636363636363,0.75,0.46666666865348816,0.4375,0.5,0.5199454879079892,0.6183932946506399,54.54545454545454,0.65625,0.1666666716337204,0.25,0.125,0.5224459090033725,0.5589570791530154,73.33333333333333,0.8229166666666667,0.6285714358091354,1.0,0.5,0.31459421474565574,0.6343995257607258,37.5,0.625,0.2857142686843872,0.3333333432674408,0.25,0.6910480432021073,1.1039262122479445,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.34908958834419906,0.5019958483765686,66.66666666666666,1.0,0.75,0.6000000238418579,1.0,0.16152154685789055,2.081066857097089,57.14285714285714,0.75,0.0,0.0,0.0,1.2820566654984107,1.7052071721657316,44.44444444444444,0.25,0.0,0.0,0.0,0.059858351946325286,0.6779660082831802,37.5,0.4375,0.2857142686843872,0.3333333432674408,0.25,0.6122200155319591,0.9908251847929568,40.0,0.48333333333333334,0.4761904776096344,0.625,0.4166666716337204,0.1625051291674356,0.7428632084681659,70.0,0.5416666666666667,0.20000000298023224,0.1666666716337204,0.25,0.14734906292283764,0.6421822446767121,70.0,0.875,0.7333333492279053,0.5833333432674408,1.0,0.060392164683269044
