,SZ,SZ,SZ,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6848448969850771,0.0867387509268134,57.48031496062992,0.09901890581940674,42.857142857142854,0.6926484444787199
1,0.7054101398077213,0.08493692692622655,58.26771653543307,0.09904354328845359,42.857142857142854,0.6935192163204025
2,0.4513102562928527,0.08709647834121778,58.26771653543307,0.09878619843991221,42.857142857142854,0.7633992369770825
3,0.5483598371100694,0.0830480839990019,58.26771653543307,0.0988475461763662,42.857142857142854,0.7236388557998416
4,2.096855201901744,0.09220100669062911,70.86614173228347,0.20203756374448406,42.857142857142854,1.6900286325359377
5,0.40788306503661115,0.0796539816368557,59.84251968503938,0.09846633027143627,42.857142857142854,0.8536579272414322
6,0.7325566845602206,0.07733703710310892,72.44094488188976,0.10489185992860482,42.857142857142854,0.7073864544306959
7,3.4611432292151663,0.3212991733558676,62.20472440944882,0.09815461401531686,57.14285714285714,0.7016707738196041
8,0.3203376183180593,0.07274411798363785,70.86614173228347,0.12011968221933501,28.57142857142857,0.6934415752525517
9,0.12594615304735557,0.10423951654429264,70.86614173228347,0.11452916082947018,42.857142857142854,0.6877078944816662
10,0.44530316276763277,0.0623370628603638,77.16535433070865,0.16318419046667862,42.857142857142854,0.6224211801584137
11,0.8100004961015752,0.07333549861733622,79.52755905511812,0.1684508771336921,42.857142857142854,0.6791768875103877
12,0.3339109646361954,0.09197445446493671,69.29133858267717,0.18397827658420976,42.857142857142854,0.5650860921577721
13,0.2700066454678864,0.06765721012485794,79.52755905511812,0.10777409026096539,28.57142857142857,0.6259156037413677
14,0.2752762973524555,0.062419592479250656,74.80314960629921,0.14728796402807812,42.857142857142854,0.5722776779333539
15,0.5220560284979049,0.07664706973072126,81.10236220472441,0.15397869249986987,42.857142857142854,0.42916245393009156
16,0.7637846363167852,0.08041179932906546,65.35433070866141,0.17572841240626014,42.857142857142854,0.7954508746402328
17,0.30584675401312456,0.06997777126314969,83.46456692913385,0.21475761359529716,28.57142857142857,0.7027833241434424
18,0.23606794537424652,0.08182716135447933,81.88976377952756,0.24594661016652447,28.57142857142857,0.6192484612182
19,0.23652610048962922,0.07463934918137123,84.25196850393701,0.1673593156502497,14.285714285714285,0.48775418637588736
20,1.1591155451293425,0.10549608403617557,80.31496062992126,0.26879365380063036,28.57142857142857,0.15245856816942896
21,0.012139443353523805,0.09831216831217762,76.37795275590551,0.2993811487776405,42.857142857142854,0.46941867763952627
22,0.6665988201643425,0.09340902036918859,72.44094488188976,0.34334867467839575,42.857142857142854,0.16277460094951215
23,0.05241230130640485,0.12329506247233626,72.44094488188976,0.4492922332817857,42.857142857142854,0.3128424341327935
24,0.0020452991312771593,0.12694075479061856,77.95275590551181,0.3460812816520981,28.57142857142857,0.5811328304403568
25,0.00215626596207771,0.1411672184731137,79.52755905511812,0.20455283887773887,42.857142857142854,0.23494313598073033
26,0.0055726191983381645,0.1046066578998942,80.31496062992126,0.35851207117265566,28.57142857142857,0.36236260450505947
27,0.0110961131810164,0.10574517478705475,77.16535433070865,0.25436319896740633,42.857142857142854,0.4766108293702321
28,0.12414054063474121,0.12475671770838592,78.74015748031496,0.30119972092783087,28.57142857142857,0.30148909701177723
29,0.02041079736637823,0.13075564984232887,77.16535433070865,0.6228450588336344,42.857142857142854,0.10669155348545957
30,0.0014223910645424387,0.13943818257588253,80.31496062992126,0.4118938041065647,42.857142857142854,0.1992256438672579
31,7.100372343670789e-05,0.165129211214014,80.31496062992126,0.3962725714630901,42.857142857142854,0.08134871005427331
32,0.03225702737831232,0.14107942080875097,79.52755905511812,0.3202350764061324,42.857142857142854,0.019574602815752743
33,0.031628253405204955,0.11254519678051221,80.31496062992126,0.4527949744200659,42.857142857142854,0.017965923707405556
