,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6928543679964804,0.6934739430718864,44.44444444444444,0.55,0.0,0.0,0.0
1,0.6919924110597374,0.6934789142473199,44.44444444444444,0.46875,0.0,0.0,0.0
2,0.6922448770806641,0.6934944830935998,44.44444444444444,0.48333333333333334,0.0,0.0,0.0
3,0.6888307817183751,0.6937231039337408,44.44444444444444,0.5,0.0,0.0,0.0
4,0.6905724939744945,0.6942747981447902,44.44444444444444,0.48333333333333334,0.0,0.0,0.0
5,0.81153574556023,0.7197361220421774,44.44444444444444,0.5,0.0,0.0,0.0
6,0.342139780885824,0.9026167450257905,44.44444444444444,0.53125,0.0,0.0,0.0
7,0.6042998076046839,0.6975358947506348,44.44444444444444,0.5166666666666666,0.0,0.0,0.0
8,0.5565268931466952,0.9205283391445636,44.44444444444444,0.5,0.0,0.0,0.0
9,0.43134241374226173,0.6916921918884777,44.44444444444444,0.5,0.0,0.0,0.0
10,0.6017573581190663,1.0123996842997287,44.44444444444444,0.5166666666666666,0.0,0.0,0.0
11,0.55841656314362,0.700084895203933,44.44444444444444,0.53125,0.0,0.0,0.0
12,0.35994364627911085,0.7479472111188055,44.44444444444444,0.5,0.0,0.0,0.0
13,0.2764110427572585,0.659576949898609,55.55555555555556,0.53125,0.3636363744735718,0.2857142984867096,0.5
14,0.4240129552946921,1.0156013717671426,44.44444444444444,0.46875,0.0,0.0,0.0
15,0.23222556115657422,0.7830010214819344,44.44444444444444,0.55,0.25,0.3333333432674408,0.20000000298023224
16,0.2792477470919108,0.8018552624299545,33.33333333333333,0.53125,0.222222238779068,0.20000000298023224,0.25
17,0.058623708287951805,0.8177917126890014,44.44444444444444,0.5166666666666666,0.30000001192092896,0.30000001192092896,0.30000001192092896
18,0.011853996686201856,1.283777923911757,66.66666666666666,0.48333333333333334,0.38461539149284363,0.3125,0.5
19,0.035920521443774875,1.4972722887037027,44.44444444444444,0.55,0.0,0.0,0.0
20,0.016182825687361246,1.5063405133688024,66.66666666666666,0.46875,0.8636363744735718,0.7857142984867096,1.0
21,0.046717434278828664,1.0069415513750009,55.55555555555556,0.48333333333333334,0.25,0.3333333432674408,0.20000000298023224
22,0.1612812233806756,0.9324625892560393,44.44444444444444,0.5166666666666666,0.30000001192092896,0.30000001192092896,0.30000001192092896
23,0.4190854097199032,1.0822500734776854,55.55555555555556,0.5166666666666666,0.3636363744735718,0.3333333432674408,0.4000000059604645
24,0.033044933640878515,0.9238649328880378,44.44444444444444,0.6166666666666667,0.30000001192092896,0.30000001192092896,0.30000001192092896
25,0.010727015881871778,1.0571023190874151,44.44444444444444,0.55,0.30000001192092896,0.30000001192092896,0.30000001192092896
26,0.0040289578374588355,1.0021638181230028,55.55555555555556,0.5,0.75,0.75,0.75
27,0.00034489838378162465,1.1991106305362473,44.44444444444444,0.53125,0.25,0.25,0.25
28,0.014588611522729653,1.548525532276175,66.66666666666666,0.55,0.4166666865348816,0.3571428656578064,0.5
