,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,751.466869047265,666.6713119589961,0.0,0.0,0.0,0.0,0.0,7.804472314876554,0.0,0.0,0.0,0.0,0.0,10.365528112343036,7.1835494489956435,0.0,0.0,0.0,0.0,0.0,6.956553826070196,156.84298501847928,0.0,0.0,0.0,0.0,0.0,123.75168262830232,13.793211559650768,0.0,0.0,0.0,0.0,0.0,8.388203580311517,502.1979931259893,0.0,0.0,0.0,0.0,0.0,1241.5329902756698,132.21979199311406,0.0,0.0,0.0,0.0,0.0,112.11694810526349,1062.3927544929102,0.0,0.0,0.0,0.0,0.0,628.0444370456864,341.1325888599896,0.0,0.0,0.0,0.0,0.0,1949.1934572064126,850.1112362572121,0.0,0.0,0.0,0.0,0.0,578.9361887595286,496.3929185452907,0.0,0.0,0.0,0.0,0.0,576.2011993668265,218.85058897021577,0.0,0.0,0.0,0.0,0.0,600.795281937475,16.52355269255874,0.0,0.0,0.0,0.0,0.0,21.761592633170668,3424.046107089246,0.0,0.0,0.0,0.0,0.0,3487.5615169159923,2085.876414171826,0.0,0.0,0.0,0.0,0.0,1705.9162231884193,3231.5244725255498,0.0,0.0,0.0,0.0,0.0,2430.7221435021247,581.0195706180701,0.0,0.0,0.0,0.0,0.0,313.59345467424714
1,239.58469820670408,165.56212581400806,0.0,0.0,0.0,0.0,0.0,10.361265114826619,0.0,0.0,0.0,0.0,0.0,5.077241958445931,6.562014030992317,0.0,0.0,0.0,0.0,0.0,2.479379358720314,85.74629934541345,0.0,0.0,0.0,0.0,0.0,135.27513178578582,62.71599824442889,0.0,0.0,0.0,0.0,0.0,21.00295590103563,187.02660236742952,0.0,0.0,0.0,0.0,0.0,850.5221402985217,76.59518799598503,0.0,0.0,0.0,0.0,0.0,118.94996474311579,446.7601307759527,0.0,0.0,0.0,0.0,0.0,595.1290742026627,60.607130518976234,0.0,0.0,0.0,0.0,0.0,9.586875491024758,852.3061180190662,0.0,0.0,0.0,0.0,0.0,580.5624623493952,75.97475417777802,0.0,0.0,0.0,0.0,0.0,413.9243242658064,42.49472885461535,0.0,0.0,0.0,0.0,0.0,249.46336290599083,18.653179879287787,0.0,0.0,0.0,0.0,0.0,26.264637994385307,1450.0192308240998,0.0,0.0,0.0,0.0,0.0,1475.0430194524984,422.54922390626115,0.0,0.0,0.0,0.0,0.0,392.96023609578003,2451.9656834808316,0.0,0.0,0.0,0.0,0.0,1616.0916909698803,212.6889953508206,0.0,0.0,0.0,0.0,0.0,149.5090184625984
2,149.19602366408108,180.4439552145454,0.0,0.0,0.0,0.0,0.0,7.881417970569277,0.0,0.0,0.0,0.0,0.0,8.104358543782464,3.5832483179943297,0.0,0.0,0.0,0.0,0.0,2.3486742896065036,16.556262053010734,0.0,0.0,0.0,0.0,0.0,11.151704743860828,2.736416220936175,0.0,0.0,0.0,0.0,0.0,21.484580002308174,190.2264803725999,0.0,0.0,0.0,0.0,0.0,481.03271049328396,68.60972956457088,0.0,0.0,0.0,0.0,0.0,72.51398367560716,339.9303888678569,0.0,0.0,0.0,0.0,0.0,30.822947663368208,63.51177217644349,0.0,0.0,0.0,0.0,0.0,107.04793240881364,851.6091471976729,0.0,0.0,0.0,0.0,0.0,1095.5414474543063,82.51140247570594,0.0,0.0,0.0,0.0,0.0,82.40880189836075,37.22586597203781,0.0,0.0,0.0,0.0,0.0,273.11734545439685,7.833632260056319,0.0,0.0,0.0,0.0,0.0,27.401807209798033,987.912410553444,0.0,0.0,0.0,0.0,0.0,895.5373419774901,140.466957628059,0.0,0.0,0.0,0.0,0.0,68.42539688783134,1270.3616566529536,0.0,0.0,0.0,0.0,0.0,1195.354809812483,315.33329781248005,0.0,0.0,0.0,0.0,0.0,80.45802813832879
3,52.33083126514065,144.73062120614972,0.0,0.0,0.0,0.0,0.0,9.93315726022211,0.0,0.0,0.0,0.0,0.0,3.2836332116468046,2.8463477148830703,0.0,0.0,0.0,0.0,0.0,7.073900073074499,10.558870680590486,0.0,0.0,0.0,0.0,0.0,10.957172181303982,0.7320254638929999,0.0,0.0,0.0,0.0,0.0,3.289418115389208,340.85441374399664,0.0,0.0,0.0,0.0,0.0,150.00810892183404,60.98151446434414,0.0,0.0,0.0,0.0,0.0,61.73584870275194,198.9003195713775,0.0,0.0,0.0,0.0,0.0,40.21330076015807,61.970649937729036,0.0,0.0,0.0,0.0,0.0,5.1800238128875336,849.1153478251936,0.0,0.0,0.0,0.0,0.0,1093.4496983092624,123.12153268418251,0.0,0.0,0.0,0.0,0.0,126.9899857881619,54.93894783244914,0.0,0.0,0.0,0.0,0.0,231.82543488677462,8.89903851325669,0.0,0.0,0.0,0.0,0.0,22.042991585479005,542.3022249947878,0.0,0.0,0.0,0.0,0.0,480.66187104316134,95.44040755959342,0.0,0.0,0.0,0.0,0.0,96.34932073029897,671.0342385942528,0.0,0.0,0.0,0.0,0.0,724.0506998133342,164.04967915813833,0.0,0.0,0.0,0.0,0.0,52.76951665688766
4,16.52692739094471,132.7701293335892,0.0,0.0,0.0,0.0,0.0,8.534073339651888,0.0,0.0,0.0,0.0,0.0,7.257642425915866,3.955392637120293,0.0,0.0,0.0,0.0,0.0,11.652610754376912,6.111537265620586,0.0,0.0,0.0,0.0,0.0,5.897049266313299,38.97890010161,0.0,0.0,0.0,0.0,0.0,10.345056142592727,184.55674262898143,0.0,0.0,0.0,0.0,0.0,406.6341480292853,55.33026795762238,0.0,0.0,0.0,0.0,0.0,13.143419707397133,183.85936269825137,0.0,0.0,0.0,0.0,0.0,47.249727427356206,66.85465911499622,0.0,0.0,0.0,0.0,0.0,31.213961177881078,714.3214534343114,0.0,0.0,0.0,0.0,0.0,437.2803570615462,101.84773781924794,0.0,0.0,0.0,0.0,0.0,136.6732349722745,129.82165342644896,0.0,0.0,0.0,0.0,0.0,282.6750502745847,12.961520289252547,0.0,0.0,0.0,0.0,0.0,11.32420081262993,356.231910740038,0.0,0.0,0.0,0.0,0.0,228.69870067437043,86.62244595012318,0.0,0.0,0.0,0.0,0.0,168.14666974934187,642.3610651522213,0.0,0.0,0.0,0.0,0.0,833.6774979989381,141.11630901811134,0.0,0.0,0.0,0.0,0.0,62.655030148041696
5,120.5323823909993,119.55387569452677,0.0,0.0,0.0,0.0,0.0,2.0158897114172203,0.0,0.0,0.0,0.0,0.0,1.583383738022982,7.7071050866683555,0.0,0.0,0.0,0.0,0.0,0.4433788996102157,7.117452066839802,0.0,0.0,0.0,0.0,0.0,9.036157222747478,1.6937306120790707,0.0,0.0,0.0,0.0,0.0,1.907655176595318,165.3116884767613,0.0,0.0,0.0,0.0,0.0,365.8790950282465,67.97941801819587,0.0,0.0,0.0,0.0,0.0,56.80433118365029,154.69041965093746,0.0,0.0,0.0,0.0,0.0,62.39880045429035,73.17958718782299,0.0,0.0,0.0,0.0,0.0,18.157789747185834,441.89014095009105,0.0,0.0,0.0,0.0,0.0,1218.4702728193147,122.00661170632247,0.0,0.0,0.0,0.0,0.0,104.94760566201518,87.22393190566629,0.0,0.0,0.0,0.0,0.0,120.27475806869988,8.498328416579298,0.0,0.0,0.0,0.0,0.0,11.04072462596404,181.68554127743647,0.0,0.0,0.0,0.0,0.0,91.32697306479969,96.55679453713533,0.0,0.0,0.0,0.0,0.0,41.98721389921885,266.09246389173325,0.0,0.0,0.0,0.0,0.0,178.42430375508602,135.93595482046635,0.0,0.0,0.0,0.0,0.0,19.54773673649002
6,31.80470202651948,121.07775234888994,0.0,0.0,0.0,0.0,0.0,2.0446158904207254,0.0,0.0,0.0,0.0,0.0,1.3647955262567824,2.800563378189247,0.0,0.0,0.0,0.0,0.0,2.1133192221098946,6.353822932907184,0.0,0.0,0.0,0.0,0.0,5.944186924040205,3.434526698352049,0.0,0.0,0.0,0.0,0.0,1.670092226035442,154.62624489386775,0.0,0.0,0.0,0.0,0.0,337.2399479318915,51.775135574053714,0.0,0.0,0.0,0.0,0.0,18.74763408857062,131.33899664457562,0.0,0.0,0.0,0.0,0.0,247.70493800086038,84.55828455607178,0.0,0.0,0.0,0.0,0.0,4.27006320356995,252.02325130848877,0.0,0.0,0.0,0.0,0.0,128.93639272966618,93.37303155429697,0.0,0.0,0.0,0.0,0.0,93.17711616733921,74.98187317038527,0.0,0.0,0.0,0.0,0.0,372.4103987226676,15.802364170151915,0.0,0.0,0.0,0.0,0.0,9.24651341539523,182.13313583674238,0.0,0.0,0.0,0.0,0.0,141.90040141096853,139.07866569624494,0.0,0.0,0.0,0.0,0.0,14.270379606575649,146.7679941343387,0.0,0.0,0.0,0.0,0.0,136.09129481273482,109.90434549062253,0.0,0.0,0.0,0.0,0.0,17.960469355991634
7,51.834172152925476,102.6178270942801,0.0,0.0,0.0,0.0,0.0,6.190248770617793,0.0,0.0,0.0,0.0,0.0,33.423200924495546,4.745926510794167,0.0,0.0,0.0,0.0,0.0,4.097911430296478,8.70872442267441,0.0,0.0,0.0,0.0,0.0,12.67461661119433,13.993877502617273,0.0,0.0,0.0,0.0,0.0,7.177604347428577,226.86095958105267,0.0,0.0,0.0,0.0,0.0,399.8670174990704,49.933680014366054,0.0,0.0,0.0,0.0,0.0,94.83379064217624,129.3862868706055,0.0,0.0,0.0,0.0,0.0,168.26465434575442,86.88791181937621,0.0,0.0,0.0,0.0,0.0,152.75250057492278,103.36821176063233,0.0,0.0,0.0,0.0,0.0,42.78251044486877,84.81220493878409,0.0,0.0,0.0,0.0,0.0,134.00173316991516,56.558687952601126,0.0,0.0,0.0,0.0,0.0,238.79291380648948,9.943295035770607,0.0,0.0,0.0,0.0,0.0,47.844843635826464,136.16411483980409,0.0,0.0,0.0,0.0,0.0,269.03970246277106,97.24101748297302,0.0,0.0,0.0,0.0,0.0,152.03594574651473,156.57025295643462,0.0,0.0,0.0,0.0,0.0,395.18360511355144,73.40147688750717,0.0,0.0,0.0,0.0,0.0,43.778764143953616
8,17.874883598585633,100.47430555685405,0.0,0.0,0.0,0.0,0.0,4.208276717823137,0.0,0.0,0.0,0.0,0.0,3.7230748747433142,3.808237269950527,0.0,0.0,0.0,0.0,0.0,3.0356137684357902,8.537961630466931,0.0,0.0,0.0,0.0,0.0,6.266185300933934,3.181137085820583,0.0,0.0,0.0,0.0,0.0,4.252527379870621,142.159486420065,0.0,0.0,0.0,0.0,0.0,137.4301775787856,45.71221715797315,0.0,0.0,0.0,0.0,0.0,65.61382121599007,116.12166822263342,0.0,0.0,0.0,0.0,0.0,22.33498930816717,58.8825232558127,0.0,0.0,0.0,0.0,0.0,0.8377140418241779,75.34469236760698,0.0,0.0,0.0,0.0,0.0,59.95208910210652,86.09192853552884,0.0,0.0,0.0,0.0,0.0,59.22645901301725,23.83220179668601,0.0,0.0,0.0,0.0,0.0,31.048084820412118,9.49014597076558,0.0,0.0,0.0,0.0,0.0,5.314719917694819,138.2746202080369,0.0,0.0,0.0,0.0,0.0,57.18085458858985,76.95693385288968,0.0,0.0,0.0,0.0,0.0,17.139256889796297,93.984203285615,0.0,0.0,0.0,0.0,0.0,103.24874584967729,89.88598698760133,0.0,0.0,0.0,0.0,0.0,33.119176128469064
