,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,1206.67849748286,263.0134266156299,0.0,10.077670724639004,0.0,9.681544548441392,1.3458637356517562,0.0,20.381194186920784,1.729545022560894,0.0,54.73851244835667,1.2848747008117751,0.0,13.248878003112628,14.577569277661473,0.0,165.98227791433908,67.3961168283077,0.0,228.9494487999256,68.91806391713638,0.0,477.99337507581436,137.71242896904783,0.0,967.760679711612,42.27756520971962,0.0,745.73118460652,62.42766047948461,0.0,560.4985322053263,89.12301395533694,0.0,549.2129678775517,2.2625019992146966,0.0,55.702522217178945,47.37128241431116,0.0,470.22716127066667,404.4527371065177,0.0,4478.00975479687,248.55368103632304,0.0,3383.58305715771,369.88200423003207,0.0,4126.663204494848,48.98164893091155,0.0,404.98413730725395
1,1355.7920957670285,262.8317692332423,0.0,12.713017618239475,0.0,141.96552862810267,1.0399385978434361,0.0,26.256471775562215,1.3831321229808418,0.0,37.08228060718823,1.117244657254556,0.0,13.563968483238513,8.305632861382158,0.0,18.555163086734137,20.078772768682867,0.0,598.9433741851182,34.67663697548308,0.0,294.55391423951266,110.00575268325375,0.0,553.0184458117061,11.205071484048062,0.0,101.14415135430488,31.05690449679493,0.0,303.1817966362019,57.23131630471856,0.0,495.1841834437317,1.9429679271992173,0.0,85.65848337303495,16.25466915838377,0.0,154.10615564006935,359.96156142558226,0.0,4188.986687778003,138.95827755760158,0.0,1866.4232879649653,370.0528902433861,0.0,4340.097370011976,24.66998745703734,0.0,273.3234058675314
2,1603.400490100724,237.71316418854695,0.0,4.551858832486619,0.0,41.516052988831646,0.7718999340670364,0.0,12.60475380429323,3.682071211244539,0.0,15.135667465248494,1.4062740992627099,0.0,5.070452763821887,12.28407675635249,0.0,6.702437937069727,16.638585758827706,0.0,85.64380307755015,13.634450265858355,0.0,216.40061249152154,79.8352075931217,0.0,545.6229415683014,19.257561649164902,0.0,132.94719511744452,29.457581506572787,0.0,108.81400770564728,29.242179473797933,0.0,261.03852198030603,1.984077770702709,0.0,2.4904349437623288,14.67031362196194,0.0,180.2344101846825,276.71024098705544,0.0,4066.10719283768,87.0904920365485,0.0,1080.5628727735352,355.03009019504293,0.0,3965.8212895323713,16.24830405137475,0.0,59.63500670685082
3,821.8085607617041,168.45985740865444,0.0,0.1927064905325998,0.0,4.557657454458975,1.438516211853493,0.0,6.471465044167469,1.7489517634147227,0.0,28.33362735269327,1.1839787957082426,0.0,4.288151036031269,7.1956014680769185,0.0,43.37331688518593,13.368060689638298,0.0,1378.0662960097334,15.913613043557696,0.0,145.42152448980556,44.29287895926991,0.0,490.30239402652444,8.39418417539195,0.0,85.84924710118229,24.429451187234516,0.0,343.9156154264012,25.803051194706768,0.0,194.98886739405438,5.355118187590634,0.0,24.630819885367128,11.121307223444909,0.0,111.42035933588981,211.5182200709928,0.0,2388.52898390282,45.329431199367654,0.0,766.6100422058543,277.27884511503436,0.0,2921.184426946375,13.034327191724849,0.0,33.07041488643024
4,752.0979334386724,96.11953703053294,0.0,0.22269356596978931,0.0,2.0411012675920697,0.23240682755113665,0.0,3.55309348332974,0.9727481184641034,0.0,18.73696905497972,0.4466147236570315,0.0,5.243702830724442,5.720506209075674,0.0,59.19849093068586,11.0084935290256,0.0,31.954577949269005,9.010911998619358,0.0,97.73881537877497,13.605846264211626,0.0,89.63737977021589,12.372562927931414,0.0,145.29493321729274,21.781310227818857,0.0,458.9360184008571,22.74093078950478,0.0,202.95904164117033,2.7346090949431066,0.0,18.89474095128989,7.417612853557702,0.0,73.22850573808698,130.46888107557294,0.0,1230.4776901954006,11.440575343277631,0.0,287.15684513957603,172.937231568861,0.0,1957.7233160416986,11.849378937675816,0.0,42.430755792750304
5,379.34992509122435,62.71509453603369,0.0,0.6087632287843796,0.0,12.113901200717656,0.362812413643607,0.0,2.098568554127868,1.071369425809722,0.0,16.085812436421,1.43424741659194,0.0,6.512183994008104,4.569510969201477,0.0,35.72000280051184,7.479640958517306,0.0,307.26288317058055,10.06749706728869,0.0,55.67804413031706,8.519879284539524,0.0,62.772053516114596,8.44077626764223,0.0,72.01222906549334,26.952215366976937,0.0,74.08305965593478,19.848532157323035,0.0,101.32799685051982,5.381598205400049,0.0,19.521574866297215,6.202048382979178,0.0,59.75942654259759,97.92250370952428,0.0,1206.6073872949103,5.18629261796512,0.0,349.73110143691474,126.36975844902713,0.0,1425.843832567895,11.739474381858033,0.0,44.06127603972627
6,244.06757219975438,27.077207695866075,0.0,0.2670669656540274,0.0,4.390383785304561,0.1780384662888201,0.0,1.5108628148073644,1.1471381637576552,0.0,10.772395430998362,0.31163554974878477,0.0,3.399098131870439,4.322021015642744,0.0,55.1788242666738,7.657761371399882,0.0,185.77627036945302,4.714870231504844,0.0,113.18729065514671,7.711493992542137,0.0,76.97092390534559,7.147345086841961,0.0,63.036010661959466,27.789294069389836,0.0,51.431648920568925,19.291283960674903,0.0,148.88303583222844,4.633258938860886,0.0,3.2127688514007486,11.027183439896158,0.0,83.57592181011084,26.869796299043845,0.0,361.7447582607229,27.5134999055244,0.0,67.76762090679748,56.16234823611269,0.0,1051.6547694921517,6.471869895644694,0.0,59.23531292636086
7,99.86712782142824,42.856791188150225,0.0,1.2680411629701334,0.0,3.385557060965277,0.2682974571084352,0.0,5.883611379547884,1.0465879484362488,0.0,32.70167066340794,1.6440567333894114,0.0,2.717404492470609,4.376586959248423,0.0,55.82923787994126,5.440405751333621,0.0,9.928912920593365,4.145652953162663,0.0,193.32057925125883,19.39558319322706,0.0,84.73567272946141,7.686917140328899,0.0,80.26721129456412,34.5398347439601,0.0,211.35199941946573,17.747628057639425,0.0,113.47498484202542,2.475760084276198,0.0,5.392821204043882,15.122819710978419,0.0,95.75929795486421,18.706470393227214,0.0,97.53874655238847,4.387914123044482,0.0,63.42025107922527,38.837905341562006,0.0,386.52024828178054,5.334557313986543,0.0,56.66337166328198
8,246.8068729296171,22.60024360308198,0.0,0.8746442420946731,0.0,23.853960742724578,0.33515344447474926,0.0,2.383621254524035,1.09413179098464,0.0,17.651091594615995,0.38841233302349953,0.0,4.3905646829742775,3.9526957290347826,0.0,12.349793304000483,13.953319891289048,0.0,10.608564478727095,4.271012024970008,0.0,146.78850000046472,10.332658272511349,0.0,65.249004431858,15.782142804911471,0.0,43.959750328944494,22.947709197490052,0.0,141.5250140834366,16.790216567079064,0.0,135.0178396387699,2.171463222737362,0.0,71.63427199770186,7.936077880171043,0.0,81.46752744113469,17.02584022204276,0.0,370.2640558277802,19.31394486824097,0.0,177.16614310742975,16.976904022325794,0.0,180.27044320202907,5.818555928138765,0.0,30.10003764856012
