,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6973643996954961,0.6931269579319858,55.55555555555556,0.55,0.0,0.0,0.0
1,0.6931183640922636,0.6931639106651383,55.55555555555556,0.55,0.7999999821186066,0.7142857164144516,1.0
2,0.6913550684911599,0.6931921944917401,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0
3,0.6928785787962444,0.6932053237751961,44.44444444444444,0.5833333333333333,0.7727272808551788,0.6875,1.0
4,0.6936278540699685,0.6932137983032765,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0
5,0.6905006283569255,0.6931943833515883,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0
6,0.6940961929907634,0.6931688808359546,44.44444444444444,0.59375,0.3333333432674408,0.25,0.5
7,0.6326764772287936,0.7316088917785414,44.44444444444444,0.65,0.7727272808551788,0.6875,1.0
8,0.7635619732454372,0.661874702683543,44.44444444444444,0.6875,0.3333333432674408,0.25,0.5
9,0.6398145186640392,0.6515073235875217,44.44444444444444,0.65625,0.3333333432674408,0.25,0.5
10,1.256364228001533,0.7792229663581185,44.44444444444444,0.6833333333333333,0.7727272808551788,0.6875,1.0
11,0.7029117109610642,0.6744883351808366,44.44444444444444,0.59375,0.3333333432674408,0.25,0.5
12,0.45442180423816725,0.6324105092548733,44.44444444444444,0.6166666666666667,0.7727272808551788,0.6875,1.0
13,0.48991216311156094,0.6581104251825239,44.44444444444444,0.6833333333333333,0.7727272808551788,0.6875,1.0
14,0.37532494485120854,0.6095438577294677,44.44444444444444,0.71875,0.3333333432674408,0.25,0.5
15,0.4414158169423351,0.6616592806134758,44.44444444444444,0.7166666666666667,0.7727272808551788,0.6875,1.0
16,0.49762835440169917,0.6899132044327877,44.44444444444444,0.71875,0.3333333432674408,0.25,0.5
17,0.6480550051245626,0.603287073663552,44.44444444444444,0.7166666666666667,0.7727272808551788,0.6875,1.0
18,0.0684535282203077,0.7895867270610695,44.44444444444444,0.75,0.3333333432674408,0.25,0.5
19,0.8489158323640342,0.6100335740492705,55.55555555555556,0.75,0.3636363744735718,0.2857142984867096,0.5
20,0.4200630446546406,0.7562865368407079,44.44444444444444,0.75,0.3333333432674408,0.25,0.5
21,0.3547584244050344,0.611421790003251,66.66666666666666,0.75,0.3636363744735718,0.2857142984867096,0.5
22,0.464242615966346,0.7058237724243868,55.55555555555556,0.71875,0.3636363744735718,0.2857142984867096,0.5
23,0.04156545322586703,0.9390328922702404,55.55555555555556,0.71875,0.3636363744735718,0.2857142984867096,0.5
24,0.3212543901382553,0.6265489452114891,66.66666666666666,0.65625,0.3333333432674408,0.30000001192092896,0.375
25,0.26510997188280716,0.8045894688480284,55.55555555555556,0.71875,0.3636363744735718,0.2857142984867096,0.5
26,0.01530541292927455,0.5600144920149468,77.77777777777779,0.6833333333333333,0.875,0.800000011920929,1.0
27,0.07436215660731338,0.547169020066287,77.77777777777779,0.625,0.4000000059604645,0.3333333432674408,0.5
