,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,563.5409853841109,72.35382116863887,0.0,0.0,0.0,0.0,0.0
1,470.85379713163667,60.169698179030256,0.0,0.0,0.0,0.0,0.0
2,468.08204684411726,46.33008035010988,0.0,0.0,0.0,0.0,0.0
3,298.3773633911583,33.44400074482464,0.0,0.0,0.0,0.0,0.0
4,234.5997300589348,23.7305417084432,0.0,0.0,0.0,0.0,0.0
5,49.485759414845795,20.444996496569445,0.0,0.0,0.0,0.0,0.0
6,144.1923707861641,23.727203413227638,0.0,0.0,0.0,0.0,0.0
7,79.96770366510931,30.393145447609584,0.0,0.0,0.0,0.0,0.0
8,292.50213600713823,32.224305580527414,0.0,0.0,0.0,0.0,0.0
9,72.59556920510201,28.85695514123448,0.0,0.0,0.0,0.0,0.0
10,34.541553390812865,23.565446881881115,0.0,0.0,0.0,0.0,0.0
11,55.30979430609138,20.045771040538906,0.0,0.0,0.0,0.0,0.0
12,63.046789628376246,18.777982388967963,0.0,0.0,0.0,0.0,0.0
13,28.05166492671107,18.22163142928402,0.0,0.0,0.0,0.0,0.0
14,11.898245801788125,17.811286007171617,0.0,0.0,0.0,0.0,0.0
15,34.353603253800706,17.282389023978187,0.0,0.0,0.0,0.0,0.0
16,53.98358828383096,16.785843665426775,0.0,0.0,0.0,0.0,0.0
17,25.954273099561814,15.94618507845639,0.0,0.0,0.0,0.0,0.0
18,103.86483646522314,15.16193448841132,0.0,0.0,0.0,0.0,0.0
19,99.4319504290243,14.16360836551977,0.0,0.0,0.0,0.0,0.0
20,46.72443797271182,13.25426381396929,0.0,0.0,0.0,0.0,0.0
21,54.91608984739221,12.372493509538712,0.0,0.0,0.0,0.0,0.0
22,15.848905909423232,11.4635349996667,0.0,0.0,0.0,0.0,0.0
23,16.34414354069859,10.784305306775464,0.0,0.0,0.0,0.0,0.0
24,18.900703818760874,10.108575843841809,0.0,0.0,0.0,0.0,0.0
25,50.23328470831917,9.49274105020451,0.0,0.0,0.0,0.0,0.0
26,43.5806754342995,8.568505520240313,0.0,0.0,0.0,0.0,0.0
27,28.000500154615118,8.135268027165697,0.0,0.0,0.0,0.0,0.0
28,16.85817810220637,7.545310931569631,0.0,0.0,0.0,0.0,0.0
29,12.183727261387656,6.936567339724636,0.0,0.0,0.0,0.0,0.0
30,59.2405861253062,6.6990766408022795,0.0,0.0,0.0,0.0,0.0
31,29.243860703664133,6.459672804225651,0.0,0.0,0.0,0.0,0.0
32,10.972219186075405,5.393517846117645,0.0,0.0,0.0,0.0,0.0
33,34.99119421726845,5.439998481761735,0.0,0.0,0.0,0.0,0.0
34,35.36151991300177,5.517037592671417,0.0,0.0,0.0,0.0,0.0
35,8.545860417361416,5.822359090905654,0.0,0.0,0.0,0.0,0.0
36,11.78394042687365,6.872539273742443,0.0,0.0,0.0,0.0,0.0
37,7.210602097417311,5.9595061345645,0.0,0.0,0.0,0.0,0.0
38,7.041588234416214,6.30761808666622,0.0,0.0,0.0,0.0,0.0
39,26.073210211246348,6.137030410718022,0.0,0.0,0.0,0.0,0.0
40,25.970686101525366,8.88292130114401,0.0,0.0,0.0,0.0,0.0
41,10.130064625253349,8.231734730050414,0.0,0.0,0.0,0.0,0.0
42,2.4338770414153843,6.1446020549843645,0.0,0.0,0.0,0.0,0.0
43,12.891042726410888,6.642302879388816,0.0,0.0,0.0,0.0,0.0
44,4.192638988002049,6.200127646061893,0.0,0.0,0.0,0.0,0.0
45,6.015488518166042,8.824943978878855,0.0,0.0,0.0,0.0,0.0
46,6.150416531585742,7.506946403453681,0.0,0.0,0.0,0.0,0.0
47,5.440491806058111,6.214228168729609,0.0,0.0,0.0,0.0,0.0
48,14.61889619304826,6.675038676449357,0.0,0.0,0.0,0.0,0.0
49,5.110705923555413,6.258049418406681,0.0,0.0,0.0,0.0,0.0
50,5.311312245636552,6.945548323804268,0.0,0.0,0.0,0.0,0.0
51,0.5697117643092631,6.064367953549709,0.0,0.0,0.0,0.0,0.0
52,2.388945589440535,5.953898586804022,0.0,0.0,0.0,0.0,0.0
53,2.6973947761337964,6.3704782765392025,0.0,0.0,0.0,0.0,0.0
54,0.45126895963282676,6.190401498597963,0.0,0.0,0.0,0.0,0.0
55,0.43961097825256495,6.585028542133016,0.0,0.0,0.0,0.0,0.0
56,0.5473951260743919,6.616467071861872,0.0,0.0,0.0,0.0,0.0
57,0.9841668790289084,6.161039205749549,0.0,0.0,0.0,0.0,0.0
58,0.14584990867996345,6.291200731014611,0.0,0.0,0.0,0.0,0.0
59,0.4449889562558025,6.324949256723556,0.0,0.0,0.0,0.0,0.0
60,1.0601538957251682,6.606532552631857,0.0,0.0,0.0,0.0,0.0
61,0.6384363609108574,6.61992258620084,0.0,0.0,0.0,0.0,0.0
62,0.779917567622623,6.391409073363387,0.0,0.0,0.0,0.0,0.0
63,1.839347017330147,6.147476950139345,0.0,0.0,0.0,0.0,0.0
64,0.13645949420560088,6.510569339309341,0.0,0.0,0.0,0.0,0.0
65,0.0739937882556881,6.322897203785829,0.0,0.0,0.0,0.0,0.0
66,0.6623276848620452,6.584705750086411,0.0,0.0,0.0,0.0,0.0
67,2.9671464178545737,7.5840806233852085,0.0,0.0,0.0,0.0,0.0
68,0.6319084305310632,6.3049096637917605,0.0,0.0,0.0,0.0,0.0
69,1.520020809474512,6.232245568993384,0.0,0.0,0.0,0.0,0.0
70,0.016341814739254962,6.277182004846515,0.0,0.0,0.0,0.0,0.0
71,0.028741458818568072,6.825437262430118,0.0,0.0,0.0,0.0,0.0
72,1.1645695142200463,6.647850003165662,0.0,0.0,0.0,0.0,0.0
73,0.3237494989941081,6.321219315867933,0.0,0.0,0.0,0.0,0.0
74,0.05815794160483835,6.453666424411849,0.0,0.0,0.0,0.0,0.0
75,0.837433902295229,6.329924171116814,0.0,0.0,0.0,0.0,0.0
76,0.31945723170268275,6.564021836088849,0.0,0.0,0.0,0.0,0.0
77,0.3675867537360487,6.346337190871537,0.0,0.0,0.0,0.0,0.0
78,0.05601332526832614,6.408403888687648,0.0,0.0,0.0,0.0,0.0
79,0.5969411689907664,6.927142265972055,0.0,0.0,0.0,0.0,0.0
80,0.12858456304272878,6.027222241068389,0.0,0.0,0.0,0.0,0.0
81,1.586376681178642,5.962668923308192,0.0,0.0,0.0,0.0,0.0
82,0.4669377626759161,6.664754709713889,0.0,0.0,0.0,0.0,0.0
83,0.09846597251992643,6.012748818631075,0.0,0.0,0.0,0.0,0.0
84,1.7527528229282803,6.087500913917801,0.0,0.0,0.0,0.0,0.0
85,1.1435388965556472,7.2318596133224995,0.0,0.0,0.0,0.0,0.0
86,1.763659074722207,6.59758339168122,0.0,0.0,0.0,0.0,0.0
87,1.0248298274859915,6.280835480325275,0.0,0.0,0.0,0.0,0.0
88,0.04725875061192239,6.652505025606612,0.0,0.0,0.0,0.0,0.0
89,0.01862536434137203,6.330264003033395,0.0,0.0,0.0,0.0,0.0
90,0.586074904412088,7.075956709514332,0.0,0.0,0.0,0.0,0.0
91,0.6632708536232987,6.256880855344775,0.0,0.0,0.0,0.0,0.0
92,0.3758222760528619,6.221590432617746,0.0,0.0,0.0,0.0,0.0
93,0.5355692213000417,6.466975317267065,0.0,0.0,0.0,0.0,0.0
94,0.2715544083051312,6.244379368006345,0.0,0.0,0.0,0.0,0.0
95,0.2615259439732378,6.511763140081175,0.0,0.0,0.0,0.0,0.0
96,0.48482568612252713,6.341041646442037,0.0,0.0,0.0,0.0,0.0
97,0.3890775470318102,6.569856583642623,0.0,0.0,0.0,0.0,0.0
98,0.20136977465956063,6.3304976305537926,0.0,0.0,0.0,0.0,0.0
99,0.20530370264489933,6.522884156635924,0.0,0.0,0.0,0.0,0.0
