,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6758114700636093,0.7140424820619082,49.2063492063492,0.4602430555555555,0.0,0.0,0.0,0.6886595252635341,53.90625,0.6502604166666668,0.16106151044368744,0.40625,0.10848214570432901,0.6927570680066042,0.7241974455396748,52.94117647058824,0.4055555555555556,0.47863248984018963,0.375,0.6666666666666666,0.6118185682982195,0.7299657182526949,44.44444444444444,0.3125,0.0,0.0,0.0,0.872988103517515,0.6913288835793734,53.84615384615385,0.49166666666666664,0.0,0.0,0.0,0.6955565145555015,0.5330682010385771,78.57142857142857,0.7916666666666667,0.0,0.0,0.0,0.758849486022697,0.7004687552036434,50.0,0.375,0.38461536169052124,0.3571428656578064,0.4166666567325592,0.6784641982552019,0.5969243592048022,75.0,0.5,0.8571428656578064,0.75,1.0,0.6121696264281821,0.6632816190121742,66.95652173913044,0.5058333333333334,0.0,0.0,0.0,0.6756574449407331,0.7740114575658189,43.90243902439025,0.3527777777777778,0.0,0.0,0.0,0.6810294256311449
1,0.6892692620907342,0.6945544462386363,48.67724867724868,0.5195436507936507,0.5899209628502528,0.488888893276453,0.8036706385513147,0.8176580447602444,52.34375,0.6747395833333334,0.1354166679084301,0.25,0.09375000186264515,0.4890354656485851,0.7086696932797769,52.94117647058824,0.6666666666666666,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.4388629857075287,0.6975174792506623,55.55555555555556,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6927103131917823,0.6930241688391792,46.15384615384615,0.6333333333333333,0.0,0.0,0.0,0.6935780003114947,0.7209329259654105,21.428571428571427,0.4722222222222222,0.3333333432674408,0.25,0.5,0.7532366890622335,0.693313217139678,40.0,0.65625,0.0,0.0,0.0,0.6929915161257117,0.6815907857548565,75.0,0.75,0.8571428656578064,0.75,1.0,0.8932243522340073,0.6432809639866722,66.95652173913044,0.49825396825396834,0.0,0.0,0.0,0.7418349738812609,0.6869033463573211,56.09756097560976,0.5166666666666666,0.6037296156088511,0.4791666666666667,0.8333333333333334,0.6568692204767272
2,0.4579443733922705,0.7315290354318521,51.85185185185185,0.5883680555555555,0.660329965253671,0.5169642890493075,0.9861111119389534,0.6943050639617497,65.625,0.79453125,0.7144168429076672,0.6031994093209505,0.921875,0.7584816636149275,0.6809824735567735,70.58823529411765,0.7291666666666666,0.6888888974984487,1.0,0.5833333333333334,0.7985441610210593,0.6941891558917814,44.44444444444444,0.25,0.0,0.0,0.0,0.7181993965525164,0.6927330226332311,46.15384615384615,0.44791666666666663,0.20000000298023224,0.5,0.125,0.6920307485849007,0.9786789410735083,21.428571428571427,0.3833333333333333,0.27272728085517883,0.1875,0.5,0.706807164501872,0.7133704462604407,60.0,0.2,0.6190476417541504,0.75,0.7000000029802322,0.703078305476807,0.9326680152936923,25.0,0.0,0.0,0.0,0.0,0.6558938542589876,0.6822201553936729,66.95652173913044,0.577420634920635,0.0,0.0,0.0,0.7985732577586514,0.7186022582110435,43.90243902439025,0.5555555555555556,0.11428571740786235,0.3333333333333333,0.06944444527228673,0.6099174291645704
3,0.6905904241959675,0.7011773816791274,53.96825396825397,0.5960069444444444,0.6533864351610342,0.5307539775967598,0.9131944477558136,0.8338776409090664,54.6875,0.7770833333333333,0.6729798149317503,0.5256696473807096,1.0,0.672097537276473,0.6942838368737535,52.94117647058824,0.5666666666666668,0.7715617815653483,0.6666666666666666,1.0,0.6929197458750012,1.401018227790918,44.44444444444444,0.40625,0.0,0.0,0.0,0.6516464960220801,0.6932171559668258,38.46153846153847,0.75,0.20000000298023224,0.125,0.5,0.6934066377188598,1.1114552535075988,21.428571428571427,0.35,0.27272728085517883,0.1875,0.5,0.6754617822068458,0.9822999767407271,40.0,0.5,0.0,0.0,0.0,0.6616832691005275,1.0749582297130362,12.5,0.0,0.0,0.0,0.0,0.7285411465746364,0.6615509004007313,66.95652173913044,0.5364285714285714,0.0,0.0,0.0,0.4947086604496592,0.6798189420892781,53.65853658536586,0.5499999999999999,0.35353536407152814,0.41111111640930176,0.32777778307596844,0.6928308504087397
4,0.694714297229521,0.6930161076538417,57.14285714285714,0.5763392857142858,0.5803060457110405,0.6069444504876932,0.6238095307101806,0.7002622341805397,64.0625,0.7754464285714285,0.486160721629858,0.8500000014901161,0.38645833916962147,0.6303321823179585,0.5560601871339642,76.47058823529412,0.7888888888888889,0.4333333373069763,0.6666666666666666,0.3333333432674408,0.6922506749055677,0.6937671232065303,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.7303865395935109,0.6936714111479666,61.53846153846154,0.3958333333333333,0.6857143044471741,0.533333346247673,1.0,0.6923974838079118,0.8323175367101491,21.428571428571427,0.7333333333333334,0.34285715222358704,0.2083333358168602,1.0,0.7635278302676434,0.7040651724307467,30.0,0.375,0.4583333432674408,0.625,0.375,0.6217607872434945,0.6513311725763934,75.0,0.0,0.8571428656578064,0.75,1.0,0.6866780679446776,0.6408414366926419,66.95652173913044,0.5221825396825397,0.0,0.0,0.0,0.7065822857980485,0.6930785592240184,48.78048780487805,0.6493055555555555,0.16666666666666666,0.3333333333333333,0.11666666716337204,0.7836142981659816
5,0.6910314641969009,0.6839813801693124,55.026455026455025,0.583829365079365,0.44259560480713844,0.5305555605640014,0.41299603941539925,0.6069483979555613,75.0,0.7863095238095237,0.7349185794591904,0.6799851264804602,0.8302083350718021,0.545163288700386,0.5505142509256671,82.35294117647058,0.7708333333333334,0.8962963223457336,0.8222222328186035,1.0,0.649441170327479,0.7593486447889544,33.33333333333333,0.35,0.0,0.0,0.0,0.9334496616471525,0.6903776936011616,53.84615384615385,0.48333333333333334,0.619047611951828,0.5,0.8333333432674408,0.6922564920136697,0.8524673128192133,21.428571428571427,0.48333333333333334,0.27272728085517883,0.1875,0.5,0.514337731798751,0.8191497991868841,40.0,0.7,0.0,0.0,0.0,0.4918725065642134,0.8265696774596814,25.0,0.0,0.0,0.0,0.0,0.7077523317947033,0.6825947746957076,60.0,0.594404761904762,0.23445886969566346,0.2833333353201548,0.2419047623872757,0.7163966446505994,0.6987086390946857,51.21951219512195,0.5270833333333333,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.7153672819251244
6,0.676323179176782,0.6903559235858553,49.735449735449734,0.5742063492063493,0.06825397039453189,0.125,0.047916666915019356,0.5724504235419221,74.21875,0.8587053571428572,0.7325389981269836,0.6507440535351634,0.9077380951493979,0.19252477184576275,0.6342797081093812,82.35294117647058,0.6833333333333332,0.593406597773234,0.5357142885526022,0.6666666666666666,0.49646577218141424,0.867699223991443,44.44444444444444,0.3833333333333333,0.0,0.0,0.0,0.5809938954125108,0.6807361383593157,46.15384615384615,0.5166666666666666,0.0,0.0,0.0,0.6917262914067659,0.9209271652439119,21.428571428571427,0.35,0.27272728085517883,0.1875,0.5,0.6109688882955938,0.8338196408495546,40.0,0.7666666666666666,0.0,0.0,0.0,0.9125935247779814,0.9901652005971852,25.0,0.4166666666666667,0.0,0.0,0.0,0.7125032601944814,0.6720465819857329,66.95652173913044,0.6135714285714287,0.044444445768992105,0.06666666666666667,0.03333333333333333,0.6857531993249888,0.7186174337271201,43.90243902439025,0.5527777777777777,0.0,0.0,0.0,0.7587054974338358
7,0.7529904226638349,0.7014146423974431,59.78835978835979,0.5885416666666666,0.6204892310003439,0.5775297656655312,0.7298611129323641,0.5880070780350101,78.125,0.8247395833333334,0.7412608377635479,0.838392861187458,0.7218750081956387,0.5142503393628586,0.6293891169687311,76.47058823529412,0.6430555555555556,0.5454545617103577,0.4682539701461792,0.6666666666666666,0.6260179742397618,0.7336089990675221,44.44444444444444,0.45,0.0,0.0,0.0,0.7274805830328579,0.681366805370989,61.53846153846154,0.3833333333333333,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.7301168129167396,1.2561871351782827,21.428571428571427,0.20833333333333334,0.34285715222358704,0.2083333358168602,1.0,0.509386958508745,0.803012077462333,40.0,0.6333333333333333,0.0,0.0,0.0,0.6530378424268893,0.7907765663263799,25.0,0.0,0.0,0.0,0.0,0.7259829272484448,0.6635206054081316,57.391304347826086,0.5522619047619047,0.2874074141184489,0.31777778069178264,0.27666666905085247,0.679822153608119,0.6853075377951598,60.97560975609756,0.642361111111111,0.7229798038800558,0.6904761965076128,0.8333333333333334,0.9145526048582642
8,0.3412028085249786,0.7325624084525055,58.730158730158735,0.6403025793650794,0.5547919757664204,0.6215277817100286,0.5750000036011139,0.503715611124621,82.03125,0.8586309523809523,0.80285376124084,0.8108630999922752,0.8447916693985462,0.6160775316713387,0.48858631555225834,76.47058823529412,0.7291666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.49853068607568496,0.7114525405807631,44.44444444444444,0.375,0.0,0.0,0.0,0.7235751560874011,0.6841261651842974,61.53846153846154,0.6333333333333333,0.722222238779068,0.75,0.7000000029802322,0.6935141034285639,0.7786350780685906,50.0,0.45535714285714285,0.3333333432674408,0.5,0.25,0.5492826907290426,0.7926690195777987,50.0,0.26666666666666666,0.25,0.3333333432674408,0.20000000298023224,0.4492116003867076,0.6578847985112806,75.0,0.16666666666666666,0.8571428656578064,0.75,1.0,0.7068787310154199,0.6689637594715411,58.26086956521739,0.6249603174603174,0.3985185285409292,0.3588888963063558,0.5111111144224803,0.6864882084496917,0.6407776173600925,63.41463414634146,0.6055555555555555,0.7553872267405192,0.6698412845532099,0.8833333353201548,0.7194707452551192
