,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6927707221458229,0.6928174554794378,60.15625,0.7010044642857144,0.0,0.0,0.0,0.6931569848029764,47.08994708994709,0.5720734126984127,0.11458333457509677,0.22916666666666666,0.07886904912690322,0.6931390490202213,0.5670850891937503,75.0,0.5989583333333333,0.0,0.0,0.0,0.9132740488585644,0.6931821973834952,41.17647058823529,0.5666666666666667,0.0,0.0,0.0,0.694095205826841,0.7093362975121729,44.44444444444444,0.4375,0.3333333432674408,0.25,0.5,0.728617541216143,0.8614704422677454,23.076923076923077,0.5833333333333334,0.0,0.0,0.0,0.5240636420255601,0.7082234553263661,28.57142857142857,0.5952380952380952,0.0,0.0,0.0,0.6931255331839314,0.6999715780596827,50.0,0.35,0.7727272808551788,0.6875,1.0,0.765291708977408,0.7666198219146904,37.5,0.2,0.0,0.0,0.0,0.6789227628927722,0.6931890619086845,48.78048780487805,0.44305555555555554,0.5468975603580475,0.4166666666666667,0.8333333333333334,0.6930186251635637
1,0.6961850594977115,0.6906608644525698,60.15625,0.6649553571428571,0.0,0.0,0.0,0.6930862790900537,53.96825396825397,0.5493055555555556,0.6733139591912428,0.5413690519829591,0.9375,0.6937759128240446,0.8281374551006497,75.0,0.2875,0.0,0.0,0.0,0.20813964495723747,0.7656970126133628,41.17647058823529,0.5888888888888889,0.0,0.0,0.0,0.6068220100760591,0.763902266022189,55.55555555555556,0.41666666666666663,0.0,0.0,0.0,1.1810722625577268,0.6962104783305386,23.076923076923077,0.2916666666666667,0.0,0.0,0.0,0.6884259809005506,0.7559705703576748,71.42857142857143,0.5,0.8285714387893677,0.7083333432674408,1.0,0.6505325216489901,0.7114348310119871,50.0,0.84375,0.0,0.0,0.0,0.7581398051590736,0.6462354922846577,62.5,0.8,0.7692307829856873,0.625,1.0,1.3375580163186553,0.6939177025774501,46.34146341463415,0.6003968253968254,0.5086765214800835,0.3988095323244731,0.8000000019868215,0.7420465401630667
2,0.4257351214869811,0.6063161111222812,65.625,0.6183779761904763,0.2617559526115656,0.5,0.18645833805203438,0.6932826006868265,46.03174603174603,0.5399305555555555,0.0,0.0,0.0,0.6933362718055367,0.6662888202245048,75.0,0.5773809523809523,0.0,0.0,0.0,0.4811787013826737,0.69435968530438,58.82352941176471,0.4388888888888889,0.8008658091227213,0.7083333333333334,1.0,0.6934305789584074,0.6982051183063774,44.44444444444444,0.45,0.7727272808551788,0.6875,1.0,1.1232732776875691,1.2010191861722186,23.076923076923077,0.2916666666666667,0.0,0.0,0.0,0.30169141079803774,0.71236941618515,57.14285714285714,0.6333333333333333,0.625,0.8333333432674408,0.5000000149011612,0.671055482206622,0.6937205244779463,50.0,0.09375,0.6666666865348816,0.5,1.0,0.7072607763531518,0.9426612993292445,37.5,0.2,0.0,0.0,0.0,0.6564218238369249,0.6934075714527359,39.02439024390244,0.37083333333333335,0.4416666775941849,0.3571428681413333,0.600000003973643,0.6931356592568059
3,0.9373064804188634,0.7848814342232682,57.8125,0.7060267857142857,0.6013281941413879,0.4909226279705763,0.852083332836628,0.8556250520047093,46.56084656084656,0.4244047619047619,0.020833333333333332,0.041666666666666664,0.013888889302810034,1.2769443952260966,0.5740260941301756,78.125,0.5833333333333334,0.3500000014901161,0.375,0.3333333358168602,0.6798422450214859,0.7167424627439826,41.17647058823529,0.7291666666666666,0.0,0.0,0.0,0.5924603030304303,0.6939300483074146,44.44444444444444,0.3125,0.0,0.0,0.0,0.6932852718009478,0.6754065057510845,53.84615384615385,0.5238095238095238,0.649350643157959,0.75,0.6190476417541504,0.5736755256411117,0.6707808380015955,71.42857142857143,0.4375,0.8333333432674408,0.75,1.0,0.6927679086980553,0.6928009769098118,50.0,0.84375,0.0,0.0,0.0,0.6934825274160448,1.2123879915349345,37.5,0.26666666666666666,0.0,0.0,0.0,0.9848343045785616,0.6934409597252015,43.90243902439025,0.43472222222222223,0.40039683878421783,0.3750000124176343,0.45000000794728595,0.6929081029717281
4,0.3258508090415613,0.6118283505740014,67.96875,0.7427083333333334,0.5610615164041519,0.5958333360031247,0.5729166753590107,0.7068917617341441,44.97354497354497,0.4600694444444446,0.28095238531629246,0.45416667064030963,0.21884920944770178,0.6601227162891514,0.5830748323004364,71.875,0.5982142857142857,0.0,0.0,0.0,0.3465152994510635,0.7218431931731716,47.05882352941176,0.6555555555555556,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.32182339533328624,0.6932797969874049,55.55555555555556,0.5,0.3636363744735718,0.2857142984867096,0.5,0.6945203747472416,0.8885588163442131,38.46153846153847,0.48333333333333334,0.3333333134651184,1.0,0.20000000298023224,0.5478868047178652,0.6593793424386138,57.14285714285714,0.40476190476190477,0.717948704957962,0.6666666567325592,0.8571428656578064,0.7871937365874221,0.6931135598969818,60.0,0.71875,0.8333333432674408,0.75,1.0,0.695213495032973,0.7669978167497724,62.5,0.6,0.6666666865348816,0.75,0.6000000238418579,0.6327370080080376,0.6933942872073141,53.65853658536586,0.25753968253968257,0.0555555522441864,0.16666666666666666,0.033333333830038704,0.692937358584245
5,0.8462319065397571,0.591931872227188,73.4375,0.7353794642857142,0.5471726208925247,0.6510416716337204,0.5163690522313118,0.6928752127669732,57.14285714285714,0.48715277777777793,0.6417346708476543,0.5755952453861634,0.7820436569551626,0.6966072935285494,0.5525361282881497,75.0,0.6892857142857143,0.1666666716337204,0.125,0.25,0.5831235919449479,0.5923616391068026,76.47058823529412,0.7000000000000001,0.8611111044883728,0.8111111124356588,0.9444444378217062,0.7240386494564167,0.6970222273961686,66.66666666666666,0.625,0.4000000059604645,0.3333333432674408,0.5,0.6947300928002308,0.6014596544808104,84.61538461538461,0.75,0.875,0.875,0.875,0.7025299347206432,0.6928833568169931,57.14285714285714,0.625,0.6333333551883698,0.875,0.5,0.6929087417982501,0.6790693969174766,50.0,0.84375,0.6666666865348816,0.5,1.0,0.6941338927408838,0.6658262747120293,62.5,0.6,0.6666666865348816,0.75,0.6000000238418579,0.6683756971101941,0.6854926353069053,48.78048780487805,0.6416666666666667,0.6862137963374456,0.5625,1.0,0.692339229444784
6,0.3019088472194303,0.7494890967556306,67.96875,0.7788318452380951,0.629164595156908,0.5816964330151677,0.7967261970043182,0.6897589581392631,53.96825396825397,0.5346974206349205,0.6421705645819505,0.5402777846902609,0.8772817502419153,0.35617490890599685,0.5985046136712477,78.125,0.7011904761904761,0.309523805975914,0.375,0.2916666716337204,0.20489456246246812,0.7060443348107034,64.70588235294117,0.6319444444444445,0.45000000794728595,0.5,0.4166666666666667,0.4880242515744836,0.6933569396473511,44.44444444444444,0.46875,0.3333333432674408,0.25,0.5,0.6930861361092484,0.5630885161871839,76.92307692307693,0.3333333333333333,0.8611111342906952,0.8166666626930237,0.9166666567325592,0.45390594764842107,0.6605368220496993,50.0,0.7777777777777778,0.472222238779068,1.0,0.3095238208770752,0.551715321844664,0.8176526750606742,50.0,0.21875,0.6666666865348816,0.5,1.0,0.6778860429180023,0.6748728447318783,37.5,0.5333333333333333,0.444444477558136,0.5,0.4000000059604645,0.6072182496765791,0.7576751709367083,39.02439024390244,0.4055555555555556,0.35216451187928516,0.32777778804302216,0.4333333397905032,0.7598338972515994
7,0.21232608384734644,0.5949766552516342,73.4375,0.8101934523809524,0.614953113719821,0.6552083343267441,0.6562500037252903,0.6891012989853604,51.85185185185185,0.5378472222222223,0.4701659580071767,0.5458333386729161,0.4597222289691369,0.6884966792470619,0.6246636484366962,78.125,0.6178571428571429,0.3333333432674408,0.4166666716337204,0.2916666716337204,0.6647530007564995,0.6628977471077685,58.82352941176471,0.7111111111111111,0.35555556416511536,0.5,0.2777777810891469,0.3755467473235933,0.6940971457238947,44.44444444444444,0.46875,0.3333333432674408,0.25,0.5,0.7002028990742839,0.7376886238305244,38.46153846153847,0.6785714285714286,0.29999998211860657,0.5,0.2142857164144516,0.7571399890905107,0.8514797745802688,28.57142857142857,0.625,0.0,0.0,0.0,0.6738355836096983,0.7526503697345339,50.0,0.625,0.6666666865348816,0.5,1.0,0.6856719240348358,0.6623688336604475,37.5,0.7333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.7321325922393287,0.6935885988211126,31.70731707317073,0.3868055555555556,0.2771645138661067,0.25277778257926303,0.32500000298023224,0.69513909087542
8,0.4104579501066394,0.579170491371996,71.09375,0.7794270833333333,0.5211309604346752,0.6145833376795053,0.48854167200624943,0.7434914831583007,47.61904761904761,0.537673611111111,0.39456168686350185,0.5743055616815885,0.3268849241236846,0.4348084076951514,0.6369478094774441,75.0,0.6708333333333333,0.1666666716337204,0.25,0.125,0.6432043997375078,0.7159923929729755,70.58823529411765,0.7222222222222222,0.5333333412806193,0.5833333333333334,0.5,0.7107191024576173,0.6987364784444503,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.677914872990575,0.5714812935014183,76.92307692307693,0.5833333333333333,0.8295454680919647,0.875,0.7916666567325592,0.4972871709766806,0.68503851208459,35.714285714285715,0.5666666666666667,0.1666666567325592,0.5,0.10000000149011612,0.6465269037125955,0.7167987462976688,50.0,0.35,0.38461539149284363,0.3125,0.5,0.6948914127915817,0.6867184974039333,50.0,0.6666666666666666,0.3333333134651184,1.0,0.20000000298023224,0.6602298715523564,0.6932670019086034,48.78048780487805,0.4513888888888889,0.6751803855101267,0.5595238159100214,0.9444444477558136,0.7245132463409247
