,BIP,BIP,BIP,SZ,SZ,SZ,ASD,ASD,ASD,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6211810026824961,0.11850958859334118,50.0,0.0881529671216619,50.0,0.6881508267768106,0.08841234594208511,50.0,0.6953759419059162,0.12129030896359513,50.0,0.6872723535982528,0.36492073192954116,50.0,0.40995778875648115,0.10258529689601785,59.25925925925925,0.7840250767154423,0.2527503074328964,50.0,0.24515354116076288,0.11544987116124515,55.55555555555556,0.6955401580866816,0.14506222081304285,50.0,0.6287658880665329
1,0.5252182684884088,0.113379928649155,50.0,0.09599847991730122,50.0,0.68238310847987,0.08837961575072571,50.0,0.6919708335268385,0.09891095296397782,67.85714285714286,0.6930648075018458,0.12815879919125406,50.0,0.8908790619124614,0.10281552718036945,40.74074074074074,0.6934889542142985,0.11647072733058399,50.0,0.9142044665852909,0.11544607763804435,55.55555555555556,0.6937035937602859,0.09829287950516205,50.0,0.9423754107247773
2,1.236521815327545,0.17173281724079675,50.0,0.0899176006597988,62.698412698412696,1.0831343754918905,0.08772338467859198,57.14285714285714,0.6933791336513431,0.10253886028236894,50.0,0.6907876948742624,0.115203904555049,50.0,1.540120194880759,0.09491837180150668,59.25925925925925,1.1572547394420134,0.10390195751236533,50.0,0.6974215808459008,0.12124683684049724,55.55555555555556,0.993711622108987,0.09836195865365578,50.0,0.936074986166646
3,0.5405993368100749,0.12529875738989785,50.0,0.07923949358127019,67.46031746031747,0.852455773509949,0.08809289691863088,54.08163265306123,0.6829606284259541,0.08329785129264551,64.28571428571429,0.7111539670682973,0.11858365558193824,50.0,0.6681409182886676,0.11093334329472128,48.148148148148145,0.6909834989507437,0.11688524829888011,50.0,0.43831329033678845,0.11974005686160755,50.0,0.6920858771683555,0.09796627253160582,78.57142857142857,0.6932901091946837
4,0.23571674496708303,0.11911733299239533,50.0,0.07715493745827426,68.25396825396825,0.19875358595631804,0.08774152947496157,56.63265306122449,0.65523000967776,0.07422115019219074,67.85714285714286,0.45458694061132565,0.11584262778442955,50.0,0.6935747056191222,0.0990620391887579,59.25925925925925,0.6163505707871422,0.10403756506457348,35.0,0.6882157487401305,0.11466751625725023,55.55555555555556,0.5341563510769444,0.09642910294157155,50.0,0.6782679113935625
5,0.4390330464206542,0.1778483356461631,56.25,0.13108231830553846,53.17460317460318,0.22945462935362784,0.08761292053598473,53.06122448979592,0.6945857641877202,0.10990054911200782,64.28571428571429,0.23921188206596533,0.10242343798853389,50.0,0.7396855191889355,0.10310649607029036,44.44444444444444,0.6235831625756141,0.1278916321227348,55.00000000000001,0.7396101467208795,0.11636985953348598,61.111111111111114,0.7220543306671388,0.09895080690948199,50.0,0.6870356609427972
6,0.3020186389120738,0.15207516189491768,65.625,0.09117714339564285,68.25396825396825,0.48644598887745993,0.09008663498986048,56.63265306122449,0.661758005869494,0.08501446914667476,71.42857142857143,0.1297923331079795,0.11836166600388139,50.0,0.7107836792696897,0.12410100390774863,62.96296296296296,0.3708952403935635,0.10559325290150157,45.0,0.689962080992812,0.10298191010027631,55.55555555555556,0.9068959612083405,0.09895912673930105,50.0,0.6577295779647585
7,0.29565597748059413,0.09781276947072384,71.875,0.07088269207319996,75.39682539682539,0.4518940683052417,0.08727176748760042,58.16326530612245,0.5291341310438511,0.07561588935123285,75.0,0.38782438805796543,0.17293655167467037,55.55555555555556,0.3263099081242304,0.12333015080546336,59.25925925925925,0.59234571026451,0.10517397860193874,30.0,0.918260482433026,0.11395272832764254,50.0,0.7146331544777234,0.12031938914203989,50.0,0.5599529568762791
8,0.15951552800759025,0.27869343060410956,56.25,0.14942552994112598,57.14285714285714,0.2809087034250308,0.09095691099850284,57.14285714285714,0.45913259120544253,0.1578151355856181,67.85714285714286,0.0323720317507908,0.13829790474927386,55.55555555555556,0.26989964459788307,0.15882669499046664,55.55555555555556,1.0599870047540945,0.1523438053613757,45.0,0.6962264187498786,0.10193535390813291,55.55555555555556,0.6045954704136833,0.10558117245876808,42.857142857142854,0.6502206575074484
9,0.14322781445364496,0.10928840559475775,75.0,0.0833416260610272,72.22222222222221,0.2794901618782183,0.0842172125958143,58.16326530612245,0.45704475731759237,0.10494571035233544,60.71428571428571,0.004843996877546249,0.18154584055692996,55.55555555555556,0.3226562852139857,0.14733844794928763,55.55555555555556,0.5132414550550728,0.1294348080901607,30.0,0.6936493838260385,0.14741513608286294,44.44444444444444,0.8260261591563689,0.10466779280859285,50.0,0.6300350630761632
10,0.004493699381135603,0.10864022521764141,71.875,0.06965517474108354,80.95238095238095,0.15278414711452173,0.09276279458645473,53.57142857142857,0.5715838093478214,0.0920882992471084,71.42857142857143,0.050513806802048596,0.13449714825934794,55.55555555555556,1.1734769373335536,0.1647594481413956,59.25925925925925,0.0945230515662437,0.12048180075702657,35.0,0.6806520235306459,0.10406696326196048,50.0,0.8451912429804735,0.12311628605501522,50.0,0.43501171970944236
11,0.08937395649080962,0.14450446872725395,71.875,0.07470792149449369,79.36507936507937,0.5389183158588532,0.08600098027423951,58.673469387755105,0.7322202306183777,0.11814694736562485,75.0,0.032776566535031436,0.09320946882491153,61.111111111111114,0.6976266253111669,0.13618689662716713,66.66666666666666,0.160414782163532,0.17180455588729582,55.00000000000001,0.2704199398238393,0.13061479252138813,50.0,0.73657925805553,0.13331746142199843,50.0,0.591725146400092
12,0.16493377287116542,0.07577858460561553,75.0,0.10751053341872804,61.904761904761905,0.38364228983400095,0.11648696594636083,56.12244897959183,1.3554410131098695,0.15684868360259263,60.71428571428571,0.5835507579024739,0.14535592726882685,55.55555555555556,0.48154993206411406,0.22699007457274464,62.96296296296296,0.12629782169066237,0.15349060054727431,50.0,0.11840282036313696,0.11225961022904259,50.0,0.7022614438526799,0.15955245584641076,50.0,0.312556072995672
13,0.03632344976314875,0.13876103977320584,71.875,0.091811245804613,66.66666666666666,0.1367070147001317,0.08804843468354585,60.71428571428571,0.3240010608920894,0.15468377323856458,64.28571428571429,0.09297062111767745,0.18004878762027746,38.88888888888889,1.1724577881381946,0.1649454199989046,55.55555555555556,0.29829596217967824,0.13332978268325596,50.0,0.5978499194298577,0.1050508842204018,44.44444444444444,0.5419314976430569,0.13619662918353814,42.857142857142854,0.3163381180283307
14,0.033463171922841276,0.11730092160615435,71.875,0.11577843947750906,74.60317460317461,0.6298870642609036,0.09627570391303723,57.6530612244898,1.647574207619287,0.1362202606935713,75.0,0.0948811925238877,0.10798343533609807,61.111111111111114,0.8372575308388767,0.22130127041889447,62.96296296296296,0.019734497959993286,0.14973019819693087,45.0,0.789585426715001,0.11461039284315956,61.111111111111114,0.4794021724459012,0.1427744752964586,42.857142857142854,0.5828390228763277
