,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6904884367919872,0.6933684487467584,46.27659574468085,0.5402281746031746,0.0,0.0,0.0,0.689356845258508,60.629921259842526,0.7010416666666667,0.0,0.0,0.0,0.6931174852163983,0.6866258756513232,67.74193548387096,0.48125,0.0,0.0,0.0,0.6900072452772011,0.6931723908713561,47.05882352941176,0.5444444444444444,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6924439800081263,0.6923913476525141,75.0,1.0,0.5,1.0,0.3333333432674408,0.6933287327483753,0.6938402777084514,42.857142857142854,0.38888888888888884,0.0,0.0,0.0,0.677093811232131,0.6979121403945602,30.0,0.35,0.27272728085517883,0.1875,0.5,0.6938459317563748,0.6938071490212527,28.57142857142857,0.4,0.444444477558136,0.2857142984867096,1.0,1.1698840999686142,0.681771803542308,64.34782608695652,0.525515873015873,0.0,0.0,0.0,0.7023853093116419,0.6935792362031488,43.90243902439025,0.5958333333333333,0.6575757712125778,0.5208333333333334,1.0,0.6946290132087698
1,0.69428257088174,0.6932930677152828,46.27659574468085,0.543080357142857,0.0,0.0,0.0,0.6470785824849176,60.629921259842526,0.7567708333333334,0.0,0.0,0.0,0.6764314341502687,1.021026349921786,67.74193548387096,0.6125,0.0,0.0,0.0,0.44294625453269826,0.6929419431053103,52.94117647058824,0.5208333333333334,0.0,0.0,0.0,0.6923926335025202,0.692076965942878,75.0,0.7333333333333333,0.5,1.0,0.3333333432674408,0.6988319309776435,0.6951634863630334,42.857142857142854,0.43333333333333335,0.0,0.0,0.0,0.7002883809927306,0.6872455308376019,70.0,0.45,0.0,0.0,0.0,0.6968767085849107,1.4774139238486141,28.57142857142857,0.2,0.444444477558136,0.2857142984867096,1.0,1.7127171129048928,0.6689745362516348,64.34782608695652,0.49646825396825395,0.0,0.0,0.0,0.6468293373612829,0.6937202951703745,43.90243902439025,0.5597222222222222,0.5008547107378641,0.375,0.8333333333333334,0.6943059069761002
2,0.6935825051211456,0.6930634165546966,53.191489361702125,0.5584325396825398,0.541889138519764,0.5597222285966078,0.5659722276031971,0.6772916753266958,60.629921259842526,0.6472842261904762,0.0,0.0,0.0,0.641759736473308,0.6193837814105544,67.74193548387096,0.665625,0.0,0.0,0.0,0.7329225716398815,0.6929009270299926,52.94117647058824,0.5388888888888889,0.0,0.0,0.0,0.6936760567198702,0.6894318427218269,62.5,1.0,0.0,0.0,0.0,0.6906504132795098,0.6960078627946427,42.857142857142854,0.5,0.0,0.0,0.0,0.695084717179314,0.6923501605520519,60.0,0.39285714285714285,0.0,0.0,0.0,0.6951268914567873,0.7310872521844561,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.6409522954909311,0.6575735410468602,64.34782608695652,0.5597619047619048,0.0,0.0,0.0,0.8018724576223576,0.696378237720696,43.90243902439025,0.5805555555555556,0.661616176366806,0.5208333333333334,1.0,0.6968125362893894
3,0.6675898197603738,0.6953703913027817,46.27659574468085,0.6279513888888889,0.0,0.0,0.0,0.6646130835737819,61.417322834645674,0.6822916666666665,0.03125,0.0625,0.02083333395421505,0.624119792155691,0.6425484004358998,67.74193548387096,0.6125,0.0,0.0,0.0,0.5927320537264805,0.6933084307400923,35.294117647058826,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.055555557211240135,0.6938741592305698,0.6886645644120405,62.5,0.9333333333333333,0.0,0.0,0.0,0.6902487471336323,0.6963854854727051,42.857142857142854,0.3666666666666667,0.0,0.0,0.0,0.6706973820180018,0.6992171536588578,30.0,0.25,0.533333346247673,0.375,1.0,0.6951557297277648,0.7063006002542568,28.57142857142857,0.2,0.444444477558136,0.2857142984867096,1.0,0.674679044747099,0.655814474896646,64.34782608695652,0.5575,0.0,0.0,0.0,0.7546664655301194,0.696487482933285,43.90243902439025,0.5895833333333333,0.6544677664836248,0.5208333333333334,1.0,0.6978652564388435
4,0.7215882662720045,0.6907979214877944,50.0,0.615798611111111,0.12314814515411854,0.3333333333333333,0.07673611243565877,0.6250024564168903,68.50393700787401,0.6794642857142857,0.392410721629858,0.59375,0.31145833898335695,0.5782853274311303,0.6135630756463665,67.74193548387096,0.7428571428571429,0.0,0.0,0.0,1.130687802466385,0.6927236466623014,52.94117647058824,0.3531746031746032,0.0,0.0,0.0,0.696730472022286,0.6996522370847429,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0,0.6932609497111761,0.6897732508422164,50.0,0.7083333333333334,0.6060606241226196,0.550000011920929,0.75,0.6905110867639718,0.9084057487840853,40.0,0.20833333333333334,0.0,0.0,0.0,0.8733440388530211,0.8949333385165732,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.6835025073296299,0.6549591494517205,64.34782608695652,0.521904761904762,0.0,0.0,0.0,0.7410528833653192,0.6984270186035373,43.90243902439025,0.4777777777777778,0.6473193566004435,0.5208333333333334,1.0,0.7469607241773917
5,0.6816134180901988,0.6949793082067389,46.808510638297875,0.6292410714285713,0.0138888880610466,0.041666666666666664,0.008333333457509676,0.6186365494993231,65.35433070866141,0.7430803571428571,0.22291666828095913,0.40625,0.16041666828095913,0.62215548341113,0.6044299962717896,67.74193548387096,0.696875,0.0,0.0,0.0,0.757924694051392,0.6930481505729227,52.94117647058824,0.4375,0.2857142686843872,0.3333333432674408,0.25,0.6882259071331679,0.6921337016485887,50.0,0.5333333333333333,0.0,0.0,0.0,0.6952961028505731,0.6919729843824874,42.857142857142854,0.5666666666666667,0.20000000298023224,0.25,0.1666666716337204,0.6988081073689328,1.046181774350114,50.0,0.45,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.6194594174429362,0.7876056345462176,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.6796031712330004,0.6461882301868651,64.34782608695652,0.5277380952380952,0.0,0.0,0.0,0.7470448795611299,0.707495702821134,43.90243902439025,0.6098214285714286,0.6394901499152184,0.5208333333333334,1.0,0.7031499522265423
6,0.6847806114700642,0.6744889852554277,52.12765957446809,0.6777033730158729,0.2227513243754705,0.5208333333333334,0.1459325427810351,0.7283307578220741,65.35433070866141,0.7398437500000001,0.20208333246409893,0.4375,0.13229166995733976,0.7850285530747502,0.5941724583926408,67.74193548387096,0.6985119047619047,0.0,0.0,0.0,0.49161250461321276,0.6923831735577194,52.94117647058824,0.5222222222222223,0.09523809949556987,0.16666666666666666,0.06666666766007741,0.6580545659472412,0.707389194269749,37.5,0.13333333333333333,0.5454545617103577,0.375,1.0,0.692223561418536,0.6945058006455767,50.0,0.6041666666666667,0.3333333432674408,0.5,0.25,0.6719304021966599,0.7726751713017554,30.0,0.45,0.27272728085517883,0.1875,0.5,0.7655208051375828,1.1826015249988104,14.285714285714285,0.2,0.25,0.1666666716337204,0.5,0.6203070085156314,0.6485098177541504,64.34782608695652,0.6515873015873016,0.0,0.0,0.0,0.8689244026873194,0.6950273438893296,56.09756097560976,0.5386904761904762,0.4888888895511627,0.42420635372400284,0.7083333333333334,0.685555270170082
7,0.8493426387337975,0.6692976054458752,60.63829787234043,0.6810763888888888,0.44408069799343747,0.6875,0.3694444491217534,1.0490592426100322,73.22834645669292,0.74765625,0.6114583387970924,0.6718750018626451,0.6177083402872086,0.4012963955962881,0.516307553865813,67.74193548387096,0.7958333333333333,0.0,0.0,0.0,0.4933691153378342,0.8985549813737812,47.05882352941176,0.4791666666666667,0.20634920398394266,0.2777777810891469,0.16666666666666666,0.6786424125246298,0.7037838967514933,37.5,0.2,0.5454545617103577,0.375,1.0,0.691514842480225,0.6446622593230165,50.0,0.6888888888888889,0.5857142806053162,0.550000011920929,0.6333333551883698,0.6854658821620143,1.1356756483535297,30.0,0.45,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.44560706554249657,1.6282293325483554,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.7393965190792685,0.6670206574868682,64.34782608695652,0.47253968253968254,0.0,0.0,0.0,0.6577435357511457,0.8432893117817405,43.90243902439025,0.6125992063492064,0.6354497447609901,0.5208333333333334,1.0,0.2455055612978802
8,0.6445599935730292,0.681487962742904,50.53191489361703,0.6913442460317459,0.12116401953001817,0.3333333333333333,0.07673611181477706,0.6694685105675274,70.07874015748031,0.782514880952381,0.383630957454443,0.53125,0.3239583345130086,0.4178572737163869,0.44954215801919567,67.74193548387096,0.8958333333333334,0.0,0.0,0.0,0.5716416236451801,0.7001797982522455,52.94117647058824,0.6222222222222222,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.6306804564949349,0.7038837673636467,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0,0.6696016691777096,0.684742111179793,50.0,0.6666666666666667,0.1428571492433548,0.5,0.0833333358168602,1.1766843170206212,0.8682266364820779,20.0,0.45,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.5871654832257185,1.2021260630804953,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.6771263554152601,0.6547975922497663,64.34782608695652,0.6742460317460317,0.0,0.0,0.0,0.6866345270787213,0.7165537766001978,48.78048780487805,0.5090277777777777,0.48417510092258453,0.380952388048172,0.7166666686534882,0.7507836329334965
9,0.44846527866580166,1.2561331670162394,59.57446808510638,0.6619791666666667,0.6362600525220236,0.6141865154107412,0.7097222283482552,0.6412415331936591,69.29133858267717,0.7776785714285714,0.4321428667753935,0.7083333358168602,0.3406250048428774,1.3298974713131066,0.7820896569433917,67.74193548387096,0.6386904761904761,0.0,0.0,0.0,0.5304213327761894,0.6816743479252132,58.82352941176471,0.45555555555555555,0.16666666666666666,0.3333333333333333,0.11111111442248027,0.6974541208095368,0.7074668871826159,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0,0.6844921676225358,0.6045849375997212,71.42857142857143,0.8444444444444444,0.6500000357627869,0.9000000059604645,0.5666666775941849,0.5103901557859081,0.8221050583923942,70.0,0.5166666666666666,0.2857142686843872,0.25,0.3333333432674408,0.6168998975107886,1.2688098918068997,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.7556352367313102,0.6639222049624348,64.34782608695652,0.6190476190476191,0.0,0.0,0.0,0.9494043076416405,0.6883838640510176,51.21951219512195,0.4916666666666667,0.5328042457501093,0.47777778655290604,0.625,0.6761491726246383
10,0.5410262023158992,0.6955402886755722,48.40425531914894,0.7000248015873014,0.060515871892372765,0.16666666666666666,0.037500000869234405,1.8315811011444993,64.56692913385827,0.8014880952380952,0.1720238123089075,0.34375,0.11875000037252903,1.3974127554424467,0.4806461457224878,67.74193548387096,0.9083333333333333,0.0,0.0,0.0,0.6134859007751939,0.6574113969020801,58.82352941176471,0.5,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6310077932553619,0.699593903455474,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0,0.6978073728349685,2.041137041072247,42.857142857142854,0.71875,0.0,0.0,0.0,1.1397437617687936,2.163584719597769,30.0,0.55,0.27272728085517883,0.1875,0.5,0.5277048391372073,0.8709452980083077,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.6756173333991305,0.7764273684341476,64.34782608695652,0.5082142857142858,0.0,0.0,0.0,0.8056673466533972,0.6878329917867313,51.21951219512195,0.49791666666666673,0.11428571740786235,0.16666666666666666,0.08888889104127884,0.6961651155707628
