,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,149.28247801689093,42.42695485267359,0.0,0.0,0.0,0.0,0.0,2.735464932787921,0.0,0.0,0.0,0.0,0.0,22.53060486045275,1.4401459593217547,0.0,0.0,0.0,0.0,0.0,36.17802444019823,3.4489245922801386,0.0,0.0,0.0,0.0,0.0,18.709299528414963,6.59148983997035,0.0,0.0,0.0,0.0,0.0,43.91286099701887,146.63969233220513,0.0,0.0,0.0,0.0,0.0,2151.428203901334,103.54966497695051,0.0,0.0,0.0,0.0,0.0,632.3228056081737,42.32640829735054,0.0,0.0,0.0,0.0,0.0,185.69160646778573,46.47682095486115,0.0,0.0,0.0,0.0,0.0,74.30587038303355,114.80157092568128,0.0,0.0,0.0,0.0,0.0,1209.1270096542692,413.9420491223564,0.0,0.0,0.0,0.0,0.0,920.8597388601241,45.52534317388336,0.0,0.0,0.0,0.0,0.0,507.4772301378477,10.752538071820942,0.0,0.0,0.0,0.0,0.0,55.23843447632774,173.69955765821214,0.0,0.0,0.0,0.0,0.0,586.6822657710162,618.0567138460692,0.0,0.0,0.0,0.0,0.0,2927.7555216459723,662.2743061223157,0.0,0.0,0.0,0.0,0.0,3400.798616770338,40.303323692793974,0.0,0.0,0.0,0.0,0.0,136.56989425397356
1,4.0230308093363165,10.990975278860251,0.0,0.0,0.0,0.0,0.0,0.8477109413777332,0.0,0.0,0.0,0.0,0.0,6.805533002934152,1.5796802527910165,0.0,0.0,0.0,0.0,0.0,6.478624685714797,3.5979715301510593,0.0,0.0,0.0,0.0,0.0,19.387569764696202,5.522561685362459,0.0,0.0,0.0,0.0,0.0,6.513069338840659,146.66573796373933,0.0,0.0,0.0,0.0,0.0,1637.9241832272426,35.18402236541211,0.0,0.0,0.0,0.0,0.0,126.03229014272597,13.253540013565939,0.0,0.0,0.0,0.0,0.0,112.14353696623296,25.239585275580506,0.0,0.0,0.0,0.0,0.0,176.82840938494994,118.33672845037282,0.0,0.0,0.0,0.0,0.0,1159.614770250327,207.84982338875017,0.0,0.0,0.0,0.0,0.0,831.9292027115231,26.597716497531135,0.0,0.0,0.0,0.0,0.0,460.3830741244554,0.9339633482321145,0.0,0.0,0.0,0.0,0.0,9.308824567491124,74.57124140405743,0.0,0.0,0.0,0.0,0.0,295.55980086569275,435.30435026176957,0.0,0.0,0.0,0.0,0.0,2454.584937362924,228.77651246504564,0.0,0.0,0.0,0.0,0.0,1624.255992769069,19.6867982878616,0.0,0.0,0.0,0.0,0.0,88.88220810222509
2,21.497130393539443,12.157365100007402,0.0,0.0,0.0,0.0,0.0,0.7836232074888045,0.0,0.0,0.0,0.0,0.0,9.715107611003235,0.45436112819227154,0.0,0.0,0.0,0.0,0.0,15.637629968646177,2.9609311818234656,0.0,0.0,0.0,0.0,0.0,23.379627197954694,2.632380594754436,0.0,0.0,0.0,0.0,0.0,27.417656803530456,82.54998644733331,0.0,0.0,0.0,0.0,0.0,1021.937128883599,25.56498930030449,0.0,0.0,0.0,0.0,0.0,147.7994288131604,10.272300419218688,0.0,0.0,0.0,0.0,0.0,45.052915908323484,18.807134583229217,0.0,0.0,0.0,0.0,0.0,2.0053298251221254,118.65661352463279,0.0,0.0,0.0,0.0,0.0,886.0238000539944,162.4387063428316,0.0,0.0,0.0,0.0,0.0,366.30015519220245,11.421420645047727,0.0,0.0,0.0,0.0,0.0,295.23951499897106,0.8916819119064889,0.0,0.0,0.0,0.0,0.0,38.52362935215067,30.137938957159516,0.0,0.0,0.0,0.0,0.0,127.46948420888388,337.2939560284518,0.0,0.0,0.0,0.0,0.0,1481.83452426553,40.91994826000748,0.0,0.0,0.0,0.0,0.0,292.9972931313436,34.82466042155245,0.0,0.0,0.0,0.0,0.0,69.41108001491233
3,14.725470592156032,8.733507746191162,0.0,0.0,0.0,0.0,0.0,0.5884817181136832,0.0,0.0,0.0,0.0,0.0,6.958417290861256,0.602168149861901,0.0,0.0,0.0,0.0,0.0,4.67308846718656,1.0913531545700768,0.0,0.0,0.0,0.0,0.0,8.226005636445494,3.352191917791128,0.0,0.0,0.0,0.0,0.0,4.421865700629967,25.92769827559666,0.0,0.0,0.0,0.0,0.0,336.5320651487441,22.133648872774277,0.0,0.0,0.0,0.0,0.0,144.2596584713802,6.9125044584367785,0.0,0.0,0.0,0.0,0.0,118.36602103532518,15.439034241926306,0.0,0.0,0.0,0.0,0.0,173.88064711083726,113.82164907266963,0.0,0.0,0.0,0.0,0.0,568.5663575657841,36.652370893739295,0.0,0.0,0.0,0.0,0.0,262.3989264800342,4.641270433286442,0.0,0.0,0.0,0.0,0.0,138.80539014795764,0.828643034451637,0.0,0.0,0.0,0.0,0.0,22.60786068453167,25.83693405042158,0.0,0.0,0.0,0.0,0.0,51.74161086647124,182.56884127278167,0.0,0.0,0.0,0.0,0.0,698.2121539875284,34.808976868570575,0.0,0.0,0.0,0.0,0.0,123.03400311418847,30.310498651064986,0.0,0.0,0.0,0.0,0.0,42.77357563745549
4,61.19303204280692,9.798560619496643,0.0,0.0,0.0,0.0,0.0,0.2644915983837729,0.0,0.0,0.0,0.0,0.0,0.9118949851853388,0.618658720652281,0.0,0.0,0.0,0.0,0.0,4.001637001143917,1.0137948588687946,0.0,0.0,0.0,0.0,0.0,7.31800235069851,0.29618326722403276,0.0,0.0,0.0,0.0,0.0,3.8734498499431793,22.169177818918843,0.0,0.0,0.0,0.0,0.0,180.85916790402322,31.17122211160791,0.0,0.0,0.0,0.0,0.0,17.560219697715073,7.991361770598201,0.0,0.0,0.0,0.0,0.0,0.010781878910285954,12.24050336020239,0.0,0.0,0.0,0.0,0.0,7.654909241897168,84.26609920854324,0.0,0.0,0.0,0.0,0.0,493.5003556581762,49.32028746110454,0.0,0.0,0.0,0.0,0.0,273.419119749139,3.918783499578375,0.0,0.0,0.0,0.0,0.0,55.229660375353355,2.23002832312106,0.0,0.0,0.0,0.0,0.0,12.521029467546377,26.882419780689617,0.0,0.0,0.0,0.0,0.0,106.41620424511723,116.0543580726677,0.0,0.0,0.0,0.0,0.0,187.2226679568146,27.76363158413768,0.0,0.0,0.0,0.0,0.0,125.86153813118426,18.717182919742857,0.0,0.0,0.0,0.0,0.0,47.58803018347989
5,2.7543018322141783,11.50999655619975,0.0,0.0,0.0,0.0,0.0,0.5706729560749204,0.0,0.0,0.0,0.0,0.0,3.0119562848934556,0.5023401630850032,0.0,0.0,0.0,0.0,0.0,1.3853689197230525,0.6614056900588684,0.0,0.0,0.0,0.0,0.0,17.173353638294575,0.13586261166243693,0.0,0.0,0.0,0.0,0.0,2.942414309232101,20.692367943755045,0.0,0.0,0.0,0.0,0.0,186.5755509003552,22.282002483903305,0.0,0.0,0.0,0.0,0.0,68.6958341011759,11.663741619465373,0.0,0.0,0.0,0.0,0.0,29.781404470903734,11.324307842228016,0.0,0.0,0.0,0.0,0.0,257.4078552454005,47.41628819095138,0.0,0.0,0.0,0.0,0.0,493.7259814142471,87.68906986677565,0.0,0.0,0.0,0.0,0.0,245.04118607941538,5.120880992410535,0.0,0.0,0.0,0.0,0.0,108.82974415790491,3.314713264166381,0.0,0.0,0.0,0.0,0.0,11.370772701249853,51.83771924681852,0.0,0.0,0.0,0.0,0.0,12.269555086891344,113.79475960649738,0.0,0.0,0.0,0.0,0.0,137.88748078102515,46.75361778704214,0.0,0.0,0.0,0.0,0.0,83.04501096271684,21.983408094507556,0.0,0.0,0.0,0.0,0.0,45.58100993566389
6,30.266821264989737,8.988938915076155,0.0,0.0,0.0,0.0,0.0,1.087485495289071,0.0,0.0,0.0,0.0,0.0,2.9668893966740395,0.7163717253248921,0.0,0.0,0.0,0.0,0.0,1.805082656717009,0.8420478247137454,0.0,0.0,0.0,0.0,0.0,16.28019872488417,1.7460239510553879,0.0,0.0,0.0,0.0,0.0,11.871786308098896,18.55167547331023,0.0,0.0,0.0,0.0,0.0,337.1127494487447,19.215713267895456,0.0,0.0,0.0,0.0,0.0,81.47567547850076,8.668809691479602,0.0,0.0,0.0,0.0,0.0,9.125289306221593,10.272509849067376,0.0,0.0,0.0,0.0,0.0,30.11495953006598,28.548628735031336,0.0,0.0,0.0,0.0,0.0,263.6407000111946,21.428646666480006,0.0,0.0,0.0,0.0,0.0,178.35657592677248,6.487314441458431,0.0,0.0,0.0,0.0,0.0,54.05501343540266,1.4108615372288884,0.0,0.0,0.0,0.0,0.0,44.832792802368154,24.814869277395413,0.0,0.0,0.0,0.0,0.0,20.67186683766628,37.552717890218034,0.0,0.0,0.0,0.0,0.0,93.97703440846496,18.070627342190022,0.0,0.0,0.0,0.0,0.0,63.10118586607661,14.398618638016652,0.0,0.0,0.0,0.0,0.0,25.879466325994635
7,7.6789050793770715,7.239425520420633,0.0,0.0,0.0,0.0,0.0,1.0281869686482197,0.0,0.0,0.0,0.0,0.0,0.6165789464408487,0.5018519209389519,0.0,0.0,0.0,0.0,0.0,6.789148358012137,1.4077778862709023,0.0,0.0,0.0,0.0,0.0,2.95637658758611,1.2811592482479548,0.0,0.0,0.0,0.0,0.0,2.0883665023223097,26.28266562278789,0.0,0.0,0.0,0.0,0.0,73.25820200814859,13.531434772269325,0.0,0.0,0.0,0.0,0.0,116.94493105939449,11.988503103042461,0.0,0.0,0.0,0.0,0.0,189.9884810684627,9.563394513567417,0.0,0.0,0.0,0.0,0.0,0.05019145273567506,11.985195387246533,0.0,0.0,0.0,0.0,0.0,29.265070998999363,16.3988720979668,0.0,0.0,0.0,0.0,0.0,307.6149334292941,8.463697544483619,0.0,0.0,0.0,0.0,0.0,89.46484405138612,2.4134922470976106,0.0,0.0,0.0,0.0,0.0,18.37876031867054,17.40223572212111,0.0,0.0,0.0,0.0,0.0,27.07220680755532,39.44056459722374,0.0,0.0,0.0,0.0,0.0,122.39324279967516,12.018537339963757,0.0,0.0,0.0,0.0,0.0,95.32528609934506,12.64305672543225,0.0,0.0,0.0,0.0,0.0,34.41134352148829
8,24.467341842525506,6.447611847536881,0.0,0.0,0.0,0.0,0.0,0.43522318435092316,0.0,0.0,0.0,0.0,0.0,1.9482779087608157,1.2727156819456078,0.0,0.0,0.0,0.0,0.0,1.9641807144634917,0.9841258699028832,0.0,0.0,0.0,0.0,0.0,3.386996668163233,0.4946009752249928,0.0,0.0,0.0,0.0,0.0,13.805789119272902,16.163617417868494,0.0,0.0,0.0,0.0,0.0,162.27828184876756,17.798312414378845,0.0,0.0,0.0,0.0,0.0,47.302008936450285,11.323162744333024,0.0,0.0,0.0,0.0,0.0,10.782212075529547,8.583014528707352,0.0,0.0,0.0,0.0,0.0,0.4049250083690111,11.253374361673291,0.0,0.0,0.0,0.0,0.0,52.927591395072184,30.22339677454808,0.0,0.0,0.0,0.0,0.0,155.64065299336167,6.654243276491413,0.0,0.0,0.0,0.0,0.0,96.24864019037014,1.5658618317854829,0.0,0.0,0.0,0.0,0.0,19.41040873533264,20.92532406192147,0.0,0.0,0.0,0.0,0.0,104.50222972725454,28.358006469496274,0.0,0.0,0.0,0.0,0.0,67.62176582566462,34.07081179595015,0.0,0.0,0.0,0.0,0.0,105.6381911911458,16.290249103935363,0.0,0.0,0.0,0.0,0.0,10.58400082672723
