,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,243.01500964985826,8.723209833632914,0.0,2.345813802468899,0.0,60.91885868829209,0.5920754160648986,0.0,31.50415515374965,2.024945693797871,0.0,6.883215220486901,0.4054991302040897,0.0,37.50732203150601,113.60160606308243,0.0,853.316954179718,2.634465765429257,0.0,10.349909700729858,38.41581627790063,0.0,722.3372346132209,10.210024532756623,0.0,401.0589564860565,12.283653465366354,0.0,328.6965668505329,22.20012930623012,0.0,384.56612059121994,80.56117475072874,0.0,835.3446496803184,35.231538920867024,0.0,296.2812567836805,1.3430219249000483,0.0,143.5838363855574,12.132254506363706,0.0,115.35162706943503,8.850206200385689,0.0,77.01453328012923,9.717091926690117,0.0,72.13378892522557,5.703632777012743,0.0,44.81431074183912
1,29.477366938270354,7.91821447929453,0.0,1.0236227860420284,0.0,41.52864911844085,0.4716020897356172,0.0,37.00987032177138,1.4324511934853734,0.0,32.96716234724975,1.227285711720498,0.0,21.699876308788472,53.29976408984449,0.0,337.8074201898224,3.8490993331060137,0.0,74.01838374100882,25.93076077664096,0.0,2.9827101556782885,20.69680835529163,0.0,81.65785615588794,32.25665945350854,0.0,39.31444884334397,7.970481557261273,0.0,57.89859370786101,57.706667798492916,0.0,221.39434181010722,32.125159424251564,0.0,105.70470522526273,7.5326810308109,0.0,41.48275260470222,7.354891613913739,0.0,63.21429720754649,8.96668481820934,0.0,67.86166170898382,6.462224840705209,0.0,60.904428469650284,7.39899672600547,0.0,294.8400848545626
2,97.04104824080002,7.639426153121024,0.0,4.840582260032321,0.0,20.9015497061052,3.86956166177519,0.0,30.83371002519125,1.2824346882517763,0.0,35.01861914441305,0.1194147683415093,0.0,6.538089862298037,56.31649708786193,0.0,288.7827251292867,6.716425052896587,0.0,14.11233164768015,23.840164831182832,0.0,105.8837713760951,17.773039546621707,0.0,62.077713971371196,6.2708348575625035,0.0,103.74700156311192,7.487269808260453,0.0,74.35258367175351,80.79234594545859,0.0,179.33111501048134,37.522262836474084,0.0,91.24517548987573,4.5753647220894935,0.0,32.553380041123226,8.921583112918116,0.0,45.86926369268287,13.193184537316291,0.0,104.63526802580385,5.55190052654254,0.0,89.68946465156297,13.20308956603484,0.0,49.20459541249808
3,34.11931266492756,5.567960619029387,0.0,5.2306400458976645,0.0,4.45808894846261,0.3384440911457602,0.0,16.861359048749,1.2409401570550458,0.0,11.873238650770528,1.6379878443956588,0.0,21.19789323456909,62.33619285743608,0.0,155.21383061409503,3.4350380501040303,0.0,97.04330406758326,26.034680086100018,0.0,1.0329576783214927,10.875815034171701,0.0,121.85565368198833,17.527084184242167,0.0,16.387723568539624,20.935597147482298,0.0,77.35358956077499,31.364903412985683,0.0,304.4897112631915,22.559098740936363,0.0,153.7438667526749,2.402495453016965,0.0,82.76439097819198,6.9814632733274795,0.0,28.361648252716908,11.993008771296243,0.0,143.62148955528545,8.429808094986202,0.0,42.80891439964415,5.074951784049722,0.0,40.34959017406803
4,189.53142414228506,19.463618086968832,0.0,2.0328913392781143,0.0,7.893048871914018,1.1167784622066357,0.0,49.51590594131465,1.3572687981332257,0.0,11.366224766438446,1.2829149062306253,0.0,10.536301790267217,36.80086918847807,0.0,95.46203540340888,15.470780659376045,0.0,58.13823516767407,96.58550308032595,0.0,136.78111247839826,8.096076104063366,0.0,51.1963759349901,7.162964734141006,0.0,87.71774022937637,11.954031212611103,0.0,33.423388056663214,40.110453158089726,0.0,287.69683280473595,37.886583962182655,0.0,132.35263127565491,9.221240725822565,0.0,1.8525648958445822,5.70893874601927,0.0,71.61682588237515,8.32277642004396,0.0,34.373378312686725,16.658996906771737,0.0,140.29933764046,19.932574692689766,0.0,89.3568194663354
5,123.58513144622026,11.648142268316143,0.0,0.7853159793845269,0.0,2.320073925811229,0.6838194952410478,0.0,8.066150836214824,1.2380939204857384,0.0,4.749531540761877,2.8860307935932763,0.0,3.6760417283321627,57.890419270268424,0.0,361.16220855087715,4.644810529747239,0.0,57.43282265833862,23.72608310710708,0.0,248.19096690094366,78.40136546556043,0.0,105.93558414413575,7.328703029495853,0.0,23.554935332465732,4.5635276082758605,0.0,29.741197985665746,35.111478606785624,0.0,183.25332721177338,24.51176993474319,0.0,65.3140401619264,2.5745577488798137,0.0,48.880288615035305,9.08991565895927,0.0,76.64908347438275,6.90792477492799,0.0,58.59384880482065,6.601459212538092,0.0,72.08645797164655,4.1761819573971,0.0,49.85101539475686
6,95.93227285039877,5.1312931265487975,0.0,3.0238328923289246,0.0,6.9635870816144845,1.892068780890491,0.0,8.191680617724629,1.1788112698479698,0.0,25.592742132843533,0.899345444577808,0.0,93.61856986846587,31.920571442008665,0.0,83.70979315627712,2.6774015903329804,0.0,7.562387341489012,55.855333596854436,0.0,67.31653325274405,9.591007400151094,0.0,54.11381241928389,4.258452650145196,0.0,42.04530452769231,21.3255965122116,0.0,30.411294228130117,29.48303108773778,0.0,381.559544623451,24.17870849972134,0.0,137.0187021099773,2.2373642524392467,0.0,11.731671997298042,7.124314315706534,0.0,32.27622853640861,5.645964893899336,0.0,25.58499683614631,4.596509111555395,0.0,37.57424094110934,6.898453544876525,0.0,25.264848170612
7,27.388787950085877,22.810823314781015,0.0,0.7620484367703318,0.0,6.071511741050777,6.952315566378178,0.0,4.903373475524561,1.491038304544945,0.0,6.0438588188432405,1.382690095064308,0.0,60.216529703567325,36.0158410937109,0.0,92.80369370512624,10.791629299243656,0.0,104.8776198822422,120.09188962322332,0.0,109.28128916594032,20.50313829523046,0.0,69.53637811499954,14.304529272203665,0.0,61.34617479777421,11.29272525774485,0.0,36.40460891853422,32.760990296968046,0.0,283.4853272577879,26.133511482311093,0.0,77.61478686484756,2.214805253810629,0.0,20.428508161704716,7.852764947748224,0.0,59.046629613705214,13.880662608612386,0.0,66.68349416197333,20.924345684876958,0.0,37.271885558727575,30.175207494867053,0.0,45.12159988053441
8,36.575758041027306,5.649286752866078,0.0,3.982444690930089,0.0,6.001636533385547,2.3763079068020687,0.0,11.724124180973087,3.989140668733779,0.0,5.8980958016414835,0.8720619814317968,0.0,5.526803503284439,37.18777386343935,0.0,169.50808461823024,4.889125940334506,0.0,11.47975593625913,19.75042954945667,0.0,55.24791661805935,19.774986521930245,0.0,28.088206528283123,26.534920669494223,0.0,32.233818894203445,3.2067580105651707,0.0,29.00024255093282,29.139737860559762,0.0,80.72302150045392,30.757424418771087,0.0,59.46914036602185,1.5051827451110575,0.0,37.93182226945448,22.62091252026227,0.0,8.45370103687616,5.207216632153765,0.0,88.41451455794142,5.532713866799645,0.0,23.67930283006547,3.8663769467293796,0.0,95.93391928213548
