,ASD,ASD,ASD,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6931754106065418,0.08801734402518549,53.43915343915344,0.08663075999344166,50.0,0.6937576350410396
1,0.6931033255513137,0.08802172856692174,52.910052910052904,0.08563297970901718,50.0,0.6850751238811085
2,0.6946862338199908,0.08800617074665697,52.910052910052904,0.08651123994268713,50.0,0.6936545065836629
3,0.6922929968258822,0.08816018563696473,47.08994708994709,0.08748686723082198,50.0,0.6922465455257066
4,0.69318611104631,0.08802366475912887,47.08994708994709,0.08616937484129195,50.0,0.6741733674127173
5,0.6942458139437975,0.08801516084745949,50.264550264550266,0.08330164908381844,50.0,0.6096404142451798
6,0.6931543079835554,0.08799669962769123,53.43915343915344,0.08098564092306484,64.0625,0.6443668438537545
7,0.6920538632669542,0.08800828201430143,48.67724867724868,0.09239368596842984,58.59375,1.302724864082036
8,0.6939224201783454,0.08777377896045378,53.96825396825397,0.07129073692703365,70.3125,0.7266748220882363
9,0.694203819465119,0.08791470535769513,50.79365079365079,0.15047319425423966,64.84375,1.8942153248085976
10,0.6506336333816098,0.08723623540683104,51.85185185185185,0.07410498937541515,71.09375,0.3097956054765682
11,0.7506908339283351,0.08683530117919001,56.613756613756614,0.07106959657795688,67.1875,0.5211734023549165
12,0.608980297870586,0.0863872271014902,54.4973544973545,0.08200286733585788,65.625,0.44356927066886037
13,0.8157590093164739,0.08654546173217571,56.613756613756614,0.0730683019639093,67.96875,0.1546391116172405
14,0.5112001709119453,0.08597642339683409,57.67195767195767,0.07382372129505493,68.75,0.17745935802867616
15,0.7256617145496209,0.0854198173726856,56.08465608465608,0.08288676527820896,71.09375,0.13881379996768836
16,0.5755801223616048,0.08604271627403998,55.55555555555556,0.07846803739049148,70.3125,0.7518445604680891
17,0.7395621417267649,0.08572818720737799,57.67195767195767,0.07726304886339935,71.875,0.2521637930444704
18,0.6788620326446588,0.08521632111622651,56.08465608465608,0.07722759297871312,71.875,0.14162275609924277
19,0.8801890974996709,0.08456801599655904,55.55555555555556,0.10983793370307254,70.3125,1.773169425893512
20,0.6673799305616637,0.08483868673036524,58.730158730158735,0.09325716253132041,71.09375,0.37267360538395655
21,0.4709893225417173,0.08582017992495262,58.730158730158735,0.1295886273556653,68.75,0.43079367621347303
22,0.726212789016402,0.08738187357345949,48.148148148148145,0.09075641445071027,68.75,0.10792372974684356
23,0.5070069484866808,0.08655443837803778,58.730158730158735,0.13987919723470982,70.3125,0.02107880771788836
