,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,1041.0273450779378,69.08260128431246,0.0,0.0,0.0,0.0,0.0,1.9926964683054194,0.0,0.0,0.0,0.0,0.0,10.593503804234354,3.667602152292808,0.0,0.0,0.0,0.0,0.0,3.268476653500423,22.423015019739843,0.0,0.0,0.0,0.0,0.0,78.37260923089666,2.87665308335103,0.0,0.0,0.0,0.0,0.0,20.662719478359094,3.485639294512465,0.0,0.0,0.0,0.0,0.0,59.71500112318354,28.554599167615763,0.0,0.0,0.0,0.0,0.0,286.181277688263,174.14904994845654,0.0,0.0,0.0,0.0,0.0,784.2910840554952,54.30691500043503,0.0,0.0,0.0,0.0,0.0,543.5105868244805,80.40845982187183,0.0,0.0,0.0,0.0,0.0,1275.1001029028967,130.19769114607337,0.0,0.0,0.0,0.0,0.0,322.8758863575814,5.536272461843512,0.0,0.0,0.0,0.0,0.0,4.581554436064013,30.647953684775345,0.0,0.0,0.0,0.0,0.0,529.4150097448261,734.6465992007207,0.0,0.0,0.0,0.0,0.0,4461.844574813667,450.058263068887,0.0,0.0,0.0,0.0,0.0,2457.1914782602475,654.1030332916608,0.0,0.0,0.0,0.0,0.0,3893.5706078436374,78.6646374626949,0.0,0.0,0.0,0.0,0.0,355.04188873038197
1,569.780324250273,10.190900132425522,0.0,0.0,0.0,0.0,0.0,1.6578665027655541,0.0,0.0,0.0,0.0,0.0,4.488108275341761,2.1486429342875764,0.0,0.0,0.0,0.0,0.0,52.55991844933394,4.77857091127949,0.0,0.0,0.0,0.0,0.0,17.38699126140332,3.9016613405121947,0.0,0.0,0.0,0.0,0.0,10.777301514625526,3.682054571593972,0.0,0.0,0.0,0.0,0.0,90.77053550729333,9.954004263583881,0.0,0.0,0.0,0.0,0.0,223.69117045577505,174.41534347849793,0.0,0.0,0.0,0.0,0.0,962.4015248853851,16.920239619859593,0.0,0.0,0.0,0.0,0.0,272.82154597596264,97.35209888911035,0.0,0.0,0.0,0.0,0.0,643.8201441247967,83.95535311311562,0.0,0.0,0.0,0.0,0.0,151.47470037437898,6.071893384691689,0.0,0.0,0.0,0.0,0.0,7.413217862441388,15.490457453643112,0.0,0.0,0.0,0.0,0.0,59.42626137681299,778.5376032637921,0.0,0.0,0.0,0.0,0.0,4339.888010156494,174.55652021454682,0.0,0.0,0.0,0.0,0.0,1368.0098839104899,620.7836026085931,0.0,0.0,0.0,0.0,0.0,3290.162280572769,69.650435267232,0.0,0.0,0.0,0.0,0.0,427.0759775931281
2,79.13956605196394,32.68728954641899,0.0,0.0,0.0,0.0,0.0,1.5158346237480016,0.0,0.0,0.0,0.0,0.0,4.625342252154803,1.1985183428172534,0.0,0.0,0.0,0.0,0.0,22.23818194134899,2.8310213018673602,0.0,0.0,0.0,0.0,0.0,19.062987586779215,0.8533725205334405,0.0,0.0,0.0,0.0,0.0,7.275107034776378,1.6252478502262382,0.0,0.0,0.0,0.0,0.0,24.794341960026987,21.742979393663322,0.0,0.0,0.0,0.0,0.0,121.61396680651386,127.19035841393118,0.0,0.0,0.0,0.0,0.0,1806.736882018537,5.727542527004459,0.0,0.0,0.0,0.0,0.0,144.38341031307533,66.13818565272312,0.0,0.0,0.0,0.0,0.0,306.5390867625879,43.2533018661394,0.0,0.0,0.0,0.0,0.0,189.2770331590832,3.9117438926968626,0.0,0.0,0.0,0.0,0.0,4.788432321761381,14.26063552388132,0.0,0.0,0.0,0.0,0.0,96.86371666288302,595.191377973461,0.0,0.0,0.0,0.0,0.0,3125.530767957654,24.637189122251595,0.0,0.0,0.0,0.0,0.0,513.4492635057903,481.05151413340207,0.0,0.0,0.0,0.0,0.0,2733.553733551305,58.48460356533736,0.0,0.0,0.0,0.0,0.0,441.39958655806026
3,132.52059135384147,29.89924303971354,0.0,0.0,0.0,0.0,0.0,0.7125944389204798,0.0,0.0,0.0,0.0,0.0,2.7659768349074896,0.9174651301982784,0.0,0.0,0.0,0.0,0.0,4.567004622021234,2.3121077674063044,0.0,0.0,0.0,0.0,0.0,14.565996467205139,0.6483244547220882,0.0,0.0,0.0,0.0,0.0,4.022741369381692,1.9443960393746602,0.0,0.0,0.0,0.0,0.0,44.10084736794064,10.794621567457263,0.0,0.0,0.0,0.0,0.0,190.68211654070032,66.50440681416983,0.0,0.0,0.0,0.0,0.0,134.90961543690406,12.585947664961191,0.0,0.0,0.0,0.0,0.0,79.98604428212458,43.167646496739124,0.0,0.0,0.0,0.0,0.0,424.2189531364925,29.887808070186814,0.0,0.0,0.0,0.0,0.0,347.90385630190104,2.849545526046102,0.0,0.0,0.0,0.0,0.0,9.263216870374231,11.153029125916127,0.0,0.0,0.0,0.0,0.0,14.764889459158228,337.2688952393293,0.0,0.0,0.0,0.0,0.0,2074.3820168994853,9.668521465431251,0.0,0.0,0.0,0.0,0.0,164.53359655195695,351.4402838404383,0.0,0.0,0.0,0.0,0.0,2109.362178655295,34.477576500580035,0.0,0.0,0.0,0.0,0.0,237.68295336731256
4,98.76898517024294,16.888201655856275,0.0,0.0,0.0,0.0,0.0,0.4304996503754169,0.0,0.0,0.0,0.0,0.0,6.551716648638611,4.765969828675117,0.0,0.0,0.0,0.0,0.0,23.961795408401503,3.11153942201189,0.0,0.0,0.0,0.0,0.0,9.981025064977045,0.3939382821474632,0.0,0.0,0.0,0.0,0.0,1.8536092909485105,1.6274278735701804,0.0,0.0,0.0,0.0,0.0,39.44402179923077,5.261515806126369,0.0,0.0,0.0,0.0,0.0,78.95090652893659,49.39878191198169,0.0,0.0,0.0,0.0,0.0,377.12930752239765,7.0365726973715415,0.0,0.0,0.0,0.0,0.0,40.35250880001291,58.651890136317526,0.0,0.0,0.0,0.0,0.0,241.51745467065302,35.40103318568103,0.0,0.0,0.0,0.0,0.0,47.35385631186747,12.440564152092806,0.0,0.0,0.0,0.0,0.0,45.22798617647953,12.10080959846771,0.0,0.0,0.0,0.0,0.0,262.7594705483904,277.78058719248736,0.0,0.0,0.0,0.0,0.0,1394.1709521336295,5.56289964156963,0.0,0.0,0.0,0.0,0.0,164.77190224628373,223.8267788170957,0.0,0.0,0.0,0.0,0.0,1425.6301727442597,14.813575305302313,0.0,0.0,0.0,0.0,0.0,47.15493193093596
5,109.98349435779126,12.349417423325516,0.0,0.0,0.0,0.0,0.0,0.719323437510451,0.0,0.0,0.0,0.0,0.0,0.6338326415897259,1.085163683062578,0.0,0.0,0.0,0.0,0.0,2.8190442533146274,2.7305932609624075,0.0,0.0,0.0,0.0,0.0,24.53544973806879,0.3406207243928127,0.0,0.0,0.0,0.0,0.0,8.767192392146594,2.45241316261394,0.0,0.0,0.0,0.0,0.0,31.360190139878178,4.368116010574765,0.0,0.0,0.0,0.0,0.0,209.3339111651769,20.434566270691068,0.0,0.0,0.0,0.0,0.0,14.253372831902048,7.634377550043598,0.0,0.0,0.0,0.0,0.0,164.94227601963436,36.656163844142064,0.0,0.0,0.0,0.0,0.0,218.2710367907952,29.97941103783069,0.0,0.0,0.0,0.0,0.0,106.39105342245462,5.80091439629246,0.0,0.0,0.0,0.0,0.0,29.29608321659101,10.968322646827225,0.0,0.0,0.0,0.0,0.0,309.8308133082999,104.28463486145787,0.0,0.0,0.0,0.0,0.0,698.603335181901,21.18429430666231,0.0,0.0,0.0,0.0,0.0,104.02201444095351,93.68641407639397,0.0,0.0,0.0,0.0,0.0,1123.0106002481348,9.06958060105994,0.0,0.0,0.0,0.0,0.0,149.09989204854975
6,55.06244231039062,5.47807226563032,0.0,0.0,0.0,0.0,0.0,0.5215062862207951,0.0,0.0,0.0,0.0,0.0,5.428155621869664,1.4660395528875008,0.0,0.0,0.0,0.0,0.0,17.491511285241916,1.3723362132357546,0.0,0.0,0.0,0.0,0.0,7.764020405174253,0.4018097371632281,0.0,0.0,0.0,0.0,0.0,3.9259917397130173,2.442450805659786,0.0,0.0,0.0,0.0,0.0,54.75799599074768,5.759728926196385,0.0,0.0,0.0,0.0,0.0,15.054822272336528,17.255361639420112,0.0,0.0,0.0,0.0,0.0,70.23425927455214,7.492259377734585,0.0,0.0,0.0,0.0,0.0,3.066526928294613,34.62058538299119,0.0,0.0,0.0,0.0,0.0,66.91114203675149,30.621474423795487,0.0,0.0,0.0,0.0,0.0,123.56297874501024,3.0830010527786964,0.0,0.0,0.0,0.0,0.0,20.785933420443868,9.56005262764741,0.0,0.0,0.0,0.0,0.0,206.94528634409107,86.4311690042608,0.0,0.0,0.0,0.0,0.0,233.3834293038677,2.545952762929729,0.0,0.0,0.0,0.0,0.0,94.8965066758505,85.58348639181978,0.0,0.0,0.0,0.0,0.0,603.2159169849356,8.548240513766752,0.0,0.0,0.0,0.0,0.0,45.848444663090525
7,260.39363908803665,20.63996886460394,0.0,0.0,0.0,0.0,0.0,0.5033871888189875,0.0,0.0,0.0,0.0,0.0,5.52459683397263,1.0055610229140568,0.0,0.0,0.0,0.0,0.0,13.539323824999078,1.8213211836974306,0.0,0.0,0.0,0.0,0.0,2.377405584341249,0.5975813861404858,0.0,0.0,0.0,0.0,0.0,5.620232128000969,1.8979843746365954,0.0,0.0,0.0,0.0,0.0,38.08655764286051,5.657838973889252,0.0,0.0,0.0,0.0,0.0,12.637466773815596,19.839763097133382,0.0,0.0,0.0,0.0,0.0,115.25539191188135,7.561594942265647,0.0,0.0,0.0,0.0,0.0,56.62438528970499,25.492323860466936,0.0,0.0,0.0,0.0,0.0,171.94548653205814,25.347769637080848,0.0,0.0,0.0,0.0,0.0,44.225724906039474,15.424905499840516,0.0,0.0,0.0,0.0,0.0,20.019302284742782,9.406270831196558,0.0,0.0,0.0,0.0,0.0,27.809401749535542,15.408505416942358,0.0,0.0,0.0,0.0,0.0,241.17392022823688,3.1508368540438267,0.0,0.0,0.0,0.0,0.0,98.6050574913121,14.63399900501783,0.0,0.0,0.0,0.0,0.0,149.96625903807114,12.929621463823985,0.0,0.0,0.0,0.0,0.0,92.02665241485802
8,10.630533860027521,18.659873936007507,0.0,0.0,0.0,0.0,0.0,1.8781203249145675,0.0,0.0,0.0,0.0,0.0,2.2306983813453987,1.0507888735810575,0.0,0.0,0.0,0.0,0.0,2.275791399725101,1.7769133547531581,0.0,0.0,0.0,0.0,0.0,7.5421785170121245,0.5647750816007544,0.0,0.0,0.0,0.0,0.0,3.764841977574094,5.5698605594118895,0.0,0.0,0.0,0.0,0.0,77.00274405774408,4.856408319901659,0.0,0.0,0.0,0.0,0.0,42.307867846627545,18.96511061264037,0.0,0.0,0.0,0.0,0.0,240.27816096055204,8.069410411613172,0.0,0.0,0.0,0.0,0.0,117.45646027297374,37.13519479562073,0.0,0.0,0.0,0.0,0.0,240.30539558869,24.18763483588093,0.0,0.0,0.0,0.0,0.0,78.20214003328414,3.4017493326290347,0.0,0.0,0.0,0.0,0.0,21.771475953375226,17.316119245818843,0.0,0.0,0.0,0.0,0.0,16.009732167678223,29.645922772733275,0.0,0.0,0.0,0.0,0.0,113.13779034742971,16.192301182663773,0.0,0.0,0.0,0.0,0.0,85.77444387016556,20.477403645237366,0.0,0.0,0.0,0.0,0.0,93.3291229627461,9.652161924739795,0.0,0.0,0.0,0.0,0.0,44.36725787430299
