,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6927098190136938,0.6937511714611413,30.0,0.3333333333333333,0.1428571492433548,0.5,0.0833333358168602
1,0.69795463097855,0.6958445290781897,30.0,0.7916666666666667,0.0,0.0,0.0
2,0.692294203166035,0.6960865065641968,30.0,0.9166666666666667,0.0,0.0,0.0
3,0.6901628384663882,0.6956829575294783,30.0,0.48333333333333334,0.0,0.0,0.0
4,0.6906432305409801,0.6948699287659824,40.0,0.2916666666666667,0.1428571492433548,0.5,0.0833333358168602
5,0.6948772837143782,0.6941758981635147,40.0,0.7083333333333334,0.222222238779068,0.3333333432674408,0.1666666716337204
6,0.6933556100020499,0.6932998908132509,50.0,0.3333333333333333,0.3333333432674408,0.5,0.25
7,0.6889798814248501,0.6908765874265252,70.0,0.5357142857142857,0.46666666865348816,0.4375,0.5
8,0.6906267354506557,0.6891514041628202,70.0,0.25,0.761904776096344,0.625,1.0
9,0.687980132655478,0.6892200479977707,70.0,0.625,0.761904776096344,0.625,1.0
10,0.68552295319304,0.688665720300351,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0
11,0.6814808111251907,0.6877862835146684,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0
12,0.692643609750895,0.6848455160366027,70.0,0.2916666666666667,0.761904776096344,0.625,1.0
13,0.6921352539442794,0.6830837566469457,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0
14,0.680954091928815,0.6508757840968382,70.0,0.25,0.761904776096344,0.625,1.0
15,0.23163788899877588,0.9185448262233068,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0
16,0.7357350206908959,0.5923719884419258,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0
17,0.5546830343443528,0.7912752670969593,70.0,0.5357142857142857,0.46666666865348816,0.4375,0.5
18,0.5173326490880976,0.7672912256570534,70.0,0.25,0.761904776096344,0.625,1.0
19,0.41711179024976336,0.6081781145098233,50.0,0.48333333333333334,0.6666666865348816,0.7857142984867096,0.6500000059604645
20,0.1712898240633763,1.380959998443822,70.0,0.20833333333333334,0.761904776096344,0.625,1.0
21,0.47391902946708847,0.83942480665772,70.0,0.45,0.8846153914928436,0.8125,1.0
22,0.7930675144017125,0.9224211249492816,50.0,0.45,0.5833333432674408,0.8333333432674408,0.45000000298023224
23,0.3374168919347932,0.8061279099243389,60.0,0.45,0.800000011920929,0.800000011920929,0.800000011920929
24,0.04080473713909666,1.3125254111107734,60.0,0.7083333333333334,0.717948704957962,0.6071428656578064,0.9166666567325592
25,0.03302496853887345,1.476565840615383,50.0,0.2916666666666667,0.3636363744735718,0.4000000059604645,0.3333333432674408
26,0.08898013654138195,1.7958170540231113,60.0,0.5357142857142857,0.4285714328289032,0.4285714328289032,0.4285714328289032
27,0.02920419877451645,1.6727023941985606,50.0,0.75,0.6333333551883698,0.625,0.75
28,0.007353750439847424,1.8644958322010652,60.0,0.48333333333333334,0.7179487347602844,0.8125,0.75
29,0.03166638072946316,1.7732374883588764,50.0,0.5166666666666666,0.6333333551883698,0.800000011920929,0.550000011920929
30,0.005680937352220779,1.8465747163008455,60.0,0.3833333333333333,0.8333333432674408,0.7857142984867096,0.9000000059604645
31,0.004906120618600469,1.787551708154444,50.0,0.5166666666666666,0.6666666865348816,0.7857142984867096,0.6500000059604645
32,0.00471208157803945,1.803354643385385,50.0,0.25,0.6666666865348816,0.5833333432674408,0.8333333432674408
33,0.0020259891737530707,1.8337090105541756,50.0,0.5357142857142857,0.38461536169052124,0.4166666567325592,0.3571428656578064
34,0.0034876770020566723,1.833177880819622,60.0,0.55,0.6969697177410126,0.8333333432674408,0.6500000059604645
35,0.0018534418615892762,1.8382773252944182,50.0,0.20833333333333334,0.6666666865348816,0.5833333432674408,0.8333333432674408
36,0.0037274123847798103,1.8611910794557027,50.0,0.45,0.7727272808551788,0.75,0.800000011920929
37,0.002147383681509884,1.8497662085530813,50.0,0.2916666666666667,0.38461536169052124,0.3571428656578064,0.4166666567325592
38,0.0015187752346878494,1.853845360902716,50.0,0.3833333333333333,0.7727272808551788,0.75,0.800000011920929
39,0.00234856586345457,1.863011829542056,50.0,0.41666666666666663,0.7727272808551788,0.75,0.800000011920929
40,0.0027631950425545783,1.8735125348231385,50.0,0.7083333333333334,0.6666666865348816,0.5833333432674408,0.8333333432674408
41,0.0015773377334897501,1.880267268464698,50.0,0.45,0.6666666865348816,0.7857142984867096,0.6500000059604645
42,0.0009555706326917388,1.878392293396366,50.0,0.48333333333333334,0.6666666865348816,0.7857142984867096,0.6500000059604645
43,0.0016531693953197467,1.8919677276212017,50.0,0.25,0.6666666865348816,0.5833333432674408,0.8333333432674408
44,0.0012901558835381943,1.8951686204820901,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5
45,0.0011677690979346336,1.8991204041750247,50.0,0.3833333333333333,0.7727272808551788,0.75,0.800000011920929
46,0.002731010888114117,1.9109825102382025,50.0,0.2916666666666667,0.38461536169052124,0.3571428656578064,0.4166666567325592
47,0.0013367321763780734,1.9117352129668987,50.0,0.41666666666666663,0.7727272808551788,0.75,0.800000011920929
48,0.0013366545698411045,1.9131059661851952,50.0,0.48333333333333334,0.7727272808551788,0.75,0.800000011920929
49,0.0021558015586138858,1.9198337856953351,50.0,0.7083333333333334,0.6666666865348816,0.5833333432674408,0.8333333432674408
50,0.001749064277064619,1.9281369320785475,50.0,0.2916666666666667,0.38461536169052124,0.3571428656578064,0.4166666567325592
51,0.0010462236529418434,1.94151144037212,50.0,0.45,0.6666666865348816,0.7857142984867096,0.6500000059604645
52,0.0005352262128496568,1.9403411266143493,50.0,0.45,0.7727272808551788,0.75,0.800000011920929
53,0.0008626524790393378,1.9421756426306782,50.0,0.55,0.6666666865348816,0.7857142984867096,0.6500000059604645
54,0.0005647320073320384,1.9457845351090726,50.0,0.48333333333333334,0.6666666865348816,0.7857142984867096,0.6500000059604645
55,0.0005093183454737187,1.9594911962877795,50.0,0.48333333333333334,0.7727272808551788,0.75,0.800000011920929
56,0.0002709944623502586,1.9677287124516756,50.0,0.48333333333333334,0.6666666865348816,0.7857142984867096,0.6500000059604645
57,0.0011646819926650893,1.9677696607282325,50.0,0.2916666666666667,0.38461536169052124,0.3571428656578064,0.4166666567325592
58,0.0010953162361011847,1.9656048481042312,50.0,0.4642857142857143,0.38461536169052124,0.4166666567325592,0.3571428656578064
59,0.000556403913327278,1.9744546003718864,50.0,0.48333333333333334,0.6666666865348816,0.7857142984867096,0.6500000059604645
60,0.0006898522917430172,1.9886763808311685,50.0,0.25,0.38461536169052124,0.3571428656578064,0.4166666567325592
61,0.0006886192405147959,1.9909632107967674,50.0,0.55,0.6666666865348816,0.7857142984867096,0.6500000059604645
62,0.0005559759354926976,1.9928103019504708,50.0,0.41666666666666663,0.7727272808551788,0.75,0.800000011920929
63,0.000496915540666731,1.9927982162244315,50.0,0.2916666666666667,0.6666666865348816,0.5833333432674408,0.8333333432674408
64,0.001018171581871667,2.0090718894077044,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
65,0.0008095980486633378,2.0087012904691326,50.0,0.6071428571428572,0.38461536169052124,0.4166666567325592,0.3571428656578064
66,0.0008756382755183708,2.013019602679026,50.0,0.2916666666666667,0.6666666865348816,0.5833333432674408,0.8333333432674408
67,0.0005965671612234892,2.0128940525056427,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
68,0.0004501523716845703,2.0195465996302575,50.0,0.5166666666666666,0.6666666865348816,0.7857142984867096,0.6500000059604645
69,0.00045819118508851335,2.028967342311968,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
70,0.0006620832373691268,2.034455864603882,50.0,0.7083333333333334,0.6666666865348816,0.5833333432674408,0.8333333432674408
71,0.0005156693026157096,2.032850039175522,50.0,0.4642857142857143,0.38461536169052124,0.4166666567325592,0.3571428656578064
72,0.00042631181904099406,2.038000377935139,50.0,0.5833333333333333,0.6666666865348816,0.7857142984867096,0.6500000059604645
73,0.0007696922135884008,2.04432281993938,50.0,0.5833333333333333,0.6666666865348816,0.7857142984867096,0.6500000059604645
74,0.00030200945304567053,2.0490642111401227,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
75,0.00020609452239564615,2.0542509075309914,50.0,0.2916666666666667,0.6666666865348816,0.5833333432674408,0.8333333432674408
76,0.00046673904269040777,2.056832477103062,50.0,0.2916666666666667,0.6666666865348816,0.5833333432674408,0.8333333432674408
77,0.00030311073087243743,2.062249523618147,50.0,0.55,0.7727272808551788,0.75,0.800000011920929
78,0.0005781928260538763,2.0718701059005595,50.0,0.7083333333333334,0.6666666865348816,0.5833333432674408,0.8333333432674408
79,0.00031443020061124873,2.0696813668675698,50.0,0.5833333333333333,0.6666666865348816,0.7857142984867096,0.6500000059604645
80,0.000568929874008378,2.070639470833444,50.0,0.5833333333333333,0.6666666865348816,0.7857142984867096,0.6500000059604645
81,0.0006027401098655412,2.083891401131507,50.0,0.48333333333333334,0.6666666865348816,0.7857142984867096,0.6500000059604645
82,0.00031095486731887845,2.0905478377287983,50.0,0.25,0.6666666865348816,0.5833333432674408,0.8333333432674408
83,0.000383655866685416,2.0887891745486002,50.0,0.5833333333333333,0.6666666865348816,0.7857142984867096,0.6500000059604645
84,0.0002951611173440957,2.0898986785660227,50.0,0.25,0.38461536169052124,0.3571428656578064,0.4166666567325592
85,0.0004492844500490139,2.094617903409147,50.0,0.48333333333333334,0.7727272808551788,0.75,0.800000011920929
86,0.0004768205470402792,2.0969646009659177,50.0,0.5833333333333333,0.6666666865348816,0.7857142984867096,0.6500000059604645
87,0.00036995909021999163,2.106055641810939,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
88,0.00025567073654674053,2.1090068675442333,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
89,0.0003009450048047714,2.1131918161787397,50.0,0.48333333333333334,0.7727272808551788,0.75,0.800000011920929
90,0.0005691481753234628,2.116858070116804,50.0,0.5833333333333333,0.6666666865348816,0.7857142984867096,0.6500000059604645
91,0.0004329530974323392,2.1228258833455755,50.0,0.3333333333333333,0.38461536169052124,0.3571428656578064,0.4166666567325592
92,0.00016160216578147042,2.121843332715479,50.0,0.48333333333333334,0.7727272808551788,0.75,0.800000011920929
93,0.00017976643743576983,2.127458792311896,50.0,0.55,0.7727272808551788,0.75,0.800000011920929
94,0.0002395251985417317,2.1295008211906348,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
95,0.00037595296912208687,2.1353586399050117,50.0,0.75,0.6666666865348816,0.5833333432674408,0.8333333432674408
96,0.00030213543596173284,2.141234745897836,50.0,0.2916666666666667,0.6666666865348816,0.5833333432674408,0.8333333432674408
97,0.00019144452485573996,2.142324371442472,50.0,0.48333333333333334,0.7727272808551788,0.75,0.800000011920929
98,0.00025472153688317807,2.144812356637337,50.0,0.48333333333333334,0.7727272808551788,0.75,0.800000011920929
99,0.0002605501545701818,2.148309667120943,50.0,0.3333333333333333,0.38461536169052124,0.3571428656578064,0.4166666567325592
