,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6929571342840445,0.6935024891661777,50.0,0.375,0.6666666865348816,0.5,1.0,0.7215791658214882,63.63636363636363,0.48333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.5981516118381281,0.7163824778600071,45.45454545454545,0.65,0.6727272868156433,0.5208333432674408,1.0,0.6558669585716012,0.6935438199010787,53.333333333333336,0.16666666666666666,0.6893939673900604,0.5446428656578064,1.0,0.6933205923508798,0.6827244530913253,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6924686022156578,0.6870236132654527,50.0,0.6666666666666666,0.0,0.0,0.0,0.9104494564028272,0.6935766343306948,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.696571707612339,0.695815353595616,33.33333333333333,0.2833333333333333,0.27272728085517883,0.1875,0.5,0.9395585704252116,0.7063161072847108,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.6896549969042731,0.7666018559699412,50.0,0.5625,0.6666666865348816,0.5,1.0,0.8026240109422141,0.6925615285713995,57.89473684210527,0.6305555555555555,0.0,0.0,0.0,0.6920776530077871,0.6931796060144065,50.0,0.25,0.0,0.0,0.0,0.713833923972983,0.6326265552192647,80.0,0.375,0.0,0.0,0.0,0.7451450204049682
1,0.693263162218769,0.6931162411819322,50.0,0.5625,0.0,0.0,0.0,0.6793381120604566,72.72727272727273,0.4375,0.8636363744735718,0.7857142984867096,1.0,0.8161110146093963,0.7465826316916371,45.45454545454545,0.65,0.38461539149284363,0.3125,0.5,0.7419377225749365,0.6932979549593541,53.333333333333336,0.16666666666666666,0.6893939673900604,0.5446428656578064,1.0,0.6945995386488666,0.6928490520638955,62.5,0.0,0.7692307829856873,0.625,1.0,0.8608100975558403,0.6900293797896554,50.0,0.8888888888888888,0.0,0.0,0.0,0.6924834987414311,0.6929819855434255,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.692432405581356,0.6939106485640266,33.33333333333333,0.2916666666666667,0.7000000029802322,0.625,1.0,0.6919036436796856,0.7225229222144679,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6538407042412037,0.6931546864185976,50.0,0.4375,0.0,0.0,0.0,0.6920821293224299,0.6933374267608438,42.10526315789473,0.5222222222222223,0.6303030451138815,0.4722222288449605,1.0,0.694084356397635,0.7154280105089131,50.0,0.25,0.6666666865348816,0.5,1.0,0.7577971576829571,0.7484836975084669,20.0,0.625,0.20000000298023224,0.125,0.5,0.7050839837896815
2,0.6926692074652256,0.700619130292013,50.0,0.125,0.0,0.0,0.0,0.6728025344252462,63.63636363636363,0.3214285714285714,0.46666666865348816,0.4375,0.5,0.6381329715830154,0.7116735453197373,54.54545454545454,0.34375,0.0,0.0,0.0,0.6916862248153867,0.6930458585708276,53.333333333333336,0.5208333333333333,0.6969697177410126,0.5357142984867096,1.0,0.693017613184415,0.6897526395891443,37.5,0.9333333333333333,0.0,0.0,0.0,0.6926835557617597,0.6930333776735308,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.9831068362008706,0.6888802587066116,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6954287643747216,0.5868771536021931,66.66666666666666,0.6666666666666667,0.0,0.0,0.0,0.5821481683708462,0.6933308017169351,57.14285714285714,0.0,0.0,0.0,0.0,0.6935962211592541,0.7100804084198165,50.0,0.375,0.0,0.0,0.0,0.6661249884317085,0.6928207529502642,57.89473684210527,0.5541666666666667,0.0,0.0,0.0,0.6921424679069813,0.7012390417365334,40.0,0.35,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6601319302005869,0.9315363121235866,20.0,0.5833333333333333,0.20000000298023224,0.125,0.5,0.6818955985142053
3,0.6942178016942193,0.693621984005186,50.0,0.375,0.6666666865348816,0.5,1.0,0.6984053965763181,54.54545454545454,0.25,0.6346153616905212,0.5238095372915268,0.9166666567325592,0.9833003633745423,0.6784756162659448,54.54545454545454,0.3125,0.0,0.0,0.0,0.8911652749458085,0.6934348084808185,53.333333333333336,0.1,0.6893939673900604,0.5446428656578064,1.0,0.6920189567207001,0.6861116637960095,62.5,0.13333333333333333,0.7692307829856873,0.625,1.0,0.8542414811257792,0.6846206441029269,50.0,0.8888888888888888,0.0,0.0,0.0,0.6432756018350662,0.741372546824998,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.30937067246342814,0.6942618052324252,66.66666666666666,0.35,0.0,0.0,0.0,0.665355111518912,0.6933283376377235,42.857142857142854,0.25,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6950488189146168,0.6933725557364683,50.0,0.375,0.5,0.5,0.5,0.6927135583007048,0.6933786968523831,42.10526315789473,0.26666666666666666,0.6303030451138815,0.4722222288449605,1.0,0.693338161565451,0.7018774864972716,50.0,0.6875,0.0,0.0,0.0,0.6870498652915955,0.6982443431039183,20.0,0.45833333333333337,0.20000000298023224,0.125,0.5,0.6241637791291921
4,0.693044274069843,0.6929615900852185,50.0,0.625,0.0,0.0,0.0,0.855365205837317,63.63636363636363,0.45,0.7846153974533081,0.6458333432674408,1.0,0.21226109554299064,0.6824782096195281,54.54545454545454,0.5833333333333333,0.699999988079071,0.5476190596818924,1.0,0.6581079069739239,0.6986428303799237,46.666666666666664,0.41666666666666663,0.0,0.0,0.0,0.6944664321705312,0.6670029143218622,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6513592570925274,0.693068489604539,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6948243476384971,0.7213455442615253,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.9673402596275237,0.8848055581667469,22.22222222222222,0.2833333333333333,0.0,0.0,0.0,0.9039912041352903,0.6833804245102967,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6934725555953843,0.8244532906340288,50.0,0.375,0.6666666865348816,0.5,1.0,0.6010018244877826,0.6921033022753003,57.89473684210527,0.2888888888888889,0.0,0.0,0.0,0.6929349088250055,0.6910356362285681,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6717062067715519,1.128406467427848,20.0,0.6428571428571428,0.4444444552063942,0.3125,1.0,0.6249593918599878
5,0.6774671517034546,0.6949193100042996,50.0,0.5625,0.0,0.0,0.0,0.6801464296344946,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.3370859024026817,0.8917976535614152,54.54545454545454,0.41666666666666663,0.0,0.0,0.0,0.2784221046868264,0.7151420272298463,53.333333333333336,0.2916666666666667,0.6969697177410126,0.5357142984867096,1.0,0.6676861738944363,0.728496268044978,62.5,0.0,0.7692307829856873,0.625,1.0,0.6386856431996869,0.6934270714927789,33.33333333333333,0.2222222222222222,0.0,0.0,0.0,0.6898788891240714,0.8724657164369122,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6579644628181122,0.8884198598684788,44.44444444444444,0.25,0.0,0.0,0.0,0.7348666857375289,0.6813792008796477,42.857142857142854,1.0,0.5999999642372131,0.4285714328289032,1.0,0.6930616047154101,0.7137680249499601,50.0,0.3125,0.5,0.5,0.5,0.7250418441088265,0.6932708057573167,57.89473684210527,0.3888888888888889,0.0,0.0,0.0,0.6934047550726464,0.7068214979004781,50.0,0.41666666666666663,0.7727272808551788,0.6875,1.0,0.776380756020687,0.9234827638414428,40.0,0.21428571428571427,0.4761904925107956,0.3333333358168602,1.0,0.5413261852757425
6,0.6935667355517731,0.6929293125362689,50.0,0.75,0.6666666865348816,0.5,1.0,0.7061016001830449,54.54545454545454,0.16666666666666666,0.7333333492279053,0.6190476417541504,0.9000000059604645,0.5974425044388687,1.0171343437348639,45.45454545454545,0.625,0.5833333432674408,0.4166666716337204,1.0,0.9654590624027639,0.6979840281891148,46.666666666666664,0.15625,0.0,0.0,0.0,0.6939716429373265,0.7306434538145978,62.5,0.0,0.7692307829856873,0.625,1.0,0.6844460260715313,0.6331030888249907,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.689982746212485,0.7642847036119973,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.4698129762248908,1.1290460448610822,11.11111111111111,0.2916666666666667,0.0,0.0,0.0,0.4970599195913964,0.6626519197855384,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6577255854872065,1.0634400022911736,50.0,0.4375,0.6666666865348816,0.5,1.0,0.44196889811478357,0.6708944687402645,57.89473684210527,0.8444444444444444,0.0,0.0,0.0,0.6914683123049209,0.6940857884588516,50.0,0.48333333333333334,0.0,0.0,0.0,0.6273518637201649,0.7391028257528818,40.0,0.21428571428571427,0.0,0.0,0.0,0.6601425554144075
7,0.6942225129240729,0.6929954698692435,50.0,0.6875,0.0,0.0,0.0,0.6802085924931451,63.63636363636363,0.59375,0.800000011920929,0.75,0.875,0.6959135915595445,0.8234088170296647,45.45454545454545,0.43333333333333335,0.6727272868156433,0.5208333432674408,1.0,0.9874068033261114,0.6934901132086899,46.666666666666664,0.7604166666666667,0.0,0.0,0.0,0.7124370399126714,0.6930450313776704,50.0,0.6,0.6666666865348816,0.5714285969734192,0.800000011920929,0.7387360437803859,0.6884763944474082,50.0,0.7777777777777778,0.4000000059604645,0.5,0.3333333432674408,0.7826340282012216,0.6884279178291007,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.5731796812317664,0.8956058784859997,44.44444444444444,0.2833333333333333,0.0,0.0,0.0,0.5662686698568754,0.6935924903070996,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6940151787918332,0.7332927068882629,25.0,0.3125,0.4000000059604645,0.3333333432674408,0.5,0.8456418893116977,0.691668854331296,57.89473684210527,0.5125000000000001,0.0,0.0,0.0,0.6898641359641303,0.693176893888031,50.0,0.48333333333333334,0.722222238779068,0.6666666716337204,0.8333333432674408,0.6922320995640561,1.2599029140210747,20.0,0.3333333333333333,0.20000000298023224,0.125,0.5,0.5311819208521942
8,0.6926309173313736,0.6931088017778166,50.0,0.5625,0.0,0.0,0.0,0.6770019588094336,63.63636363636363,0.48333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.3033637610333316,0.7950075623372661,54.54545454545454,0.90625,0.6136363744735718,0.45238097012043,1.0,0.6040701863929961,0.7059404921998063,46.666666666666664,0.25,0.0,0.0,0.0,0.7456156565289964,0.6915886506957406,75.0,0.8666666666666667,0.8333333730697632,0.7142857313156128,1.0,0.6167566508585569,0.7036576829681956,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.6854840939274738,0.6465873977346748,57.14285714285714,0.3333333333333333,0.6666666865348816,0.5,1.0,0.7933348433721064,1.2322658961051027,22.22222222222222,0.31666666666666665,0.125,0.10000000149011612,0.1666666716337204,0.6606311018630665,0.6915003848696971,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6903320648913301,0.8434835821112459,50.0,0.3125,0.6666666865348816,0.5,1.0,0.5549758385394103,0.643583140404603,57.89473684210527,0.7875,0.0,0.0,0.0,0.8837457853131104,0.6985792187058718,60.0,0.55,0.1666666567325592,0.5,0.10000000149011612,0.662458342296135,0.9360308714891868,20.0,0.45833333333333337,0.20000000298023224,0.125,0.5,0.7675899813796924
