,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test
0,0.6931815669375776,0.086652760830713,45.83333333333333
1,0.692973969844799,0.08673911779206196,33.33333333333333
2,0.6930542638921976,0.0868686825532909,33.33333333333333
3,0.6904147583793812,0.08871636557419504,33.33333333333333
4,0.7114054166155764,0.09703643511210536,33.33333333333333
5,0.6596121156620918,0.09097973721100738,33.33333333333333
6,0.619599339229537,0.11635757212224473,33.33333333333333
7,0.605428350426626,0.09085336619292633,33.33333333333333
8,0.5563241668462564,0.1002113757250102,33.33333333333333
9,0.632362219606851,0.09790716336931626,33.33333333333333
10,0.5062497151019135,0.08867742597087541,33.33333333333333
11,0.2652615771765028,0.09557780516382704,33.33333333333333
12,0.15808441641055615,0.1412978350765756,33.33333333333333
13,0.37610618633072845,0.08624141316082316,75.0
14,0.5130378429436194,0.21978689608150512,37.5
15,0.35540678771495854,0.08940489458636285,70.83333333333334
16,0.1229525554539216,0.1723550542363823,45.83333333333333
17,0.028839887795747077,0.11303924672484207,79.16666666666666
18,0.02638100771726386,0.0971700209044966,79.16666666666666
19,0.003178558698789501,0.11581029895681448,79.16666666666666
20,0.0004199878906217324,0.158431472743225,70.83333333333334
21,0.001589489673185287,0.23972261776384254,66.66666666666666
22,3.849371514809399e-06,0.16890792467876015,75.0
23,8.114583662928386e-05,0.13559049692802685,79.16666666666666
24,7.508466828925511e-06,0.15149416193596418,79.16666666666666
25,0.0001489246934623649,0.1715228508697776,75.0
26,8.93491074831541e-05,0.19497003616158767,75.0
27,5.029892835731578e-05,0.2077751541863713,70.83333333333334
28,5.4468475921587046e-05,0.21141547508027522,70.83333333333334
29,4.527165722167842e-05,0.20867493238191107,70.83333333333334
30,4.1190090572867135e-05,0.2040504073530277,70.83333333333334
31,3.874200845778038e-05,0.19677280890420734,75.0
32,6.793425974054036e-05,0.19212714761966176,75.0
33,4.459703360442735e-05,0.189311519341259,75.0
34,4.368234739380873e-05,0.19039716820384203,75.0
35,4.1309536756217185e-05,0.19216744298863445,75.0
36,4.2908096610206105e-05,0.19372611349292032,75.0
37,2.2391001832606166e-05,0.19404115071058795,75.0
38,3.2310809186768475e-05,0.195020513214587,75.0
39,3.1516804214745885e-05,0.19572334082130063,75.0
40,5.300386738512814e-05,0.1964617053857467,75.0
41,5.7304428597792476e-05,0.19633395051658464,75.0
42,2.770666045118734e-05,0.19527254181641496,75.0
43,2.7028597623561047e-05,0.1954335241910127,75.0
44,1.0833208943184609e-05,0.1960155339944749,75.0
45,3.1028616501422194e-05,0.19629502911676142,75.0
46,3.616016439979368e-05,0.19599770111327974,75.0
47,2.9847629389500506e-05,0.19677598333820998,75.0
48,4.612367578018263e-05,0.1971991038882804,75.0
49,1.608029179904048e-05,0.19792895992081913,75.0
50,3.188737676481858e-05,0.19828958050754938,75.0
51,8.869614242678043e-06,0.19810903579782588,75.0
52,5.1767330040875225e-05,0.19798823929828013,75.0
53,3.5792871535726474e-05,0.19789163357184703,75.0
54,1.4730374642803152e-05,0.1993340585286821,75.0
55,6.048159398112526e-06,0.19933243688016813,75.0
56,7.914642488163531e-06,0.1987632505783902,75.0
57,2.3415086646077884e-05,0.19953667572293046,75.0
58,3.622615191717563e-06,0.20036712102717935,75.0
59,9.565504973220639e-06,0.20059210474865052,75.0
60,2.0575841187685323e-05,0.2000187522709138,75.0
61,1.8185570162488335e-05,0.2001189038869191,75.0
62,2.053157339905044e-05,0.19927044098294577,75.0
63,2.9424939923678082e-05,0.20018333523001844,75.0
64,8.465192118428524e-06,0.2003984454520686,75.0
65,1.824292160626693e-05,0.20172160478875023,75.0
66,2.778660526063439e-05,0.20142322600742235,75.0
67,1.5463977551557308e-06,0.20155975801303774,75.0
68,1.9637520358553825e-05,0.20165344344061875,75.0
69,1.7977496569278763e-05,0.20161362424404541,75.0
70,2.0126037408366102e-06,0.2024585365684084,75.0
71,3.0755871369071244e-05,0.20300685335643942,75.0
72,1.0098318565330718e-05,0.2038858401172788,75.0
73,3.3601990770914596e-05,0.20398770281412806,75.0
74,2.1951695356332227e-05,0.2031537841353529,75.0
75,7.210076319016693e-06,0.20331721994122956,75.0
76,1.3201918277390892e-05,0.20329450708583388,75.0
77,1.3544332918670312e-05,0.20298150562084535,75.0
78,6.894415534395456e-06,0.203417022661721,75.0
79,1.1303558728045196e-05,0.20439282451579519,75.0
80,1.1457116352276964e-05,0.20401165812564767,75.0
81,2.7854172581731142e-06,0.2040256745783117,75.0
82,1.551644346503832e-05,0.2054601449578588,75.0
83,1.0612537302298219e-05,0.2048196360095301,75.0
84,6.307464751107969e-06,0.2055012656444751,75.0
85,9.334335310532645e-06,0.20555823829091394,75.0
86,2.344041921924204e-05,0.20547561430412567,75.0
87,4.720738398142131e-06,0.20592054653882905,75.0
88,2.4411964849671316e-06,0.20613948264062285,75.0
89,1.2585984855689432e-05,0.20631480312297876,75.0
90,1.970585985895344e-05,0.20630215694421025,75.0
91,5.711478740974506e-06,0.2067858479313954,75.0
92,1.743715368356499e-05,0.20663841499915703,75.0
93,1.7688234373358744e-05,0.20677838233384396,75.0
94,2.5477024185141052e-05,0.20674780839966655,75.0
95,1.0364805894594538e-05,0.20763701595854792,75.0
96,1.4958509752765374e-05,0.2072295605649321,75.0
97,1.2311163191531262e-05,0.20716377608119566,75.0
98,6.6259856351880196e-06,0.20789496419959996,75.0
99,1.4850170492693528e-05,0.20836733336975946,75.0
