,ASD,ASD,ASD,SZ,SZ,SZ,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6927108321333646,0.08931543038231846,50.0,0.08820797937766721,50.0,0.6952847780334885,0.11073685647171866,50.0,0.29068408777821614,0.09241593525567011,50.0,0.6926558414146629,0.1155470180876038,55.55555555555556,0.6939597686025738,0.0945471956380306,51.724137931034484,0.7659393908824033,0.17224439032629893,50.0,0.6716038166583904,0.13597932973539978,44.44444444444444,0.6805522697955232,0.10212975663280889,50.0,0.7430377709333891
1,0.693093924407693,0.0893117961438045,50.0,0.09044559569657963,50.0,0.6725063317438287,0.1220388406345533,50.0,0.33974393473210507,0.09224030360199477,50.0,0.6904083260144995,0.11548615382048087,44.44444444444444,0.6930686853096881,0.09475940289513556,48.275862068965516,0.8425593908931991,0.1733078057998727,50.0,0.657196225241397,0.1291456883329692,44.44444444444444,0.6416108494305988,0.10538575019401208,50.0,0.685871676686996
2,0.6942733251624735,0.08932060186254974,50.0,0.08914588386227347,50.0,0.6789121457680811,0.12806163552086847,50.0,0.3268745289298794,0.09220976516162467,50.0,0.6789328142154198,0.11553394747328033,44.44444444444444,0.6955461024229788,0.10155735952569098,44.827586206896555,0.5664193046916197,0.17330433445926008,50.0,0.6658735037804372,0.13718836467914267,44.44444444444444,0.6926937962263423,0.10002261793163118,50.0,0.7346773711050827
3,0.6928034582143241,0.08931877539431231,50.0,0.088707374430028,48.41269841269841,0.7296554965480277,0.11000803858292321,50.0,0.3107163954976825,0.09240276532032397,50.0,0.6910555623037431,0.11547852211089167,55.55555555555556,0.6927395584101278,0.10588507651036984,44.827586206896555,0.6793551737758863,0.17329428414497033,50.0,0.6920010426503231,0.11687496194184413,44.44444444444444,0.7152273359616718,0.099001081920735,50.0,0.7002577205604393
4,0.6930717916343552,0.08929940905660587,50.0,0.09250318801575108,50.0,0.5419277460082162,0.12986186292685645,50.0,0.23008846510188863,0.09255073098382195,50.0,0.6803192423995178,0.11537687008561415,55.55555555555556,0.6927017265248705,0.10700102563320493,44.827586206896555,0.4632827440184386,0.17331246691838148,50.0,0.6921066579186055,0.12114387523688916,44.44444444444444,0.685728344308078,0.09875302491778183,50.0,0.6955139080688441
5,0.6934187489023909,0.089319370658315,50.0,0.09151744521979913,50.79365079365079,0.7116422663496768,0.15179827048221947,50.0,0.1532096364534273,0.09339053919777186,50.0,0.6545450217175116,0.11547084849396629,55.55555555555556,0.6919562130357482,0.10612051404834928,48.275862068965516,0.5779986454867597,0.17333908354414024,50.0,0.693206712936218,0.12183268972168158,44.44444444444444,0.6594100751221182,0.10004631856913389,50.0,0.7085135161306719
6,0.6943854403430302,0.08929067377707235,50.0,0.09087934244245416,44.44444444444444,0.6094658325188732,0.13611497707437803,50.0,0.17901954125011743,0.09226398498189775,50.0,0.6504226878319486,0.11554311657199638,55.55555555555556,0.6931489558078658,0.11053444164462514,48.275862068965516,1.3805027259588825,0.17333764718696992,50.0,0.6942203754791458,0.1186282256921756,38.88888888888889,0.6731669734173569,0.0990540653470323,50.0,0.6727768851781607
7,0.7004172563442415,0.08872747706094448,50.0,0.09322478770824574,44.44444444444444,0.5759530673360552,0.12962843417754416,50.0,0.18785864048638745,0.0936757076333732,50.0,0.622433714851427,0.11544710625756632,50.0,0.690404542837991,0.11526162042900288,48.275862068965516,0.6657416788007122,0.17335042621975688,50.0,0.693362229416952,0.11675395900603618,44.44444444444444,0.6659590200613636,0.10114368962694086,50.0,0.7120469077530711
8,0.6930719577594562,0.08903096285794364,50.0,0.09564219400852433,50.0,0.6533693853654875,0.13505679318004027,50.0,0.2327901533795233,0.09219140498767263,50.0,0.6684034430940147,0.11560450230140479,44.44444444444444,0.6981895233160937,0.10781720399787742,48.275862068965516,1.2870559571848557,0.17333183056808987,50.0,0.6925062739563068,0.11906900375436948,50.0,0.6921743145937569,0.09876726594306552,50.0,0.6995472585871678
9,0.6535741354896054,0.08888817823458903,50.0,0.09969255136258359,49.2063492063492,0.5827390331067601,0.14656857738404228,50.0,0.07889807778569413,0.09356157995261809,50.0,0.6022184659262102,0.1154798963381921,44.44444444444444,0.692132561514223,0.12034877917803512,48.275862068965516,0.3143013831776041,0.17338799682528877,50.0,0.6887493839176504,0.11452694392081837,44.44444444444444,0.6896109160500727,0.1040685841677633,50.0,0.6855544471420386
10,0.6913875933526585,0.08816393426135925,50.0,0.1017639061071722,51.587301587301596,0.7672608661316463,0.11087506648630566,50.0,0.7443461976636508,0.09314494072221002,50.0,0.6582554248685155,0.11538315893661544,44.44444444444444,0.6948919164029055,0.1206262362772684,48.275862068965516,0.5861210452229196,0.1734039645265729,50.0,0.6983665423360101,0.12302051553977833,44.44444444444444,0.6427524145927872,0.09902386136990336,50.0,0.6930232523960582
11,0.6483286056786454,0.08894386375172589,50.0,0.09998349521537848,50.0,0.581085991036624,0.12394706695654253,50.0,0.11670400896925523,0.09227698785806064,50.0,0.6751667028836256,0.11571610491164552,55.55555555555556,0.6924945425064182,0.13030378323571518,48.275862068965516,0.3011693391926879,0.17342118836044595,50.0,0.6965800976417547,0.12913072515174592,38.88888888888889,0.6277278454803885,0.09893698604661726,50.0,0.7016435402449083
12,0.69371905871135,0.0889835762956126,50.0,0.09931369386713759,44.44444444444444,0.7496649993386141,0.1269835585564289,50.0,0.6974426216139198,0.09288035118900498,50.0,0.5833647907203058,0.11548869280723399,44.44444444444444,0.6946044942116247,0.12251107273590407,48.275862068965516,0.21364665922996692,0.1733905320915982,50.0,0.6908294848702321,0.11596323238311206,38.88888888888889,0.6254886779376181,0.09902175280918256,50.0,0.6929955123444321
13,0.6921795219638056,0.08918893092382013,50.0,0.09975673173011473,49.2063492063492,0.5824210228503851,0.12509427813771057,50.0,0.09795546720433007,0.09432161510649362,53.333333333333336,0.6929802650472089,0.1154579094984482,44.44444444444444,0.6931514466474231,0.1234753575435876,44.827586206896555,0.30726435819789094,0.17340541478104943,50.0,0.6955952065025707,0.12042485553951031,44.44444444444444,0.6620169135203535,0.09903377606654983,50.0,0.6922286071086913
14,0.6928553621556319,0.08931682520263769,50.0,0.10389376421451303,45.23809523809524,0.7152396328906601,0.13674631743711443,50.0,0.08794528424956628,0.09458538557460121,53.333333333333336,0.6255945167161833,0.11546440256733839,44.44444444444444,0.6949251760494,0.1206245808506988,48.275862068965516,0.26325269272641455,0.17339578786626478,50.0,0.6917444891603959,0.11645803849402021,44.44444444444444,0.663896523462064,0.0990207753963542,50.0,0.69367905667123
15,0.6937350483777822,0.08933809141679934,49.48453608247423,0.10007158495084652,51.587301587301596,0.3992792281809881,0.11557517119689724,55.55555555555556,0.09721696400476289,0.0923911107512596,53.333333333333336,0.6733013978925665,0.1155035543903509,61.111111111111114,0.6950556873944234,0.12734824482707727,44.827586206896555,0.4650809825101178,0.17347184590932468,50.0,0.6940566111173929,0.1231387949674339,44.44444444444444,0.6161512626959665,0.09903117084345629,50.0,0.6931627639173645
