,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.38610078426257327,0.06811440867386802,73.22834645669292,0.8286458333333333,0.5875676460564137,0.6072916705161333,0.6437500044703484,0.08873350117683991,60.1063829787234,0.6194940476190477,0.5628878188629945,0.691666670764486,0.5459325462579727,0.6931263380691148,0.03761309247695197,87.09677419354838,0.9583333333333334,0.630952388048172,0.75,0.5625,0.11040451733232602,0.09730254105394592,64.70588235294117,0.5888888888888889,0.3809523781140645,0.5,0.35555556416511536,0.27418285303343365,0.09662784001778675,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.51149983263001,0.1031208398524351,58.333333333333336,0.625,0.25,0.25,0.25,0.4858323187955616,0.10118290029665869,50.0,0.3125,0.3333333432674408,0.5,0.25,0.7237463206857564,0.08756904577876767,85.71428571428571,0.7,0.6666666865348816,1.0,0.5,0.787853470947093,0.08857362854373055,64.34782608695652,0.596190476190476,0.0,0.0,0.0,0.47514237693547284,0.10961383131552226,58.536585365853654,0.49206349206349204,0.34487735231717426,0.3888888905445735,0.3222222278515498,0.7997991009633065
10,0.4665450726709549,0.06906087586550014,73.22834645669292,0.87578125,0.7074900902807713,0.6635416746139526,0.8343750052154064,0.08768563204341644,59.04255319148937,0.6555555555555556,0.6425320121149222,0.5862103216350079,0.7807539738714695,0.7052261211677743,0.04579324262591538,90.32258064516128,0.95,0.8309523910284042,0.7291666716337204,1.0,0.22458806638734022,0.15100301014908174,58.82352941176471,0.7000000000000001,0.4444444576899211,0.37142857909202576,0.5555555621782938,0.2104207050287102,0.08670665690888843,37.5,0.5333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.6424389409032443,0.17944052889201,41.66666666666667,0.6875,0.3636363744735718,0.2857142984867096,0.5,0.5195766914179688,0.13628631668948063,42.857142857142854,0.5,0.0,0.0,0.0,0.6043256973177302,0.13213532718660195,28.57142857142857,0.8,0.444444477558136,0.2857142984867096,1.0,0.6532846418934916,0.09298160233757707,64.34782608695652,0.6526984126984128,0.0,0.0,0.0,0.46386514377189486,0.154480979385241,48.78048780487805,0.5777777777777778,0.5213934282461802,0.3898809552192688,0.8333333333333334,0.367667943407778
11,0.41201793461607233,0.18695246713996405,57.48031496062992,0.8096354166666666,0.6273809615522623,0.48340774793177843,0.9562500007450581,0.08714108241453059,60.1063829787234,0.6666170634920635,0.6388965373237928,0.6450396894166867,0.682738101730744,0.8255268477909913,0.04611902349305095,90.32258064516128,0.95,0.7976190596818924,0.6875,1.0,0.05070328475201682,0.10234705964168207,58.82352941176471,0.6847222222222222,0.7555555701255798,0.6666666666666666,0.9166666666666666,0.22975424383627258,0.20234167260329422,37.5,0.4,0.5454545617103577,0.375,1.0,0.5884017190244809,0.1293823727488673,58.333333333333336,0.75,0.6190476417541504,0.45000000298023224,1.0,0.18539736267918291,0.12259891010905853,50.0,0.5,0.5250000059604645,0.6666666716337204,0.4333333447575569,0.6561265636805722,0.07263615162794876,71.42857142857143,0.7,0.0,0.0,0.0,0.5943724109217985,0.14147667749924978,64.34782608695652,0.5640079365079365,0.0,0.0,0.0,0.4659442526775324,0.17509771569835433,63.41463414634146,0.5419642857142857,0.15079365173975626,0.3333333333333333,0.10000000149011612,0.8977013046719792
12,0.3184819376782403,0.07301604049795336,71.65354330708661,0.8442708333333332,0.6935554128140211,0.6041666734963655,0.8854166697710752,0.08801465717085671,61.170212765957444,0.6523809523809524,0.6646735382576784,0.5930555630475283,0.8009920679032803,0.6923436677237399,0.044712330173742605,90.32258064516128,0.9583333333333334,0.880952388048172,0.8125,1.0,0.17309133878933805,0.09976220462045877,64.70588235294117,0.6875,0.7833333412806193,0.700000007947286,0.9166666666666666,0.7261261043405748,0.08671945223898186,37.5,0.5333333333333333,0.444444477558136,0.3333333432674408,0.6666666865348816,0.6921897318950155,0.12636361621470757,58.333333333333336,0.7916666666666667,0.6500000059604645,0.5000000149011612,1.0,0.5624765172845392,0.11103606360631184,57.14285714285714,0.5625,0.48571427166461945,0.8333333432674408,0.375,0.6509265585199643,0.099790269830238,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.8803108077763993,0.0950898475226707,64.34782608695652,0.5971031746031745,0.0,0.0,0.0,0.7552593685926224,0.10925302372107425,51.21951219512195,0.5659722222222222,0.4626022179921468,0.4375000049670537,0.5722222278515497,0.6697246782558752
13,0.4964294551847352,0.06823556296035431,73.22834645669292,0.8372767857142858,0.64243327639997,0.6072916695848107,0.7666666731238365,0.08768988161872399,62.23404255319149,0.666046626984127,0.5977302926282088,0.6437500032285849,0.61954365670681,0.9019987919272738,0.04567765605676805,90.32258064516128,0.9583333333333334,0.8666666746139526,0.7916666716337204,1.0,0.09368873278318741,0.2475061223308258,58.82352941176471,0.6430555555555556,0.3333333432674408,0.3888888955116272,0.3055555621782939,0.4452510371224664,0.10895514292284991,37.5,0.0,0.5454545617103577,0.375,1.0,0.6150740272590284,0.13492468880614275,58.333333333333336,0.8,0.6333333253860474,0.4642857164144516,1.0,0.11629955547182357,0.11998567879952149,50.0,0.53125,0.5357142686843872,0.5833333432674408,0.5,0.7897514464971112,0.08507790413838721,28.57142857142857,1.0,0.444444477558136,0.2857142984867096,1.0,0.6265329740904628,0.09011234850755437,66.08695652173913,0.6419047619047619,0.2688888927300771,0.4,0.21666666865348816,0.6844179617977051,0.1106564559571614,46.34146341463415,0.5923611111111111,0.4615384489297867,0.3571428656578064,0.722222218910853,0.49027721936278174
14,0.11474179374844615,0.12912385170270457,72.44094488188976,0.8166666666666668,0.4604166690260172,0.6562500018626451,0.3968750024214387,0.08635567446849383,64.8936170212766,0.7119791666666666,0.6098996015886465,0.7375000044703484,0.5706349288423856,0.6919286497751046,0.08227679391342718,74.19354838709677,0.953125,0.416666679084301,0.625,0.3125,1.6625519757878051,0.10987796407638663,58.82352941176471,0.5833333333333334,0.25,0.25,0.25,0.5248247521974879,0.08660134550473389,62.5,0.5333333333333333,0.6666666865348816,0.5,1.0,0.6927760153698569,0.2114515823530665,50.0,0.8333333333333333,0.571428582072258,0.4583333358168602,1.0,0.8360984033329983,0.12379196116355318,42.857142857142854,0.40625,0.550000011920929,0.5,0.625,0.6804734428828212,0.11176031549329964,42.857142857142854,1.0,0.5,0.3333333432674408,1.0,0.5641003454804611,0.1511192015827961,64.34782608695652,0.5523809523809523,0.0,0.0,0.0,0.07358276396477478,0.15312025517774455,56.09756097560976,0.5888888888888889,0.394841268658638,0.5,0.43888889501492184,0.6469626011828085
15,0.7341531313012171,0.13578406024598721,70.07874015748031,0.805952380952381,0.7061643376946449,0.599330366589129,0.9322916679084301,0.08609547851936421,60.63829787234043,0.6394097222222221,0.6346873181561629,0.6036706399172544,0.7458333373069763,0.5088465073752042,0.03948724721614473,90.32258064516128,0.9625,0.880952388048172,0.8541666716337204,0.9166666716337204,0.06177154466412202,0.13179985178956627,64.70588235294117,0.6222222222222222,0.8055555621782938,0.700000007947286,1.0,0.1845851206094353,0.11446058435115895,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.5152818008769248,0.08914517603164566,66.66666666666666,0.71875,0.375,0.375,0.375,0.8748926871018919,0.14062652117156285,50.0,0.46875,0.20000000298023224,0.5,0.125,0.44973414730466177,0.1641291316201408,42.857142857142854,0.9,0.5,0.3333333432674408,1.0,0.6579502434562862,0.13315738217267037,64.34782608695652,0.5568650793650795,0.12000000278155008,0.16666666666666666,0.12222222288449605,1.0699037930339257,0.1384460563903302,56.09756097560976,0.44861111111111107,0.46494709451993305,0.43333334227403003,0.527777781089147,0.5018791710848475
16,0.2786535053514071,0.09092122729904113,70.86614173228347,0.7892485119047618,0.6359345689415932,0.5752976275980473,0.7750000040978193,0.08604170603779472,60.1063829787234,0.6809027777777779,0.6625721653302511,0.6182539736231168,0.769444448252519,0.3869446518049479,0.05342936583924449,83.87096774193549,0.9642857142857143,0.7388889119029045,0.6375000029802322,1.0,0.027950587535226157,0.1385563042723514,64.70588235294117,0.6666666666666666,0.4857142964998881,0.5,0.5,0.5137923807156902,0.12611071955715775,37.5,0.2,0.5454545617103577,0.375,1.0,0.5157632321963612,0.057705893408665165,66.66666666666666,0.6875,0.3333333432674408,0.30000001192092896,0.375,0.05537081516775625,0.11837090013450977,57.14285714285714,0.4,0.2857142984867096,0.5,0.20000000298023224,0.46651463591027287,0.07329057067938624,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.5072411153667332,0.09377461952569945,64.34782608695652,0.6570634920634922,0.4328571478525797,0.4888888915379842,0.46888889173666637,0.36302844918219235,0.13333143053835225,53.65853658536586,0.523015873015873,0.46653438607851666,0.4037698482473691,0.6666666666666666,0.4656141626471736
17,0.5808080681372951,0.0891086310685739,77.95275590551181,0.8841517857142857,0.6484307497739792,0.6812500040978193,0.7072916701436043,0.08837274978255448,64.8936170212766,0.6938244047619048,0.5772096005578836,0.7020833368102709,0.5297619085758924,0.4116216635008127,0.04300539818886226,83.87096774193549,0.85,0.4750000014901161,0.625,0.4375,0.016377661837869522,0.11999437386977616,70.58823529411765,0.6777777777777777,0.7407407661279043,0.7111111183961233,0.777777781089147,0.02005477791710692,0.09620659303445288,37.5,0.6,0.5454545617103577,0.375,1.0,0.18148903320958681,0.20563933933119158,66.66666666666666,0.6666666666666666,0.625,0.46666668355464935,1.0,0.18856165792345297,0.12291981096677453,64.28571428571429,0.5888888888888889,0.6785714328289032,0.7083333432674408,0.7000000029802322,0.4482082049714289,0.1336478512674018,42.857142857142854,0.8,0.5,0.3333333432674408,1.0,0.5366512654673856,0.1317148381086424,63.47826086956522,0.5134920634920636,0.0,0.0,0.0,1.0055545250743934,0.12483011326784325,48.78048780487805,0.525,0.38968255122502643,0.4000000059604645,0.46111111839612323,0.5414274609421381
18,0.07247024126869962,0.08660458831955603,75.59055118110236,0.8454241071428572,0.6843163892626762,0.6440476253628731,0.7833333350718021,0.08538795010882004,66.48936170212765,0.6828125000000002,0.6059463818868002,0.6958333353201548,0.5630952448894581,0.3403521774580653,0.04241345484806516,90.32258064516128,1.0,0.8309523910284042,0.875,0.8541666716337204,0.003051051156001311,0.2487076709376409,64.70588235294117,0.6875,0.49629632631937665,0.4333333373069763,0.5833333333333334,0.0656306733666618,0.08751197380732806,50.0,0.4666666666666667,0.5999999642372131,0.4285714328289032,1.0,0.7991829132866481,0.21996488309970888,66.66666666666666,0.8333333333333333,0.6857143044471741,0.533333346247673,1.0,0.027402334689532227,0.10252698434216827,42.857142857142854,0.5666666666666667,0.5250000357627869,0.5000000074505806,0.5666666775941849,0.25494484488646674,0.08011020866515402,71.42857142857143,0.8,0.6666666865348816,0.5,1.0,0.7443736176483914,0.0987392403899971,64.34782608695652,0.5444444444444445,0.17809524138768515,0.23333333333333334,0.14888889193534852,0.41014687190882404,0.1379397599302453,48.78048780487805,0.5319444444444444,0.41005292534828186,0.4000000034769376,0.5000000024835268,0.4823541909210179
19,0.061259475114725605,0.10790118764191953,75.59055118110236,0.8452008928571428,0.6376488134264946,0.7916666679084301,0.5580357182770967,0.0873729934574946,65.42553191489363,0.6802083333333334,0.5330627833803495,0.719444447507461,0.4493055635442336,0.6988389447642803,0.06752558650222755,80.64516129032258,1.0,0.6845238208770752,0.875,0.6833333373069763,0.00428782941609455,0.1373227552566177,58.82352941176471,0.6375000000000001,0.7238095005353292,0.698412706454595,0.8333333333333334,0.4431179271586985,0.08630149634926723,62.5,0.8666666666666667,0.0,0.0,0.0,0.8307995766003748,0.18930143567967703,58.333333333333336,0.9333333333333333,0.5833333432674408,0.4166666716337204,1.0,0.005595477924695138,0.13504003473576412,42.857142857142854,0.13333333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.3358262215680635,0.08524217829315202,57.14285714285714,0.7,0.4000000059604645,0.3333333432674408,0.5,1.2484271407319842,0.18530580073807174,64.34782608695652,0.5597619047619047,0.0,0.0,0.0,0.0651545899108592,0.17089673665315389,53.65853658536586,0.5319444444444444,0.4600529223680496,0.41111111889282864,0.5361111213763555,1.334067805706002
20,0.27579363713273974,0.09902756670589415,76.37795275590551,0.8632812500000001,0.6537202373147011,0.7770833373069763,0.602083339355886,0.09431253649319928,62.23404255319149,0.6849206349206348,0.559764314442873,0.7333333392937978,0.4896329405407111,0.47328292602712274,0.04852565018231298,93.54838709677419,1.0,0.880952388048172,0.875,0.9375,0.3480568254363073,0.12303156323750206,70.58823529411765,0.5666666666666667,0.7777777910232544,0.75,0.8666666746139526,0.023379262986968456,0.09431660616623304,37.5,0.6,0.5454545617103577,0.375,1.0,0.6125454514165508,0.20884316928958602,66.66666666666666,0.8,0.625,0.46666668355464935,1.0,0.005629110965486017,0.20839306800563787,50.0,0.4666666666666667,0.1666666567325592,0.5,0.10000000149011612,0.3257658920748922,0.17104382313713543,42.857142857142854,0.6,0.5,0.3333333432674408,1.0,0.4632247329953401,0.15602603615886873,64.34782608695652,0.6415873015873017,0.14222222169240314,0.2,0.12444444596767426,0.2047113792236316,0.137045785194365,51.21951219512195,0.4930555555555555,0.3835978905359904,0.3944444532195727,0.4166666666666667,0.08281379071896491
21,0.06427729177144449,0.09328048268516675,77.16535433070865,0.8397693452380952,0.7007170002907515,0.6760416682809591,0.7760416697710752,0.0892778256951146,61.170212765957444,0.7429563492063495,0.6067522838711739,0.620238104214271,0.6535714361816645,0.25445667447233494,0.04572888442446009,90.32258064516128,0.8333333333333334,0.5892857164144516,0.625,0.5625,0.012908504952055427,0.141093343190308,58.82352941176471,0.6333333333333333,0.4222222367922465,0.36666667461395264,0.5333333412806193,0.3667255634377248,0.08843461404278474,50.0,0.6,0.5,0.4000000059604645,0.6666666865348816,0.5740623501444052,0.24267673351499294,58.333333333333336,0.9583333333333333,0.6500000059604645,0.5000000149011612,1.0,0.05365000267105647,0.15979177488574622,57.14285714285714,0.4111111111111111,0.533333346247673,0.625,0.46666668355464935,0.1921175498526777,0.15365347253185577,42.857142857142854,0.8,0.5,0.3333333432674408,1.0,0.17126440125991954,0.13939847089120394,62.60869565217392,0.5181349206349206,0.2504761914412181,0.4555555562178294,0.19666666984558107,0.2563425373853204,0.16209987390919972,43.90243902439025,0.5194444444444445,0.3777777850627899,0.3888888955116272,0.46111111839612323,0.3623751830177138
22,0.1261104296032887,0.1634186817909472,63.77952755905512,0.8300595238095239,0.6292381417006254,0.5241071498021483,0.947321429848671,0.08926812744659982,60.1063829787234,0.7300347222222223,0.6842671309908231,0.5869543744872013,0.8791666651765505,0.7980420289217759,0.09820722693487147,70.96774193548387,0.9666666666666667,0.6767857074737549,0.5279761999845505,1.0,0.3778605800550067,0.13547368750545433,64.70588235294117,0.6638888888888889,0.7833333412806193,0.700000007947286,0.9166666666666666,0.042130221808397594,0.12995192304884298,37.5,0.6,0.5454545617103577,0.375,1.0,0.6831518547469352,0.05521952835245719,91.66666666666666,0.9166666666666667,0.8333333432674408,1.0,0.75,0.04119643590689308,0.10575001273078063,50.0,0.4666666666666667,0.5833333432674408,0.5750000029802322,0.6333333551883698,0.3228289042358804,0.061619581660217686,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.4633258441848365,0.12908266841701965,49.56521739130435,0.5533730158730158,0.4400192489226659,0.3624603241682053,0.6644444505373637,0.5963285758700876,0.2232403504477184,43.90243902439025,0.5583333333333333,0.4777777890364329,0.3789682636658351,0.7027777830759684,1.0768140799906
