,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.7938921924730827,0.6498888140954346,60.1063829787234,0.6927083333333335,0.5064394064247608,0.6354166691501936,0.46875000682969886,0.6718271584348207,67.71653543307087,0.7209077380952382,0.3473214264959097,0.5937500018626451,0.28333333786576986,0.4409366527074164,0.4170340088004506,77.41935483870968,0.8833333333333333,0.7446428686380386,0.604166679084301,1.0,0.31663351177578897,0.7248845955361479,64.70588235294117,0.6041666666666666,0.4333333373069763,0.3888888955116272,0.5,0.3433606974821593,0.8571327056426769,37.5,0.5333333333333333,0.5454545617103577,0.375,1.0,0.6617452428889421,0.648750664546143,66.66666666666666,0.9166666666666667,0.75,0.6666666716337204,1.0,0.17261908620945954,0.8580179402099058,50.0,0.375,0.36666667461395264,0.75,0.25,0.17197950690170466,0.726193997769289,14.285714285714285,0.1,0.25,0.1666666716337204,0.5,0.668924133130668,0.7151716820283939,64.34782608695652,0.572063492063492,0.0,0.0,0.0,0.42805666465080644,0.6936562019235913,41.46341463414634,0.3666666666666667,0.4346560885508855,0.43888889501492184,0.4333333373069763,0.6929786600833738
10,1.0797038030007626,0.6754835333234652,61.170212765957444,0.6658730158730158,0.49238817890485126,0.6243055587013563,0.4284722277273734,0.6214848619549479,72.44094488188976,0.7117559523809522,0.41673431918025017,0.5500000007450581,0.368005957454443,0.8684392966720897,0.4038754389069933,77.41935483870968,0.8864583333333333,0.6250000074505806,0.875,0.5208333358168602,0.3611042992747778,0.7200755736415994,70.58823529411765,0.6402777777777778,0.5,0.45000000794728595,0.5833333333333334,0.57059625523916,0.9028847429183173,37.5,0.6666666666666666,0.5454545617103577,0.375,1.0,0.5178343395883354,0.8591811650957063,58.333333333333336,0.8333333333333333,0.5833333432674408,0.4166666716337204,1.0,1.3120489201064856,0.8986737448860603,50.0,0.53125,0.3333333432674408,0.5,0.25,0.4620226056120666,0.7272461466890091,14.285714285714285,0.0,0.25,0.1666666716337204,0.5,0.6868719792569281,0.7417925677071585,64.34782608695652,0.5163095238095238,0.0,0.0,0.0,0.6613406887664501,0.6980708243302276,43.90243902439025,0.4801587301587302,0.48991749932368595,0.375,0.8333333333333334,0.6943890811644231
11,0.5031902639140603,0.7303485334742778,56.91489361702128,0.6631944444444444,0.3700396853188674,0.6597222238779068,0.2777777835726738,0.6555115658811441,67.71653543307087,0.7401041666666666,0.308333333581686,0.5,0.24895833618938923,0.3019544185246478,0.36905489614000475,80.64516129032258,0.8416666666666667,0.5595238208770752,0.6666666716337204,0.5166666731238365,0.601896181884273,0.8240720287827772,52.94117647058824,0.7041666666666666,0.22222222884496054,0.20000000794728598,0.25,0.24404249356271324,0.6962899117597123,50.0,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816,0.7865477863038504,0.34824723768674476,83.33333333333334,0.9333333333333333,0.8333333432674408,0.8333333432674408,0.8333333432674408,0.0874830032812331,1.315442096340939,42.857142857142854,0.5833333333333334,0.0,0.0,0.0,0.4555158216261386,0.7568708354614259,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.7285602521014992,0.7359078407186668,64.34782608695652,0.5396428571428571,0.0,0.0,0.0,0.49645020287891717,0.6938479476223228,56.09756097560976,0.5201388888888889,0.2444444497426351,0.4166666666666667,0.18055555721124014,0.6851030372554234
12,0.351040635789218,0.8240608703906067,49.46808510638298,0.676314484126984,0.09930555522441864,0.25,0.06428571480015914,0.6036130208430607,65.35433070866141,0.727827380952381,0.21904762461781502,0.3229166679084301,0.17604167014360428,0.2756923859876432,0.5364959439151004,74.19354838709677,0.9249999999999999,0.2916666716337204,0.5,0.2083333358168602,1.0105707494583345,0.8183743523359476,64.70588235294117,0.6555555555555556,0.4126984079678853,0.4166666666666667,0.4222222367922465,0.32299956483618963,0.6923599036641723,50.0,0.6,0.5,0.4000000059604645,0.6666666865348816,0.6378587999308747,0.39671557448858913,75.0,1.0,0.7083333432674408,0.550000011920929,1.0,0.8166738616422968,1.247365932290019,35.714285714285715,0.5444444444444445,0.0,0.0,0.0,0.41730191941836936,0.8635420201906575,14.285714285714285,0.2,0.25,0.1666666716337204,0.5,0.5540726585027541,0.7142109394711009,64.34782608695652,0.5457539682539683,0.0,0.0,0.0,0.6150370441358248,0.7302566318215663,51.21951219512195,0.5041666666666667,0.4462963044643402,0.4833333343267441,0.4305555572112401,0.46707400621163037
13,0.5867800012930989,0.7989562226737619,56.91489361702128,0.691840277777778,0.3537157302101453,0.6041666666666666,0.2756944478799899,0.7548671626607205,67.71653543307087,0.751078869047619,0.2549107149243355,0.4791666679084301,0.18229167070239782,0.8832086743873137,0.6595248563024916,74.19354838709677,0.761904761904762,0.20000000298023224,0.25,0.1666666716337204,0.0830506854552947,1.1039675111930216,58.82352941176471,0.6625,0.32380951444307965,0.3888888955116272,0.2777777810891469,0.13205721466722292,0.6283324340152106,75.0,0.8666666666666667,0.5,1.0,0.3333333432674408,0.8176929184245784,0.6764407151656372,75.0,0.75,0.20000000298023224,0.5,0.125,0.16834343806899232,1.4521026008532412,42.857142857142854,0.6333333333333333,0.20000000298023224,0.25,0.1666666716337204,0.17600761962367267,0.8580777034366436,14.285714285714285,0.4,0.25,0.1666666716337204,0.5,0.6660740144238948,0.7152510275909032,64.34782608695652,0.5082142857142856,0.0,0.0,0.0,0.4362981165492667,0.8332278840131304,46.34146341463415,0.6,0.4594276249408722,0.4045635014772415,0.6666666716337204,0.6474453280950306
14,0.3619529800336189,0.6954758306045885,61.702127659574465,0.6546875,0.6119678939382235,0.6539682596921921,0.626190485432744,0.648634164712428,70.07874015748031,0.7989583333333334,0.5638122372329235,0.7083333320915699,0.5145833380520344,0.2171091160922543,0.32390177750831856,87.09677419354838,0.9791666666666666,0.7888889163732529,0.7083333432674408,0.9500000029802322,0.46250189535930875,0.8491141317819515,70.58823529411765,0.6777777777777777,0.4141414264837901,0.3888888855775197,0.4444444477558136,0.2403213272198553,0.853968161606941,50.0,0.6,0.5999999642372131,0.4285714328289032,1.0,0.547894675653507,0.405792741614356,83.33333333333334,0.9666666666666667,0.875,0.800000011920929,1.0,0.8690904277472923,1.2663516724334651,57.14285714285714,0.53125,0.5833333432674408,0.75,0.5,0.3756540522255482,0.9150884055025665,14.285714285714285,0.1,0.25,0.1666666716337204,0.5,0.6957342350747587,0.8721904232059252,64.34782608695652,0.5248015873015874,0.0,0.0,0.0,0.9812114874259474,0.7256166517280914,46.34146341463415,0.5833333333333334,0.4742424388726552,0.3958333383003871,0.7111111183961233,0.6568612864506101
15,0.6975081693763956,0.686328968136603,64.8936170212766,0.6859871031746033,0.6375000029802322,0.7091269890467325,0.6579365146656831,0.6552083397285907,69.29133858267717,0.83828125,0.4907738212496042,0.6458333358168602,0.48125000577419996,0.7886869461326257,0.31513829843110047,83.87096774193549,0.9142857142857144,0.5809523910284042,0.6041666716337204,0.5833333432674408,0.19248441434385066,0.8333629763572942,70.58823529411765,0.6611111111111111,0.7738095124562582,0.7555555701255798,0.8333333333333334,0.2835331164846156,0.6717927301509877,50.0,0.7333333333333333,0.5,0.4000000059604645,0.6666666865348816,0.42020378699208366,0.2040777456045614,91.66666666666666,1.0,0.9000000059604645,0.8333333432674408,1.0,0.6475804067394094,1.0968926800158556,42.857142857142854,0.6333333333333333,0.1666666567325592,0.5,0.10000000149011612,0.30758151332414385,0.9373713941669882,28.57142857142857,0.3,0.2857142984867096,0.20000000298023224,0.5,0.6758397654074825,0.7267204744826328,64.34782608695652,0.6078174603174603,0.0,0.0,0.0,0.5296898683875906,0.717105249419653,41.46341463414634,0.5381944444444445,0.41565658152103424,0.35873016466697055,0.5694444527228674,0.6693615372577121
16,0.872529371593592,0.7622432541242834,63.829787234042556,0.7130208333333333,0.7198616378009319,0.6106646930178007,0.9270833358168602,0.8340821847588573,66.14173228346458,0.81484375,0.6582476682960987,0.5625000111758709,0.8833333365619183,0.2562671465388228,0.7428254420277892,64.51612903225806,0.9226190476190476,0.6095238253474236,0.4541666731238365,1.0,0.10165861264887538,1.869803053510255,47.05882352941176,0.6402777777777778,0.7373737494150797,0.625,1.0,0.019389637536048873,1.0980699489286607,37.5,0.4666666666666667,0.444444477558136,0.3333333432674408,0.6666666865348816,1.3648646632381956,1.008392008649048,58.333333333333336,0.625,0.4000000059604645,0.3333333432674408,0.5,0.2460718765147598,1.2831018636533944,64.28571428571429,0.6666666666666666,0.7386363744735718,0.6333333551883698,0.9000000059604645,0.17557938966238848,1.0723097471318432,42.857142857142854,0.2,0.3333333432674408,0.25,0.5,0.6312596690271802,0.8928410679819428,64.34782608695652,0.5423809523809524,0.0,0.0,0.0,1.435915587491418,0.8497787103298021,48.78048780487805,0.5645833333333333,0.5282051414251328,0.3958333333333333,0.8333333333333334,0.6483325474247352
17,0.5430992064132533,0.6844015291304448,62.23404255319149,0.6874007936507938,0.6807405737539133,0.5987103258570036,0.8489087348182996,0.6209823008206732,69.29133858267717,0.7971354166666667,0.6347756460309029,0.6427083387970924,0.7223214358091354,0.3255852793337047,0.3114932322507625,90.32258064516128,0.8125,0.6583333313465118,0.625,0.7083333283662796,0.15584379390889203,1.0611053495338136,64.70588235294117,0.8125,0.5090909202893575,0.4126984278361003,0.6666666666666666,0.014198239922340572,1.3728886721292448,37.5,0.6,0.5454545617103577,0.375,1.0,0.1949826111959628,1.4931591968917257,58.333333333333336,0.65625,0.3636363744735718,0.2857142984867096,0.5,0.08048232636962965,1.250992654727226,42.857142857142854,0.4375,0.46666668355464935,0.5,0.5,0.2227326187381556,1.219384051381766,14.285714285714285,0.0,0.25,0.1666666716337204,0.5,0.5443229976826875,0.8151422769835396,64.34782608695652,0.5588095238095239,0.0,0.0,0.0,0.4247721527842348,0.7867674085556293,51.21951219512195,0.49126984126984125,0.6688616971174876,0.5446428631742796,1.0,0.47950828177282434
18,0.7315840995266795,0.6639744104594592,65.95744680851064,0.7453373015873016,0.6795033824940523,0.6509920700142781,0.7863095266123613,0.9279717929150596,68.50393700787401,0.7656250000000001,0.6549468040466309,0.5568452468141913,0.8281250018626451,1.1736486891631956,0.5537994219277881,70.96774193548387,0.9166666666666667,0.6904762089252472,0.5375000014901161,1.0,0.7868941867964107,1.2951308530146624,70.58823529411765,0.6611111111111111,0.829629639784495,0.7428571482499441,1.0,0.020260970604633007,0.9214234817107794,50.0,0.6,0.5999999642372131,0.4285714328289032,1.0,0.4428809035978185,0.6376852889795742,66.66666666666666,1.0,0.6285714358091354,0.5,1.0,0.03815830857497321,1.3406834305649196,64.28571428571429,0.5666666666666667,0.6857143044471741,0.6500000059604645,0.7333333492279053,0.32493406550239096,1.3122638275385579,14.285714285714285,0.1,0.25,0.1666666716337204,0.5,0.6053002361253738,0.9030054693319773,64.34782608695652,0.5068253968253968,0.0,0.0,0.0,0.33684568727589864,0.9382432245561764,48.78048780487805,0.5007936507936508,0.6239898999532064,0.5349206452568372,0.8777777850627899,1.0962033096290704
19,0.2845055576565772,0.9571514121035384,56.38297872340425,0.7486607142857143,0.38210979228218395,0.6250000012417635,0.3266865114370982,0.9348081105433284,74.01574803149606,0.8201636904761904,0.5989087447524071,0.7239583358168602,0.5885416697710752,0.5257658661037586,0.47864106750822427,80.64516129032258,1.0,0.6416666731238365,1.0,0.5208333358168602,0.03863674791089338,1.6969134718418064,64.70588235294117,0.6666666666666666,0.35555556416511536,0.5333333412806193,0.3333333333333333,0.20937590829450398,0.6284431818906434,75.0,0.8,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.26097259825592334,0.5776443722379861,75.0,0.65625,0.20000000298023224,0.5,0.125,0.3716478877063831,1.7306863709646316,42.857142857142854,0.4,0.222222238779068,0.25,0.20000000298023224,0.06370913171627424,1.5131045342758271,14.285714285714285,0.1,0.25,0.1666666716337204,0.5,0.5470961647740004,0.9942146652214201,64.34782608695652,0.629563492063492,0.0,0.0,0.0,0.16341062044488602,1.211618505389688,48.78048780487805,0.5319444444444444,0.37169313430786133,0.3611111144224803,0.4500000054637591,0.45879722025368175
20,0.2954168615394029,0.709663962414453,63.829787234042556,0.6951388888888888,0.679200908790032,0.6601190579434236,0.7631944480041662,0.637715967599073,70.86614173228347,0.7995907738095237,0.6497023813426495,0.6041666753590107,0.7447916716337204,0.1690041100432476,0.3629519029245047,83.87096774193549,0.95,0.7689394056797028,0.7083333358168602,0.9166666716337204,0.18240367598150528,1.0821055766930616,64.70588235294117,0.7236111111111111,0.799999992052714,0.698412706454595,1.0,0.3265419458839324,0.7226716485936686,50.0,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816,1.8572383448982728,0.8022180438398373,66.66666666666666,1.0,0.6285714358091354,0.5,1.0,0.043830708738871973,1.662453311271154,50.0,0.5208333333333334,0.5000000149011612,0.5416666716337204,0.5,0.11010003503972592,1.4311609777539052,14.285714285714285,0.0,0.25,0.1666666716337204,0.5,0.2736775847107487,0.8753673898610866,64.34782608695652,0.5159920634920635,0.0,0.0,0.0,0.5156678335991239,0.891261714704573,43.90243902439025,0.5659722222222222,0.4462963094313939,0.3698412775993347,0.625,0.5034485620746862
21,0.27137691094516353,0.7569753622903828,65.42553191489363,0.6874255952380951,0.6907557932039102,0.6393849290907383,0.8458333363135656,1.7367643627219402,55.118110236220474,0.7765625,0.6096726320683956,0.47358631528913975,0.953125,0.9300251993733039,0.5735501344985005,67.74193548387096,0.9625,0.679563507437706,0.5339285805821419,1.0,0.7459065597749278,2.47540751420348,47.05882352941176,0.5666666666666667,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.021163579097454085,0.5868690306831121,87.5,0.8666666666666667,0.8571428656578064,0.75,1.0,0.8024013214103615,0.8743742658054167,66.66666666666666,1.0,0.625,0.46666668355464935,1.0,0.42862844128959293,1.6633812017755163,57.14285714285714,0.5625,0.619047611951828,0.6333333551883698,0.625,0.05314673461210377,2.0573525506223547,14.285714285714285,0.0,0.25,0.1666666716337204,0.5,0.6601671974518768,0.8417290762679631,60.0,0.4933333333333333,0.24349206686019897,0.4111111124356588,0.18777778049310048,0.6267746177802291,1.0431673639328525,48.78048780487805,0.5430555555555555,0.5302253266175588,0.3928571442763011,0.8333333333333334,0.48712655489182766
22,2.9488920524306326,0.9502835222400658,63.297872340425535,0.7509424603174604,0.7032051409284273,0.6058035797129074,0.9152777791023254,0.7554231666828144,74.80314960629921,0.8234375,0.6773313637822866,0.6218750057742,0.7906250040978193,0.42363658752544836,0.5320647364805956,74.19354838709677,0.9,0.6772727370262146,0.5416666716337204,1.0,0.23732786701583464,1.7828182002044628,64.70588235294117,0.6458333333333334,0.4848484992980957,0.3809523979822795,0.6666666666666666,0.08671962742839819,0.5654078659628363,75.0,0.7333333333333333,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.2154219494515648,0.26824035901712046,83.33333333333334,0.8333333333333333,0.75,0.6666666716337204,1.0,0.05517445707031818,1.7183694972850336,50.0,0.5666666666666667,0.619047611951828,0.5357142984867096,0.7333333492279053,0.48171477075223557,1.2108522959093946,42.857142857142854,0.2,0.3333333432674408,0.25,0.5,0.3270986089451446,0.8694672076296088,61.73913043478261,0.5584126984126985,0.14571428894996644,0.23333333333333334,0.13555555641651154,0.8758543545648084,1.0161866113075189,48.78048780487805,0.4791666666666667,0.41750843822956085,0.39444444825251895,0.475000003973643,0.4854332823059879
