,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,603.6676761627322,118.56710662608124,0.0,0.0,0.0,0.0,0.0,4.51523514438381,0.0,0.0,0.0,0.0,0.0,10.585196413218636,3.5964866006274976,0.0,0.0,0.0,0.0,0.0,17.675597513260392,4.764621515309134,0.0,0.0,0.0,0.0,0.0,108.78776618835366,13.224119776370326,0.0,0.0,0.0,0.0,0.0,93.81570083056323,137.66102171986768,0.0,0.0,0.0,0.0,0.0,744.1259993412253,5.4495840961380395,0.0,0.0,0.0,0.0,0.0,106.23532036267645,194.4202017651234,0.0,0.0,0.0,0.0,0.0,894.1078952258658,133.03229513478783,0.0,0.0,0.0,0.0,0.0,649.835725346341,155.23699638695828,0.0,0.0,0.0,0.0,0.0,1460.5388580992744,158.65776392347905,0.0,0.0,0.0,0.0,0.0,796.0211199875207,47.032360403697645,0.0,0.0,0.0,0.0,0.0,1034.3924868082154,59.352341907001325,0.0,0.0,0.0,0.0,0.0,1489.144354198223,24.18939291794547,0.0,0.0,0.0,0.0,0.0,169.54573927988608,889.8833654501028,0.0,0.0,0.0,0.0,0.0,3869.078414362618,578.6506052538974,0.0,0.0,0.0,0.0,0.0,2817.7722830201537,818.6939045002548,0.0,0.0,0.0,0.0,0.0,4237.551485740768,55.998927855710576,0.0,0.0,0.0,0.0,0.0,609.3379904226969
1,378.3551401322611,83.87117075571734,0.0,0.0,0.0,0.0,0.0,2.0230902392830643,0.0,0.0,0.0,0.0,0.0,11.220426463691727,2.1146636701815633,0.0,0.0,0.0,0.0,0.0,4.890486928595157,2.0463479292105524,0.0,0.0,0.0,0.0,0.0,14.970066041484019,13.361261302485152,0.0,0.0,0.0,0.0,0.0,91.71237911228764,101.28869826698106,0.0,0.0,0.0,0.0,0.0,1047.9666198393184,2.306566044181754,0.0,0.0,0.0,0.0,0.0,28.72382882150972,194.72923091333308,0.0,0.0,0.0,0.0,0.0,916.5888228633066,120.80973894904149,0.0,0.0,0.0,0.0,0.0,1305.4446207915519,125.30041295444074,0.0,0.0,0.0,0.0,0.0,393.09274317303965,158.81532790952767,0.0,0.0,0.0,0.0,0.0,702.2147477664503,37.382428438360726,0.0,0.0,0.0,0.0,0.0,440.8788952776987,39.62175375326199,0.0,0.0,0.0,0.0,0.0,766.348595026376,24.122937831426256,0.0,0.0,0.0,0.0,0.0,195.2830919539101,921.3144933945143,0.0,0.0,0.0,0.0,0.0,4319.92763728128,394.61423203076265,0.0,0.0,0.0,0.0,0.0,1881.951224432398,674.6706622982626,0.0,0.0,0.0,0.0,0.0,3547.990262104946,56.141797039930914,0.0,0.0,0.0,0.0,0.0,548.1553351804547
2,107.73249856381975,14.914327771678217,0.0,0.0,0.0,0.0,0.0,8.436241615786756,0.0,0.0,0.0,0.0,0.0,37.754549916263755,1.3917663989405435,0.0,0.0,0.0,0.0,0.0,16.44445887827216,2.1017700376189463,0.0,0.0,0.0,0.0,0.0,12.98925642663661,13.41882400732996,0.0,0.0,0.0,0.0,0.0,78.77770012580478,88.92152670585624,0.0,0.0,0.0,0.0,0.0,639.7399370557864,2.0835286582349752,0.0,0.0,0.0,0.0,0.0,61.46129404834615,195.15018483129202,0.0,0.0,0.0,0.0,0.0,1122.4105529487133,75.11959566158357,0.0,0.0,0.0,0.0,0.0,166.3629865620691,69.81543398528213,0.0,0.0,0.0,0.0,0.0,911.6940402113494,158.9346929877447,0.0,0.0,0.0,0.0,0.0,570.9643917423203,136.30871270304698,0.0,0.0,0.0,0.0,0.0,308.0883339189785,31.82849933807579,0.0,0.0,0.0,0.0,0.0,404.25428832432806,7.807794723046145,0.0,0.0,0.0,0.0,0.0,116.0441839111502,763.7852124979745,0.0,0.0,0.0,0.0,0.0,4192.014812629785,212.6204022022943,0.0,0.0,0.0,0.0,0.0,702.506520041665,410.54318054716003,0.0,0.0,0.0,0.0,0.0,2431.895704451207,56.060227841569834,0.0,0.0,0.0,0.0,0.0,496.4549093356387
3,71.75577296036269,21.49025940203456,0.0,0.0,0.0,0.0,0.0,14.546882938618756,0.0,0.0,0.0,0.0,0.0,51.34371725117961,1.3164175456248133,0.0,0.0,0.0,0.0,0.0,4.772098676908739,1.5088963691042276,0.0,0.0,0.0,0.0,0.0,26.386853667995965,13.432156587259225,0.0,0.0,0.0,0.0,0.0,86.36108315246734,72.02802106461635,0.0,0.0,0.0,0.0,0.0,631.1273478321368,2.6352681871404195,0.0,0.0,0.0,0.0,0.0,18.541830845332402,194.92458083803243,0.0,0.0,0.0,0.0,0.0,941.1104739606371,64.28552152773382,0.0,0.0,0.0,0.0,0.0,764.6560067040238,57.419680267120334,0.0,0.0,0.0,0.0,0.0,186.71823602866112,159.00723855989227,0.0,0.0,0.0,0.0,0.0,993.6418092827,81.33237767275811,0.0,0.0,0.0,0.0,0.0,224.0537870096791,27.05543245319192,0.0,0.0,0.0,0.0,0.0,529.0600790470447,4.454395472060404,0.0,0.0,0.0,0.0,0.0,25.24261869243614,690.4269798054893,0.0,0.0,0.0,0.0,0.0,3310.4993541373833,112.9959407977985,0.0,0.0,0.0,0.0,0.0,488.2775320422544,348.405826497389,0.0,0.0,0.0,0.0,0.0,2044.5059532890127,56.01335514989702,0.0,0.0,0.0,0.0,0.0,680.6538473278388
4,148.17856601948583,15.852170201108812,0.0,0.0,0.0,0.0,0.0,3.4099619713067484,0.0,0.0,0.0,0.0,0.0,8.497042121990955,1.1169663990751297,0.0,0.0,0.0,0.0,0.0,3.4913296104795903,2.060447007438947,0.0,0.0,0.0,0.0,0.0,24.61461813667229,13.38874943521929,0.0,0.0,0.0,0.0,0.0,102.57186035420449,62.81158957869513,0.0,0.0,0.0,0.0,0.0,378.4974022517075,4.8812940732138985,0.0,0.0,0.0,0.0,0.0,13.62962683945461,194.6458697640154,0.0,0.0,0.0,0.0,0.0,1447.5454797401208,63.583757077349524,0.0,0.0,0.0,0.0,0.0,215.56351592588732,58.467259472043345,0.0,0.0,0.0,0.0,0.0,33.637403326350324,158.98474711001248,0.0,0.0,0.0,0.0,0.0,1221.9801974616669,103.94021148097671,0.0,0.0,0.0,0.0,0.0,150.50487164542074,19.710613705065605,0.0,0.0,0.0,0.0,0.0,1079.592148266322,3.7302712060337044,0.0,0.0,0.0,0.0,0.0,26.131088847802463,636.2603922830832,0.0,0.0,0.0,0.0,0.0,3821.5846473080655,171.47617207526864,0.0,0.0,0.0,0.0,0.0,588.667259246215,309.6975737116037,0.0,0.0,0.0,0.0,0.0,2559.6321653476243,55.961660878344084,0.0,0.0,0.0,0.0,0.0,522.1028204840229
5,127.67891086114629,14.61691077225413,0.0,0.0,0.0,0.0,0.0,1.4554198928082702,0.0,0.0,0.0,0.0,0.0,6.522993908322771,0.6904107918092769,0.0,0.0,0.0,0.0,0.0,2.0383872018614393,0.9722681641586074,0.0,0.0,0.0,0.0,0.0,11.84805938117568,13.324620782904583,0.0,0.0,0.0,0.0,0.0,81.41305229317004,60.35026425524207,0.0,0.0,0.0,0.0,0.0,436.9695151076526,2.58360619612192,0.0,0.0,0.0,0.0,0.0,13.308117668184888,194.31815293152886,0.0,0.0,0.0,0.0,0.0,2004.0409364895313,42.33264073691716,0.0,0.0,0.0,0.0,0.0,544.1048800662875,53.30365900525383,0.0,0.0,0.0,0.0,0.0,169.55522650119605,158.91682486571833,0.0,0.0,0.0,0.0,0.0,900.2891694605773,102.60422088339448,0.0,0.0,0.0,0.0,0.0,208.9558911907359,21.030367025240963,0.0,0.0,0.0,0.0,0.0,389.0809732473275,3.3303359930866927,0.0,0.0,0.0,0.0,0.0,21.0271441305409,541.146643111271,0.0,0.0,0.0,0.0,0.0,2698.483985575618,103.39039557842929,0.0,0.0,0.0,0.0,0.0,282.6130233091564,269.41576593948605,0.0,0.0,0.0,0.0,0.0,1604.0894354365387,55.83619631271302,0.0,0.0,0.0,0.0,0.0,375.4414916151205
6,42.79762878159814,12.326014465664116,0.0,0.0,0.0,0.0,0.0,1.2564597457489102,0.0,0.0,0.0,0.0,0.0,2.7434742677899204,0.45242751438259815,0.0,0.0,0.0,0.0,0.0,7.379489366510474,0.732737934358137,0.0,0.0,0.0,0.0,0.0,54.698437672099146,13.244085858532817,0.0,0.0,0.0,0.0,0.0,73.98812083183336,48.41560062225958,0.0,0.0,0.0,0.0,0.0,419.4747263370248,3.3803554795745145,0.0,0.0,0.0,0.0,0.0,86.6063133310025,187.6883010103262,0.0,0.0,0.0,0.0,0.0,1369.514535941072,29.022549540879556,0.0,0.0,0.0,0.0,0.0,134.3089178057646,39.03526313477129,0.0,0.0,0.0,0.0,0.0,887.3479701033388,158.77125229614953,0.0,0.0,0.0,0.0,0.0,974.5059297631365,55.56864284545575,0.0,0.0,0.0,0.0,0.0,387.84634270060803,18.738268394943127,0.0,0.0,0.0,0.0,0.0,227.64445747030058,3.5665426886826364,0.0,0.0,0.0,0.0,0.0,45.574441571864234,391.12349520132864,0.0,0.0,0.0,0.0,0.0,2566.9316430329136,53.742092086117225,0.0,0.0,0.0,0.0,0.0,23.226071144466104,241.3219089087147,0.0,0.0,0.0,0.0,0.0,915.8481196443608,54.90382594138307,0.0,0.0,0.0,0.0,0.0,492.60662253450954
7,85.79302088713446,13.711040846983757,0.0,0.0,0.0,0.0,0.0,1.6669318535678301,0.0,0.0,0.0,0.0,0.0,0.9218945575169297,0.6334246366278148,0.0,0.0,0.0,0.0,0.0,1.5070330754014196,1.8094772937002976,0.0,0.0,0.0,0.0,0.0,8.699134043732888,13.190636455232376,0.0,0.0,0.0,0.0,0.0,99.27907017769621,33.609995411414374,0.0,0.0,0.0,0.0,0.0,271.0427628903889,5.792390922900574,0.0,0.0,0.0,0.0,0.0,40.238514119657324,162.31330817302182,0.0,0.0,0.0,0.0,0.0,488.53812676553207,15.225569582234357,0.0,0.0,0.0,0.0,0.0,649.7521533187198,23.87208574328074,0.0,0.0,0.0,0.0,0.0,498.2744156318461,158.65596318813738,0.0,0.0,0.0,0.0,0.0,911.3381342688201,137.23633027335396,0.0,0.0,0.0,0.0,0.0,87.72195339078465,12.755097063793567,0.0,0.0,0.0,0.0,0.0,475.8416653664314,5.764837202523914,0.0,0.0,0.0,0.0,0.0,18.49058614194676,348.06137739164603,0.0,0.0,0.0,0.0,0.0,2242.0047932531197,32.95027921586237,0.0,0.0,0.0,0.0,0.0,40.644074986595925,228.89309099128383,0.0,0.0,0.0,0.0,0.0,1087.4724526759398,44.75635197946074,0.0,0.0,0.0,0.0,0.0,555.4408732128968
8,160.20789534729826,12.211031029112089,0.0,0.0,0.0,0.0,0.0,1.8966502338755276,0.0,0.0,0.0,0.0,0.0,2.8346472491979267,0.6605388334100418,0.0,0.0,0.0,0.0,0.0,1.5859285626611697,0.8502264357054586,0.0,0.0,0.0,0.0,0.0,2.2317306429466144,13.087751233333078,0.0,0.0,0.0,0.0,0.0,80.17510749294317,31.868255757959258,0.0,0.0,0.0,0.0,0.0,657.9636999255647,4.478035809852313,0.0,0.0,0.0,0.0,0.0,52.37500450338214,106.65259520258404,0.0,0.0,0.0,0.0,0.0,389.4312850049085,11.3624561561422,0.0,0.0,0.0,0.0,0.0,109.87740445445078,21.854666030893625,0.0,0.0,0.0,0.0,0.0,81.67793558498661,158.40378116092347,0.0,0.0,0.0,0.0,0.0,1093.4821284529282,45.47830378944869,0.0,0.0,0.0,0.0,0.0,235.1815894790154,16.431903269506215,0.0,0.0,0.0,0.0,0.0,382.631761446847,7.610070886790849,0.0,0.0,0.0,0.0,0.0,20.464291839900934,291.8037363861657,0.0,0.0,0.0,0.0,0.0,1714.7842364482626,23.195379245771157,0.0,0.0,0.0,0.0,0.0,99.71236192922308,91.43854232100614,0.0,0.0,0.0,0.0,0.0,980.6100321576961,34.72291902606583,0.0,0.0,0.0,0.0,0.0,492.445778614676
