,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.9863564109728082,0.16195747937456506,50.0,0.10830844807446478,53.84615384615385,0.9412193076340657
1,0.24863994824489608,0.12306670041660642,55.55555555555556,0.12817353704289117,53.84615384615385,0.5826283418751738
2,0.48018577440396404,0.10796329819890303,61.111111111111114,0.0987055685041889,46.15384615384615,0.36094162772173466
3,0.18435159805446658,0.1083802688044704,66.66666666666666,0.1067846761531501,69.23076923076923,0.11846851563658148
4,0.1566573705812749,0.1782397965097629,77.77777777777779,0.0906383620120703,53.84615384615385,0.10667663871066935
5,0.07284477836348528,0.07796873699036169,83.33333333333334,0.10183237218008095,69.23076923076923,0.19972849320871636
6,0.06875270874159371,0.08046714906761904,88.88888888888889,0.1200429188134031,61.53846153846154,0.018298385953702156
7,0.0049476057970238435,0.08593402475041363,83.33333333333334,0.1023461677488377,61.53846153846154,0.039999455972325355
8,0.015887368819298718,0.09486863914649102,83.33333333333334,0.11785586115157276,69.23076923076923,0.0044400802143451604
9,0.010923378611785618,0.10255087204219132,77.77777777777779,0.1305814613444408,61.53846153846154,0.00519416651667659
10,0.005478022968553955,0.22133811206196785,77.77777777777779,0.14672668220133495,61.53846153846154,0.004363452279483539
11,0.002445458949018027,0.21031206022318363,83.33333333333334,0.12552732040097092,61.53846153846154,0.0027554216266544827
12,0.0015099206479381516,0.11271151621884884,77.77777777777779,0.13530083682471886,61.53846153846154,0.0023226636651212562
13,0.0008220144232783414,0.09910501147010306,83.33333333333334,0.11331596353511607,69.23076923076923,0.0011867274437536482
14,0.0011914889004772072,0.101265395127955,83.33333333333334,0.12165330065791059,61.53846153846154,0.0009014924716615125
15,0.0010774542765161223,0.1009348169610163,83.33333333333334,0.15588867690368513,61.53846153846154,0.0014456342171045799
16,0.0010501091614928796,0.09867685073165886,83.33333333333334,0.12638807719688688,61.53846153846154,0.0011472879231964376
17,0.0011645263056990882,0.23396815828686762,83.33333333333334,0.15827305733439623,61.53846153846154,0.0011713245614534066
18,0.001203518283701022,0.2504433729430507,83.33333333333334,0.16092133986287807,61.53846153846154,0.0011959722174857924
19,0.0013627680573746789,0.10656275650500507,83.33333333333334,0.14461959806095062,61.53846153846154,0.00030702217302159727
20,0.0007346811044739787,0.09739455253830155,83.33333333333334,0.14764799548473595,61.53846153846154,0.0013751479851715313
21,0.000652237316646303,0.10028620042555447,83.33333333333334,0.17151189619112334,61.53846153846154,0.000994773208250747
22,0.0003428044348946984,0.19664622471456644,83.33333333333334,0.14270115628330377,61.53846153846154,0.0004463823425126329
23,0.0004872198745855104,0.2228984430247406,83.33333333333334,0.12801769046729816,61.53846153846154,0.0005868478047576279
24,0.0006020751816608763,0.10401083414432065,83.33333333333334,0.16737311609011943,61.53846153846154,0.0002562234704451429
