,DUP1q21_1,DUP1q21_1,DUP1q21_1,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6922567447461496,0.08701759122438239,25.0,0.08800534448858789,50.79365079365079,0.6925601945129074
1,0.7050628362682415,0.08698295462595979,25.0,0.08800819196615685,49.2063492063492,0.6987920473559894
2,0.6963650331067944,0.08658270287487956,75.0,0.08798418039759971,50.79365079365079,0.7024298310406325
3,0.6916999100303028,0.08747460429844629,25.0,0.08803238180462643,49.2063492063492,0.6883899554643189
4,0.6901055893251505,0.0872980911146453,25.0,0.08807692989877018,49.2063492063492,0.6945468262046124
5,0.6884465784030409,0.08818556267918004,25.0,0.08798046887305634,51.32275132275132,0.6861005874890125
6,0.6821736303541043,0.10230023316848333,25.0,0.08796969556663259,50.79365079365079,0.6922467157930334
7,1.057659425192446,0.11334897323213486,25.0,0.0905490653889269,49.2063492063492,0.716218521700396
8,0.6570878504044876,0.1131722312640918,75.0,0.08999410344963349,53.96825396825397,0.6933021211907218
9,0.36331539224537995,0.8302484369116376,25.0,0.08815970139187104,49.2063492063492,0.7670079337707164
10,0.513485181766086,0.13301602064569792,25.0,0.08816854981734117,49.2063492063492,0.6677535598943793
11,0.5212751363762332,0.2362630963348824,75.0,0.08725164288553539,55.026455026455025,0.6264432586703177
12,1.7520196750675028,0.2548324503467546,25.0,0.10690758230228968,52.910052910052904,0.8503989455579665
13,4.337117950512792,0.24153690102378195,25.0,0.19933542105734497,51.85185185185185,0.6697125574754845
14,0.3925845538018318,0.18309330395179307,25.0,0.09008609944269665,53.96825396825397,0.6854479387087877
15,0.47365866511955934,0.10667192493691183,75.0,0.10109763374980882,52.910052910052904,0.3764016654903646
16,0.49754403458309127,0.07076724348186152,75.0,0.10241954873084304,55.55555555555556,0.3250325257471418
17,5.7593862378327705,0.5914506975931828,25.0,0.10038419951262693,55.026455026455025,0.8579108112769138
18,0.6572397444282061,0.07470900227745406,62.5,0.1632299783550325,56.613756613756614,0.15865984652349066
19,0.8158913314223537,0.114494176252112,25.0,0.14664881823663456,57.67195767195767,0.13579357166830722
20,0.873624351251574,0.08323374259153771,62.5,0.0972626587629629,55.55555555555556,0.6991604874531296
21,0.11679794216480789,0.28401208521926535,25.0,0.15148929815353226,58.730158730158735,0.726793595379746
22,0.4158480380617127,0.21510288947180384,25.0,0.10824221271338695,59.25925925925925,0.7108117632793005
23,0.49390892135660464,0.1668647431891254,25.0,0.12885685099911076,58.730158730158735,0.08893583122459059
24,0.13498369979254426,0.7717767211951088,25.0,0.11126690947005531,59.25925925925925,0.10269421987068932
25,0.31996655897607695,0.05283980358579946,87.5,0.14721878851907375,59.25925925925925,0.08985807722068173
26,2.840312054485446,0.5383507966216129,25.0,0.13952421870935883,61.37566137566137,0.37592944321426996
27,0.8037906427802713,0.08087127183450696,75.0,0.12304751058901295,59.25925925925925,0.6624683166187812
28,0.5406795102753083,0.0730298593617066,62.5,0.172003268393024,59.25925925925925,1.287955403496153
29,0.9233681875056449,0.06470366707811724,75.0,0.1787303960015295,57.67195767195767,0.017954044425844775
30,0.061430756699179745,0.10380494107989831,75.0,0.1533413734798567,59.25925925925925,0.020574685038138543
31,0.016610041022008543,0.3746502038550521,25.0,0.1935805050451097,59.78835978835979,0.6193086710100985
32,0.0008666017552925652,0.6370856325235601,25.0,0.1819686015610695,58.201058201058196,2.4445372630782853
33,0.20496907181894833,0.2856224077125944,25.0,0.18841360697648152,59.25925925925925,2.3961515310287984
34,0.11085330262259933,0.05073616680328721,87.5,0.17025744015221264,61.904761904761905,0.01622393127312057
35,0.3431639511935228,0.7365956410883223,25.0,0.1987080537355275,62.43386243386243,0.17242364605470756
36,1.086075714531743,0.1698110774734704,37.5,0.2182235476001869,63.49206349206349,0.19536744799511965
37,0.6494666590258306,0.10247209096261567,37.5,0.19719323095204383,64.02116402116403,0.18647242582441914
38,0.1028560609400498,0.03339575738933643,100.0,0.24753789518192287,61.904761904761905,0.014486996656495579
39,0.11893633782337691,0.015050891649729205,100.0,0.24033861394365144,62.96296296296296,0.00140445300252878
40,0.74127904667756,0.07733431517390094,62.5,0.20546392616918982,62.43386243386243,0.023058961536631947
41,2.083629251717103,0.5742455316641786,25.0,0.253488640764641,60.317460317460316,0.0005758348715589673
42,0.08844646805420887,0.26009531387336204,37.5,0.2878895666987437,61.904761904761905,0.021589411200738363
43,0.03481859344828248,0.32578613882295987,37.5,0.26713570895071237,62.43386243386243,0.01874477811335196
44,0.006796832239036957,0.471801087961151,25.0,0.30167734806947394,60.84656084656085,3.950285162040196e-06
45,0.009064988267580345,0.006019486762854187,100.0,0.28469992256630805,61.904761904761905,2.6107250792959505e-05
46,0.930819526972389,0.4735289912635807,37.5,0.2842461540404118,60.84656084656085,0.00014473135236456932
47,0.017626214093130418,0.14807033918480708,50.0,0.28418614219486105,60.84656084656085,1.6880568602235403e-07
48,0.36056839288592446,0.15436368042646753,50.0,0.34185658862222623,62.43386243386243,0.0003841840004268453
49,0.016487621879859277,0.22388884700500714,50.0,0.31537745742150314,62.43386243386243,2.618991993426109e-07
50,0.0012331740351064927,0.35354010062936575,50.0,0.3351073200920083,58.730158730158735,1.0470792283265615
51,0.00010749736789145746,0.3358274639123204,50.0,0.3438358081880647,60.317460317460316,0.0013041072849104547
52,2.130459241297211e-05,0.32975869285217596,50.0,0.3606787717757905,64.02116402116403,0.02115868346274764
53,7.427293607564637e-05,0.3316375181426301,50.0,0.35562747156032976,62.43386243386243,0.00014996376205027816
54,3.992223495167576e-05,0.3298474976049309,50.0,0.3649534312659353,60.84656084656085,0.00023276582514438268
55,1.6999461981566264e-05,0.33992886339854844,50.0,0.43272955066279156,61.37566137566137,0.00033688052813155884
56,2.8729094695934097e-05,0.336686636385294,50.0,0.37422289898455274,62.43386243386243,0.0002023504667326146
