,BIP,BIP,BIP,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.5010528209547022,0.08599776287540478,67.74193548387096,0.07330821929758931,74.01574803149606,0.6325233407941082
1,0.5293287059504644,0.06380239827718427,67.74193548387096,0.0739332678415824,70.86614173228347,0.2257689132236352
2,0.13445502632716158,0.05337333072736013,80.64516129032258,0.06893672848109468,74.80314960629921,0.3795916816169896
3,0.4099235563157649,0.11899823724972176,45.16129032258064,0.15403962548306918,56.69291338582677,0.29826870925061766
4,0.21283510411613002,0.06332204970341973,77.41935483870968,0.08145392811121835,76.37795275590551,0.6574665475222937
5,0.8809354312063212,0.05551710255705717,80.64516129032258,0.10125403297374913,66.92913385826772,0.13269830567594773
6,0.0629416051357614,0.040342378774564085,90.32258064516128,0.06551890948050557,78.74015748031496,0.0385561592507385
7,0.03675369230127575,0.061482823316105904,77.41935483870968,0.06881636139534562,77.16535433070865,0.21134601705030434
8,0.6741145186382148,0.036144151210034364,90.32258064516128,0.09328630500495405,72.44094488188976,0.053458281637866055
9,0.3939793044715483,0.10390315429113697,61.29032258064516,0.09072150973375583,76.37795275590551,0.07769079257402688
10,0.3106133344376524,0.04292129982973473,93.54838709677419,0.1096022210859954,62.20472440944882,0.2243890506042586
11,0.02422613880998581,0.05244748685648263,90.32258064516128,0.09322336029356644,76.37795275590551,0.09560497156645541
12,0.09834808629306645,0.039402151193333936,90.32258064516128,0.0743519632195892,79.52755905511812,0.013184183757303196
13,0.5710311660709964,0.13553389972148802,64.51612903225806,0.09147423628398753,79.52755905511812,0.15421142680855732
14,0.12676564314193456,0.05338703364673228,87.09677419354838,0.07980316517901584,79.52755905511812,0.041020163891227826
15,0.03283809643083496,0.048516742133262826,90.32258064516128,0.0837069991594772,81.88976377952756,0.035647268187473026
16,0.07035370283603946,0.07576670161053833,80.64516129032258,0.14192997702361118,68.50393700787401,0.002989422153271875
17,0.004302636975787754,0.07922189548640374,83.87096774193549,0.128329472502353,74.80314960629921,0.008847845132028931
18,0.02803844541549544,0.05570397886565421,90.32258064516128,0.1008165792665681,79.52755905511812,0.6792596981965374
19,0.016921804828195507,0.05801921274624445,87.09677419354838,0.10812186249693027,76.37795275590551,0.5603166592707468
20,0.0007146237977398951,0.06910174519822668,87.09677419354838,0.10456354150783329,78.74015748031496,0.0018865565779828187
21,0.0008132484319316949,0.11659389735258273,77.41935483870968,0.13139245724831014,74.80314960629921,0.002841364901912615
