,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.8846134765222287,0.6952855772290221,28.57142857142857,0.6,0.0,0.0,0.0
1,0.6922283335494323,0.6917823361014938,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0
2,0.6946438790663054,0.6896257350864213,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0
3,0.684823630470378,0.6822019983913824,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
4,0.6555655834874596,0.6765654494365032,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
5,0.6264667408381939,0.6910675568718443,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
6,0.6629572199223486,0.7018933088483171,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
7,0.5090273026284774,0.7178590832362141,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
8,0.6297498395095975,0.7531451565341076,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
9,0.5751846645354686,0.7099195641216843,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
10,0.9534277271282725,0.9021042855907471,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
11,0.40319356960987907,0.7478194370509924,71.42857142857143,0.1,0.8333333730697632,0.7142857313156128,1.0
12,0.4229031713924311,0.7195513702551993,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0
13,0.38105204380539137,0.7665950035254897,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0
14,0.3810503522511772,0.7473517909087123,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0
15,0.11809751662134986,1.1954115667674248,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0
16,0.6606493654983785,1.044998132474052,71.42857142857143,0.1,0.8333333730697632,0.7142857313156128,1.0
