,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,2379.674570614576,2624.786707028513,0.0,0.0,0.0,0.0,0.0,13.686213875951205,0.0,0.0,0.0,0.0,0.0,51.41437371618366,220.22644189668293,0.0,0.0,0.0,0.0,0.0,45.46710336379092,26.871588911889035,0.0,0.0,0.0,0.0,0.0,13.881339222263865,71.28810052557859,0.0,0.0,0.0,0.0,0.0,82.11149740353245,1490.6170903233938,0.0,0.0,0.0,0.0,0.0,1213.4425790585253,229.79026645956063,0.0,0.0,0.0,0.0,0.0,148.47096091444445,364.81274091542014,0.0,0.0,0.0,0.0,0.0,1140.41660952022,454.5573941376763,0.0,0.0,0.0,0.0,0.0,162.8021086572973,308.9636934203672,0.0,0.0,0.0,0.0,0.0,233.5027979463071,140.04127894123937,0.0,0.0,0.0,0.0,0.0,150.6111663208757,1235.7231928188241,0.0,0.0,0.0,0.0,0.0,1436.5221677251777,167.432397867818,0.0,0.0,0.0,0.0,0.0,927.613121796212,65.60749798796536,0.0,0.0,0.0,0.0,0.0,1.1756212831100903,196.00838692956918,0.0,0.0,0.0,0.0,0.0,165.94610159102035,3161.031693971169,0.0,0.0,0.0,0.0,0.0,2273.069916164452,109.15850369330934,0.0,0.0,0.0,0.0,0.0,189.08625987610202
1,2353.6581005672797,2277.30328576595,0.0,0.0,0.0,0.0,0.0,26.214259556951028,0.0,0.0,0.0,0.0,0.0,13.851714521726294,26.025080119695573,0.0,0.0,0.0,0.0,0.0,26.961099888857568,23.939737008493328,0.0,0.0,0.0,0.0,0.0,23.02144159484594,15.528797137446787,0.0,0.0,0.0,0.0,0.0,39.30402682473747,1557.5715625402204,0.0,0.0,0.0,0.0,0.0,974.3761234609692,97.61658570858914,0.0,0.0,0.0,0.0,0.0,5.469790012473662,265.943823862883,0.0,0.0,0.0,0.0,0.0,132.25950443146104,210.57152603441048,0.0,0.0,0.0,0.0,0.0,389.43013958621987,189.57237993443036,0.0,0.0,0.0,0.0,0.0,11.562926338743042,104.82112195381235,0.0,0.0,0.0,0.0,0.0,108.00297451872974,1132.1349718921313,0.0,0.0,0.0,0.0,0.0,572.4008401100599,117.2079062493148,0.0,0.0,0.0,0.0,0.0,47.96718961613038,38.66790495802723,0.0,0.0,0.0,0.0,0.0,61.28605719752083,123.1701456969528,0.0,0.0,0.0,0.0,0.0,156.6931556820676,2043.1086511546266,0.0,0.0,0.0,0.0,0.0,2055.025008089092,43.49190344198064,0.0,0.0,0.0,0.0,0.0,120.0294415759038
2,1399.5139337193234,1571.4835514649988,0.0,0.0,0.0,0.0,0.0,15.052012753839309,0.0,0.0,0.0,0.0,0.0,22.59007017876516,4.4969325370451,0.0,0.0,0.0,0.0,0.0,18.994252785560885,26.48866015116308,0.0,0.0,0.0,0.0,0.0,17.048212195258042,8.3968757243773,0.0,0.0,0.0,0.0,0.0,10.012890012993685,1526.636938279541,0.0,0.0,0.0,0.0,0.0,1347.28918973978,58.07321876084697,0.0,0.0,0.0,0.0,0.0,22.43920624501092,177.68448863434972,0.0,0.0,0.0,0.0,0.0,307.9595824394378,259.416171487275,0.0,0.0,0.0,0.0,0.0,35.88499668658759,166.99789943032565,0.0,0.0,0.0,0.0,0.0,63.25362672226801,84.2248842394657,0.0,0.0,0.0,0.0,0.0,263.68753916289717,782.8514725442795,0.0,0.0,0.0,0.0,0.0,703.1415583329914,113.31973163024209,0.0,0.0,0.0,0.0,0.0,174.93187833934053,26.52044734317198,0.0,0.0,0.0,0.0,0.0,4.830227416855799,81.11121712791483,0.0,0.0,0.0,0.0,0.0,41.76898824131293,1659.0729956542668,0.0,0.0,0.0,0.0,0.0,1031.9757838590251,33.64106742323166,0.0,0.0,0.0,0.0,0.0,63.580797399306846
3,1159.2733862821417,690.984733478256,0.0,0.0,0.0,0.0,0.0,4.641702662996522,0.0,0.0,0.0,0.0,0.0,9.941180868013232,1.3667706445971077,0.0,0.0,0.0,0.0,0.0,3.8051341080555523,6.278781736028928,0.0,0.0,0.0,0.0,0.0,11.768734147203386,4.946130580432268,0.0,0.0,0.0,0.0,0.0,1.8100811889579262,1191.690232113538,0.0,0.0,0.0,0.0,0.0,1165.9023835984567,62.77823286286827,0.0,0.0,0.0,0.0,0.0,17.468289281997844,137.99886955616398,0.0,0.0,0.0,0.0,0.0,9.243775922603406,289.3495964411728,0.0,0.0,0.0,0.0,0.0,1.7120089153821787,177.3687600193848,0.0,0.0,0.0,0.0,0.0,74.53738400618714,86.1175183704383,0.0,0.0,0.0,0.0,0.0,160.35604871802443,558.3041878284097,0.0,0.0,0.0,0.0,0.0,188.685605300067,95.26965784089164,0.0,0.0,0.0,0.0,0.0,72.28416251868356,34.47132035514358,0.0,0.0,0.0,0.0,0.0,3.0499128540961884,74.92482438270571,0.0,0.0,0.0,0.0,0.0,210.59937532539774,1152.6157977665873,0.0,0.0,0.0,0.0,0.0,663.4872820360424,23.556983133423,0.0,0.0,0.0,0.0,0.0,42.30364115435968
4,149.69140304427518,307.1218477876495,0.0,0.0,0.0,0.0,0.0,34.06172749836437,0.0,0.0,0.0,0.0,0.0,46.45667859681456,12.231940903020167,0.0,0.0,0.0,0.0,0.0,18.565721205963065,14.244700987328569,0.0,0.0,0.0,0.0,0.0,18.008616988727663,3.266375944475868,0.0,0.0,0.0,0.0,0.0,2.669177492930252,889.3174151544006,0.0,0.0,0.0,0.0,0.0,791.4916607332154,32.43882706875722,0.0,0.0,0.0,0.0,0.0,10.361753058810828,99.9610631517253,0.0,0.0,0.0,0.0,0.0,26.013637246169516,216.02397013122862,0.0,0.0,0.0,0.0,0.0,10.197501768183061,122.13996163368769,0.0,0.0,0.0,0.0,0.0,1.5729368034414055,88.93866847378672,0.0,0.0,0.0,0.0,0.0,143.78495371211386,389.24012144704045,0.0,0.0,0.0,0.0,0.0,499.0366487537072,93.4761881900274,0.0,0.0,0.0,0.0,0.0,92.12018415546136,14.43633159142105,0.0,0.0,0.0,0.0,0.0,10.761182140959159,78.32850639353765,0.0,0.0,0.0,0.0,0.0,206.282893654986,483.62998638591273,0.0,0.0,0.0,0.0,0.0,177.88968197117978,19.98743400000879,0.0,0.0,0.0,0.0,0.0,64.58913792651299
5,214.36468001999265,90.67236105937602,0.0,0.0,0.0,0.0,0.0,12.539531748514976,0.0,0.0,0.0,0.0,0.0,6.808721604774406,11.28939806254243,0.0,0.0,0.0,0.0,0.0,6.5989844333156285,8.296372580002497,0.0,0.0,0.0,0.0,0.0,17.93161415496554,10.518236529358665,0.0,0.0,0.0,0.0,0.0,0.9886309991962864,529.142209986797,0.0,0.0,0.0,0.0,0.0,276.9752244530387,35.316970743096924,0.0,0.0,0.0,0.0,0.0,23.52870603949241,81.02425668618656,0.0,0.0,0.0,0.0,0.0,161.39297043711724,127.42875629551052,0.0,0.0,0.0,0.0,0.0,2.415882250718594,102.01665056227073,0.0,0.0,0.0,0.0,0.0,31.978113666333652,110.85611312486435,0.0,0.0,0.0,0.0,0.0,112.35115440049347,330.0363322821098,0.0,0.0,0.0,0.0,0.0,436.0076762699946,87.46860640731606,0.0,0.0,0.0,0.0,0.0,45.55072834228895,21.838707966052684,0.0,0.0,0.0,0.0,0.0,28.81028953049199,98.08270745814605,0.0,0.0,0.0,0.0,0.0,158.88374491619604,311.56716713773915,0.0,0.0,0.0,0.0,0.0,375.68351373558437,22.649821680276585,0.0,0.0,0.0,0.0,0.0,69.13338283767544
6,95.42525832749536,88.01816168558807,0.0,0.0,0.0,0.0,0.0,5.754036270228283,0.0,0.0,0.0,0.0,0.0,2.8683112423399195,9.710732598777675,0.0,0.0,0.0,0.0,0.0,11.454333067890934,34.47199044625992,0.0,0.0,0.0,0.0,0.0,18.958395057770993,9.752496246266606,0.0,0.0,0.0,0.0,0.0,7.3408953380617845,395.9945094607376,0.0,0.0,0.0,0.0,0.0,332.49609548043384,34.708353037968735,0.0,0.0,0.0,0.0,0.0,32.63024258328608,76.50720480181903,0.0,0.0,0.0,0.0,0.0,9.710623009419518,124.63080822265955,0.0,0.0,0.0,0.0,0.0,80.55826388259015,87.10869094470398,0.0,0.0,0.0,0.0,0.0,38.55261216791972,101.10138862586042,0.0,0.0,0.0,0.0,0.0,77.0393354406296,246.07501156587335,0.0,0.0,0.0,0.0,0.0,356.4847166225395,90.24479304877907,0.0,0.0,0.0,0.0,0.0,69.72200506853216,18.213035394710893,0.0,0.0,0.0,0.0,0.0,87.61122187947832,89.0742238562148,0.0,0.0,0.0,0.0,0.0,17.300067409079247,156.73375104562984,0.0,0.0,0.0,0.0,0.0,366.9637429895557,16.159477970776788,0.0,0.0,0.0,0.0,0.0,62.01039707529433
7,71.90548613607965,131.73099397733864,0.0,0.0,0.0,0.0,0.0,16.124959949836903,0.0,0.0,0.0,0.0,0.0,8.232015550183883,16.827400136828206,0.0,0.0,0.0,0.0,0.0,2.978657461133275,11.133972239258068,0.0,0.0,0.0,0.0,0.0,9.574999184716063,11.99812178880159,0.0,0.0,0.0,0.0,0.0,1.8054831261772795,406.4467576729892,0.0,0.0,0.0,0.0,0.0,226.96441083188444,56.785355807936654,0.0,0.0,0.0,0.0,0.0,2.519207161822314,170.06365893734858,0.0,0.0,0.0,0.0,0.0,57.459176963169114,191.81411111036508,0.0,0.0,0.0,0.0,0.0,48.63137769339871,91.39217220330619,0.0,0.0,0.0,0.0,0.0,238.32583496849298,147.3328068682027,0.0,0.0,0.0,0.0,0.0,172.2320115444569,233.37395303797084,0.0,0.0,0.0,0.0,0.0,141.39557696463126,114.00560613908678,0.0,0.0,0.0,0.0,0.0,204.11794402395986,21.050537825196137,0.0,0.0,0.0,0.0,0.0,80.8589056218325,113.31194997311258,0.0,0.0,0.0,0.0,0.0,157.42441580022148,302.5405423126561,0.0,0.0,0.0,0.0,0.0,118.06878640368836,19.150275268141765,0.0,0.0,0.0,0.0,0.0,57.099112973619484
8,86.27984874943951,63.550781460805965,0.0,0.0,0.0,0.0,0.0,3.6617197729482664,0.0,0.0,0.0,0.0,0.0,1.0145648415752964,24.714304710447802,0.0,0.0,0.0,0.0,0.0,10.83509570007298,23.019042665293533,0.0,0.0,0.0,0.0,0.0,14.985371059163816,2.649722908185855,0.0,0.0,0.0,0.0,0.0,1.8937003589956638,309.69414658236605,0.0,0.0,0.0,0.0,0.0,127.79164793255003,25.88446112260937,0.0,0.0,0.0,0.0,0.0,33.85719205102615,51.102936003871456,0.0,0.0,0.0,0.0,0.0,34.31101617143724,77.97894753470254,0.0,0.0,0.0,0.0,0.0,0.2702384114971819,106.76687942165633,0.0,0.0,0.0,0.0,0.0,57.44383253806309,82.83971456130676,0.0,0.0,0.0,0.0,0.0,75.51469715651015,210.80943135197126,0.0,0.0,0.0,0.0,0.0,210.81091019443417,93.66641769894356,0.0,0.0,0.0,0.0,0.0,71.53423083636514,37.74022487833568,0.0,0.0,0.0,0.0,0.0,5.731787865639371,181.03564429044187,0.0,0.0,0.0,0.0,0.0,136.19403566965414,111.35331489346231,0.0,0.0,0.0,0.0,0.0,63.63425439776769,37.77726126547464,0.0,0.0,0.0,0.0,0.0,8.199150520653571
