,BIP,BIP,BIP,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6745155715395084,0.08509307017608127,75.0,0.0865637877630137,60.15625,0.6928165711211037
1,0.8709860980363485,0.0745774182016857,75.0,0.08565454215686129,60.15625,0.6792547742305124
2,0.9823238855516045,0.07235141900101813,75.0,0.08409695408566523,60.15625,0.6814881330712437
3,0.2806882037842865,0.07284339366505928,75.0,0.08107518532978411,62.5,0.6782799115640596
4,0.5629999303752946,0.07184324721251588,75.0,0.1297475107392687,57.8125,3.758297910559209
5,0.672355107374016,0.07046377974133079,75.0,0.10080582202087734,63.28125,0.5889391724074363
6,0.3836645891768581,0.08345785953477174,75.0,0.08230828099107104,64.84375,0.764909454535295
7,0.4341085785477602,0.06828301351784824,75.0,0.07569392039492684,63.28125,0.6201082070644892
8,0.6871349656351038,0.07553363745020132,71.875,0.09109153324118183,65.625,1.4614145116875552
9,0.6310209319291816,0.07420604643409921,71.875,0.08192288585666893,67.96875,0.4007963332162506
10,0.3592696947058984,0.18990053339849272,68.75,0.07844844222206188,69.53125,0.34754081061592745
11,0.3285178657791587,0.08049757289896076,71.875,0.07330423987972984,67.96875,0.6139143251819795
12,0.531158324803196,0.08606378891690697,75.0,0.0770656384860495,68.75,0.6228758647514703
13,0.43217356863723067,0.08764942983253246,71.875,0.07589316936841557,70.3125,0.3259323773475907
14,0.1089069755195898,0.1068000719160369,71.875,0.08039790671993285,71.875,0.2114944557006551
15,0.16355153770674433,0.07543538126004301,71.875,0.3017632830562878,70.3125,0.24304614814210443
16,0.35912337314031195,0.13504858618627866,65.625,0.09929100039736873,69.53125,0.10300925151040341
17,0.13916162640709878,0.08496125525494654,78.125,0.1408413409431123,71.09375,0.0031255133818248455
18,0.21188348850125313,0.1266994654139852,71.875,0.13322638596726774,69.53125,0.005507652336769674
19,1.328662740808815,0.19612157369141325,62.5,0.11051067145635117,68.75,0.8035395423064942
20,0.4128049892178162,0.06948955584615202,78.125,0.0840351821843722,70.3125,0.7760322861766812
21,0.0461703868950543,0.1059666677929642,75.0,0.12239357324833688,71.875,0.3243124890573989
22,0.07823793636300108,0.097148799874037,75.0,0.17256115217364484,71.875,0.022950707697116147
23,0.5967136399670921,0.11009237387553411,75.0,0.1539386254503303,64.84375,0.4511035706302206
24,0.940450897308071,1.0488204025787804,75.0,0.17644998614320112,68.75,0.00849175344965839
25,0.005150552205367696,0.6702614103614821,78.125,0.18833255363354873,70.3125,0.005499599864204449
26,0.8547279310108269,0.22786226606340937,65.625,0.15936692778151904,67.1875,3.204119328519828
27,0.1289084027673872,0.07971981931956656,78.125,0.2812487661326287,61.71875,0.9693204891112749
28,0.46532440319752116,0.1372261668220502,71.875,0.28548464469739043,70.3125,0.5598884097555455
29,0.21438434183648694,0.11514065284879388,71.875,0.22439314152384726,66.40625,0.00021544138818580273
30,0.0015300369864768757,0.13711117996710373,75.0,0.2433190962389058,75.0,0.0831263137419481
31,0.0706401255687078,0.1244699354358577,78.125,0.44768211215608883,74.21875,3.387616276611608e-05
32,0.004055766884986011,0.44993962055242465,78.125,0.2960906235909197,70.3125,0.002053932756304148
33,1.7857996847242419,0.28498833196037204,75.0,0.21367727476731496,72.65625,0.07024790043863337
34,0.20396639042360784,0.13365025900129102,75.0,0.22149380297956744,71.875,0.004316526542535176
35,1.881412026497372e-08,0.987010439652248,75.0,0.28327347763115107,71.09375,0.11969396513269008
36,0.00029563985741455905,0.39842154805349966,81.25,0.29879113587195016,73.4375,0.0001465581206024423
37,5.417514165367095e-06,0.4258296981892269,81.25,0.25156418379520373,68.75,0.004064174733890307
38,9.341934378289225e-08,0.4407536162492293,81.25,0.24498607616639845,71.875,0.00038923958729440754
39,7.90179157345864e-06,0.44993948080268764,81.25,0.29227165539272915,70.3125,0.005519526431278028
40,1.1979811945163607e-05,0.45986103067466233,81.25,0.32763653772210194,68.75,0.04442415855800997
41,5.253562325470078e-07,0.4652485842061481,81.25,0.31487101304861,68.75,0.0029128312205856165
42,3.1476031902732648e-06,0.47015612578992405,81.25,0.28965150887672014,75.78125,1.3840934130574813e-06
43,4.7737167366578717e-08,0.4771383432704888,81.25,0.32090579788044493,74.21875,1.3421106898222964e-05
44,1.3674519845108252e-06,0.48622032812562,81.25,0.3198601330067997,75.78125,1.7860807930252357e-06
45,2.768453123740743e-05,0.4885584045541307,81.25,0.35495585987554956,69.53125,0.00010620195379432795
46,4.689757775510837e-05,0.49568267397582083,81.25,0.309768062361647,73.4375,0.002956867853972358
47,0.00010207692088302502,0.5029988977701411,81.25,0.3065668145880369,74.21875,0.00011345452555429429
48,3.1896648082229064e-05,0.5066579484356787,81.25,0.30841082642876133,68.75,0.0009085049856905673
49,1.4384743012990786e-05,0.507353488826815,81.25,0.33750449867612703,73.4375,0.0007001560738927173
50,2.0595927289077652e-08,0.5142095529581976,81.25,0.306732412007457,73.4375,7.860021341236077e-05
51,1.5149573850325399e-05,0.5171065524302855,81.25,0.34771032113463624,68.75,0.00024887369564881794
52,9.086060404730374e-07,0.5256231958851662,81.25,0.42042311275832056,67.96875,0.00012879308582884627
53,1.5504297493435694e-05,0.5303537314831291,81.25,0.4682247126079226,72.65625,1.7655937014491337e-06
54,1.3304587609553285e-09,0.5334823513887186,81.25,0.38113526520073093,75.78125,4.569809778410678e-06
55,1.1155865152446281e-07,0.5365404117941018,81.25,0.507163970990628,72.65625,2.0977676706977005e-06
56,4.751296485230583e-08,0.5399095692468973,81.25,0.4779285109865183,70.3125,2.0647058188981358e-07
57,1.9159468099765794e-08,0.5361180611731822,81.25,0.43325184289045615,72.65625,7.003172075578651e-06
58,1.465677423428592e-07,0.5434802408619938,81.25,0.3699453823100542,73.4375,0.00048292946055299813
59,1.852326444985577e-07,0.5472114652996605,81.25,0.3793458852978584,73.4375,0.00019390431150183437
60,7.56429225258893e-06,0.5464300207148719,81.25,0.3244269031083054,71.875,0.00048372319829770977
61,4.440892098500626e-17,0.5503036317795515,81.25,0.35476100810649736,69.53125,8.706002382311003e-05
62,1.1746083662635965e-05,0.5533974873376843,81.25,0.3449089862651192,74.21875,2.6408432063839457e-05
63,2.926952901304687e-10,0.556133582317025,81.25,0.3087119958133149,71.875,9.518878474526608e-06
64,4.678325146126931e-08,0.5595048613231317,81.25,0.35356865760413364,73.4375,0.4143229468109819
65,3.17827467163309e-06,0.566340470161139,81.25,0.31981478778905514,71.875,0.0003853059492706912
66,7.992282214366574e-08,0.5687702770854294,81.25,0.3590034283169005,74.21875,2.7342248987284343e-05
67,1.5575682020467725e-09,0.5696262832952734,81.25,0.27441158587474057,72.65625,0.002994860653328269
68,4.976015068879075e-06,0.5644798302547768,81.25,0.26729862706263313,70.3125,0.29606164101145577
69,4.408688518884651e-06,0.5132711514694552,81.25,0.1874062393744115,71.09375,0.04055705835742854
70,2.3248196849022006e-08,0.5234308489470679,81.25,0.32334136105762823,72.65625,0.0033790349034922046
71,1.7650415855922766e-06,0.5250924406714079,81.25,0.3674642960855295,74.21875,0.012993931536662923
72,2.7434965050851133e-06,0.5332728404576208,81.25,0.6050962450751258,67.96875,0.020816529928576126
73,3.2165933698737966e-08,0.5312312127304964,81.25,0.4418216883166487,73.4375,0.006189574930704971
74,3.2266957290030693e-09,0.5287407238001144,81.25,0.33374253928392417,76.5625,2.3364611833251382e-05
75,2.1977458336737095e-06,0.5287143531843138,81.25,0.28084080656645605,73.4375,0.00022062236727760358
76,5.042129765619484e-09,0.5388435792008416,81.25,0.2864922531500041,76.5625,0.01203056748275621
77,4.928615394668112e-08,0.5410412061646139,81.25,0.38174230424234956,73.4375,0.0018237138776668542
78,3.1549314999464124e-09,0.5427832398308667,81.25,0.3502948560833638,73.4375,0.0005181484828928979
79,1.8104688334110077e-09,0.5461191581937862,81.25,0.3863536890592513,71.09375,2.1979464886403605e-06
80,8.916556813463636e-10,0.5489004408371112,81.25,0.411572979076645,74.21875,0.00021759335025652648
81,9.2892765803249e-07,0.54844504875481,81.25,0.4306315684166393,72.65625,0.00018293399754370905
82,1.1170295497102265e-06,0.55229271977554,81.25,0.3959173511670965,74.21875,0.1342516356632494
83,3.118248400683551e-06,0.5563701536600465,81.25,0.452602795951073,73.4375,7.815246484517981e-05
84,2.2043820090483497e-10,0.544092125252527,81.25,0.7488746014075235,67.96875,0.023320673108162757
85,1.2368152758133596e-07,0.5491680384638327,81.25,0.4855505292151856,71.09375,0.003402925111241521
86,1.6174292969541556e-09,0.561448094544411,81.25,0.4082448115468377,73.4375,7.177112556641081e-05
