,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7544127870615193,0.1180570058837947,50.0,0.08667863695668873,44.375,0.6939331202095659,0.08839042955042316,49.57627118644068,0.7317252859063128,0.07764398455081631,72.5,0.7704387270739688,0.094525554747674,50.0,0.6931636795146063,0.13470114843629685,45.45454545454545,0.8378039990187592,0.08674030666794227,50.0,0.694477788760036,0.11771133392875145,46.15384615384615,0.7604453314511641,0.13929732264481345,50.0,0.7216176762556423
1,0.7028267114854928,0.1188072063924946,44.44444444444444,0.08664914689061909,45.0,0.6931091201184203,0.0882215220607976,48.30508474576271,0.6925684387648497,0.07537177105993587,72.5,0.6805214869613855,0.09453515218365317,50.0,0.6927423301891963,0.13424832145552032,45.45454545454545,1.0440239839227494,0.09115017766868722,50.0,0.6722141451976745,0.11196326190322234,38.46153846153847,0.7337730787119543,0.14107935719494108,50.0,0.6934530647020265
2,0.662172761787984,0.11144247263812376,50.0,0.08664435844624563,55.625,0.6928117808021462,0.08829137615762005,46.186440677966104,0.7015007612360101,0.07470592645308811,72.5,0.5407889318318988,0.09452972812586541,50.0,0.6930856876411104,0.13197885570413723,45.45454545454545,1.01233248699653,0.08814439207238711,50.0,0.6926957373355094,0.11176245830538359,38.46153846153847,0.7105710357495927,0.13917053552172004,50.0,0.6927926504033945
3,0.7084095546052505,0.11274427786624878,50.0,0.08666545745181442,55.625,0.6889466489746982,0.0881536129135694,50.42372881355932,0.6917194484552325,0.0746541224333431,72.5,0.5421658395446664,0.09461451253733756,50.0,0.6921384311802314,0.1266438351124168,45.45454545454545,0.5791213738750494,0.0867449907572046,50.0,0.7395682421902998,0.11377890945038287,46.15384615384615,0.7303965755248464,0.13914724703613493,50.0,0.6935119871023236
4,0.7764262107771551,0.11684241844928905,55.55555555555556,0.08651895897868574,55.625,0.7087694977928217,0.08827506765956118,44.49152542372881,0.6981694376908808,0.07348860960778927,72.5,0.728446746751558,0.09433662981494492,50.0,0.686830864378467,0.1376869687217179,45.45454545454545,0.8540045025742307,0.08673692274091727,50.0,0.6956562239137196,0.10999413584948761,46.15384615384615,0.7432257146887082,0.14171293692311857,50.0,0.6932774567042432
5,0.6913993708356985,0.11590000592240261,55.55555555555556,0.08619928124786909,55.625,0.6942903308555811,0.08886030651774392,49.152542372881356,0.6686465161262866,0.07186891722518371,72.5,0.351821134363298,0.09484435075924295,50.0,0.6983501591682041,0.12148343644186559,45.45454545454545,0.5622176019730456,0.08677650493532053,50.0,0.6927591762128769,0.11299393661734242,46.15384615384615,0.6731943805030298,0.14000159431546652,50.0,0.6647464303228894
6,0.6637532237587309,0.11677052087998081,50.0,0.08526001627691063,55.625,0.669505486503753,0.08933728474870228,48.728813559322035,0.6944540315986273,0.07003306366795577,72.5,0.6921621413964674,0.09427938984641107,50.0,0.7058218387071618,0.12738534634926613,45.45454545454545,0.9461718118253091,0.08676148120211508,50.0,0.691402638195033,0.11171539556879737,46.15384615384615,0.6983332611120476,0.1398033179571768,50.0,0.796455650774872
7,0.6987580406338412,0.1133133647903296,55.55555555555556,0.0848638034215509,55.625,0.6709195867214937,0.08922853297672853,44.91525423728814,0.7109533282388658,0.06769906066757725,72.5,0.9775247950890863,0.09529639331932752,50.0,0.6770079934907166,0.12502296272707747,45.45454545454545,0.5289771094434798,0.08663091269427492,50.0,0.6940650341131491,0.11311872446722503,46.15384615384615,0.638913091054547,0.1406122320428749,50.0,0.6977805671250668
8,0.6930341311836553,0.11665217492476783,55.55555555555556,0.08443203049220052,55.625,0.5750493114861817,0.09073364179280964,48.728813559322035,0.6834659551507913,0.064904913388943,72.5,0.36771371355829197,0.0941659361271591,50.0,0.7157869851575971,0.12744804993055475,45.45454545454545,0.49585095434619936,0.08679774795604664,50.0,0.6936926852421855,0.10990905949728648,38.46153846153847,0.6716598804268745,0.14489033203059484,50.0,0.7084997019203793
