,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7432826749921021,0.6931968059632959,28.57142857142857,1.0,0.444444477558136,0.2857142984867096,1.0,0.693130994404905,63.63636363636363,0.41666666666666663,0.7846153974533081,0.6458333432674408,1.0,0.6929203828479492,0.6960368604846511,54.54545454545454,0.09375,0.0,0.0,0.0,0.6902948783987963,0.6938326251447684,46.666666666666664,0.125,0.0,0.0,0.0,0.778247323320295,0.6891143861038295,62.5,0.5,0.7272727489471436,0.5714285969734192,1.0,0.7553900949789776,0.6931834551531942,37.5,0.3333333333333333,0.0,0.0,0.0,0.6931277327554065,0.6932221202651788,33.33333333333333,0.0,0.0,0.0,0.0,0.6918927029813902,0.6901026129762625,60.0,0.375,0.0,0.0,0.0,0.6928199022721829,0.6842933348189402,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.8124331343264533,0.6905186885437057,55.55555555555556,0.65,0.0,0.0,0.0,0.6951942675315534,0.6932307570141363,52.63157894736842,0.5236111111111111,0.0,0.0,0.0,0.6931273534056667,0.6924938762107161,90.0,0.6071428571428572,0.9666666686534882,0.9375,1.0,0.7173121450838842,0.688542231074533,60.0,0.28125,0.8333333432674408,0.75,1.0,0.7124035271885985,0.6946352041884836,30.0,0.625,0.533333346247673,0.4166666716337204,0.75,0.6941232765952863
1,0.6936400186543241,0.6934542994072311,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.6931341029819583,63.63636363636363,0.7083333333333334,0.6785714328289032,0.5416666716337204,1.0,0.692891344603474,0.6930007888622681,54.54545454545454,0.75,0.0,0.0,0.0,0.7035537878963887,0.693100089470403,53.333333333333336,0.8125,0.6969697177410126,0.5357142984867096,1.0,0.6935205535610689,0.6937613996999985,50.0,0.5,0.0,0.0,0.0,0.6883520628764651,0.6965981983451608,37.5,0.3333333333333333,0.0,0.0,0.0,0.7115950980812326,0.6931297247540846,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6933595901826541,0.6859512170616622,60.0,0.625,0.0,0.0,0.0,0.7397589374941855,0.6929949709156972,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6925173883372329,0.6931094765115599,55.55555555555556,0.53125,0.25,0.25,0.25,0.6997132220445654,0.6932000030029872,36.84210526315789,0.43333333333333335,0.11111111442248027,0.11111111442248027,0.11111111442248027,0.6928150563612756,0.6935099796236758,10.0,0.25,0.0,0.0,0.0,0.7075605429368896,0.6929970308547121,60.0,0.59375,0.8333333432674408,0.75,1.0,0.6931370290130376,0.7031680545568932,50.0,0.25,0.6666666865348816,0.5,1.0,0.6928907934514691
2,0.69314823934941,0.6933425814552013,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.6929434980519564,63.63636363636363,0.3833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6947223010195516,0.690173109863747,54.54545454545454,0.45,0.0,0.0,0.0,0.7022949469556246,0.693066045361514,53.333333333333336,0.8333333333333333,0.6969697177410126,0.5357142984867096,1.0,0.6949909605982879,0.6906572185648563,37.5,0.5625,0.2857142686843872,0.3333333432674408,0.25,0.7469345286317213,0.6930241245468539,37.5,0.3333333333333333,0.0,0.0,0.0,0.6931068918055115,0.693103563238879,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6936186921601999,0.6823082406005277,60.0,0.375,0.0,0.0,0.0,0.7032247554015117,0.6930963915118918,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6929033254312235,0.6931127610025016,66.66666666666666,0.48333333333333334,0.25,0.5,0.1666666716337204,0.6932981408555893,0.6931910408341276,42.10526315789473,0.5472222222222222,0.5777777930100759,0.5952380994955698,0.7222222288449606,0.6932491426589401,0.6925098150948841,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,0.6931994168692798,0.692859009658361,60.0,0.6666666666666666,0.7179487347602844,0.5625,1.0,0.6927422622463186,0.7130005954504217,50.0,0.5625,0.6666666865348816,0.5,1.0,0.7035366203335143
3,0.6934051572110174,0.6932628292067322,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.6930528244913102,63.63636363636363,0.5833333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6931280362746154,0.6981023206183136,54.54545454545454,0.13333333333333333,0.0,0.0,0.0,0.7043831635885246,0.6930914505961258,53.333333333333336,0.7333333333333334,0.6893939673900604,0.5446428656578064,1.0,0.6935041151102349,0.6967354260661174,50.0,0.25,0.0,0.0,0.0,0.7014741114046545,0.6935837730437384,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6931284901344534,0.693151457205521,50.0,0.4444444444444444,0.0,0.0,0.0,0.6931098302765833,0.6788407397429747,60.0,0.3,0.0,0.0,0.0,0.6722507497329842,0.693018328868838,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6933383655644513,0.690681115695131,55.55555555555556,0.46875,0.3333333432674408,0.25,0.5,0.693323527926967,0.6931928818114411,52.63157894736842,0.19027777777777777,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6931670775069684,0.6930180943959592,100.0,0.75,1.0,1.0,1.0,0.6931586353381466,0.694513739537393,60.0,0.25,0.8333333432674408,0.75,1.0,0.7167372890793656,0.6971342548204555,50.0,0.25,0.6666666865348816,0.5,1.0,0.668115813623505
4,0.6926176520986659,0.6920405555191416,71.42857142857143,0.0,0.0,0.0,0.0,0.6929811987205338,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6930085153081048,0.6881476390170745,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,0.6854348200067315,0.71185588223166,46.666666666666664,0.06666666666666667,0.0,0.0,0.0,0.6934833054661581,0.700848828570333,50.0,0.4375,0.0,0.0,0.0,0.7402452430273154,0.6618958749774103,62.5,0.6,0.7692307829856873,0.625,1.0,0.7014870583313456,0.691774412212251,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.6923831707432863,0.7906656904781331,60.0,0.41666666666666663,0.0,0.0,0.0,0.5300423931988385,0.6939457191649855,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.7059851473598426,0.7985617538904985,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6736412542328276,0.693161428435364,47.368421052631575,0.6492063492063492,0.6638176689545313,0.5833333333333334,1.0,0.6934490198299885,0.653537576374763,90.0,0.75,0.8333333432674408,0.75,1.0,0.693306598176903,0.6923773620702991,60.0,0.41666666666666663,0.4285714328289032,0.375,0.5,0.6915532946555255,0.8238878807503219,50.0,0.35,0.38461539149284363,0.3125,0.5,0.6057555639021206
5,0.6927190646151079,0.6915114974676434,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.6791503345076655,63.63636363636363,0.31666666666666665,0.7846153974533081,0.6458333432674408,1.0,0.8540938954500397,0.6930877712023877,54.54545454545454,0.625,0.0,0.0,0.0,0.6923907693617448,0.6931058220882524,60.0,0.7291666666666667,0.7272727489471436,0.5714285969734192,1.0,0.6938279517839022,0.7033934824880028,50.0,0.375,0.0,0.0,0.0,0.7509772915135163,0.6476841549364567,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6843173784648636,0.7264263094596952,50.0,0.2222222222222222,0.0,0.0,0.0,1.1890692536142509,0.6781135810219973,60.0,0.4375,0.0,0.0,0.0,0.6053268066104875,0.692857692134094,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.7225998664901663,0.6929712903869724,44.44444444444444,0.46875,0.3333333432674408,0.25,0.5,0.8374748214466962,0.6931848461720613,47.368421052631575,0.2722222222222222,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.692688206178126,0.692591573132477,90.0,0.75,0.9666666686534882,0.9375,1.0,0.7166980554936614,0.691025628892775,60.0,0.2,0.7179487347602844,0.5625,1.0,0.708015428605443,0.7620759849084188,50.0,0.1875,0.6666666865348816,0.5,1.0,0.5672756962678005
6,0.7127724749470463,0.6768606799102066,71.42857142857143,0.8,0.0,0.0,0.0,0.6656137180845804,63.63636363636363,0.4375,0.8333333432674408,0.75,1.0,0.645712549578406,0.6930991063290555,54.54545454545454,0.16666666666666666,0.0,0.0,0.0,0.6933468476050926,0.6930599073930496,53.333333333333336,0.7083333333333334,0.6615384668111801,0.5535714328289032,1.0,0.6930442042731445,0.7104061292042907,50.0,0.1875,0.0,0.0,0.0,0.6800443941094599,0.6661831011324785,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.797839248984563,0.6938608417468647,66.66666666666666,0.3333333333333333,0.75,0.6000000238418579,1.0,0.7905248862447416,0.6839959380008052,60.0,0.16666666666666666,0.0,0.0,0.0,0.700926385920889,0.6929952945560581,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6933506496466213,0.6930459442952555,55.55555555555556,0.55,0.20000000298023224,0.25,0.1666666716337204,0.6932527971920318,0.693230934927162,52.63157894736842,0.3958333333333333,0.0,0.0,0.0,0.6920728492415922,0.693135924174357,50.0,0.75,0.3636363744735718,0.5,0.2857142984867096,0.6931152908581082,0.6929947667229001,60.0,0.2,0.7179487347602844,0.5625,1.0,0.6926563123861713,0.6822124477242181,50.0,0.875,0.6666666865348816,0.5,1.0,0.6884959880458124
7,0.69571173579448,0.6040358448591574,71.42857142857143,0.8,0.0,0.0,0.0,0.6543960504259508,63.63636363636363,0.3333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6630549014637374,0.7140953187519308,54.54545454545454,0.6333333333333333,0.0,0.0,0.0,0.6359125655130556,0.6931051379116485,60.0,0.5104166666666667,0.6507936716079712,0.7000000029802322,0.625,0.6931666409966623,0.7310134708071627,37.5,0.25,0.0,0.0,0.0,0.6813090059631749,0.6865427418264018,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.6583985899129086,0.6835035996632944,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.8252027540218356,0.6697999866603561,60.0,0.7333333333333334,0.0,0.0,0.0,0.8780056117016111,0.6929421992766734,71.42857142857143,0.75,0.75,0.6000000238418579,1.0,0.69324527053242,0.6930626024594665,55.55555555555556,0.46875,0.0,0.0,0.0,0.6932855929552522,0.6932108282322359,42.10526315789473,0.5375,0.4404761791229248,0.4166666666666667,0.4722222288449605,0.6929013682067083,0.6916257564597504,100.0,0.75,1.0,1.0,1.0,0.6919793755695167,0.6925881249153399,60.0,0.625,0.4285714328289032,0.375,0.5,0.6932105756373522,0.6768937741918756,50.0,0.90625,0.6666666865348816,0.5,1.0,0.5612865351321381
8,0.6186445568068449,0.5720372887229235,71.42857142857143,0.8,0.0,0.0,0.0,0.6334657365404883,63.63636363636363,0.625,0.6785714328289032,0.5416666716337204,1.0,0.6245041282248948,0.92370464019731,54.54545454545454,0.5625,0.0,0.0,0.0,0.5602011015238085,0.6949569192511305,46.666666666666664,0.4,0.0,0.0,0.0,0.6932626947105885,0.7820949707076512,50.0,0.625,0.6666666865348816,0.5,1.0,0.6122254470575197,0.7953020064057292,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.59182078138162,0.693323344622457,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.5842683453646627,0.9093169836060457,60.0,0.5625,0.0,0.0,0.0,1.0184744171892468,0.6933202118661007,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6945530280613049,0.6930645323938492,55.55555555555556,0.45,0.0,0.0,0.0,0.6942625792583224,0.6912671486020748,47.368421052631575,0.6875,0.6111111243565878,0.4444444477558136,1.0,0.6921860383703368,0.5152816251626772,90.0,0.75,0.8333333432674408,0.75,1.0,0.6860665526780934,0.6918583933470188,60.0,0.75,0.4285714328289032,0.375,0.5,0.6926573135697408,0.8234524751030465,50.0,0.6833333333333333,0.38461539149284363,0.3125,0.5,0.650448937407849
