,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test
0,0.6932112354997996,0.0866207859006837,51.724137931034484
1,0.6904676620456646,0.08665095146011134,50.0
2,0.6880999167507926,0.08665238084143984,50.0
3,0.6966916356326969,0.08666590384357029,50.0
4,0.6911669872819562,0.08665994778497753,50.0
5,0.5913625514185294,0.08661080883614478,51.293103448275865
6,0.5865234470352443,0.08659708917087408,50.0
7,0.7561998918240983,0.08703011412205947,50.0
8,0.6917844176825183,0.0866256616327345,50.0
9,0.6935504484032583,0.08653825232341983,51.724137931034484
10,0.6855842037109857,0.08630765625738664,56.896551724137936
11,0.6988935288637368,0.08692959045192694,50.0
12,0.6979926051256694,0.08666612756326833,50.43103448275862
13,0.6928144442627721,0.08572037520941188,56.896551724137936
14,0.5674650684128041,0.08508091184880198,54.741379310344826
15,0.6323246915481455,0.08779115905879648,50.43103448275862
16,2.7217726871783907,0.2493894174321811,54.310344827586206
17,0.9660923652623982,0.1010479293943931,56.896551724137936
18,0.46733778525898273,0.1111543788811947,56.03448275862068
19,0.6218400581487076,0.08423914721525484,60.775862068965516
20,0.7975533690192685,0.11213176263437688,59.05172413793104
21,0.22024870858585843,0.10775045850373634,57.327586206896555
22,0.49309347806584636,0.09185539675178925,55.172413793103445
23,0.16714553055375328,0.14029904837023313,56.896551724137936
24,0.9041232922294885,0.15041822278699682,53.44827586206896
25,0.40765371479435863,0.08755303530312084,59.48275862068966
26,0.18499201954641387,0.10240009726818043,57.327586206896555
27,0.3694458475112864,0.12076083878088456,58.189655172413794
28,0.23199935043263406,0.12537890495282492,59.05172413793104
29,0.4800468126726643,0.11791202929432534,61.206896551724135
30,0.968807655707769,0.16970223043689925,59.48275862068966
31,0.16484865675600435,0.11714479160289364,58.620689655172406
32,0.3608089677965189,0.1421821045482388,59.48275862068966
33,0.33364142183354545,0.18039250103107254,61.206896551724135
34,0.32241989821513517,0.12386711959648317,59.05172413793104
35,0.23782697937233524,0.17193970636636427,60.3448275862069
36,0.7722287893389559,0.16681433754187858,58.189655172413794
37,0.3065047823590899,0.2080632074082469,57.758620689655174
38,0.23385897774889056,0.20609076222756406,60.775862068965516
39,0.02017978865451305,0.14840410857126501,58.620689655172406
40,0.4840820845071526,0.20030345640071784,56.896551724137936
41,0.4398251204382802,0.20768279682452498,58.620689655172406
42,0.9621679744697113,0.2545218485633011,58.189655172413794
43,0.10208208864013894,0.20024209059497097,62.06896551724138
44,0.41365353079298334,0.19592034482457335,58.189655172413794
45,0.02019236145485461,0.20177519974601124,59.48275862068966
46,0.02727493717458813,0.2668269681069455,59.05172413793104
47,0.057151237935055096,0.3144423503070463,59.05172413793104
48,0.021237124748983188,0.3187687998228904,59.48275862068966
49,0.19909306454662706,0.29663849887739957,57.758620689655174
50,1.333216682057658,0.3556322359810841,57.327586206896555
51,0.013713498536333132,0.329832744591054,59.05172413793104
52,0.293238522006949,0.32795198216131605,61.206896551724135
53,0.003182232834922861,0.30631897736843583,59.91379310344828
54,0.0005591218339651507,0.331699559224538,59.91379310344828
55,0.024661456123521847,0.27053612175489394,59.48275862068966
56,0.0055207726844001435,0.28477471838546126,59.05172413793104
