,ADHD,ADHD,ADHD,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.5806047685704101,0.09111719643583008,54.78260869565217,0.08848008179571874,54.25531914893617,0.6929146259946722
1,0.6935750895130421,0.09033702303519361,52.17391304347826,0.09312974336917497,44.680851063829785,0.7700109722877094
2,0.6929292167891424,0.09038988544636363,53.91304347826087,0.08849218507914955,45.21276595744681,0.6930349751428387
3,0.6957445280869082,0.09006536151251719,54.78260869565217,0.08867941191130851,44.680851063829785,0.6991113584852026
4,0.6725898878490648,0.09045337635305999,54.78260869565217,0.08878132265054219,44.680851063829785,0.6857552411420071
5,0.6399557887662731,0.0909641781435658,54.78260869565217,0.08924868409613224,44.680851063829785,0.7055584303079475
6,0.8462681986722167,0.2096717166073208,54.78260869565217,0.08860233248968263,44.680851063829785,0.716933597278132
7,0.630310890143552,0.09045892375974363,54.78260869565217,0.08877576778171963,44.680851063829785,0.6989785616520675
8,0.5579176456780932,0.12015494946991932,54.78260869565217,0.08874709100606136,44.680851063829785,0.6920773918146819
9,0.6432183295619579,0.0909093526245736,54.78260869565217,0.08883722068294847,44.680851063829785,0.6850282073610067
10,0.5477680507405872,0.10371774021760008,54.78260869565217,0.08854969724715718,48.40425531914894,0.6934999499219844
11,0.6863939193080748,0.11382991261562336,54.78260869565217,0.08841717806589436,55.85106382978723,0.6914678646535375
12,0.6787300993175641,0.089720241075564,54.78260869565217,0.08869414292130857,44.680851063829785,0.6980474414445479
13,0.6220728138783633,0.09044461475263318,54.78260869565217,0.08911368932250602,45.21276595744681,0.6683632590580212
14,0.38465789927281324,0.1428149841559233,54.78260869565217,0.08861389436515839,47.340425531914896,0.6812891388736295
15,0.1746725041714984,0.20583324217665327,54.78260869565217,0.08855719077198794,46.808510638297875,0.6879879723362587
16,0.5631479038025532,0.09575909792048241,53.04347826086957,0.08958220611250148,45.21276595744681,0.7104818182479323
17,0.5482690392326091,0.1686269903756687,54.78260869565217,0.08860941170955339,51.59574468085106,0.7143903921323703
18,0.6931780562741086,0.09059389980308807,46.08695652173913,0.0899462062382538,44.680851063829785,0.7157423360650653
19,0.6229847747366442,0.1311841377418702,54.78260869565217,0.09026197017299238,44.680851063829785,0.71804716694781
20,0.44974591113200885,0.18845982052257124,54.78260869565217,0.09526138857354141,53.191489361702125,0.695681199270485
21,0.008197968368241586,0.3172578920337487,54.78260869565217,0.08856188042536037,56.91489361702128,0.6912108673089713
22,0.5787178638961354,0.14804355129121535,44.34782608695652,0.09109644489154194,46.808510638297875,0.604562065092562
23,2.1571416196342326,0.20358127406503868,45.21739130434783,0.09321618581543903,58.51063829787234,0.6505640808302514
24,0.2952361453428541,0.13232264034288815,54.78260869565217,0.11509788918213139,63.829787234042556,0.5041832920722186
25,0.506832016850707,0.1455555532367263,51.30434782608696,0.08760682166107621,59.04255319148937,0.33159867814397964
