,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,12.042827673432946,10.877664159888004,0.0,0.0,0.0,0.0,0.0,0.4933656748692708,0.0,0.0,0.0,0.0,0.0,1.4910064105903902,0.8576972162546297,0.0,0.0,0.0,0.0,0.0,1.244927353760748,1.192865679711759,0.0,0.0,0.0,0.0,0.0,11.843010165469487,3.2307112029680813,0.0,0.0,0.0,0.0,0.0,9.038069338268484,17.658272157157235,0.0,0.0,0.0,0.0,0.0,125.2195133344077,23.29446754362364,0.0,0.0,0.0,0.0,0.0,116.04620470305629,7.765187363730168,0.0,0.0,0.0,0.0,0.0,3.6732487125570623,11.956921465040784,0.0,0.0,0.0,0.0,0.0,30.58280660027584,16.937513750187055,0.0,0.0,0.0,0.0,0.0,151.037363690059,5.09461541077208,0.0,0.0,0.0,0.0,0.0,166.1952740607253,3.537821614233975,0.0,0.0,0.0,0.0,0.0,3.1990274761761697,22.675228865107087,0.0,0.0,0.0,0.0,0.0,46.11204264207804,17.906171761847613,0.0,0.0,0.0,0.0,0.0,29.584172255192826,14.25389563583796,0.0,0.0,0.0,0.0,0.0,62.75147525863059,16.6201852277245,0.0,0.0,0.0,0.0,0.0,122.91328038953452,3.647705750567827,0.0,0.0,0.0,0.0,0.0,77.67642630923699
10,3.3534839933821536,12.55064218332892,0.0,0.0,0.0,0.0,0.0,1.555415829004949,0.0,0.0,0.0,0.0,0.0,6.315547494168745,2.683752939371705,0.0,0.0,0.0,0.0,0.0,2.462481009225017,1.7069541081806392,0.0,0.0,0.0,0.0,0.0,5.60798448893176,2.69318419027547,0.0,0.0,0.0,0.0,0.0,8.938059912828766,28.38488867855097,0.0,0.0,0.0,0.0,0.0,93.7590379448955,37.169871267419644,0.0,0.0,0.0,0.0,0.0,155.88950235944677,12.321069668629221,0.0,0.0,0.0,0.0,0.0,86.21206809082751,18.507620836554374,0.0,0.0,0.0,0.0,0.0,42.3229332709201,26.276299084099655,0.0,0.0,0.0,0.0,0.0,97.72538563025576,5.477325117727173,0.0,0.0,0.0,0.0,0.0,73.93368377627486,4.00522188403429,0.0,0.0,0.0,0.0,0.0,42.36229763138032,28.736144908193282,0.0,0.0,0.0,0.0,0.0,99.53376866120144,71.75394488400053,0.0,0.0,0.0,0.0,0.0,62.479438634744156,31.410333909080197,0.0,0.0,0.0,0.0,0.0,74.85441837934879,61.358179528379665,0.0,0.0,0.0,0.0,0.0,36.017249119942484,4.330514277355209,0.0,0.0,0.0,0.0,0.0,22.66361647257527
11,4.455631170939119,9.384771610877975,0.0,0.0,0.0,0.0,0.0,0.6333806916468047,0.0,0.0,0.0,0.0,0.0,2.787751261707925,1.0564665254257861,0.0,0.0,0.0,0.0,0.0,0.4193835516345296,1.111318515259506,0.0,0.0,0.0,0.0,0.0,10.752817361280536,2.181829359292326,0.0,0.0,0.0,0.0,0.0,5.5087550134521095,11.104197181562796,0.0,0.0,0.0,0.0,0.0,81.97872902530388,14.278878598208287,0.0,0.0,0.0,0.0,0.0,154.71464042997113,7.580457215725419,0.0,0.0,0.0,0.0,0.0,19.101230515370652,15.27934134984201,0.0,0.0,0.0,0.0,0.0,20.681079441053765,81.68708770333329,0.0,0.0,0.0,0.0,0.0,76.7717763401371,5.766158753610497,0.0,0.0,0.0,0.0,0.0,54.039474685197185,4.225176947107347,0.0,0.0,0.0,0.0,0.0,4.5493967456922615,9.247078660295722,0.0,0.0,0.0,0.0,0.0,6.353998281572678,27.963411679082874,0.0,0.0,0.0,0.0,0.0,44.41189882811064,12.457234758304347,0.0,0.0,0.0,0.0,0.0,33.17931497272709,18.35187484897482,0.0,0.0,0.0,0.0,0.0,68.23590549013282,2.8750908232545984,0.0,0.0,0.0,0.0,0.0,27.274276871209672
12,0.43037520121227224,13.593093351967793,0.0,0.0,0.0,0.0,0.0,0.566663607111647,0.0,0.0,0.0,0.0,0.0,0.6689232789935801,0.6367592782833996,0.0,0.0,0.0,0.0,0.0,0.5804010889300976,1.0157259480586778,0.0,0.0,0.0,0.0,0.0,7.263578159390652,1.534550584676001,0.0,0.0,0.0,0.0,0.0,4.095150694292409,14.938900563277485,0.0,0.0,0.0,0.0,0.0,221.83066641490333,15.210570071148382,0.0,0.0,0.0,0.0,0.0,11.577487394197462,7.350761887361396,0.0,0.0,0.0,0.0,0.0,71.65757782638454,13.421875059926823,0.0,0.0,0.0,0.0,0.0,43.0173280284705,20.756060717826628,0.0,0.0,0.0,0.0,0.0,60.04568323013989,4.976318725450523,0.0,0.0,0.0,0.0,0.0,37.22914531062975,3.898479379389385,0.0,0.0,0.0,0.0,0.0,16.947118022026135,24.729059272238356,0.0,0.0,0.0,0.0,0.0,92.95447181158971,16.231058740146686,0.0,0.0,0.0,0.0,0.0,78.22620522452281,20.160120138736822,0.0,0.0,0.0,0.0,0.0,61.60979064186675,36.16435592797102,0.0,0.0,0.0,0.0,0.0,23.909574357330754,5.270832367363208,0.0,0.0,0.0,0.0,0.0,51.944682869522325
13,58.72401993642815,6.563948031537752,0.0,0.0,0.0,0.0,0.0,2.798641018029794,0.0,0.0,0.0,0.0,0.0,1.6111447841673576,1.1040630723474476,0.0,0.0,0.0,0.0,0.0,2.195079752491228,0.8723456514752806,0.0,0.0,0.0,0.0,0.0,2.816941380796255,1.542839248788691,0.0,0.0,0.0,0.0,0.0,3.3850411279284316,12.702667146604416,0.0,0.0,0.0,0.0,0.0,83.01447547161864,9.235552059412731,0.0,0.0,0.0,0.0,0.0,73.24095329550042,7.8076324955242296,0.0,0.0,0.0,0.0,0.0,174.56665555975786,13.592452684686199,0.0,0.0,0.0,0.0,0.0,42.92910346360355,61.40919508271473,0.0,0.0,0.0,0.0,0.0,97.32416673180705,9.747022806516357,0.0,0.0,0.0,0.0,0.0,12.096561004316325,3.113654685503134,0.0,0.0,0.0,0.0,0.0,3.3826461297097565,9.909773448767407,0.0,0.0,0.0,0.0,0.0,23.607205746569218,14.646655481091894,0.0,0.0,0.0,0.0,0.0,62.80645212590405,26.266252926043386,0.0,0.0,0.0,0.0,0.0,114.89559251066143,33.07013671162291,0.0,0.0,0.0,0.0,0.0,33.20337627995354,2.6126136530396726,0.0,0.0,0.0,0.0,0.0,30.353117728248208
14,117.24378024229496,13.12256741880086,0.0,0.0,0.0,0.0,0.0,1.2923852026148404,0.0,0.0,0.0,0.0,0.0,5.580256359803651,1.1573100862754573,0.0,0.0,0.0,0.0,0.0,10.451433864268608,2.1002622360950483,0.0,0.0,0.0,0.0,0.0,2.363816477402621,2.230109661930641,0.0,0.0,0.0,0.0,0.0,4.371831741717446,12.13759305515356,0.0,0.0,0.0,0.0,0.0,365.73291927986645,20.507932147872392,0.0,0.0,0.0,0.0,0.0,258.91000576146666,7.877879927213196,0.0,0.0,0.0,0.0,0.0,8.088922082420673,14.137823110459479,0.0,0.0,0.0,0.0,0.0,43.78511311931595,19.45438278268624,0.0,0.0,0.0,0.0,0.0,219.42109485170275,4.501915041369939,0.0,0.0,0.0,0.0,0.0,13.14381406785817,4.950511027441007,0.0,0.0,0.0,0.0,0.0,3.4693812353910354,14.940682770355279,0.0,0.0,0.0,0.0,0.0,28.359365373955193,42.1568099514614,0.0,0.0,0.0,0.0,0.0,31.358394515444594,14.731492404672021,0.0,0.0,0.0,0.0,0.0,187.40373880353593,44.21704676265635,0.0,0.0,0.0,0.0,0.0,40.10604112740771,4.078413870257539,0.0,0.0,0.0,0.0,0.0,34.712249225321685
15,104.74036487358828,6.212397865250723,0.0,0.0,0.0,0.0,0.0,0.9171387478858133,0.0,0.0,0.0,0.0,0.0,3.4506463372241925,0.6812589495040005,0.0,0.0,0.0,0.0,0.0,2.896099045720592,0.7426374531544522,0.0,0.0,0.0,0.0,0.0,4.627795839704402,1.337013294472243,0.0,0.0,0.0,0.0,0.0,31.39278728150613,12.135732957012495,0.0,0.0,0.0,0.0,0.0,199.2376237322299,8.895167928658475,0.0,0.0,0.0,0.0,0.0,38.49938489506159,10.025219034743511,0.0,0.0,0.0,0.0,0.0,10.523468907787612,12.823896758317725,0.0,0.0,0.0,0.0,0.0,16.529445076394996,53.628279839453114,0.0,0.0,0.0,0.0,0.0,60.08713274819273,7.0101604998877045,0.0,0.0,0.0,0.0,0.0,8.197132563619483,2.8035404338188847,0.0,0.0,0.0,0.0,0.0,14.153896945425123,7.491991567078115,0.0,0.0,0.0,0.0,0.0,18.65013214485001,29.062592365106877,0.0,0.0,0.0,0.0,0.0,60.97661890734835,10.90082319199999,0.0,0.0,0.0,0.0,0.0,103.63278912056619,36.71798494792612,0.0,0.0,0.0,0.0,0.0,26.604163336427145,2.99136041580047,0.0,0.0,0.0,0.0,0.0,23.35010007829978
16,91.88364536558278,6.243222258645637,0.0,0.0,0.0,0.0,0.0,0.7660489473981063,0.0,0.0,0.0,0.0,0.0,2.977613848205656,0.8634092439079878,0.0,0.0,0.0,0.0,0.0,2.5504711307331625,0.9236356519098682,0.0,0.0,0.0,0.0,0.0,9.312340024948064,0.981878455353937,0.0,0.0,0.0,0.0,0.0,1.1004364066570016,16.35780391943582,0.0,0.0,0.0,0.0,0.0,99.11994964438799,9.72697853228846,0.0,0.0,0.0,0.0,0.0,9.699065956013134,8.564803914097828,0.0,0.0,0.0,0.0,0.0,41.081520073452765,8.854049630038451,0.0,0.0,0.0,0.0,0.0,10.279402800785999,22.218428169537887,0.0,0.0,0.0,0.0,0.0,123.24258881895436,6.048964605108894,0.0,0.0,0.0,0.0,0.0,14.463441950583217,2.6559399119034626,0.0,0.0,0.0,0.0,0.0,0.8971232846647575,7.023686364116953,0.0,0.0,0.0,0.0,0.0,41.920418430382384,16.67162932236794,0.0,0.0,0.0,0.0,0.0,80.46902153171679,15.413376462637007,0.0,0.0,0.0,0.0,0.0,19.880400612599168,23.3568540428447,0.0,0.0,0.0,0.0,0.0,34.09021357379884,3.8081942514129277,0.0,0.0,0.0,0.0,0.0,25.624549219805818
17,10.0705980153524,6.29883839904673,0.0,0.0,0.0,0.0,0.0,1.7997206422716867,0.0,0.0,0.0,0.0,0.0,1.55300990928851,2.1964385306100342,0.0,0.0,0.0,0.0,0.0,9.817726471660553,0.8717421289134516,0.0,0.0,0.0,0.0,0.0,4.140245380082658,0.6719758265090797,0.0,0.0,0.0,0.0,0.0,1.5465801309352702,20.3488257688605,0.0,0.0,0.0,0.0,0.0,100.88304561232462,10.60097179192209,0.0,0.0,0.0,0.0,0.0,46.228818102441195,8.409717597640268,0.0,0.0,0.0,0.0,0.0,0.36777024554721377,8.977406603305344,0.0,0.0,0.0,0.0,0.0,92.64763170709313,38.228784929014736,0.0,0.0,0.0,0.0,0.0,27.04630575115118,8.608141727893202,0.0,0.0,0.0,0.0,0.0,13.941928079270037,3.696262995230569,0.0,0.0,0.0,0.0,0.0,17.772056561327005,13.46666694656656,0.0,0.0,0.0,0.0,0.0,15.22535351776881,31.90340363511993,0.0,0.0,0.0,0.0,0.0,29.925045609233408,15.226648544169148,0.0,0.0,0.0,0.0,0.0,14.594798930423405,24.175378942597447,0.0,0.0,0.0,0.0,0.0,72.46956817726337,10.24403437722603,0.0,0.0,0.0,0.0,0.0,19.46742056990177
18,35.783464685463485,21.255977731619264,0.0,0.0,0.0,0.0,0.0,1.6429880187452277,0.0,0.0,0.0,0.0,0.0,10.93773634468235,0.41534577769078906,0.0,0.0,0.0,0.0,0.0,13.55780664553706,2.1655118290791635,0.0,0.0,0.0,0.0,0.0,13.047151525633259,1.152677597099437,0.0,0.0,0.0,0.0,0.0,3.8387205512637563,23.533993437300477,0.0,0.0,0.0,0.0,0.0,79.95340609406183,47.25095712227436,0.0,0.0,0.0,0.0,0.0,26.614415213568602,10.441404553573786,0.0,0.0,0.0,0.0,0.0,0.1643189688850174,13.9737754488434,0.0,0.0,0.0,0.0,0.0,5.775736748225216,18.89470509606512,0.0,0.0,0.0,0.0,0.0,66.79538838281304,6.627753932819738,0.0,0.0,0.0,0.0,0.0,21.345868907702105,4.580474536592857,0.0,0.0,0.0,0.0,0.0,54.628713671374236,32.411895934791936,0.0,0.0,0.0,0.0,0.0,4.445342315368063,38.20112599623099,0.0,0.0,0.0,0.0,0.0,38.188861075634534,44.54644775402168,0.0,0.0,0.0,0.0,0.0,24.980871799066033,53.79248857277084,0.0,0.0,0.0,0.0,0.0,17.739251468035995,10.062507289775109,0.0,0.0,0.0,0.0,0.0,11.282909499115416
