,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
19,92.00430396738568,8.370960914712517,0.0,0.0,0.0,0.0,0.0,0.6026845500007052,0.0,0.0,0.0,0.0,0.0,0.4369576914558626,0.790351562247561,0.0,0.0,0.0,0.0,0.0,5.116588006354726,0.7274365423300186,0.0,0.0,0.0,0.0,0.0,8.460065018540403,0.9088042405989685,0.0,0.0,0.0,0.0,0.0,0.9116029324238025,16.28367260746951,0.0,0.0,0.0,0.0,0.0,81.94433839828832,6.5786734061136976,0.0,0.0,0.0,0.0,0.0,18.03717291476917,9.80691997507075,0.0,0.0,0.0,0.0,0.0,30.830953262821414,8.619742540962811,0.0,0.0,0.0,0.0,0.0,22.480414085154866,26.739745382836418,0.0,0.0,0.0,0.0,0.0,74.01132240162272,5.683698824192385,0.0,0.0,0.0,0.0,0.0,14.227483372486848,3.24115826330855,0.0,0.0,0.0,0.0,0.0,19.08256399707194,12.283879278854297,0.0,0.0,0.0,0.0,0.0,9.038609607849658,18.869202418559915,0.0,0.0,0.0,0.0,0.0,30.511584974099442,13.924443799996714,0.0,0.0,0.0,0.0,0.0,14.662568285461692,15.11992261095682,0.0,0.0,0.0,0.0,0.0,25.48239741123245,4.087616823430286,0.0,0.0,0.0,0.0,0.0,37.464595613616254
20,13.158745058713997,8.184962319607495,0.0,0.0,0.0,0.0,0.0,0.479349425332731,0.0,0.0,0.0,0.0,0.0,3.102483194555084,0.49807072122222285,0.0,0.0,0.0,0.0,0.0,3.0248002987155593,0.6016465497157869,0.0,0.0,0.0,0.0,0.0,13.536780884667392,0.3867799240167436,0.0,0.0,0.0,0.0,0.0,1.0623511270631474,14.993085242155868,0.0,0.0,0.0,0.0,0.0,80.43224674410341,9.120837647200663,0.0,0.0,0.0,0.0,0.0,69.87498924185402,9.858011275204142,0.0,0.0,0.0,0.0,0.0,89.36651343944801,7.148933961730106,0.0,0.0,0.0,0.0,0.0,12.50854185720878,11.61355173738334,0.0,0.0,0.0,0.0,0.0,20.25767443160542,6.901533544099266,0.0,0.0,0.0,0.0,0.0,17.885569375491457,2.7595200509009725,0.0,0.0,0.0,0.0,0.0,21.315836299987094,8.14728029621874,0.0,0.0,0.0,0.0,0.0,95.89410390900815,14.57019977598998,0.0,0.0,0.0,0.0,0.0,33.258353539284656,8.928664828823715,0.0,0.0,0.0,0.0,0.0,84.42290477569549,15.527450934878328,0.0,0.0,0.0,0.0,0.0,88.10798797866936,5.257706377230257,0.0,0.0,0.0,0.0,0.0,23.59870158417499
21,2.4750336682486807,4.811988540424954,0.0,0.0,0.0,0.0,0.0,0.6091594364385118,0.0,0.0,0.0,0.0,0.0,6.618527481701439,0.446241269978063,0.0,0.0,0.0,0.0,0.0,1.1038780029012014,1.617913956735586,0.0,0.0,0.0,0.0,0.0,9.926081538000501,1.140203761009849,0.0,0.0,0.0,0.0,0.0,0.6509176624981907,15.358246752242936,0.0,0.0,0.0,0.0,0.0,51.130977546249554,8.436567753408571,0.0,0.0,0.0,0.0,0.0,44.44233019757317,7.089882315279309,0.0,0.0,0.0,0.0,0.0,6.308867247901805,14.946910972172093,0.0,0.0,0.0,0.0,0.0,30.165535015883936,10.081843136853138,0.0,0.0,0.0,0.0,0.0,25.185817112506268,4.3531205640396795,0.0,0.0,0.0,0.0,0.0,10.019790410282555,3.2782540866183316,0.0,0.0,0.0,0.0,0.0,42.78429571050535,7.567432831746686,0.0,0.0,0.0,0.0,0.0,81.0689498546507,32.16363215974103,0.0,0.0,0.0,0.0,0.0,25.99182620029234,15.7036033795378,0.0,0.0,0.0,0.0,0.0,26.65497630479566,8.719935736352596,0.0,0.0,0.0,0.0,0.0,96.84641500388636,3.937041079266866,0.0,0.0,0.0,0.0,0.0,23.961240160819074
22,1.3175711644619306,12.420844220484328,0.0,0.0,0.0,0.0,0.0,0.5291350615017063,0.0,0.0,0.0,0.0,0.0,1.1430214423057452,1.2461035273728074,0.0,0.0,0.0,0.0,0.0,1.1716481526229081,1.7149372761557247,0.0,0.0,0.0,0.0,0.0,3.1715115855106926,0.8475135424179184,0.0,0.0,0.0,0.0,0.0,1.8412722464692033,24.4509175094504,0.0,0.0,0.0,0.0,0.0,96.51361561291387,44.51496264081201,0.0,0.0,0.0,0.0,0.0,1.3265682862200097,21.013668651637722,0.0,0.0,0.0,0.0,0.0,12.906659211831462,20.928693513560017,0.0,0.0,0.0,0.0,0.0,61.93717093276664,11.50239953883737,0.0,0.0,0.0,0.0,0.0,31.06743050280804,5.697442640241566,0.0,0.0,0.0,0.0,0.0,63.30368966959202,4.9534285857098235,0.0,0.0,0.0,0.0,0.0,19.979343645219426,23.332961466315236,0.0,0.0,0.0,0.0,0.0,84.62074153932251,69.83365256794602,0.0,0.0,0.0,0.0,0.0,52.709854927877856,31.10999932142576,0.0,0.0,0.0,0.0,0.0,18.49145393215105,36.79693397432817,0.0,0.0,0.0,0.0,0.0,24.98947838400145,5.737209097297765,0.0,0.0,0.0,0.0,0.0,12.982845658740217
23,4.991801278726736,5.008895062624091,0.0,0.0,0.0,0.0,0.0,1.1348203967384332,0.0,0.0,0.0,0.0,0.0,13.068605663392468,0.6459179979129996,0.0,0.0,0.0,0.0,0.0,1.7260064486894566,0.8650833124117785,0.0,0.0,0.0,0.0,0.0,3.8546435216966164,0.4820613963991761,0.0,0.0,0.0,0.0,0.0,6.069307283201743,24.73973669400299,0.0,0.0,0.0,0.0,0.0,98.97693482117765,7.713428218564823,0.0,0.0,0.0,0.0,0.0,2.9185333079594193,7.262652881089543,0.0,0.0,0.0,0.0,0.0,78.05610562578507,7.707216708071556,0.0,0.0,0.0,0.0,0.0,46.23561831828696,20.0358640020019,0.0,0.0,0.0,0.0,0.0,25.981728156165502,6.268048946710668,0.0,0.0,0.0,0.0,0.0,6.231305189505909,3.373696377015606,0.0,0.0,0.0,0.0,0.0,4.805350082909547,9.610949945211607,0.0,0.0,0.0,0.0,0.0,29.386209583650974,14.957526656968264,0.0,0.0,0.0,0.0,0.0,45.93912413447603,9.428167574074553,0.0,0.0,0.0,0.0,0.0,62.421398228070906,9.514807145061422,0.0,0.0,0.0,0.0,0.0,51.52839094284643,3.450153952389151,0.0,0.0,0.0,0.0,0.0,28.824807766141817
24,71.57056281818551,3.3302851882262936,0.0,0.0,0.0,0.0,0.0,1.0106383377621744,0.0,0.0,0.0,0.0,0.0,1.3230110189719873,0.460879337012398,0.0,0.0,0.0,0.0,0.0,1.193642930356376,0.6083855047297976,0.0,0.0,0.0,0.0,0.0,6.683855742494752,0.4864215869106766,0.0,0.0,0.0,0.0,0.0,9.878456256217623,41.2995684413966,0.0,0.0,0.0,0.0,0.0,16.251695201957872,13.730699897802918,0.0,0.0,0.0,0.0,0.0,38.640259704299844,8.70990613130126,0.0,0.0,0.0,0.0,0.0,6.966810293344353,8.371842518161278,0.0,0.0,0.0,0.0,0.0,18.35917230147289,24.804398751744877,0.0,0.0,0.0,0.0,0.0,8.189726302366925,11.754736004794982,0.0,0.0,0.0,0.0,0.0,3.4273264238901135,4.8351349253720874,0.0,0.0,0.0,0.0,0.0,10.7713232698592,21.548340477322117,0.0,0.0,0.0,0.0,0.0,22.301650359104915,18.08597240499447,0.0,0.0,0.0,0.0,0.0,23.21669321615117,15.541985200633338,0.0,0.0,0.0,0.0,0.0,5.105619033524353,26.176901828091673,0.0,0.0,0.0,0.0,0.0,14.68324022286155,7.500861337737967,0.0,0.0,0.0,0.0,0.0,19.807523136898638
25,24.98538801274474,21.202139125867298,0.0,0.0,0.0,0.0,0.0,0.3326114565581285,0.0,0.0,0.0,0.0,0.0,2.328046772477917,4.125690911861139,0.0,0.0,0.0,0.0,0.0,2.4991887034678393,1.8334931095751799,0.0,0.0,0.0,0.0,0.0,19.449231952644173,0.79342737369173,0.0,0.0,0.0,0.0,0.0,1.47278437290575,34.33549342269302,0.0,0.0,0.0,0.0,0.0,42.28431512659329,59.8685085042595,0.0,0.0,0.0,0.0,0.0,13.026532654142331,28.093937694864923,0.0,0.0,0.0,0.0,0.0,1.055051178742412,27.39338815089258,0.0,0.0,0.0,0.0,0.0,107.01735250804646,52.49445906276188,0.0,0.0,0.0,0.0,0.0,46.68316156278201,6.979205106204683,0.0,0.0,0.0,0.0,0.0,6.277739130342676,4.490629782172092,0.0,0.0,0.0,0.0,0.0,34.74680397958611,57.51277749431478,0.0,0.0,0.0,0.0,0.0,188.92504060294158,109.64496550318385,0.0,0.0,0.0,0.0,0.0,21.315181861021202,85.03607467296442,0.0,0.0,0.0,0.0,0.0,13.737194985009443,161.18800191463947,0.0,0.0,0.0,0.0,0.0,153.2254378302802,9.553419806662644,0.0,0.0,0.0,0.0,0.0,17.330139350701508
26,57.82350200907047,12.698822691880862,0.0,0.0,0.0,0.0,0.0,0.46974453660028787,0.0,0.0,0.0,0.0,0.0,0.7880243061005773,0.9012700093090871,0.0,0.0,0.0,0.0,0.0,1.2916419810322322,1.9978287105720602,0.0,0.0,0.0,0.0,0.0,58.965950610270255,0.8145408458267268,0.0,0.0,0.0,0.0,0.0,0.4571236576617554,17.627637123624964,0.0,0.0,0.0,0.0,0.0,87.53880947321983,19.697893799851627,0.0,0.0,0.0,0.0,0.0,3.459395390585797,6.654996623173288,0.0,0.0,0.0,0.0,0.0,59.65573513476858,11.133929529239861,0.0,0.0,0.0,0.0,0.0,38.10449746174333,13.234435674168838,0.0,0.0,0.0,0.0,0.0,39.15491693406328,6.330581510695161,0.0,0.0,0.0,0.0,0.0,24.438940857886582,2.39909428891698,0.0,0.0,0.0,0.0,0.0,1.215095225360522,22.310217186465913,0.0,0.0,0.0,0.0,0.0,5.976474098333924,15.058758488980228,0.0,0.0,0.0,0.0,0.0,113.87905863993014,29.44577052011844,0.0,0.0,0.0,0.0,0.0,178.8047537314337,28.59178913504895,0.0,0.0,0.0,0.0,0.0,13.266858310860638,4.6195981141596025,0.0,0.0,0.0,0.0,0.0,25.44117995080199
27,7.401062373463213,5.0505822370808025,0.0,0.0,0.0,0.0,0.0,0.42581509140456736,0.0,0.0,0.0,0.0,0.0,3.4573369263434555,0.8790809710917364,0.0,0.0,0.0,0.0,0.0,1.7913761103492463,1.4031651712474842,0.0,0.0,0.0,0.0,0.0,9.24744937953014,1.423616062635966,0.0,0.0,0.0,0.0,0.0,0.8267857991114311,23.162394477080078,0.0,0.0,0.0,0.0,0.0,18.286431992054702,6.435006238188751,0.0,0.0,0.0,0.0,0.0,7.95608791890749,10.079122619838039,0.0,0.0,0.0,0.0,0.0,0.5507160164205324,9.225721672990277,0.0,0.0,0.0,0.0,0.0,3.2601356087503124,9.863077038410644,0.0,0.0,0.0,0.0,0.0,20.889343136424706,9.155014760496476,0.0,0.0,0.0,0.0,0.0,7.313249301520322,3.310290802234848,0.0,0.0,0.0,0.0,0.0,1.022933154103609,7.238390401338949,0.0,0.0,0.0,0.0,0.0,31.86508980520448,15.969534548877093,0.0,0.0,0.0,0.0,0.0,16.090176622659815,8.139818716091066,0.0,0.0,0.0,0.0,0.0,31.51579561157336,7.777445555813381,0.0,0.0,0.0,0.0,0.0,20.155398567934583,3.629191465003664,0.0,0.0,0.0,0.0,0.0,9.157583693757015
28,0.06997852372100996,8.680017561245284,0.0,0.0,0.0,0.0,0.0,0.5185232130553222,0.0,0.0,0.0,0.0,0.0,0.826421389652445,0.36682473580506636,0.0,0.0,0.0,0.0,0.0,0.9770211029047804,0.8130017891182184,0.0,0.0,0.0,0.0,0.0,3.0109743863724723,0.4883298177195769,0.0,0.0,0.0,0.0,0.0,1.0857978336349494,19.481417422116838,0.0,0.0,0.0,0.0,0.0,38.165495820692726,20.026890978714295,0.0,0.0,0.0,0.0,0.0,4.921078996924727,8.661138109500087,0.0,0.0,0.0,0.0,0.0,11.271384842961533,18.333267717888706,0.0,0.0,0.0,0.0,0.0,19.37021737074837,16.188170267010012,0.0,0.0,0.0,0.0,0.0,20.675389965263257,5.867812080193963,0.0,0.0,0.0,0.0,0.0,16.836229688628325,2.154297380318331,0.0,0.0,0.0,0.0,0.0,1.9434677131450167,14.600893441100418,0.0,0.0,0.0,0.0,0.0,9.857396729304725,26.881264671220038,0.0,0.0,0.0,0.0,0.0,28.4558687742894,18.427197966484517,0.0,0.0,0.0,0.0,0.0,108.75192044894601,19.228042526480372,0.0,0.0,0.0,0.0,0.0,27.854856029294982,4.794102904344011,0.0,0.0,0.0,0.0,0.0,19.880962398525213
29,0.10605131285726485,3.378688974920193,0.0,0.0,0.0,0.0,0.0,1.0715197258861653,0.0,0.0,0.0,0.0,0.0,2.384819431480947,0.4979866990886276,0.0,0.0,0.0,0.0,0.0,3.6582334388545803,2.142199812902483,0.0,0.0,0.0,0.0,0.0,4.955252525220616,0.3945960428292374,0.0,0.0,0.0,0.0,0.0,0.8221791092191338,20.636931570704938,0.0,0.0,0.0,0.0,0.0,23.593825711276743,10.412819468313145,0.0,0.0,0.0,0.0,0.0,8.891757642570907,9.115462570513577,0.0,0.0,0.0,0.0,0.0,2.7315643569044643,10.673933146076918,0.0,0.0,0.0,0.0,0.0,45.87562968945166,8.175207216806614,0.0,0.0,0.0,0.0,0.0,6.180377808938516,6.492678096359668,0.0,0.0,0.0,0.0,0.0,16.01595398295562,2.46802866994719,0.0,0.0,0.0,0.0,0.0,8.907333441422777,14.398527063870253,0.0,0.0,0.0,0.0,0.0,9.435551106226464,16.805472954532718,0.0,0.0,0.0,0.0,0.0,30.93323448644165,13.416855685326317,0.0,0.0,0.0,0.0,0.0,10.63876706600179,10.40101987743758,0.0,0.0,0.0,0.0,0.0,80.7159566916339,4.116773721543978,0.0,0.0,0.0,0.0,0.0,6.674181160468919
30,13.947169822151395,10.05664059707686,0.0,0.0,0.0,0.0,0.0,1.236538214619104,0.0,0.0,0.0,0.0,0.0,8.282012529085181,1.6370949173225382,0.0,0.0,0.0,0.0,0.0,1.544283060798246,1.770536614213446,0.0,0.0,0.0,0.0,0.0,10.754114564356415,1.043462861953758,0.0,0.0,0.0,0.0,0.0,0.42749879121880574,22.652441914957016,0.0,0.0,0.0,0.0,0.0,48.75631155304685,11.45215115412159,0.0,0.0,0.0,0.0,0.0,9.852018681412723,7.831151231513683,0.0,0.0,0.0,0.0,0.0,8.443449496845766,19.66507223221759,0.0,0.0,0.0,0.0,0.0,14.184399443701011,10.840306299133898,0.0,0.0,0.0,0.0,0.0,19.736976913099404,4.589689370982144,0.0,0.0,0.0,0.0,0.0,8.214149412434516,2.8286641452223424,0.0,0.0,0.0,0.0,0.0,24.919093248181923,5.562295096607616,0.0,0.0,0.0,0.0,0.0,39.1814585200288,32.87893740314613,0.0,0.0,0.0,0.0,0.0,39.21072340323539,31.7315315359221,0.0,0.0,0.0,0.0,0.0,14.708698242715817,11.92329691499854,0.0,0.0,0.0,0.0,0.0,80.05725061402411,4.450010537344681,0.0,0.0,0.0,0.0,0.0,8.509479370444758
31,15.922812448115716,5.807341019600859,0.0,0.0,0.0,0.0,0.0,0.36441477405806644,0.0,0.0,0.0,0.0,0.0,1.369801712916477,0.40049360640535187,0.0,0.0,0.0,0.0,0.0,0.40408301261613266,2.0320946476810122,0.0,0.0,0.0,0.0,0.0,3.8428640533072556,0.4164502790735035,0.0,0.0,0.0,0.0,0.0,2.6354639811689347,25.02519927391975,0.0,0.0,0.0,0.0,0.0,78.6016555253737,7.951233027546557,0.0,0.0,0.0,0.0,0.0,70.09688218835097,5.5258343783529345,0.0,0.0,0.0,0.0,0.0,3.0710043744358266,8.353483128591686,0.0,0.0,0.0,0.0,0.0,17.909181587114116,15.922235465524839,0.0,0.0,0.0,0.0,0.0,10.654942818224365,10.748121627629274,0.0,0.0,0.0,0.0,0.0,67.34215160542433,5.322220875569748,0.0,0.0,0.0,0.0,0.0,0.625854062127371,8.081274305352352,0.0,0.0,0.0,0.0,0.0,61.585352087186514,12.15694206691722,0.0,0.0,0.0,0.0,0.0,138.11553955895766,13.881610616910214,0.0,0.0,0.0,0.0,0.0,6.623009337798201,8.320992410832972,0.0,0.0,0.0,0.0,0.0,97.75377353869067,5.193691913939533,0.0,0.0,0.0,0.0,0.0,2.547348038562516
32,1.5352975768799169,5.467293997662764,0.0,0.0,0.0,0.0,0.0,0.3353238794922021,0.0,0.0,0.0,0.0,0.0,3.4402510637879447,0.5793153270306086,0.0,0.0,0.0,0.0,0.0,1.5945244661168465,0.845213959314048,0.0,0.0,0.0,0.0,0.0,6.271430798959528,0.6570018175123391,0.0,0.0,0.0,0.0,0.0,8.050028549045004,34.163093461464356,0.0,0.0,0.0,0.0,0.0,13.16534638582388,6.367219250520931,0.0,0.0,0.0,0.0,0.0,5.440236085227922,6.196555426682279,0.0,0.0,0.0,0.0,0.0,0.7350231930816471,10.064899070962815,0.0,0.0,0.0,0.0,0.0,24.95495754448827,12.540935291554467,0.0,0.0,0.0,0.0,0.0,26.138328298177218,15.107067703785003,0.0,0.0,0.0,0.0,0.0,3.2018482402361896,2.4581637775059813,0.0,0.0,0.0,0.0,0.0,11.418499725272099,7.352260562525109,0.0,0.0,0.0,0.0,0.0,138.78461287898452,19.622369380570998,0.0,0.0,0.0,0.0,0.0,40.745166803399776,12.714945761769917,0.0,0.0,0.0,0.0,0.0,10.524597787977486,10.944682148170696,0.0,0.0,0.0,0.0,0.0,60.3070554200761,5.817998033407974,0.0,0.0,0.0,0.0,0.0,11.584318715002802
33,2.1686256058806155,4.427512229886999,0.0,0.0,0.0,0.0,0.0,0.3917835983885795,0.0,0.0,0.0,0.0,0.0,6.901914037083632,1.0113715659436628,0.0,0.0,0.0,0.0,0.0,2.3045424026038326,1.0611404185905124,0.0,0.0,0.0,0.0,0.0,1.5889006858670476,0.3497670219131388,0.0,0.0,0.0,0.0,0.0,1.7225892950127142,34.14320528575356,0.0,0.0,0.0,0.0,0.0,31.40073694010448,7.172159667564083,0.0,0.0,0.0,0.0,0.0,0.16417801141833688,7.258812070433913,0.0,0.0,0.0,0.0,0.0,116.75539035920917,13.23786125884803,0.0,0.0,0.0,0.0,0.0,6.624642542043194,7.385245957515156,0.0,0.0,0.0,0.0,0.0,5.012976703777075,6.846429846224828,0.0,0.0,0.0,0.0,0.0,2.195801965153543,3.7564627657700145,0.0,0.0,0.0,0.0,0.0,1.6178545333762273,9.44900815738409,0.0,0.0,0.0,0.0,0.0,14.906573569577253,29.484966209827878,0.0,0.0,0.0,0.0,0.0,18.219726927028223,17.531058139553654,0.0,0.0,0.0,0.0,0.0,20.880306861844346,15.21857884740211,0.0,0.0,0.0,0.0,0.0,10.663943333540987,4.510000313728861,0.0,0.0,0.0,0.0,0.0,8.240292097663238
34,19.899651902529488,9.589080026534342,0.0,0.0,0.0,0.0,0.0,0.3718978402019982,0.0,0.0,0.0,0.0,0.0,9.345413146110868,1.3883400049919015,0.0,0.0,0.0,0.0,0.0,1.5792402903979412,0.8785753897397126,0.0,0.0,0.0,0.0,0.0,2.2989619292852637,0.5400071832580603,0.0,0.0,0.0,0.0,0.0,0.7335910400846701,26.097966524691284,0.0,0.0,0.0,0.0,0.0,9.043569527050867,9.550482664694275,0.0,0.0,0.0,0.0,0.0,3.434026930371597,5.583046988986852,0.0,0.0,0.0,0.0,0.0,0.8061907800399196,18.505074160800167,0.0,0.0,0.0,0.0,0.0,10.585779966218439,7.039677563887588,0.0,0.0,0.0,0.0,0.0,9.009570923410825,5.545386695387372,0.0,0.0,0.0,0.0,0.0,2.2238299234668637,2.394973127872015,0.0,0.0,0.0,0.0,0.0,4.505795644189233,9.610730774479343,0.0,0.0,0.0,0.0,0.0,34.50792225329933,35.27001948408562,0.0,0.0,0.0,0.0,0.0,11.879591179077273,21.14966382707023,0.0,0.0,0.0,0.0,0.0,79.94048917703414,18.24256194485439,0.0,0.0,0.0,0.0,0.0,39.675433961585824,3.527963834431413,0.0,0.0,0.0,0.0,0.0,8.64018214434933
35,15.042752696965014,4.172717592568967,0.0,0.0,0.0,0.0,0.0,0.7989515062858683,0.0,0.0,0.0,0.0,0.0,3.33752481880093,0.8751124297097959,0.0,0.0,0.0,0.0,0.0,6.169452688537495,0.5641597021400688,0.0,0.0,0.0,0.0,0.0,3.3178753550847913,0.47222007358882834,0.0,0.0,0.0,0.0,0.0,0.8955425304295686,35.25114880908911,0.0,0.0,0.0,0.0,0.0,18.507906249363156,12.250255907482863,0.0,0.0,0.0,0.0,0.0,6.027435730232335,9.743051329054165,0.0,0.0,0.0,0.0,0.0,3.0192652252415058,16.449964858408674,0.0,0.0,0.0,0.0,0.0,12.591886299262885,20.543927514840206,0.0,0.0,0.0,0.0,0.0,29.581093192834093,5.019672778305532,0.0,0.0,0.0,0.0,0.0,11.772905665838374,2.5776841589768607,0.0,0.0,0.0,0.0,0.0,6.766718539514671,17.588651999305302,0.0,0.0,0.0,0.0,0.0,19.79355155345694,14.520610378090236,0.0,0.0,0.0,0.0,0.0,12.621108139060063,14.066290753679954,0.0,0.0,0.0,0.0,0.0,8.847572227763504,6.744448521970345,0.0,0.0,0.0,0.0,0.0,101.86535225668125,3.3101230623053177,0.0,0.0,0.0,0.0,0.0,5.401065839476463
36,5.840045509053306,7.7326143521055855,0.0,0.0,0.0,0.0,0.0,1.3666305125600902,0.0,0.0,0.0,0.0,0.0,5.584681733617897,1.067966827340745,0.0,0.0,0.0,0.0,0.0,2.5539716460553334,1.288120052064113,0.0,0.0,0.0,0.0,0.0,7.434410700046674,0.6978780520143022,0.0,0.0,0.0,0.0,0.0,13.253218541907898,36.6271135811134,0.0,0.0,0.0,0.0,0.0,16.180363645358923,10.414081680500235,0.0,0.0,0.0,0.0,0.0,4.131320593823734,5.43979696755305,0.0,0.0,0.0,0.0,0.0,0.4878762181067731,11.581384973147708,0.0,0.0,0.0,0.0,0.0,30.108621707106757,11.557164122681936,0.0,0.0,0.0,0.0,0.0,13.397016847993203,8.794203886474419,0.0,0.0,0.0,0.0,0.0,45.93539237808358,3.4621358402573854,0.0,0.0,0.0,0.0,0.0,1.1824356065493886,12.976423631673303,0.0,0.0,0.0,0.0,0.0,27.34297591530364,14.979644150881231,0.0,0.0,0.0,0.0,0.0,10.287089882034046,13.932655761305497,0.0,0.0,0.0,0.0,0.0,38.127367329402006,7.963644890808534,0.0,0.0,0.0,0.0,0.0,13.64320205106432,3.9502956418301456,0.0,0.0,0.0,0.0,0.0,17.654510075468618
37,27.394709306661802,6.9714525117618455,0.0,0.0,0.0,0.0,0.0,1.0915429125527805,0.0,0.0,0.0,0.0,0.0,1.0987601950820782,1.2479245128752814,0.0,0.0,0.0,0.0,0.0,0.9598774353733301,1.1588450329456206,0.0,0.0,0.0,0.0,0.0,1.7560612105101423,0.37636945033553,0.0,0.0,0.0,0.0,0.0,0.6649809363994844,40.37224514325771,0.0,0.0,0.0,0.0,0.0,10.735396090380853,6.035580891208443,0.0,0.0,0.0,0.0,0.0,1.916157648137624,5.467733826938493,0.0,0.0,0.0,0.0,0.0,0.5270510903919409,9.542523895173096,0.0,0.0,0.0,0.0,0.0,27.59846012346446,18.698160759648502,0.0,0.0,0.0,0.0,0.0,9.531487829301458,3.5244555593497315,0.0,0.0,0.0,0.0,0.0,4.75481759443265,2.5680457144900575,0.0,0.0,0.0,0.0,0.0,8.251628813172504,8.564856782270535,0.0,0.0,0.0,0.0,0.0,17.030148973127236,15.905107667023572,0.0,0.0,0.0,0.0,0.0,13.986810892954505,11.495096501761136,0.0,0.0,0.0,0.0,0.0,10.320815281549581,4.964375494191421,0.0,0.0,0.0,0.0,0.0,19.28249606802393,3.181082212929802,0.0,0.0,0.0,0.0,0.0,8.57369942094531
38,32.08457200988852,6.88721592292993,0.0,0.0,0.0,0.0,0.0,0.4379436103910458,0.0,0.0,0.0,0.0,0.0,3.327458741066648,0.6956023950495741,0.0,0.0,0.0,0.0,0.0,0.7277033670052604,0.6275021689090764,0.0,0.0,0.0,0.0,0.0,4.302737137353383,0.9595775038780058,0.0,0.0,0.0,0.0,0.0,2.5128203294466473,49.11386020259483,0.0,0.0,0.0,0.0,0.0,44.1999671930822,6.80377788463389,0.0,0.0,0.0,0.0,0.0,22.57380162310913,6.104529532068488,0.0,0.0,0.0,0.0,0.0,8.306518770503246,9.077453430451197,0.0,0.0,0.0,0.0,0.0,24.926068588859344,19.848077499228555,0.0,0.0,0.0,0.0,0.0,30.133567979790207,4.476161810871941,0.0,0.0,0.0,0.0,0.0,2.2704886548376164,2.4222451225335218,0.0,0.0,0.0,0.0,0.0,1.3533674920613707,8.91603759167759,0.0,0.0,0.0,0.0,0.0,7.981790954934589,27.77752308088925,0.0,0.0,0.0,0.0,0.0,14.362466320678623,11.577402391721355,0.0,0.0,0.0,0.0,0.0,5.683567245864677,14.746352042417476,0.0,0.0,0.0,0.0,0.0,4.151388064751674,3.9132953561530246,0.0,0.0,0.0,0.0,0.0,5.94870111088763
39,2.632201294792298,7.2199729768417695,0.0,0.0,0.0,0.0,0.0,0.32146732374738535,0.0,0.0,0.0,0.0,0.0,0.8162901669396463,0.9265498833718436,0.0,0.0,0.0,0.0,0.0,2.845581799935599,0.6775553035882892,0.0,0.0,0.0,0.0,0.0,1.2093687710800334,0.5050871983481989,0.0,0.0,0.0,0.0,0.0,4.051697600090336,33.54660937763125,0.0,0.0,0.0,0.0,0.0,3.844829106194394,6.685945241376053,0.0,0.0,0.0,0.0,0.0,7.064095045606261,11.68845564080268,0.0,0.0,0.0,0.0,0.0,5.571903464835604,9.748886177415585,0.0,0.0,0.0,0.0,0.0,2.8663105920950924,13.298752590492441,0.0,0.0,0.0,0.0,0.0,7.630325796751982,4.61994578525156,0.0,0.0,0.0,0.0,0.0,6.054598731222133,2.7650942570289416,0.0,0.0,0.0,0.0,0.0,0.09229228673591704,14.068226796587197,0.0,0.0,0.0,0.0,0.0,8.199628648030567,17.33845477152706,0.0,0.0,0.0,0.0,0.0,11.01187579884349,13.225223398242594,0.0,0.0,0.0,0.0,0.0,17.966172481049494,14.654104867447638,0.0,0.0,0.0,0.0,0.0,12.462381183632749,4.601553175099612,0.0,0.0,0.0,0.0,0.0,2.5689826522501904
