,BIP,BIP,BIP,DUP22q11_2,DUP22q11_2,DUP22q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6752907273457893,0.08542712199042854,75.0,0.15448346292528303,55.55555555555556,0.775878520379104
1,1.0673108340101847,0.09443694469232271,75.0,0.15509513759729357,44.44444444444444,0.6884286429717971
2,0.680506170483987,0.07807205001954186,75.0,0.15669578029813522,44.44444444444444,0.6953620664423253
3,0.4613940445587591,0.09830753925206918,75.0,0.15532594251783477,44.44444444444444,0.6740273143852727
4,0.5833309277011649,0.07301753183890888,75.0,0.15551349595045752,44.44444444444444,0.6891319195224453
5,0.6038044592280581,0.0722641630700548,75.0,0.15279297046394166,44.44444444444444,0.6882042036009409
6,0.561544091037385,0.07201903780053522,75.0,0.1530147908058671,44.44444444444444,0.6831401456847571
7,0.8414921791417791,0.07208206428608704,75.0,0.1511654639034794,44.44444444444444,0.6798165038323271
8,0.6557080713982529,0.07187127325742768,75.0,0.1559811768011999,44.44444444444444,0.7084846322837587
9,0.47107414425231653,0.07097432551081449,75.0,0.15235009861965929,44.44444444444444,0.6789229476145991
10,0.676849632591147,0.13545082381674722,75.0,0.14995182251319011,44.44444444444444,0.692196689174312
11,1.2023155192474857,0.07150188752725499,75.0,0.15749587562186546,44.44444444444444,0.7157573309035733
12,0.8755225525065775,0.06713006875157551,75.0,0.15599724181791594,44.44444444444444,0.6888166697549426
13,0.363891337112694,0.08350847983859683,75.0,0.15635193624816315,44.44444444444444,0.6870776761161808
14,0.8455145212452709,0.10433076063799275,75.0,0.15790461498104338,44.44444444444444,0.6709085165269281
15,0.16656226700631546,0.0699588280045134,75.0,0.1866411487363507,44.44444444444444,0.43323901107308155
16,1.128906054442076,0.26079849171684205,75.0,0.504282136394774,44.44444444444444,0.9075334967696042
17,0.3253395190740398,0.10635473179609894,75.0,0.1602902774488809,55.55555555555556,0.5327487602017559
18,1.3887459445276553,0.14205881406435936,75.0,0.16526686963981202,55.55555555555556,0.6907590652726728
19,0.17337688314813565,0.13238086239035995,78.125,0.15454400994001669,55.55555555555556,0.6874512363551432
20,0.16173755254427452,0.13234898420266886,78.125,0.15358306218804815,55.55555555555556,0.7066793499621444
21,0.49551524710483996,0.17297020308874994,71.875,0.15293941420276783,55.55555555555556,0.6800643408962709
22,0.012351079197396456,0.20366918157934588,65.625,0.1528326329856193,55.55555555555556,0.692759421810262
23,0.05176460184099949,0.14674658559720963,81.25,0.41842309065223127,44.44444444444444,3.422227031169593
24,1.2304934025976255,0.19109301613948207,71.875,0.15610558657330792,55.55555555555556,0.275959344527743
25,1.274075955684804,0.17204965221531413,65.625,0.1440349298403456,33.33333333333333,0.43160545383631926
26,0.07147905775893167,0.15121764933311282,75.0,0.15488731497685304,44.44444444444444,0.6639524278312194
27,0.04973729801065505,0.23558813195869927,75.0,0.145472596839188,55.55555555555556,0.5867719831946304
28,0.0013461028575827757,0.16150028862911614,78.125,0.1828612960983136,55.55555555555556,0.13609615775650222
29,0.000847557888458829,0.13526419161227782,84.375,0.26816288584968007,33.33333333333333,0.060373147408493276
30,0.006108352262213545,0.27370923900368527,75.0,0.3945708687890408,44.44444444444444,0.3951382375093231
31,0.0017467259470036948,0.293391698951754,75.0,0.344294990835043,55.55555555555556,0.15052889851143073
32,0.0002595700002872944,0.2557932968085434,75.0,0.1862143032929139,55.55555555555556,0.10618854930680499
33,0.012319707170146115,0.19665199719914447,75.0,0.3566086344948989,33.33333333333333,0.006851328394114253
34,0.03148550669402964,0.1286704620651437,81.25,0.31720895008409183,55.55555555555556,0.6580049584446972
35,0.0002720974651598534,0.18339990732959133,78.125,0.2417183357897526,44.44444444444444,0.060903487473901695
36,0.0005375764831290471,0.216142703877923,75.0,0.22129377415222024,55.55555555555556,0.026225345020476905
37,0.019119992776846447,0.19347425825397446,81.25,0.2715656032313774,33.33333333333333,0.006916717466156332
38,0.002960003606951093,0.260379168226007,75.0,0.24329658829978135,44.44444444444444,0.025995839694813953
39,0.03370111926505258,0.189679546331104,81.25,0.7825231278259214,33.33333333333333,0.004523785351829949
