,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.692859281925824,0.6967187596649917,40.0,0.8333333333333333,0.0,0.0,0.0,0.6933867148263659,36.36363636363637,0.3214285714285714,0.0,0.0,0.0,0.6922602030306507,0.6947766088592476,45.45454545454545,0.15625,0.5833333432674408,0.4166666716337204,1.0,0.8925295392906059,0.6974345096831818,46.666666666666664,0.48958333333333337,0.0,0.0,0.0,0.6800293941744862,0.6932104577478659,50.0,0.5,0.0,0.0,0.0,0.6929700746478337,0.693008652832659,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6936932857534581,0.6933096931115056,50.0,0.4444444444444444,0.0,0.0,0.0,0.6909404928792654,0.6822151625959989,60.0,0.46875,0.0,0.0,0.0,0.6869552169547414,0.6963524466095173,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.8075857926541445,0.7121716986847901,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,1.0781079076166986,0.6930946853782152,57.89473684210527,0.7083333333333334,0.7090909083684286,0.5555555721124014,1.0,0.6927524938243224,0.693996899289804,10.0,0.5357142857142857,0.0,0.0,0.0,0.6930648616847256,0.6833213600003779,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6918370523868195
1,0.6932415758515129,0.6931300232450696,60.0,0.46875,0.8333333432674408,0.75,1.0,0.6990691588823336,63.63636363636363,0.6666666666666666,0.7846153974533081,0.6458333432674408,1.0,1.1746594277195008,0.6934243737315606,45.45454545454545,0.0,0.6727272868156433,0.5208333432674408,1.0,0.6926638693155569,0.7084292175268092,46.666666666666664,0.25,0.25,0.3333333432674408,0.20000000298023224,0.6795917324629777,0.6929210590200805,50.0,0.625,0.6666666865348816,0.5,1.0,0.6929088633637116,0.7033708728780995,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.6844166969647569,0.6925748269857417,50.0,1.0,0.6666666865348816,0.5,1.0,0.6924302768179064,0.8253544880720446,60.0,0.4375,0.0,0.0,0.0,0.5317295064016069,0.6934609710600178,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6929444355311254,0.6930404809411557,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.6923006236737144,0.6931386677180257,47.368421052631575,0.7222222222222222,0.6969697078069051,0.5833333333333334,1.0,0.6937949468708774,0.6927195699540688,70.0,0.75,0.7500000298023224,1.0,0.6071428656578064,0.6932291103018458,0.6800655815931258,50.0,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.6731561352757992
2,0.6945119588284635,0.6940579412529775,40.0,0.3,0.0,0.0,0.0,0.6989051722189324,63.63636363636363,0.16666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.602922811825178,0.6937285400730849,45.45454545454545,0.25,0.6727272868156433,0.5208333432674408,1.0,0.6923299509743966,0.7851964902654788,46.666666666666664,0.325,0.0,0.0,0.0,0.6288550279376087,0.6928746744244285,50.0,0.75,0.6666666865348816,0.5,1.0,0.6934791112074079,0.7361991539500622,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.5929030622424103,0.8619348043136122,50.0,0.2222222222222222,0.0,0.0,0.0,0.547764959247184,0.6917461005067257,80.0,0.41666666666666663,0.5,0.5,0.5,0.8396640080456289,0.6727481929822362,57.14285714285714,0.75,0.0,0.0,0.0,0.693374421110241,0.6806841823313279,44.44444444444444,0.65,0.7727272808551788,0.6875,1.0,0.694323807320758,0.6932009026034681,52.63157894736842,0.5305555555555556,0.0,0.0,0.0,0.6921668818270881,0.6936596469708476,20.0,0.75,0.3333333432674408,0.5,0.25,0.6943053432950692,0.6665888966161375,60.0,0.5833333333333333,0.75,0.7000000029802322,0.8333333432674408,0.6508347660871464
3,0.6932396512795459,0.8743658853700753,40.0,0.0,0.0,0.0,0.0,0.6308386349452917,63.63636363636363,1.0,0.6785714328289032,0.5416666716337204,1.0,0.6929136844740521,0.7311316404472024,45.45454545454545,0.125,0.5833333432674408,0.4166666716337204,1.0,0.6635535319311385,0.6857774508809726,53.333333333333336,0.9166666666666667,0.6969697177410126,0.5357142984867096,1.0,0.5891185893168066,0.6930342586932539,50.0,0.6875,0.0,0.0,0.0,0.6930755022683324,0.7582863730684091,62.5,0.4,0.7692307829856873,0.625,1.0,0.5779845182005591,0.6930803747129465,50.0,0.6666666666666666,0.0,0.0,0.0,0.6898501564641853,0.8097773451649036,60.0,0.75,0.0,0.0,0.0,0.5309669667392513,0.6930959097676107,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6928358516372656,0.6688862832837135,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.6820142025789653,0.6931036742607832,47.368421052631575,0.6847222222222222,0.670707086722056,0.5138888955116272,1.0,0.6934578764819544,0.6870857314401922,90.0,0.75,0.9666666686534882,0.9375,1.0,0.6917681615890388,0.9008323217314306,50.0,0.55,0.38461539149284363,0.3125,0.5,0.6425541217268251
4,0.6889681273193307,0.6866887608442427,70.0,0.5416666666666667,0.4615384638309479,0.4285714328289032,0.5,0.674038162440453,63.63636363636363,0.6,0.7846153974533081,0.6458333432674408,1.0,0.6172193370262737,0.7633841000663515,45.45454545454545,0.28125,0.5833333432674408,0.4166666716337204,1.0,0.692319186020901,0.7637500816715381,46.666666666666664,0.23333333333333334,0.1428571492433548,0.25,0.10000000149011612,0.7250941542540453,0.6930465504115217,62.5,0.875,0.7272727489471436,0.5714285969734192,1.0,0.6993907953702044,0.759630966957304,25.0,0.2,0.0,0.0,0.0,0.6587554092642043,0.727346579447569,50.0,0.4444444444444444,0.0,0.0,0.0,0.6936348343865514,0.6664968113119791,60.0,0.8,0.0,0.0,0.0,0.6108303693169209,0.693295134166779,57.14285714285714,0.25,0.0,0.0,0.0,0.6893209893624318,0.6953514005177175,44.44444444444444,0.59375,0.3333333432674408,0.25,0.5,0.6314179218448993,0.6930957246104359,52.63157894736842,0.5694444444444444,0.6909091075261434,0.5376984278361002,1.0,0.6924743994783835,0.6978038393471271,40.0,0.75,0.5555555820465088,1.0,0.3928571492433548,0.6919844288234327,0.6519044401619712,70.0,0.375,0.3333333432674408,0.5,0.25,0.584167093761208
5,0.6843997497653342,0.6389374982628475,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,0.6657350187730917,63.63636363636363,0.5,0.8333333432674408,0.75,1.0,0.5692469301703328,0.6941585110905201,45.45454545454545,0.09375,0.5833333432674408,0.4166666716337204,1.0,0.6945426056490329,0.6932542379520494,53.333333333333336,0.6071428571428572,0.5512820184230804,0.5166666582226753,0.8571428656578064,0.6874477562117947,0.6933086332308515,37.5,0.25,0.2857142686843872,0.3333333432674408,0.25,0.7092339200199624,0.7211313251204527,62.5,0.0,0.7692307829856873,0.625,1.0,0.6448849034327946,0.6890761188280345,50.0,0.4444444444444444,0.0,0.0,0.0,0.6956642061190517,0.700969061495396,60.0,0.26666666666666666,0.0,0.0,0.0,0.7361495419860512,0.6933466728318486,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6926816589488938,0.6532108965884889,44.44444444444444,0.59375,0.3333333432674408,0.25,0.5,0.691204714232903,0.6933219428380791,52.63157894736842,0.4166666666666667,0.0,0.0,0.0,0.6928322467855388,0.6927128938419681,60.0,0.75,0.6969697177410126,1.0,0.5357142984867096,0.6959949797907925,0.6179427346560695,50.0,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.5362874871545203
6,0.6998783837931988,0.6931177278398698,40.0,0.46875,0.6060605943202972,0.7142857164144516,0.625,0.6559192441450903,63.63636363636363,0.6666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.8754862574918024,0.6936632259152685,27.27272727272727,0.2833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.6925279349835731,0.8960713621650136,46.666666666666664,0.29166666666666663,0.1666666567325592,0.5,0.10000000149011612,0.8775450434645266,0.728879128093538,50.0,0.125,0.0,0.0,0.0,0.7427182807902619,0.7044154043281842,37.5,0.2,0.5454545617103577,0.5,0.6000000238418579,0.7609937692817462,0.6933054860497322,50.0,0.5555555555555556,0.0,0.0,0.0,0.8650869623081069,0.669397469830518,60.0,0.36666666666666664,0.0,0.0,0.0,0.7385985270120309,0.6940763514242925,28.57142857142857,0.08333333333333333,0.0,0.0,0.0,0.693909341782122,0.6965954528323448,44.44444444444444,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.342392482623115,0.6932737632680328,52.63157894736842,0.2222222222222222,0.0,0.0,0.0,0.693540011438112,0.6774465114943806,30.0,0.75,0.222222238779068,0.5,0.1428571492433548,0.6926481216250002,0.6120190163807026,70.0,0.84375,0.7857142686843872,0.8333333432674408,0.75,0.6130137089300114
7,0.7295625167199228,0.6942260836676697,40.0,0.16666666666666666,0.0,0.0,0.0,0.7254456042819769,63.63636363636363,0.41666666666666663,0.6785714328289032,0.5416666716337204,1.0,0.5411854474869774,0.6953070280003749,54.54545454545454,0.45,0.0,0.0,0.0,0.7242436933632943,0.6802222755346967,60.0,0.6083333333333334,0.7166666686534882,0.571428582072258,1.0,0.6553999830667706,0.6930581298849429,50.0,0.5625,0.0,0.0,0.0,0.6943275637050643,1.0985600753856883,62.5,0.4,0.7692307829856873,0.625,1.0,0.30553854909096606,0.671345647077534,50.0,0.5555555555555556,0.0,0.0,0.0,0.6860233496748546,0.7633018716177876,60.0,0.03333333333333333,0.0,0.0,0.0,0.688445399099114,0.707512690456012,28.57142857142857,0.3333333333333333,0.0,0.0,0.0,0.692534753216503,0.6929037592207767,44.44444444444444,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.6907476555826886,0.6930025416083689,52.63157894736842,0.5777777777777778,0.0,0.0,0.0,0.6937192271939742,0.4079794373141758,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,0.6856537296045913,0.5891283428473824,60.0,0.4375,0.6969697177410126,0.5357142984867096,1.0,0.5868314244696524
8,0.6806038699494341,0.6925538548058114,60.0,0.43333333333333335,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.653281753313633,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.46969758591566374,0.7033735819598156,45.45454545454545,0.5666666666666667,0.0,0.0,0.0,0.6554785103623537,1.106108438191498,53.333333333333336,0.4270833333333333,0.2857142686843872,0.3333333432674408,0.25,0.24379007256897914,0.9518046532453346,50.0,0.25,0.0,0.0,0.0,0.5651326725067841,0.6999568539356575,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.5184822515623967,0.6892414946177553,50.0,0.7777777777777778,0.0,0.0,0.0,0.6833071903941933,0.8051158283209426,60.0,0.46875,0.0,0.0,0.0,0.8162628216145281,0.6998745501996793,42.857142857142854,0.25,0.0,0.0,0.0,0.744970435765182,0.694826328835489,44.44444444444444,0.7166666666666667,0.7727272808551788,0.6875,1.0,0.6085531771573908,0.6931182237209003,47.368421052631575,0.6277777777777778,0.6564102669556936,0.5138888955116272,1.0,0.6947506951880121,0.6916092789586499,50.0,0.75,0.7727272808551788,1.0,0.6875,0.692095276767536,0.6128157585051024,60.0,0.875,0.800000011920929,0.75,0.875,0.5324725071381446
