,NYU,NYU,NYU,NYU,NYU,NYU,NYU,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,57.19254465114312,197.7909798037554,0.0,0.0,0.0,0.0,0.0,26.58739423540823,0.0,0.0,0.0,0.0,0.0,37.21268898371471,24.792031524039476,0.0,0.0,0.0,0.0,0.0,10.568394521647157,375.91572450601547,0.0,0.0,0.0,0.0,0.0,54.60223594143473,12.697802287855867,0.0,0.0,0.0,0.0,0.0,5.726191139109878,1866.9688467205058,0.0,0.0,0.0,0.0,0.0,814.7167008619032,832.7905029263798,0.0,0.0,0.0,0.0,0.0,1557.1535672806347,323.39831923639446,0.0,0.0,0.0,0.0,0.0,216.44089829788754,461.37616623087507,0.0,0.0,0.0,0.0,0.0,351.9950823729142,587.3312282577089,0.0,0.0,0.0,0.0,0.0,713.3992813272179,689.235353533277,0.0,0.0,0.0,0.0,0.0,674.9975280905868,315.4726351933933,0.0,0.0,0.0,0.0,0.0,850.1858525814698,50.62819189770125,0.0,0.0,0.0,0.0,0.0,427.06053854262603,144.1776101532896,0.0,0.0,0.0,0.0,0.0,414.1105193626142,2835.189850774069,0.0,0.0,0.0,0.0,0.0,2553.2542393827744,3023.24307826683,0.0,0.0,0.0,0.0,0.0,3476.2470922829007,198.48140767275592,0.0,0.0,0.0,0.0,0.0,242.68766019642018
1,27.201978559362058,150.759818908152,0.0,0.0,0.0,0.0,0.0,1.9119843583112723,0.0,0.0,0.0,0.0,0.0,15.684462425621504,6.465281232746072,0.0,0.0,0.0,0.0,0.0,21.53775968154472,120.10805941860622,0.0,0.0,0.0,0.0,0.0,157.24834010467407,3.8923604523744615,0.0,0.0,0.0,0.0,0.0,8.383987405459605,1492.9102356419023,0.0,0.0,0.0,0.0,0.0,998.7841255526243,683.5946151779356,0.0,0.0,0.0,0.0,0.0,214.87928926256976,321.7341731798134,0.0,0.0,0.0,0.0,0.0,386.89232745742544,413.00798974989124,0.0,0.0,0.0,0.0,0.0,331.2540171135453,236.25206011699396,0.0,0.0,0.0,0.0,0.0,197.9572423691963,508.42057564152367,0.0,0.0,0.0,0.0,0.0,136.7554992622292,201.36104333552188,0.0,0.0,0.0,0.0,0.0,59.42822805037973,28.693229257043374,0.0,0.0,0.0,0.0,0.0,61.84323608854581,94.5672891879735,0.0,0.0,0.0,0.0,0.0,86.58161225708612,2088.5496105671236,0.0,0.0,0.0,0.0,0.0,1992.9680472702457,2662.188830077539,0.0,0.0,0.0,0.0,0.0,3402.877286361976,99.79739630632456,0.0,0.0,0.0,0.0,0.0,95.42354769645266
2,87.39608394109158,81.56701608586935,0.0,0.0,0.0,0.0,0.0,3.45215448279926,0.0,0.0,0.0,0.0,0.0,2.1308735620429338,2.3149480912571394,0.0,0.0,0.0,0.0,0.0,1.497456691752317,12.25055110776367,0.0,0.0,0.0,0.0,0.0,7.269788251220776,26.751918717506882,0.0,0.0,0.0,0.0,0.0,29.35923979514044,1141.829855495614,0.0,0.0,0.0,0.0,0.0,1080.1063739731082,386.12761543097093,0.0,0.0,0.0,0.0,0.0,405.75722632288915,170.29159572194877,0.0,0.0,0.0,0.0,0.0,267.1059561297864,262.7116551052445,0.0,0.0,0.0,0.0,0.0,299.53984298675516,116.20950336205132,0.0,0.0,0.0,0.0,0.0,428.7687691072211,281.41131488923145,0.0,0.0,0.0,0.0,0.0,76.19103446797331,172.11602876258968,0.0,0.0,0.0,0.0,0.0,56.208179592792156,21.29877460421278,0.0,0.0,0.0,0.0,0.0,33.74136557522121,95.19828841129875,0.0,0.0,0.0,0.0,0.0,183.6047469000289,1878.962150097674,0.0,0.0,0.0,0.0,0.0,2215.5420832537266,2073.7086436218915,0.0,0.0,0.0,0.0,0.0,2879.6151319858586,49.939129119839116,0.0,0.0,0.0,0.0,0.0,88.29575470028473
3,26.980149092814408,70.89567561081863,0.0,0.0,0.0,0.0,0.0,3.5789009965290344,0.0,0.0,0.0,0.0,0.0,1.4997541507449543,5.393463428883575,0.0,0.0,0.0,0.0,0.0,8.617530039935478,18.490330434462564,0.0,0.0,0.0,0.0,0.0,2.250779919017036,22.22310213523835,0.0,0.0,0.0,0.0,0.0,29.16884490409178,646.6869267480279,0.0,0.0,0.0,0.0,0.0,296.6510009743783,132.639151517695,0.0,0.0,0.0,0.0,0.0,41.00305678402455,123.86167457062675,0.0,0.0,0.0,0.0,0.0,200.01088700773215,210.32196797363187,0.0,0.0,0.0,0.0,0.0,150.03896349956898,86.99157525345973,0.0,0.0,0.0,0.0,0.0,112.7981540958593,251.30747432315334,0.0,0.0,0.0,0.0,0.0,332.6954938016209,191.90529794229212,0.0,0.0,0.0,0.0,0.0,36.80226487884399,32.750467322229945,0.0,0.0,0.0,0.0,0.0,2.4882004339091215,109.9593940247703,0.0,0.0,0.0,0.0,0.0,139.55026610482585,990.1416612650271,0.0,0.0,0.0,0.0,0.0,658.8724228559659,1636.0166261624468,0.0,0.0,0.0,0.0,0.0,1690.5017041592303,43.69646467698755,0.0,0.0,0.0,0.0,0.0,89.2677837115514
4,31.624760749198003,77.55775073062564,0.0,0.0,0.0,0.0,0.0,1.8349700474072257,0.0,0.0,0.0,0.0,0.0,7.062514856619756,7.641796644969273,0.0,0.0,0.0,0.0,0.0,9.67154716009967,13.646813131000282,0.0,0.0,0.0,0.0,0.0,27.575583270969815,4.083260078666829,0.0,0.0,0.0,0.0,0.0,3.560229459306709,405.35851481002464,0.0,0.0,0.0,0.0,0.0,432.5696117687457,80.86556130948955,0.0,0.0,0.0,0.0,0.0,34.69594698891465,58.54899532761145,0.0,0.0,0.0,0.0,0.0,128.83838686750536,100.26005424164813,0.0,0.0,0.0,0.0,0.0,80.45981501875303,50.480648232452644,0.0,0.0,0.0,0.0,0.0,27.314289310180424,232.4430689545045,0.0,0.0,0.0,0.0,0.0,190.9345448804843,158.31543196193303,0.0,0.0,0.0,0.0,0.0,73.97134465162776,21.456999706805547,0.0,0.0,0.0,0.0,0.0,54.61066762746037,73.71096744102134,0.0,0.0,0.0,0.0,0.0,52.438662326988265,335.2468424742028,0.0,0.0,0.0,0.0,0.0,289.0062261639478,860.564282707988,0.0,0.0,0.0,0.0,0.0,826.1907010774287,68.34163136349373,0.0,0.0,0.0,0.0,0.0,115.23245968480683
5,91.77917202811115,73.40343273645337,0.0,0.0,0.0,0.0,0.0,3.127340559825578,0.0,0.0,0.0,0.0,0.0,2.7490282384637816,1.95898935616996,0.0,0.0,0.0,0.0,0.0,5.112917075590838,17.408306925100508,0.0,0.0,0.0,0.0,0.0,7.584260537480413,5.144834735818064,0.0,0.0,0.0,0.0,0.0,1.2741894603108734,389.31162358376696,0.0,0.0,0.0,0.0,0.0,520.9778032480725,62.27793626220213,0.0,0.0,0.0,0.0,0.0,192.7889482451774,33.89331647703213,0.0,0.0,0.0,0.0,0.0,68.38747062558771,112.81444719678925,0.0,0.0,0.0,0.0,0.0,71.46161269397518,72.01540359655323,0.0,0.0,0.0,0.0,0.0,45.01395460705041,310.50532155313266,0.0,0.0,0.0,0.0,0.0,101.59194830590252,164.54684727243426,0.0,0.0,0.0,0.0,0.0,46.448326472199184,26.69073203617604,0.0,0.0,0.0,0.0,0.0,8.624931314921115,101.91858179176366,0.0,0.0,0.0,0.0,0.0,1.8760639750330625,227.17986207159575,0.0,0.0,0.0,0.0,0.0,224.84673170041384,684.0696870289214,0.0,0.0,0.0,0.0,0.0,904.8110367987858,30.21038812490703,0.0,0.0,0.0,0.0,0.0,71.46821858550793
6,28.832130275177516,52.12810847080079,0.0,0.0,0.0,0.0,0.0,2.682075542977812,0.0,0.0,0.0,0.0,0.0,2.447202363023847,1.9426384316894907,0.0,0.0,0.0,0.0,0.0,2.5248415950298213,9.68185259640523,0.0,0.0,0.0,0.0,0.0,4.838960093235602,6.3952934472759235,0.0,0.0,0.0,0.0,0.0,1.2809100533562163,272.54936300626184,0.0,0.0,0.0,0.0,0.0,310.42473702615973,65.7493379095612,0.0,0.0,0.0,0.0,0.0,26.35160306613653,60.70846836627542,0.0,0.0,0.0,0.0,0.0,37.46577764639287,84.63336305070425,0.0,0.0,0.0,0.0,0.0,55.366398505979575,61.00047813174514,0.0,0.0,0.0,0.0,0.0,57.42770445438371,273.3579032550083,0.0,0.0,0.0,0.0,0.0,151.03692725718184,133.9388691679202,0.0,0.0,0.0,0.0,0.0,184.94967521240912,27.484144383020958,0.0,0.0,0.0,0.0,0.0,17.03211174591444,66.46662721923951,0.0,0.0,0.0,0.0,0.0,46.727150439795984,151.5477128151644,0.0,0.0,0.0,0.0,0.0,148.0493603155683,361.6057827407943,0.0,0.0,0.0,0.0,0.0,317.96883084208207,26.69194199503534,0.0,0.0,0.0,0.0,0.0,36.29678926658362
7,23.523293124430133,57.93378056273788,0.0,0.0,0.0,0.0,0.0,7.696283163863595,0.0,0.0,0.0,0.0,0.0,13.344078207664149,2.127459141953356,0.0,0.0,0.0,0.0,0.0,3.774763093590069,6.989198588531808,0.0,0.0,0.0,0.0,0.0,11.120024944345387,8.681953752935593,0.0,0.0,0.0,0.0,0.0,4.765747035318684,224.32753210018544,0.0,0.0,0.0,0.0,0.0,211.81908191384622,96.2889765047302,0.0,0.0,0.0,0.0,0.0,147.7807279232622,38.303309749389626,0.0,0.0,0.0,0.0,0.0,57.80960414694026,56.1110057817027,0.0,0.0,0.0,0.0,0.0,74.80068763624706,59.717213509668774,0.0,0.0,0.0,0.0,0.0,45.006630406214455,216.56591042129799,0.0,0.0,0.0,0.0,0.0,186.21853362939888,106.09817759943832,0.0,0.0,0.0,0.0,0.0,90.95872537658386,23.182131598768805,0.0,0.0,0.0,0.0,0.0,4.951311745227292,63.009429013376085,0.0,0.0,0.0,0.0,0.0,19.9606368360721,291.25450547056414,0.0,0.0,0.0,0.0,0.0,100.96731755788258,161.21726737767048,0.0,0.0,0.0,0.0,0.0,256.107582756395,39.42204443393311,0.0,0.0,0.0,0.0,0.0,31.27960400519414
8,21.559108007883125,54.81208665079505,0.0,0.0,0.0,0.0,0.0,4.684561317567819,0.0,0.0,0.0,0.0,0.0,5.4926480041409995,3.370311528829113,0.0,0.0,0.0,0.0,0.0,2.2078707292595574,12.707516155551893,0.0,0.0,0.0,0.0,0.0,5.817901043926296,1.9847664760925339,0.0,0.0,0.0,0.0,0.0,1.346863390070318,218.44552332922626,0.0,0.0,0.0,0.0,0.0,120.0286218760274,66.75590078677004,0.0,0.0,0.0,0.0,0.0,36.99826368334942,27.78833157998981,0.0,0.0,0.0,0.0,0.0,51.268747582918984,89.24122745657387,0.0,0.0,0.0,0.0,0.0,35.91158971565149,44.216318122178976,0.0,0.0,0.0,0.0,0.0,102.99316365105292,235.62763105456582,0.0,0.0,0.0,0.0,0.0,115.52709879727023,103.12271090949025,0.0,0.0,0.0,0.0,0.0,12.533935451236276,28.75609717995156,0.0,0.0,0.0,0.0,0.0,7.51720184919746,69.30283715474312,0.0,0.0,0.0,0.0,0.0,36.355872776388615,127.3893587636314,0.0,0.0,0.0,0.0,0.0,91.48636149196042,162.8377533600541,0.0,0.0,0.0,0.0,0.0,146.6747376137743,32.10369319987626,0.0,0.0,0.0,0.0,0.0,36.783037251597555
