,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.612536265196973,0.07777182259697782,70.07874015748031,0.725669642857143,0.5735795516520739,0.6666666697710752,0.5385416690260172,0.08936239472272646,67.74193548387096,0.31130952380952376,0.0,0.0,0.0,0.6926714827740437,0.1279865453025458,52.94117647058824,0.44305555555555554,0.0,0.0,0.0,0.7136845560908477,0.10070631029898267,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0,0.7009270764278982,0.11731331718344502,41.66666666666667,0.4666666666666667,0.36666667461395264,0.2916666716337204,0.6666666716337204,0.6815484164184535,0.09901392118879514,50.0,0.6333333333333333,0.1666666567325592,0.5,0.10000000149011612,0.693247289903157,0.1646412355035442,40.0,0.3833333333333333,0.27272728085517883,0.1875,0.5,0.6693764593344345,0.12644497022562187,28.57142857142857,0.2,0.444444477558136,0.2857142984867096,1.0,0.8036937035222274,0.09042209723066132,43.47826086956522,0.41142857142857137,0.40825398166974386,0.3785714328289032,0.5733333388964336,0.6938069192823466,0.11474641371040442,43.90243902439025,0.5430555555555555,0.5151515305042267,0.375,0.8333333333333334,0.6901229277085016
1,0.780261968516423,0.07359172589345472,68.50393700787401,0.7803199404761905,0.2744047660380602,0.3854166679084301,0.2520833360031247,0.07684271446890378,67.74193548387096,0.743452380952381,0.0,0.0,0.0,0.5896250834806359,0.1207926788034396,47.05882352941176,0.5444444444444444,0.2777777810891469,0.3333333432674408,0.2444444497426351,0.7401887742661447,0.12827795363172084,37.5,0.0,0.5454545617103577,0.375,1.0,1.1043806945954209,0.1154603728484468,66.66666666666666,0.5416666666666667,0.0,0.0,0.0,0.6944274535960031,0.09900671316504282,42.857142857142854,0.65625,0.0,0.0,0.0,0.7000114673604971,0.14321925535957364,30.0,0.39285714285714285,0.4583333432674408,0.5714285746216774,0.75,0.7578455408480449,0.14579613777240857,14.285714285714285,0.3,0.25,0.1666666716337204,0.5,0.9411206742876784,0.09046492023014582,35.65217391304348,0.5044047619047619,0.47775410711765287,0.34722222288449606,0.8666666666666667,0.6941889782338875,0.10138614076808468,46.34146341463415,0.5638888888888889,0.6339290539423624,0.5198412736256918,0.902777781089147,0.6927797464639764
2,0.20308643462074125,0.09539491101578344,62.99212598425197,0.7309895833333333,0.07083333283662796,0.125,0.054166668094694614,0.07429301525690854,67.74193548387096,0.765625,0.0,0.0,0.0,0.4017154130221268,0.18708318424954362,52.94117647058824,0.4666666666666666,0.0,0.0,0.0,0.7087932555488224,0.11480509147627954,37.5,0.2,0.5454545617103577,0.375,1.0,0.7127436960571456,0.11415198891312367,66.66666666666666,0.8666666666666667,0.0,0.0,0.0,0.6946496768938774,0.1024844799447689,42.857142857142854,0.4583333333333333,0.0,0.0,0.0,0.7336551380844629,0.137641189062714,70.0,0.45,0.20000000298023224,0.25,0.1666666716337204,0.9264721422469088,0.1456239567418514,28.57142857142857,0.0,0.444444477558136,0.2857142984867096,1.0,0.5577223225976903,0.08796627093278597,64.34782608695652,0.562857142857143,0.0,0.0,0.0,0.676740462245403,0.10144765143955842,51.21951219512195,0.49484126984126986,0.43508345385392505,0.3819444502393405,0.527777781089147,0.6934937172697053
3,0.5682031757419994,0.06678506378592224,71.65354330708661,0.8518229166666668,0.5809523947536945,0.5843750052154064,0.6479166690260172,0.059820207401469525,67.74193548387096,0.9583333333333334,0.0,0.0,0.0,0.8653278239771972,0.12563527461366628,47.05882352941176,0.5208333333333334,0.36666667461395264,0.3333333333333333,0.4166666666666667,0.7267462496217825,0.10338162221116916,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0,1.3007634316144594,0.11545418419221465,58.333333333333336,0.5416666666666667,0.0,0.0,0.0,0.6619025550084866,0.09902443174438758,50.0,0.4791666666666667,0.1428571492433548,0.5,0.0833333358168602,0.6719796352107946,0.15034577948491326,30.0,0.5833333333333334,0.4583333432674408,0.3333333358168602,0.75,0.7512198694610073,0.12076636969516552,28.57142857142857,0.4,0.444444477558136,0.2857142984867096,1.0,0.683611418262842,0.08818377060459995,66.08695652173913,0.6182539682539683,0.11111111243565877,0.2,0.07777777910232545,0.7084389337019678,0.10144404169821654,56.09756097560976,0.5444444444444444,0.4007936616738637,0.4166666716337204,0.41111111640930176,0.6935032985624677
4,0.30854627360347225,0.06927213949734762,73.22834645669292,0.7697916666666668,0.6337797734886408,0.6395833399146795,0.6541666723787785,0.05881785741529112,67.74193548387096,1.0,0.0,0.0,0.0,0.46535904048466653,0.11013072127261099,52.94117647058824,0.6152777777777777,0.7575757702191671,0.648809532324473,1.0,0.7359159178285306,0.09007892563410906,37.5,0.0,0.5454545617103577,0.375,1.0,0.7053979565875514,0.1033281809723756,66.66666666666666,0.46875,0.0,0.0,0.0,0.653739470652514,0.08470881750308526,64.28571428571429,0.8,0.6428571492433548,0.75,0.6000000014901161,0.6927586343422437,0.13128773512630446,70.0,0.6666666666666666,0.0,0.0,0.0,0.709149284903047,0.11791404860303253,28.57142857142857,0.7,0.444444477558136,0.2857142984867096,1.0,0.9557250650868966,0.11359309163471858,64.34782608695652,0.4851190476190476,0.0,0.0,0.0,1.6060759712731087,0.1014311765078348,53.65853658536586,0.5716269841269841,0.17857142289479574,0.2777777810891469,0.13888889054457346,0.6933491510495712
5,0.7619089797092726,0.0659615870224973,74.80314960629921,0.8166666666666668,0.5986291617155075,0.6239583399146795,0.6291666738688946,0.05467606080603581,67.74193548387096,1.0,0.0,0.0,0.0,0.10428982721316898,0.1090917854227596,58.82352941176471,0.5930555555555556,0.7424242496490479,0.6571428676446279,0.8888888955116272,0.2611019135642065,0.10578053333176879,37.5,0.0,0.5454545617103577,0.375,1.0,0.710222594230562,0.10799258820267231,66.66666666666666,0.46875,0.0,0.0,0.0,0.6693735783872953,0.11093754393949383,50.0,0.5222222222222223,0.1666666567325592,0.5,0.10000000149011612,0.5910031014474815,0.11513951020325137,70.0,0.35,0.0,0.0,0.0,0.6613045676857016,0.11717269448875645,28.57142857142857,0.7,0.444444477558136,0.2857142984867096,1.0,0.5497822922509643,0.08769384971310017,64.34782608695652,0.5853968253968255,0.0,0.0,0.0,0.6193361662116866,0.10147012764090459,51.21951219512195,0.5388888888888889,0.10833333432674408,0.25,0.0793650820851326,0.6932512109607043
6,0.4982890151866896,0.0706411776168662,72.44094488188976,0.7888020833333333,0.43958333507180214,0.625,0.3739583380520344,0.0669939876535665,67.74193548387096,0.9479166666666666,0.0,0.0,0.0,0.15101955529687264,0.10154161201115915,58.82352941176471,0.5416666666666666,0.2444444497426351,0.5,0.16666666666666666,0.29261290890592256,0.0913128907547585,37.5,0.13333333333333333,0.5454545617103577,0.375,1.0,0.6212230370585287,0.10143451563164195,66.66666666666666,0.7333333333333334,0.0,0.0,0.0,0.8025130619470906,0.12242812460389763,50.0,0.2857142857142857,0.125,0.5,0.0714285746216774,0.6008815980317143,0.152600743367561,30.0,0.125,0.1428571492433548,0.10000000149011612,0.25,0.6330282736178174,0.09055814763704652,71.42857142857143,0.6,0.5,0.5,0.5,0.5226109515405366,0.08150293528573888,66.95652173913044,0.6653174603174603,0.2444444457689921,0.3333333333333333,0.21111111243565878,0.5308909748304972,0.10146455189972875,53.65853658536586,0.5611111111111111,0.3027777820825577,0.375,0.2666666731238365,0.6938802697033702
7,0.48211348533012716,0.06305095793928463,74.01574803149606,0.8354166666666667,0.612946443259716,0.8104166705161333,0.5541666718199849,0.05226954483710085,74.19354838709677,0.934375,0.1666666716337204,0.25,0.125,0.5941404352607392,0.16217096202267542,52.94117647058824,0.6666666666666666,0.40909091631571454,0.3777777850627899,0.5555555621782938,0.2576838149325183,0.08764934743478751,37.5,0.06666666666666667,0.5454545617103577,0.375,1.0,1.2769638403847074,0.09640557851967413,66.66666666666666,0.8333333333333333,0.0,0.0,0.0,0.5720420160924908,0.10090284247252046,57.14285714285714,0.59375,0.533333346247673,0.800000011920929,0.5,0.3012980878755148,0.17989080672982555,20.0,0.3833333333333333,0.125,0.10000000149011612,0.1666666716337204,0.45779940989264556,0.10033936973716466,57.14285714285714,0.4,0.4000000059604645,0.3333333432674408,0.5,0.6201259922375397,0.08592318161143721,64.34782608695652,0.5907539682539683,0.044444445768992105,0.06666666666666667,0.03333333333333333,0.48449546471501137,0.10143790751515576,56.09756097560976,0.5145833333333333,0.41388889650503796,0.4285714328289032,0.41388889650503796,0.6930400303213198
8,0.45910703788916785,0.084642576670724,74.80314960629921,0.7505580357142857,0.6372519936412573,0.6004464337602258,0.6994047649204731,0.06406485363942309,74.19354838709677,0.9,0.25,0.5,0.1666666716337204,0.6129842914899762,0.1456448902667869,52.94117647058824,0.6166666666666667,0.42222221692403156,0.34285715222358704,0.5833333333333334,0.4551974948172314,0.08738727492466608,37.5,0.26666666666666666,0.5454545617103577,0.375,1.0,0.5996358400212418,0.11301669524169906,58.333333333333336,0.7666666666666666,0.5,0.5,0.5,0.5604427972803618,0.14001352743389497,50.0,0.5,0.20000000298023224,0.5,0.125,0.28997274397204276,0.14682511967353046,40.0,0.5416666666666666,0.625,0.5833333358168602,0.75,0.5307262684056406,0.11669233804380175,42.857142857142854,0.6,0.5,0.3333333432674408,1.0,0.6315814189774418,0.09813711464598583,50.43478260869565,0.46734126984126984,0.4159451643625895,0.3606349269549052,0.6088888933261235,0.6027940878071928,0.10919830377273362,43.90243902439025,0.6104166666666667,0.6544677664836248,0.5208333333333334,1.0,0.6421408078803599
