,BIP,BIP,BIP,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7158944135494998,0.08295441333963546,71.875,0.0839800367822389,57.03125,0.6767162098655023
1,0.23846141733773804,0.08212783164849712,75.0,0.07495680838656196,67.1875,0.5897880499291595
2,0.6191522456394905,0.06936957405216922,71.875,0.07200265387188955,66.40625,0.3054544521966777
3,1.224819694129581,0.09818612559488532,75.0,0.0875595306568431,71.875,0.9410492695002916
4,0.6971864880487384,0.060723231783083226,75.0,0.06295646732290751,72.65625,0.5023224339709845
5,0.806849151633671,0.04966441502226949,84.375,0.0538754119415176,81.25,0.12001644990352245
6,0.431834649727616,0.04319644722426849,90.625,0.061900525193603124,78.90625,0.7192927532943497
7,0.46728984285943725,0.04155549810402127,87.5,0.049850422548854065,81.25,0.15808413939113922
8,0.36767072305082926,0.046744733943739875,90.625,0.06817098072614282,82.03125,0.5357991978912872
9,0.38839871842359097,0.06054057846579388,87.5,0.0799831327937795,78.125,0.09154496703702707
10,0.4392869379981474,0.04283067364226044,87.5,0.053295732439408244,79.6875,0.5157944936255767
11,0.014822836844075708,0.04670886391924903,87.5,0.062014044674792844,80.46875,0.16942851163226222
12,0.35741528384227184,0.06374000668019285,84.375,0.0753910347738636,78.125,0.3406803025977881
13,0.12093016895639819,0.05234477489278305,90.625,0.07507253668320762,80.46875,0.03147332101365951
14,0.10053662689778475,0.049857711703767585,84.375,0.0682053624166078,81.25,0.47842052840042176
15,0.040730116786939385,0.06068435901327294,87.5,0.07362692743503818,81.25,0.003394389399175159
16,0.03134590696555293,0.06727824450623701,81.25,0.07435697234691747,79.6875,0.039916041078848635
17,0.007894618209354403,0.05878465014945827,84.375,0.08950748112353907,83.59375,0.08629804997585937
18,0.015822520293882977,0.04597599426039521,87.5,0.07044579602063783,81.25,0.05920323049106636
19,0.022248002488454377,0.05194980887393436,87.5,0.11786121733035154,78.125,0.014221430786237207
20,0.011765203082693954,0.10329600628954619,81.25,0.15907660392023062,79.6875,0.8738406434173829
21,0.020422052503846697,0.09559552601144414,87.5,0.11800481965072374,81.25,0.2844609445111352
22,0.6154259063249128,0.055979804323023075,90.625,0.08967204051076606,84.375,0.0016617656211551281
23,0.007862230582024959,0.06340916307169672,87.5,0.09582536378558475,81.25,0.011654067579483769
24,0.03581457985674286,0.05058720476143681,87.5,0.08811578570006932,84.375,0.0033630994902859083
25,0.06148351457433483,0.05922774505453101,84.375,0.12679216726168221,82.03125,0.00935524438646144
26,0.09525657993711169,0.08573617369274161,87.5,0.14631279119420185,81.25,0.008208033563360669
27,0.4314026207892453,0.08837808879798474,84.375,0.1375923810431764,83.59375,0.0008571393976579371
28,0.07489034256351923,0.05446689122354356,84.375,0.09655666547560841,82.8125,0.005672188565328879
29,0.002024834445736915,0.055034597048182574,87.5,0.12686604081566155,82.03125,0.0010181203383776095
30,7.184061080799493e-05,0.1943434763660443,78.125,0.3486943005669136,75.0,8.338790264232778e-06
31,0.22580904330342721,0.06538953053805381,90.625,0.13239710742820562,84.375,0.6555792699991723
32,1.4400529710338383,0.09202078360042032,84.375,0.14433748836189395,80.46875,0.0021410207984576906
