,BIP,BIP,BIP,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6928309124907387,0.08662266784974527,68.75,0.08805543436064776,47.08994708994709,0.6933614933355573
1,0.6743127846137419,0.08189351289502385,68.75,0.08808527213530029,47.08994708994709,0.6926550921518808
2,0.6457334250463591,0.0846366859191153,68.75,0.08670148800812566,55.026455026455025,0.6863034169077341
3,0.07713297316607669,0.11395297270962815,68.75,0.08784735360968936,53.43915343915344,0.689572935950756
4,0.4958296366606641,0.09991337659922694,68.75,0.08747282835071055,53.96825396825397,0.6926790728768183
5,0.6519809614967407,0.09158113814892602,68.75,0.08753349278581056,53.96825396825397,0.6917630643570838
6,0.06136486970501056,0.14297072471425154,68.75,0.08748515043199011,54.4973544973545,0.6916231359606497
7,0.028442503712495217,0.14208244278766685,68.75,0.08723207258067621,53.43915343915344,0.7191483814943278
8,0.5262305602426077,0.06770546636961276,75.0,0.08729131773653205,50.264550264550266,0.6966667250875735
9,0.9762438566913044,0.06367004238391044,68.75,0.08735536170557984,48.148148148148145,0.6905284845470584
10,0.2704079417078761,0.19545125648279502,68.75,0.08968372416850769,53.96825396825397,0.5724943741287996
11,0.49733880689111204,0.08197019039381735,56.25,0.08457313222978319,56.08465608465608,0.5632221394764217
12,0.5586102023891362,0.06699512287705525,78.125,0.0884810795516163,53.96825396825397,0.6779865465431139
13,0.7170057225360532,0.08465596872164956,53.125,0.08738112051262978,49.735449735449734,0.7556649727787801
14,0.14189085965326106,0.056874528159963175,81.25,0.08722223402707387,55.55555555555556,0.7094863947823258
15,0.4935333204082493,0.09566716626281407,56.25,0.08992853150077848,50.79365079365079,1.079336436072865
16,0.3781874403939972,0.304067114260818,40.625,0.10422918926167683,49.735449735449734,1.1578678108326481
17,0.010179474725331523,0.1142111869649349,75.0,0.08738442184151798,59.78835978835979,0.3815485478973699
18,0.05566303380096886,0.07429502298220178,65.625,0.09084406244495055,58.730158730158735,0.7138542257253064
19,0.06120625326671836,0.07191607318648337,68.75,0.0839490455267249,59.25925925925925,1.2432573198402928
20,0.27676716072033347,0.09745031347396349,71.875,0.09029541178862022,57.14285714285714,0.07134557913174042
21,1.1201003647831325,0.09447731674572254,65.625,0.096499693996938,57.14285714285714,0.7141001391953332
22,0.052527778527658,0.10532044660366661,62.5,0.10082080626092414,57.14285714285714,0.17530713085473495
23,0.0160185928456195,0.08330393591020302,71.875,0.10205040072559732,57.14285714285714,0.9605753551344139
24,0.03986450146972788,0.0832079188710421,71.875,0.10217871327597787,59.25925925925925,0.5996137773146475
25,0.0367908639085222,0.07327322759741745,71.875,0.11621115020279145,61.904761904761905,0.09435516606789877
26,0.01487434328770949,0.06849515567586792,78.125,0.10409127573638774,64.02116402116403,0.8043783347635001
27,0.0008970354993841929,0.10442273969561633,75.0,0.1161725614330992,64.02116402116403,0.3637419052019463
28,0.007229885857317732,0.10792803768728727,71.875,0.11438091533674963,62.96296296296296,0.553181059649661
29,0.006036702631526711,0.07409045237639307,87.5,0.10778184456113771,63.49206349206349,0.08195383539428733
30,0.06588503371837255,0.14990670423657984,68.75,0.1429557214076419,60.84656084656085,0.025988774079017434
