,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,290.6731083596611,26.48072744759508,0.0,0.0,0.0,0.0,0.0,7.689597488050108,0.0,0.0,0.0,0.0,0.0,13.791482017463887,2.56763858914502,0.0,0.0,0.0,0.0,0.0,16.4669701860077,4.046346381094817,0.0,0.0,0.0,0.0,0.0,19.244373112135772,0.9454139507480928,0.0,0.0,0.0,0.0,0.0,19.26902744873301,101.8958741284689,0.0,0.0,0.0,0.0,0.0,1374.7002984427493,6.163989575278541,0.0,0.0,0.0,0.0,0.0,91.67955158983263,10.642513476419959,0.0,0.0,0.0,0.0,0.0,488.6955685148926,69.15571937068948,0.0,0.0,0.0,0.0,0.0,286.6906073838919,49.98081304528947,0.0,0.0,0.0,0.0,0.0,619.9329956437443,139.61177941344187,0.0,0.0,0.0,0.0,0.0,442.9128005674829,167.38995807463266,0.0,0.0,0.0,0.0,0.0,716.4258737238433,16.46029509636429,0.0,0.0,0.0,0.0,0.0,23.054161638911406,696.2533645155909,0.0,0.0,0.0,0.0,0.0,3960.7151010911825,326.24870410723395,0.0,0.0,0.0,0.0,0.0,2086.4871491367294,779.7030713141852,0.0,0.0,0.0,0.0,0.0,4054.6546173167853,69.5390571762466,0.0,0.0,0.0,0.0,0.0,521.4007996341113
1,274.4270493292162,11.339575884213213,0.0,0.0,0.0,0.0,0.0,0.9838684534111711,0.0,0.0,0.0,0.0,0.0,14.999569705786433,3.457858483137647,0.0,0.0,0.0,0.0,0.0,17.93165627458263,4.316545206314079,0.0,0.0,0.0,0.0,0.0,14.769466640540875,1.8893508737848206,0.0,0.0,0.0,0.0,0.0,6.344003283758812,62.371211599464964,0.0,0.0,0.0,0.0,0.0,1035.3529821790435,2.7243627603449565,0.0,0.0,0.0,0.0,0.0,80.06106293672231,10.793633849109817,0.0,0.0,0.0,0.0,0.0,127.26010055361658,39.02602895823107,0.0,0.0,0.0,0.0,0.0,198.88194077566828,26.06426930069471,0.0,0.0,0.0,0.0,0.0,528.0910255298597,65.74727307110163,0.0,0.0,0.0,0.0,0.0,716.1032325601177,134.62096071789458,0.0,0.0,0.0,0.0,0.0,659.6776127227511,18.525313259813224,0.0,0.0,0.0,0.0,0.0,94.40316989968498,418.2099294215266,0.0,0.0,0.0,0.0,0.0,3416.8724779357653,152.87149997645275,0.0,0.0,0.0,0.0,0.0,1002.981522066359,789.0767348477951,0.0,0.0,0.0,0.0,0.0,4420.930703876473,54.96000407386787,0.0,0.0,0.0,0.0,0.0,262.77579644914584
2,127.04658963973864,22.136019520303467,0.0,0.0,0.0,0.0,0.0,1.7541951081828129,0.0,0.0,0.0,0.0,0.0,4.3768184920608,0.6635788077916207,0.0,0.0,0.0,0.0,0.0,3.2142595423447644,5.310744486883809,0.0,0.0,0.0,0.0,0.0,39.61667124363381,0.8184507027441714,0.0,0.0,0.0,0.0,0.0,5.587326490415427,39.338476326771655,0.0,0.0,0.0,0.0,0.0,443.88557810998185,1.52069698261667,0.0,0.0,0.0,0.0,0.0,57.94211659881116,14.448342126093854,0.0,0.0,0.0,0.0,0.0,16.785082898842827,33.16509431068017,0.0,0.0,0.0,0.0,0.0,225.93660201672546,11.202837552585537,0.0,0.0,0.0,0.0,0.0,143.86456244122235,138.10930076061527,0.0,0.0,0.0,0.0,0.0,379.25542823138056,71.28568252469884,0.0,0.0,0.0,0.0,0.0,104.77194562188006,19.90756692072104,0.0,0.0,0.0,0.0,0.0,140.27841933393574,201.1375505130647,0.0,0.0,0.0,0.0,0.0,1095.114957436535,21.029162249776416,0.0,0.0,0.0,0.0,0.0,87.13375457250707,545.1230796002607,0.0,0.0,0.0,0.0,0.0,3165.129054376396,51.18606649469064,0.0,0.0,0.0,0.0,0.0,253.78562403608282
3,109.29497749907071,26.3545280672866,0.0,0.0,0.0,0.0,0.0,0.8788144341031987,0.0,0.0,0.0,0.0,0.0,2.4439419824445405,1.2589192308515222,0.0,0.0,0.0,0.0,0.0,12.497670693476499,1.8161706433738567,0.0,0.0,0.0,0.0,0.0,15.252942615619174,0.36413846731147503,0.0,0.0,0.0,0.0,0.0,3.8128234084873145,38.758715237036704,0.0,0.0,0.0,0.0,0.0,398.8988401609983,1.9034783960669115,0.0,0.0,0.0,0.0,0.0,94.65000471680943,6.715578819618209,0.0,0.0,0.0,0.0,0.0,49.74276800515343,20.904102815295783,0.0,0.0,0.0,0.0,0.0,163.61258260494716,5.898176109655495,0.0,0.0,0.0,0.0,0.0,30.282090617497623,45.08197747411053,0.0,0.0,0.0,0.0,0.0,154.09468275834087,53.2968156010607,0.0,0.0,0.0,0.0,0.0,2.2606378580789817,11.729219300016956,0.0,0.0,0.0,0.0,0.0,33.43552265700445,54.83114094694804,0.0,0.0,0.0,0.0,0.0,520.2355936067588,18.656234845248484,0.0,0.0,0.0,0.0,0.0,111.40230306053888,309.7831648783531,0.0,0.0,0.0,0.0,0.0,1989.6399253005468,43.92818957470488,0.0,0.0,0.0,0.0,0.0,448.5235794663244
4,46.298113150579056,23.306544241851206,0.0,0.0,0.0,0.0,0.0,0.5548336683720495,0.0,0.0,0.0,0.0,0.0,15.5979309342135,0.4227157364352392,0.0,0.0,0.0,0.0,0.0,2.1204919375459723,2.7447046594256705,0.0,0.0,0.0,0.0,0.0,13.141963274595676,0.3317258947674318,0.0,0.0,0.0,0.0,0.0,1.249582899485961,46.37723709992709,0.0,0.0,0.0,0.0,0.0,113.75869677832573,2.5880392963914676,0.0,0.0,0.0,0.0,0.0,10.552092941943442,7.839146740886572,0.0,0.0,0.0,0.0,0.0,257.40250929742393,21.43014926313877,0.0,0.0,0.0,0.0,0.0,289.8064857053195,8.241442685174734,0.0,0.0,0.0,0.0,0.0,106.64549117561663,28.808570142228103,0.0,0.0,0.0,0.0,0.0,185.85355498724826,43.80757888876924,0.0,0.0,0.0,0.0,0.0,40.66898541557499,11.341890497237578,0.0,0.0,0.0,0.0,0.0,175.71580981352608,14.076472596417887,0.0,0.0,0.0,0.0,0.0,395.3389539293306,4.278179182387248,0.0,0.0,0.0,0.0,0.0,101.45659844623194,146.64578820205108,0.0,0.0,0.0,0.0,0.0,1349.0771759944191,29.475756071176928,0.0,0.0,0.0,0.0,0.0,188.22321862788297
5,251.24290712290718,44.65692756069312,0.0,0.0,0.0,0.0,0.0,0.7567411008870337,0.0,0.0,0.0,0.0,0.0,0.5932924376412178,2.758989727703485,0.0,0.0,0.0,0.0,0.0,0.7374420371257855,3.6911304051186296,0.0,0.0,0.0,0.0,0.0,0.7777046035045726,1.3208597840909255,0.0,0.0,0.0,0.0,0.0,19.936534738426907,58.24280065831945,0.0,0.0,0.0,0.0,0.0,221.33902008827263,3.77682917488677,0.0,0.0,0.0,0.0,0.0,24.276288064618832,7.174356608594904,0.0,0.0,0.0,0.0,0.0,182.68384968183395,16.15712495235849,0.0,0.0,0.0,0.0,0.0,123.56382269848481,14.274484167621006,0.0,0.0,0.0,0.0,0.0,77.81266260845686,45.40861777815071,0.0,0.0,0.0,0.0,0.0,230.81276804143275,35.65188665614227,0.0,0.0,0.0,0.0,0.0,86.65120224312918,16.014779826550566,0.0,0.0,0.0,0.0,0.0,16.353931533313435,17.647120255478406,0.0,0.0,0.0,0.0,0.0,267.4285465711293,8.660145025528111,0.0,0.0,0.0,0.0,0.0,84.00064214200346,81.62881782914982,0.0,0.0,0.0,0.0,0.0,983.1298212437734,13.250583344693892,0.0,0.0,0.0,0.0,0.0,170.74078465595207
6,79.86610284574834,9.23215439513499,0.0,0.0,0.0,0.0,0.0,0.35780836262110305,0.0,0.0,0.0,0.0,0.0,3.7629048255358426,0.442068606361965,0.0,0.0,0.0,0.0,0.0,1.3458301562387773,2.1445312905123086,0.0,0.0,0.0,0.0,0.0,6.51069240989061,0.4110560149651207,0.0,0.0,0.0,0.0,0.0,1.60964179207807,32.700110471938785,0.0,0.0,0.0,0.0,0.0,210.03165587839166,4.724475007481019,0.0,0.0,0.0,0.0,0.0,14.286856921014314,9.170253183577785,0.0,0.0,0.0,0.0,0.0,115.86514543816914,13.42644367112377,0.0,0.0,0.0,0.0,0.0,0.2442200658468523,8.912959792401894,0.0,0.0,0.0,0.0,0.0,25.29159544338738,29.788553152496274,0.0,0.0,0.0,0.0,0.0,217.98201397905908,32.28541407953158,0.0,0.0,0.0,0.0,0.0,95.81671500240111,11.197187877384883,0.0,0.0,0.0,0.0,0.0,71.31396597341846,15.553010131960198,0.0,0.0,0.0,0.0,0.0,162.16038767385342,5.077843265096763,0.0,0.0,0.0,0.0,0.0,49.43204331127041,41.89670934303241,0.0,0.0,0.0,0.0,0.0,486.97772415880183,8.119656825674298,0.0,0.0,0.0,0.0,0.0,123.87290260707354
7,52.338326831629395,6.795150826146435,0.0,0.0,0.0,0.0,0.0,1.4284858244327827,0.0,0.0,0.0,0.0,0.0,9.368873097844812,0.4115856129982806,0.0,0.0,0.0,0.0,0.0,1.7395570143072685,1.5890186799137025,0.0,0.0,0.0,0.0,0.0,15.66270092153261,0.3031049694926527,0.0,0.0,0.0,0.0,0.0,6.999980622249803,31.086585791861026,0.0,0.0,0.0,0.0,0.0,30.447795541673752,3.407013291045272,0.0,0.0,0.0,0.0,0.0,62.67859069291818,6.718996676402091,0.0,0.0,0.0,0.0,0.0,4.532696110147691,12.865562876213852,0.0,0.0,0.0,0.0,0.0,261.10601349905096,8.134859542811933,0.0,0.0,0.0,0.0,0.0,57.430634308795945,29.390589105846328,0.0,0.0,0.0,0.0,0.0,202.02753589272893,30.182065590555915,0.0,0.0,0.0,0.0,0.0,168.16692660187556,11.79867402671149,0.0,0.0,0.0,0.0,0.0,118.36178716814145,25.535869082548025,0.0,0.0,0.0,0.0,0.0,181.74462289597022,8.451414053404326,0.0,0.0,0.0,0.0,0.0,28.596976150062716,19.195275609269185,0.0,0.0,0.0,0.0,0.0,483.35484823861424,7.740526279375978,0.0,0.0,0.0,0.0,0.0,117.55774690383765
8,58.70675608979191,12.636371202558951,0.0,0.0,0.0,0.0,0.0,1.721687125121555,0.0,0.0,0.0,0.0,0.0,1.1621926533835971,0.5237047365509538,0.0,0.0,0.0,0.0,0.0,2.335954387096631,1.4134915776884327,0.0,0.0,0.0,0.0,0.0,4.474113188114231,0.6804510667198065,0.0,0.0,0.0,0.0,0.0,4.958585718860681,26.669569490679777,0.0,0.0,0.0,0.0,0.0,144.2533184238413,3.3722049635737372,0.0,0.0,0.0,0.0,0.0,46.813343446788586,3.995429289178488,0.0,0.0,0.0,0.0,0.0,16.975338512015473,12.518334524456314,0.0,0.0,0.0,0.0,0.0,18.583214024684512,7.605982243885584,0.0,0.0,0.0,0.0,0.0,88.80306537140964,29.461688239692613,0.0,0.0,0.0,0.0,0.0,255.62005487355282,19.75127278059589,0.0,0.0,0.0,0.0,0.0,65.00279677383128,9.70872571387422,0.0,0.0,0.0,0.0,0.0,172.4116281472599,20.644554292727754,0.0,0.0,0.0,0.0,0.0,64.77138595678733,3.0373908295979257,0.0,0.0,0.0,0.0,0.0,109.24579518098392,7.624872076278069,0.0,0.0,0.0,0.0,0.0,90.50551766324483,5.553925609658443,0.0,0.0,0.0,0.0,0.0,35.79460212850982
