,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.32676180328920784,0.5682668495682162,69.29133858267717,0.7729166666666667,0.6442755293101072,0.5643601287156343,0.7750000040978193,0.6793277693946592,61.170212765957444,0.61875,0.5561297597984473,0.6673611178994179,0.5173611187686523,0.6913412665362407,0.3798568009976274,87.09677419354838,0.953125,0.8428571373224258,0.9166666716337204,0.7916666716337204,0.6678105854806905,0.7350439664573458,64.70588235294117,0.6388888888888888,0.799999992052714,0.698412706454595,1.0,0.504663067059899,0.794787021580854,62.5,0.5333333333333333,0.6666666865348816,0.5,1.0,0.6482608572223936,1.285098491530164,41.66666666666667,0.4666666666666667,0.4999999850988388,0.3392857164144516,1.0,1.2246103255199525,0.6951419211663651,42.857142857142854,0.5416666666666667,0.0,0.0,0.0,0.6905972660395634,0.7007631881998029,30.0,0.6666666666666666,0.533333346247673,0.375,1.0,0.7024874193013048,0.7107045925541108,64.34782608695652,0.5209126984126985,0.0,0.0,0.0,0.6561636440813998,0.8489540725769399,46.34146341463415,0.5548611111111111,0.6635586669047674,0.5297619054714838,1.0,0.5981167587846901
10,0.393570483405058,0.6249893483217893,65.35433070866141,0.8054687500000001,0.6541396155953407,0.5717261992394924,0.8541666697710752,0.6790698694751128,61.702127659574465,0.6086309523809524,0.6283475930492083,0.6524305629233519,0.668650800983111,0.6922946363626427,0.3708932227646496,87.09677419354838,0.9416666666666667,0.8333333432674408,0.7916666716337204,0.9166666716337204,0.22736815418106535,0.7670688520590696,58.82352941176471,0.6138888888888889,0.7555555502573649,0.6761904855569204,0.9166666666666666,0.5145970241838713,0.6949668313648479,62.5,0.5333333333333333,0.6666666865348816,0.5,1.0,0.6962191444215038,0.9722100162154507,50.0,0.7916666666666667,0.5833333432674408,0.4166666716337204,1.0,0.6953641974823612,0.6839079934142717,42.857142857142854,0.40625,0.0,0.0,0.0,0.681798591888786,0.7164902270970733,40.0,0.5166666666666666,0.27272728085517883,0.1875,0.5,0.6801536370263879,0.6684731515378312,64.34782608695652,0.47595238095238096,0.0,0.0,0.0,0.5660709807934227,0.8185473632424061,46.34146341463415,0.5430555555555555,0.6635586669047674,0.5297619054714838,1.0,0.5428460900805746
11,0.4154905539568831,0.6039739964151835,64.56692913385827,0.7458333333333332,0.6225875001400709,0.5199404871091247,0.8020833358168602,0.6919572238611785,56.38297872340425,0.6199652777777778,0.3950727606813113,0.5826388907929262,0.3319444488734007,0.6828100468141999,0.31564952193638157,87.09677419354838,0.9208333333333334,0.7416666746139526,0.875,0.6666666716337204,0.3200536661194548,0.7278017028173172,52.94117647058824,0.5,0.4040404160817464,0.3333333333333333,0.5333333412806193,0.8608370246732189,0.6381390275471296,62.5,0.6,0.6666666865348816,0.5,1.0,0.6926660522118917,1.118469515116341,58.333333333333336,0.8571428571428572,0.6428571492433548,0.5833333358168602,1.0,0.17792526650191762,0.6932956751008037,50.0,0.4777777777777778,0.25,0.5,0.1666666716337204,0.7359863775009013,0.8446253493034975,30.0,0.48333333333333334,0.222222238779068,0.1666666716337204,0.3333333432674408,0.6743832722679763,0.6860686185511189,64.34782608695652,0.5694444444444444,0.0,0.0,0.0,0.4905596292221409,0.8209359751152933,46.34146341463415,0.5444444444444444,0.5123025278250376,0.3809523830811183,0.8333333333333334,0.6764163139278827
12,0.7874973819187969,0.7275770913049382,69.29133858267717,0.8023809523809525,0.5864583421498537,0.5581845296546817,0.7104166708886623,0.6844906966437869,59.04255319148937,0.6065972222222222,0.48788781588276225,0.5638888962566853,0.46240080147981644,0.9277548161335273,0.34311975655033145,87.09677419354838,0.9270833333333334,0.8041666746139526,0.7291666716337204,0.9375,0.43836701659426397,0.8936712784657911,58.82352941176471,0.6111111111111112,0.47863248984018963,0.375,0.6666666666666666,0.4566462873599367,0.671888322679446,62.5,0.4666666666666667,0.6666666865348816,0.5,1.0,0.6588027269684158,0.6493039040415419,58.333333333333336,0.6666666666666666,0.5000000149011612,0.4166666716337204,0.6666666716337204,0.16240340375160903,0.6913244980611543,50.0,0.46875,0.20000000298023224,0.5,0.125,0.6620015375864398,0.6799658650739195,60.0,0.7083333333333334,0.6666666716337204,0.625,0.75,0.6524574819612954,0.7049454918388245,62.60869565217392,0.6173015873015871,0.0,0.0,0.0,0.7847653058687774,1.1403288320053335,43.90243902439025,0.5673611111111111,0.5080031206210455,0.375,0.8333333333333334,0.6419110574739424
13,0.2795110110530511,0.5647507106859877,72.44094488188976,0.8225074404761904,0.669047623872757,0.6604166701436043,0.7781250076368451,0.6914915824929972,53.72340425531915,0.6109126984126986,0.26349206765492755,0.5416666666666666,0.18164682698746523,0.6772645785862664,0.32866682602416597,83.87096774193549,1.0,0.41428571939468384,0.5,0.3541666716337204,0.19816370930954008,0.6621680570462037,58.82352941176471,0.5277777777777778,0.25,0.3333333333333333,0.20000000794728598,0.8151377321203555,0.6130646336629235,62.5,0.6,0.6666666865348816,0.5,1.0,0.5844125719046049,1.7294559140536723,33.33333333333333,0.8333333333333333,0.533333346247673,0.375,1.0,0.03333315934635659,0.6885229645652686,50.0,0.75,0.5857143104076385,0.5750000029802322,0.75,0.6425088094774445,0.7144195232959225,50.0,0.5357142857142857,0.5,0.6000000014901161,0.75,0.640775359079265,0.7754983025238904,64.34782608695652,0.545952380952381,0.0,0.0,0.0,0.647717017752056,0.6890742072578445,48.78048780487805,0.5361111111111111,0.4544973572095235,0.38809523979822796,0.5944444487492243,0.6907961204769406
14,0.8444929755312481,0.8860601423132317,69.29133858267717,0.8317708333333332,0.3532738145440817,0.46875,0.2989583360031247,0.6765492794276357,53.191489361702125,0.6438740079365078,0.22972883904973665,0.4375,0.1720238123089075,0.6872349515829866,0.3941918691078657,77.41935483870968,1.0,0.2142857164144516,0.25,0.1875,0.0824654301128464,0.6486866254158576,52.94117647058824,0.5388888888888889,0.600000003973643,0.6666666666666666,0.5555555621782938,0.5838633389259094,0.5635144833881672,37.5,0.4,0.2857142686843872,0.25,0.3333333432674408,0.883153535596139,0.6485383428530871,66.66666666666666,0.625,0.3333333432674408,0.5,0.25,0.12406422428839711,0.6873768964291163,42.857142857142854,0.6666666666666666,0.0,0.0,0.0,0.5996124843667097,0.699561789390415,60.0,0.41666666666666663,0.25,0.20000000298023224,0.3333333432674408,0.6698086517129037,0.7274357984061647,64.34782608695652,0.6403968253968254,0.0,0.0,0.0,0.423199027885617,0.6810966729041488,48.78048780487805,0.5284722222222222,0.2722222258647283,0.3055555572112401,0.2500000049670537,0.6366093745464237
15,0.34154738214169184,0.6093498077846143,74.01574803149606,0.80078125,0.6372519917786121,0.6645833384245634,0.6677083354443312,0.7171700303517379,60.63829787234043,0.6751488095238095,0.4755531574289004,0.7277777803440889,0.4023809588203828,0.7086239701003864,0.4126210045842821,77.41935483870968,0.9833333333333334,0.5,0.75,0.4166666716337204,0.06070187602463876,0.7436330537724438,58.82352941176471,0.6777777777777777,0.3015872836112976,0.5,0.28888889650503796,0.5874805767403505,0.7256054708553964,62.5,0.5333333333333333,0.6666666865348816,0.5,1.0,0.5211829846381052,1.0658850085504203,66.66666666666666,0.5,0.6857143044471741,0.533333346247673,1.0,0.04331803753610523,0.7707625091760901,42.857142857142854,0.6333333333333333,0.0,0.0,0.0,0.8582758846558575,0.8526218944811074,40.0,0.2916666666666667,0.25,0.1666666716337204,0.5,0.7239097264213105,0.7032182771961483,63.47826086956522,0.5987301587301588,0.02222222089767456,0.06666666666666667,0.013333333532015483,0.8817793844432463,1.2843182449290562,43.90243902439025,0.5888888888888889,0.6489177594582239,0.5208333333333334,1.0,0.371063203086052
16,0.28482866764635667,0.5746633323060636,73.22834645669292,0.7794270833333333,0.529662711545825,0.6625000033527613,0.5031250044703484,0.7347693244647063,59.04255319148937,0.6495535714285713,0.41717473044991493,0.6458333358168602,0.32242063991725445,0.6911877183635878,0.3632944953446604,80.64516129032258,0.9791666666666666,0.5833333432674408,1.0,0.4166666716337204,0.3534830765165749,0.7165033472962953,58.82352941176471,0.6597222222222222,0.32380951444307965,0.3888888955116272,0.2777777810891469,1.2079656486275256,0.5863041362020377,50.0,0.7333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6717740748591549,0.6353572888345206,58.333333333333336,0.625,0.533333346247673,0.4166666716337204,0.75,0.2354588753135293,0.7671841272409887,50.0,0.7,0.1666666567325592,0.5,0.10000000149011612,0.47307282255420435,0.7627379686455652,30.0,0.16666666666666666,0.0,0.0,0.0,0.5424724149075574,0.7296377815155659,65.21739130434783,0.5661904761904761,0.1555555582046509,0.21111111243565878,0.1555555582046509,0.6033453832663349,0.7470387899744892,48.78048780487805,0.4375992063492064,0.25281385083993274,0.2944444517294566,0.2222222238779068,0.8753940991288189
17,0.018803231709260876,0.7351876627706465,69.29133858267717,0.7609374999999999,0.5865613669157028,0.5369047690182924,0.7322916686534882,0.6757958166954446,63.829787234042556,0.6693204365079365,0.5462377890944481,0.6871031783521175,0.5064484185228745,0.5240043797509051,0.2054631199069163,93.54838709677419,0.984375,0.8888889104127884,0.9500000029802322,0.875,0.36795133410176734,0.9009704389195998,58.82352941176471,0.6333333333333333,0.46666667858759564,0.4095238149166107,0.600000003973643,0.5594803778799177,0.7065105816227193,62.5,0.5333333333333333,0.6666666865348816,0.5,1.0,0.22494598444612807,1.1108018107174,66.66666666666666,0.6333333333333333,0.6666666865348816,0.5,1.0,0.053805621210347834,0.7772700307270054,50.0,0.6555555555555556,0.1666666567325592,0.5,0.10000000149011612,0.480190785332392,0.6696375491448258,60.0,0.375,0.0,0.0,0.0,0.622703755896196,0.935125756558699,64.34782608695652,0.5723015873015874,0.0600000003973643,0.13333333333333333,0.03888888955116272,0.9095294980120876,0.9411204877351115,46.34146341463415,0.48055555555555557,0.48095238705476123,0.4333333373069763,0.5555555572112402,0.46070655174350905
18,0.8512837157161677,0.6880535969236321,72.44094488188976,0.8085565476190476,0.5040178596973419,0.6614583358168602,0.4666666714474559,0.6954417644786257,55.85106382978723,0.6440972222222222,0.33849206442634266,0.59027777860562,0.26180555919806164,0.630402081729755,0.466019839687205,77.41935483870968,0.9833333333333334,0.32500000298023224,0.5,0.2500000074505806,0.3595248569330746,0.6934523441069806,58.82352941176471,0.7777777777777778,0.3333333333333333,0.5,0.40000000099341076,0.4048092602648006,0.5244533311514847,62.5,0.7333333333333333,0.5714285373687744,0.5,0.6666666865348816,0.7653489669796356,1.0837696417997784,66.66666666666666,0.6,0.625,0.46666668355464935,1.0,0.10451184602252658,0.7257203005337605,50.0,0.6222222222222222,0.25,0.5,0.1666666716337204,0.5368917426045249,0.9038684559488409,30.0,0.08333333333333333,0.4583333432674408,0.3333333358168602,0.75,0.6667925925388858,0.7818775355241606,63.47826086956522,0.5833333333333334,0.08666666746139526,0.16666666666666666,0.061111112435658775,1.0130822386591984,0.919908215672335,46.34146341463415,0.5458333333333334,0.38359788060188293,0.3611111144224803,0.46944444874922436,0.20347182699825633
19,0.30327535818844054,0.8244367756092971,66.92913385826772,0.807700892857143,0.6348890736699104,0.5580357257276773,0.8260416686534882,0.686086653113011,61.170212765957444,0.6609623015873015,0.553135530402263,0.6909722251196703,0.5100198462605476,0.8109692375661038,0.4236729466905074,80.64516129032258,0.9583333333333334,0.736507959663868,0.6166666746139526,1.0,0.5652012706310104,1.068530183122888,58.82352941176471,0.6388888888888888,0.4444444378217061,0.3888888855775197,0.6111111044883728,0.11978862824800796,0.5755956324934276,62.5,0.7333333333333333,0.6666666865348816,0.5,1.0,0.8618242274130608,1.2236779438848202,66.66666666666666,0.53125,0.4000000059604645,0.3333333432674408,0.5,0.5772628354978504,0.7848627913360678,50.0,0.8125,0.20000000298023224,0.5,0.125,0.4210248634285736,0.8854940021391157,40.0,0.41666666666666663,0.0,0.0,0.0,0.5378412984262569,0.8341783996741636,58.26086956521739,0.4147619047619048,0.3182539661725362,0.3044444461663564,0.34920635223388674,0.49759509593148443,1.201838600599326,53.65853658536586,0.4791666666666667,0.5065656503041586,0.4047619104385376,0.7083333333333334,1.056667046616095
20,0.07039275685446926,0.8687323278752732,69.29133858267717,0.7488467261904763,0.6210497971624136,0.5416666753590107,0.7572916690260172,0.8020597594901226,60.63829787234043,0.6640624999999999,0.46765873456994694,0.6965277791023254,0.4048611142983039,0.7139114214938663,0.26302020726853015,93.54838709677419,0.953125,0.9375,0.9375,0.9375,0.07017479844456614,0.8217523835103911,70.58823529411765,0.6402777777777778,0.8055555621782938,0.7333333492279053,0.9166666666666666,0.3975616612247398,0.5038367527495651,62.5,0.8,0.5714285373687744,0.5,0.6666666865348816,0.28766148708137873,0.5043555549854782,66.66666666666666,0.6333333333333333,0.625,0.46666668355464935,1.0,0.04512373341158289,1.1648880784021485,50.0,0.59375,0.20000000298023224,0.5,0.125,0.5275119127673725,0.7231102851109923,60.0,0.3833333333333333,0.0,0.0,0.0,0.48237417849659825,0.9102215985184567,60.86956521739131,0.5500793650793651,0.32952381173769635,0.3888888915379842,0.3466666668653488,0.5496211729526783,1.2721341580031644,43.90243902439025,0.4583333333333333,0.4841269900401433,0.45000000049670535,0.5722222278515497,0.9510548761520182
21,0.09785752394747667,0.6427213212421691,74.80314960629921,0.8118303571428571,0.6358315404504538,0.6656250040978193,0.6773809585720301,0.6654808159641489,63.829787234042556,0.6902777777777779,0.5879629688958327,0.7937500054637591,0.5076388958841562,0.48511642748724454,0.21433072677628998,90.32258064516128,0.9583333333333334,0.8309523910284042,1.0,0.7291666716337204,0.0841026685670523,0.7192504657003248,58.82352941176471,0.65,0.3777778049310048,0.350000003973643,0.4333333373069763,0.07963420289394359,0.5448752280149327,62.5,0.7333333333333333,0.5714285373687744,0.5,0.6666666865348816,0.3969528184391604,0.8571214376512509,66.66666666666666,0.8,0.625,0.46666668355464935,1.0,0.021761835333965182,1.0394004355382271,50.0,0.5111111111111111,0.1666666567325592,0.5,0.10000000149011612,0.48439826709059974,0.7638842986498454,40.0,0.41666666666666663,0.222222238779068,0.1666666716337204,0.3333333432674408,0.9959529321855071,0.7747744105771934,60.86956521739131,0.6436507936507937,0.3415873070557912,0.4444444477558136,0.3655555566151937,0.5783976338735954,1.6131730113415852,46.34146341463415,0.5027777777777778,0.515578880906105,0.3898809552192688,0.8333333333333334,0.89426897621632
22,0.5030552215969165,0.8421525582280552,71.65354330708661,0.8255208333333334,0.654365099966526,0.572916672565043,0.8395833354443312,0.9297885310585385,62.23404255319149,0.6947916666666666,0.6407513904074827,0.6339285814513763,0.6888888974984487,0.6856028868895101,0.14325744405494406,96.7741935483871,0.9833333333333334,0.9642857164144516,0.9375,1.0,0.6986839879240719,1.2646377797963877,47.05882352941176,0.6166666666666667,0.2777777810891469,0.2777777810891469,0.2777777810891469,0.37259465983021317,0.5597586790545179,62.5,0.7333333333333333,0.5714285373687744,0.5,0.6666666865348816,0.7662411627203161,1.0849239930037553,66.66666666666666,0.9583333333333333,0.75,0.6666666716337204,1.0,0.03323380318869305,1.1262884152700594,42.857142857142854,0.5222222222222221,0.1428571492433548,0.25,0.10000000149011612,0.36251371865011045,0.9941785894809664,40.0,0.125,0.0,0.0,0.0,0.4645113702994782,0.9790651177343764,62.60869565217392,0.6007936507936509,0.4358201185862223,0.4677777816851934,0.5333333373069763,0.4678944874287282,1.179730153389484,51.21951219512195,0.6039682539682539,0.3907407422860463,0.4138888915379842,0.4992063542207082,0.2526170552050992
