,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.6858544529778877,0.6865713710640928,59.78835978835979,0.5944444444444444,0.5393789224326611,0.5527777833243211,0.5531250033527613,0.5921642385719103,79.6875,0.8325520833333333,0.8139568939805031,0.7262648846954107,0.953125,0.19544425830243092,0.4723783752363814,80.64516129032258,0.6916666666666667,0.4750000014901161,0.4583333358168602,0.5,0.6702910136674842,0.31802062044261503,82.35294117647058,0.8111111111111112,0.8518518805503845,0.8888888955116272,0.8222222328186035,0.8715459343730508,0.7202057628238099,53.84615384615385,0.49166666666666664,0.1666666567325592,0.5,0.10000000149011612,0.4431882782022867,0.8049255753823447,35.714285714285715,0.8583333333333334,0.3928571492433548,0.2500000074505806,1.0,0.692551131471419,0.8398156225539356,40.0,0.5416666666666667,0.0,0.0,0.0,0.41394573909994653,0.6398123927479711,62.5,0.5,0.6666666865348816,1.0,0.5,0.6913222597717259,0.6845231274821834,60.0,0.6501984126984127,0.34571428696314493,0.463333335518837,0.43333333532015483,0.6076875317630903,0.8254965243560697,46.34146341463415,0.5694444444444444,0.27619047462940216,0.3611111144224803,0.305555559694767,0.6443413850562572
10,0.679751821609994,0.6851596831207812,51.32275132275132,0.6050347222222222,0.16746031741301218,0.3402777786056201,0.11458333519597848,0.6825816542262569,74.21875,0.8165178571428571,0.6577245909720659,0.7291666716337204,0.6395833380520344,0.029455512191943766,0.4764866970113691,83.87096774193549,0.7924107142857143,0.10000000149011612,0.25,0.0625,0.8066049948425137,0.34392224201373134,88.23529411764706,0.8111111111111112,0.5820106069246928,0.6666666666666666,0.5166666706403097,0.45130250877292016,0.7236375971868747,53.84615384615385,0.5833333333333333,0.25,0.3333333432674408,0.20000000298023224,0.7229216465598944,1.725483334329118,28.57142857142857,0.4666666666666667,0.36666665971279144,0.22500000149011612,1.0,0.6645309431478442,0.7346575807059667,70.0,0.5625,0.6666666865348816,1.0,0.5,0.6465590148815602,0.6969748057083274,37.5,0.6666666666666666,0.2857142984867096,1.0,0.1666666716337204,0.8274776233777255,0.7247708739043293,66.95652173913044,0.5788888888888889,0.0,0.0,0.0,0.3902303978062425,0.9098733133557441,48.78048780487805,0.4305555555555556,0.33650794128576916,0.5833333333333334,0.2777777786056201,0.42512421429563296
11,0.10691617134451828,0.7194180216777862,58.201058201058196,0.6022569444444444,0.5779070543746153,0.583333340783914,0.5923611186444759,0.592315822171983,78.90625,0.8546875,0.8170544877648354,0.7397321499884129,0.9468750022351742,0.0941595669913799,0.43461313467450174,80.64516129032258,0.7767857142857143,0.4166666716337204,0.375,0.5,0.09283499242661115,0.36147533401714915,88.23529411764706,0.7888888888888889,0.9166666666666666,1.0,0.8666666746139526,0.9679382375434965,0.552685298822158,76.92307692307693,0.6666666666666666,0.7750000059604645,0.800000011920929,0.8333333432674408,0.23624168386888725,2.109119829699288,21.428571428571427,0.5535714285714286,0.3611111119389534,0.2291666716337204,1.0,0.35324144352742654,0.6840607978989786,60.0,0.36666666666666664,0.3333333432674408,0.375,0.30000001192092896,0.42696163885671,0.6821823462029943,37.5,0.3333333333333333,0.444444477558136,0.6666666865348816,0.3333333432674408,0.72062527851769,0.6526793822409063,66.95652173913044,0.6230555555555555,0.0,0.0,0.0,0.3671963323135744,0.7700524299274721,53.65853658536586,0.5277777777777778,0.39338625967502594,0.4833333343267441,0.36666667461395264,0.5864023863096467
12,0.6992941577532417,0.6936802419703217,52.910052910052904,0.6016369047619047,0.2029761920372645,0.4027777786056201,0.14583333457509676,1.4755952384291184,62.5,0.8207961309523809,0.36785714887082577,0.6979166679084301,0.26413690857589245,0.017715804640914566,0.5236298434918578,80.64516129032258,0.7827380952380952,0.1666666716337204,0.25,0.125,0.6669035051710561,0.3616360281403398,88.23529411764706,0.7916666666666666,0.6190476218859354,0.6666666666666666,0.5833333333333334,0.23983483565029,0.5710452603717383,76.92307692307693,0.7395833333333333,0.694444477558136,0.6500000059604645,0.75,0.1413935013330441,0.6373195763198979,64.28571428571429,0.5916666666666667,0.25,0.25,0.25,0.8890094289679152,0.7000568035932941,50.0,0.5,0.722222238779068,0.7000000029802322,0.75,0.4825006791684495,0.8832474541685494,25.0,0.5833333333333334,0.0,0.0,0.0,0.5602850270605181,0.6956041156068898,66.95652173913044,0.5986111111111112,0.0,0.0,0.0,0.6805692307240128,0.7443592941239078,58.536585365853654,0.5139880952380952,0.5015872915585836,0.5833333333333334,0.5019841343164444,0.16537826078834736
13,0.7014759605154586,0.6827352567219296,56.613756613756614,0.6533234126984127,0.35814694811900455,0.5555555584530035,0.2883928604424,0.5657368076881658,77.34375,0.8059895833333331,0.7607954703271389,0.8177083395421505,0.7604166753590107,0.2726972928090536,0.3676718065323403,83.87096774193549,0.6875,0.1666666716337204,0.25,0.125,0.018291562279462634,0.5301549824022223,70.58823529411765,0.7166666666666667,0.4935064911842346,0.5,0.5,0.5744487183153345,0.6431099746954132,76.92307692307693,0.8,0.8333333432674408,0.75,1.0,0.6166266169543775,1.261947494340923,42.857142857142854,0.5333333333333333,0.4166666567325592,0.2666666731238365,1.0,1.2692984259569446,0.6531376284443462,50.0,0.4,0.5833333432674408,0.5833333432674408,0.7000000029802322,0.6004047832469559,0.5585617406691569,62.5,0.6666666666666666,0.7692307233810425,0.7142857313156128,0.8333333134651184,0.6826115593120683,0.654147652479813,66.08695652173913,0.5246428571428571,0.0,0.0,0.0,0.6316935103205086,0.8420871883543583,46.34146341463415,0.45138888888888884,0.19166666766007742,0.3055555572112401,0.14444444825251898,0.6261654198092883
14,0.49365870229812076,0.7510767076760798,55.026455026455025,0.5994047619047619,0.3411706363161405,0.5972222251196703,0.25843254414697486,0.8133219165239709,72.65625,0.8247395833333332,0.6738501209765673,0.7977678589522839,0.6562500055879354,0.16857854937823621,0.4581497086976657,80.64516129032258,0.6833333333333333,0.4583333358168602,0.4583333358168602,0.4583333358168602,0.24387415833813317,0.24046880543948698,94.11764705882352,0.8125,0.9523809552192688,1.0,0.9166666666666666,0.4225250794952789,0.7069743882386474,69.23076923076923,0.8,0.7142857015132904,0.625,0.8333333432674408,0.16202254256637508,2.142645747343679,28.57142857142857,0.8,0.3650793880224228,0.226190485060215,1.0,0.10808303732327681,0.7534210178024413,70.0,0.8333333333333333,0.8333333432674408,0.875,0.800000011920929,0.6257241741063866,0.8320138018347796,37.5,0.9166666666666666,0.2857142984867096,1.0,0.1666666716337204,0.5886136259835074,0.7962358285587818,66.95652173913044,0.6005158730158731,0.0,0.0,0.0,0.48725064117953903,1.0328221371102149,46.34146341463415,0.4307539682539683,0.19166666766007742,0.4444444477558136,0.12698413183291754,0.7987835109084132
15,0.565863001028429,0.7010617690397442,58.201058201058196,0.582936507936508,0.3876984181503455,0.5409722253680229,0.32142857772608596,0.7669210843784211,71.875,0.8656250000000001,0.6400974150747061,0.7854166701436043,0.5836309585720301,0.12170853205324257,0.3793767485631545,80.64516129032258,0.875,0.5000000149011612,0.5,0.625,0.3431097016655911,0.3423347274206442,82.35294117647058,0.8333333333333334,0.5993266304334005,0.5444444417953491,0.6666666666666666,0.21639475341541195,0.7713102500053483,69.23076923076923,0.4166666666666667,0.7083333432674408,0.625,0.875,0.14874769131872076,2.32338801576577,21.428571428571427,0.775,0.34285715222358704,0.2083333358168602,1.0,0.1494163738748399,0.6956884929375278,60.0,0.8666666666666667,0.6666666865348816,0.625,0.800000011920929,0.5963721103932856,0.6475506122902775,50.0,1.0,0.5,1.0,0.3333333432674408,0.7003179899631742,0.6842923433530597,66.08695652173913,0.619920634920635,0.08888888756434123,0.13333333333333333,0.08000000019868216,0.38288009178261195,0.725377579427859,56.09756097560976,0.5694444444444445,0.58465609451135,0.7222222288449606,0.583333338300387,0.6814537877200493
16,1.2286107045674246,0.7605170361325033,50.79365079365079,0.6422123015873015,0.12400793532530467,0.2361111119389534,0.10833333432674408,1.2986582630585988,62.5,0.8807291666666668,0.42916666343808174,0.8125,0.3255952438339591,0.047380743823937733,0.6489883329038176,83.87096774193549,0.7142857142857143,0.125,0.25,0.0833333358168602,0.2980359400714155,0.29976401435854383,88.23529411764706,0.8111111111111112,0.9166666666666666,1.0,0.8666666746139526,0.867961899155174,0.964140553914582,69.23076923076923,0.6770833333333333,0.7636363804340363,0.6190476417541504,1.0,0.16503519728789973,1.7881253725004018,28.57142857142857,0.75,0.375,0.30000001192092896,0.5,0.8154916692883317,0.6901267070572525,70.0,0.65625,0.8636363744735718,0.7857142984867096,1.0,0.6170645094020348,0.7209731272258598,50.0,0.9166666666666666,0.5,1.0,0.3333333432674408,0.6039362640127707,0.7881475566092935,67.82608695652173,0.5531746031746032,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.3008536646792693,0.7167782417879204,63.41463414634146,0.6041666666666666,0.5489418109258016,0.6138888994852701,0.5083333402872086,0.5452212015878228
17,0.6932619754735563,0.7267088895933873,55.026455026455025,0.5863839285714285,0.2845238062242667,0.5208333345750967,0.2166666705161333,1.0514705528379769,67.1875,0.8549479166666667,0.5407738164067268,0.859375,0.4333333382382989,0.7449661516288247,0.3759870982136961,83.87096774193549,0.7392857142857142,0.125,0.25,0.0833333358168602,0.6995486938471541,0.36272972065420767,82.35294117647058,0.8111111111111112,0.5820106069246928,0.6666666666666666,0.5166666706403097,0.7399246624027567,0.8058271872671401,69.23076923076923,0.59375,0.7083333432674408,0.625,0.875,0.132414776779572,0.7897797135011345,57.14285714285714,0.6833333333333333,0.3333333432674408,0.25,0.5,0.6231148789987672,0.653336836536359,70.0,0.5625,0.7857142686843872,0.8333333432674408,0.75,0.5968351542004524,0.7439578901686318,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.5248577908689852,0.7176692112118886,64.34782608695652,0.5396031746031745,0.12349206606547038,0.2,0.09111111263434092,0.5896198515285358,0.7981626444871025,51.21951219512195,0.5263888888888889,0.3313492139180501,0.4166666666666667,0.2916666716337204,0.6985338526790328
18,0.6955396837678149,0.7101231620440274,57.14285714285714,0.6289930555555555,0.5135191318889459,0.6097222280999025,0.5041666732480129,0.727230560702386,75.0,0.8223958333333332,0.6832206081598997,0.7281250059604645,0.6873511988669634,1.330004611645682,0.31524648024557866,87.09677419354838,0.8214285714285714,0.45000000298023224,0.5,0.4166666716337204,0.28262948657333564,0.34006884972308066,76.47058823529412,0.7888888888888889,0.5357142885526022,0.5833333333333334,0.5333333412806193,0.49178471565280224,1.0930241804297105,61.53846153846154,0.6666666666666667,0.6666666865348816,0.550000011920929,0.875,0.24799572828539884,2.0982515931676864,35.714285714285715,0.6833333333333333,0.29999998211860657,0.2142857164144516,0.5,0.3721461373622044,0.6539633349280163,50.0,0.53125,0.722222238779068,0.7000000029802322,0.75,0.523445067612517,0.9206375577328914,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.47601045746061793,0.7794865311525151,66.95652173913044,0.5506349206349206,0.05555555423100789,0.13333333333333333,0.035555556416511536,0.28273431784974357,0.782157980769413,56.09756097560976,0.6361111111111111,0.49259260296821594,0.5388888965050379,0.4992063542207082,0.5216847338740942
19,0.381027226872355,0.8493289831557526,58.730158730158735,0.6512152777777777,0.6536452174186707,0.562847231204311,0.8648809567093849,0.7547501931002116,82.8125,0.8669642857142857,0.8364923372864723,0.8159226235002279,0.9056547619402409,0.81703890196672,0.33688411218985415,83.87096774193549,0.9583333333333333,0.5,0.5,0.5,0.03763924089643856,0.39802980427820744,76.47058823529412,0.75,0.5696969827016195,0.5,0.6666666666666666,0.02618350533369192,1.317569038736812,69.23076923076923,0.55,0.6666666865348816,0.5238095372915268,1.0,0.22247458612848506,3.822273488635374,21.428571428571427,0.9166666666666667,0.34285715222358704,0.2083333358168602,1.0,0.16748958729484853,0.6356006404589782,60.0,0.3,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.5064349643420083,0.4713498897570746,75.0,0.9166666666666666,0.800000011920929,1.0,0.6666666865348816,0.5715268904710661,0.7538854182477625,66.08695652173913,0.6268650793650793,0.13777777949968975,0.26666666666666666,0.09444444576899211,0.6673640627490656,0.8053926076995122,58.536585365853654,0.517361111111111,0.5593434472878774,0.5146825512250265,0.6277777850627899,0.52154339092308
20,0.535953242407285,0.776692789668285,56.08465608465608,0.5991567460317461,0.33776455745100975,0.5819444457689921,0.2654761926581462,0.9765921369577764,72.65625,0.8458333333333333,0.6935425773262978,0.8052083346992731,0.6614583395421505,0.37131044128118834,0.32675479597695856,83.87096774193549,0.8470238095238095,0.5,0.5,0.5,0.04908563208579736,0.6270150601477106,82.35294117647058,0.8125,0.5555555621782938,0.6666666666666666,0.5,0.06278102069444401,1.5875591585963649,46.15384615384615,0.6666666666666666,0.0,0.0,0.0,0.22805678733216606,0.20013606036293208,92.85714285714286,1.0,0.5,0.5,0.5,0.15361635202145713,0.6977978103377023,70.0,0.6875,0.7000000029802322,1.0,0.625,0.5932978016699542,0.8548566180727376,37.5,0.9166666666666666,0.2857142984867096,1.0,0.1666666716337204,0.8044798429231382,0.730715802531082,61.73913043478261,0.581111111111111,0.3636508027712504,0.4211111148198446,0.38333333730697633,0.45661555936801934,0.820999354648557,53.65853658536586,0.5722222222222223,0.47037039200464886,0.475000003973643,0.4833333392937978,0.6056847914059802
21,0.6654997213139693,0.8071914083682504,58.201058201058196,0.5993055555555554,0.4473545029759407,0.582638893276453,0.4027777823309104,0.8102117669858009,82.03125,0.8471354166666668,0.7971268463879824,0.7587797679007053,0.8979166690260172,0.009138613736127893,0.42312768644101795,80.64516129032258,0.8083333333333333,0.5833333358168602,0.5833333358168602,0.5833333358168602,0.03055587501450277,0.3668205647305356,82.35294117647058,0.7222222222222222,0.5634920597076416,0.5277777711550394,0.6111111044883728,0.03190963967971007,1.2671141579671072,46.15384615384615,0.6354166666666666,0.36666667461395264,0.625,0.375,0.36760321406826496,1.4739915862362192,42.857142857142854,0.9375,0.4285714477300644,0.28333333879709244,1.0,0.331109046399924,0.6184551477852464,60.0,0.5625,0.800000011920929,0.75,0.875,0.3243655702807556,0.79436063936375,50.0,1.0,0.5,1.0,0.3333333432674408,0.2662529531172139,0.8013996694996263,56.52173913043478,0.495,0.3005291124184926,0.3288888931274414,0.32000000178813937,0.5307460592241148,1.1247656394230812,46.34146341463415,0.6134920634920634,0.2142857164144516,0.4444444477558136,0.15000000347693762,0.47974605276992077
22,0.5859705281806076,0.9620623070650571,58.730158730158735,0.6499503968253969,0.6017406346897284,0.5986111176510652,0.6599206433941921,1.343863548522263,72.65625,0.8674479166666668,0.7710831016302109,0.6644345289096236,0.9739583320915699,0.687484419392352,0.38424774119479155,83.87096774193549,0.7458333333333333,0.3333333432674408,0.2916666716337204,0.4166666716337204,0.00450071426852888,0.3595099019385137,82.35294117647058,0.8111111111111112,0.5696969827016195,0.5,0.6666666666666666,0.531411201306563,1.0964793531112613,69.23076923076923,0.5416666666666666,0.7083333432674408,0.625,0.875,0.03262454946584583,3.04604477183644,21.428571428571427,0.75,0.3333333432674408,0.25,0.5,0.04348414982104614,0.7882631146852892,70.0,0.3333333333333333,0.7500000298023224,0.6071428656578064,1.0,0.3011484014958048,0.4293718301962698,87.5,0.9166666666666666,0.9090909361839294,1.0,0.8333333134651184,0.37756145712900047,0.8914810385287675,65.21739130434783,0.5990079365079365,0.28126984437306723,0.4555555562178294,0.25777778029441833,0.45572002452336136,1.0942155557446012,48.78048780487805,0.6222222222222222,0.30158731341362,0.5,0.21666666865348816,0.5119087434115845
