,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6927039909624808,0.692828531560528,46.15384615384615,0.7833333333333333,0.6477272808551788,0.48750001192092896,1.0
1,0.6962048881582632,0.6924626019249562,46.15384615384615,0.6666666666666667,0.6444444805383682,0.5250000059604645,1.0
2,0.6916624760365848,0.6922861597163708,46.15384615384615,0.65625,0.6190476417541504,0.45000000298023224,1.0
3,0.6394130576068165,0.6742751954524628,46.15384615384615,0.8666666666666667,0.6477272808551788,0.48750001192092896,1.0
4,0.6907920322738793,0.6930465177235745,46.15384615384615,0.7416666666666667,0.5512820482254028,0.4125000014901161,1.0
5,0.7186930353752498,0.7256051706713141,46.15384615384615,0.625,0.6444444805383682,0.5250000059604645,1.0
6,0.7505206066265101,0.843759269103111,46.15384615384615,0.8333333333333333,0.6444444805383682,0.5250000059604645,1.0
7,0.2834220238645468,1.3398529187627186,46.15384615384615,0.875,0.6444444805383682,0.5250000059604645,1.0
8,0.5545579873417498,0.8799579340272949,53.84615384615385,0.8333333333333333,0.6749999821186066,0.5142857283353806,1.0
9,0.24664252095421035,1.2115615899626386,53.84615384615385,0.7083333333333333,0.6493506729602814,0.48571430146694183,1.0
10,0.46539608219554124,1.3288287199751707,61.53846153846154,0.6666666666666667,0.7333333492279053,0.5833333432674408,1.0
11,0.213308162156388,1.2045312268625366,61.53846153846154,0.7416666666666667,0.6000000387430191,0.5250000059604645,0.9000000059604645
12,0.04149904743543895,1.6072819366301327,69.23076923076923,0.6458333333333333,0.7636363804340363,0.6190476417541504,1.0
13,0.03884491155101181,1.8726537894806228,69.23076923076923,0.6666666666666666,0.761904776096344,0.625,1.0
14,0.0012903027276709694,1.9901878239738977,69.23076923076923,0.6,0.7142857015132904,0.625,0.8333333432674408
15,0.0004559817261605597,2.32175961735966,61.53846153846154,0.7333333333333334,0.6136363744735718,0.5000000149011612,0.9000000059604645
16,0.0005694201886012683,2.3339687472801596,69.23076923076923,0.875,0.7142857313156128,0.7000000029802322,0.875
17,5.08919720718704e-06,2.4918457410018937,61.53846153846154,0.5625,0.6000000089406967,0.5000000149011612,0.75
18,0.0002595025302389162,2.5417595075369093,61.53846153846154,0.7291666666666667,0.6136363744735718,0.5357142984867096,0.75
19,5.626461603228994e-05,2.5547382665287097,69.23076923076923,0.6666666666666667,0.7333333492279053,0.6333333551883698,0.875
20,0.00012535058538509018,2.610863780278789,69.23076923076923,0.7395833333333333,0.7083333432674408,0.625,0.875
21,0.00014121121389847798,2.60912194951165,69.23076923076923,0.75,0.4545454680919647,0.5,0.4166666567325592
22,0.00013194417410474307,2.6169596221089746,69.23076923076923,0.7395833333333333,0.6444444805383682,0.5666666775941849,0.75
23,0.0003392604192989054,2.661896338707744,69.23076923076923,0.7916666666666667,0.7083333432674408,0.625,0.875
24,0.00019598357879300714,2.7328402417445314,61.53846153846154,0.7,0.6666666865348816,0.5833333432674408,0.8333333432674408
25,4.0173461065700996e-06,2.673427646521289,69.23076923076923,0.8333333333333333,0.6500000357627869,0.5666666775941849,0.9000000059604645
26,3.598260042721729e-05,2.7048965734562316,69.23076923076923,0.6979166666666667,0.7333333492279053,0.6333333551883698,0.875
27,2.1487576064224937e-05,2.7733929608921386,61.53846153846154,0.5416666666666667,0.4166666567325592,0.4166666567325592,0.4166666567325592
28,9.06266736742426e-05,2.7629872371838724,69.23076923076923,0.7833333333333333,0.7333333492279053,0.75,0.8333333432674408
29,0.0002195809116826101,2.746946446637705,69.23076923076923,0.6770833333333333,0.7083333432674408,0.625,0.875
30,8.75642294555575e-05,2.835466034105003,61.53846153846154,0.8666666666666667,0.699999988079071,0.7142857164144516,0.8333333432674408
31,0.00024539021869509606,2.856677715828442,61.53846153846154,0.5729166666666666,0.6666666865348816,0.550000011920929,0.875
32,9.755976992446157e-05,2.7511111328134112,69.23076923076923,0.7395833333333333,0.7083333432674408,0.625,0.875
33,3.4813451009411784e-05,2.8704468983048312,69.23076923076923,0.59375,0.6500000059604645,0.5833333432674408,0.75
34,7.325989477328553e-05,2.919283652606234,61.53846153846154,0.8666666666666667,0.6000000387430191,0.5250000059604645,0.9000000059604645
35,2.300331614874758e-06,2.839533517573985,69.23076923076923,0.8666666666666667,0.6500000357627869,0.5666666775941849,0.9000000059604645
36,2.3589429354317566e-05,2.8917746685738375,69.23076923076923,0.65625,0.6444444805383682,0.5666666775941849,0.75
37,7.849513280875425e-06,2.9700862487671653,69.23076923076923,0.7083333333333333,0.6500000059604645,0.5833333432674408,0.75
38,4.992744163296145e-05,2.971041499044343,69.23076923076923,0.75,0.6666666716337204,0.625,0.75
39,5.931931560117551e-05,2.9803768050504664,69.23076923076923,0.75,0.7142857313156128,0.7000000029802322,0.875
40,5.927861579609255e-05,3.0034182137955656,69.23076923076923,0.6166666666666667,0.7083333432674408,0.6333333551883698,0.8333333432674408
41,3.060774534921736e-05,2.9949024378408486,69.23076923076923,0.65,0.7083333432674408,0.6333333551883698,0.8333333432674408
42,2.7971711961532e-06,3.007010962481961,69.23076923076923,0.6833333333333333,0.7142857015132904,0.625,0.8333333432674408
43,4.525220473304471e-05,3.0295810125130225,69.23076923076923,0.6979166666666667,0.7333333492279053,0.6333333551883698,0.875
44,8.410144331106426e-06,3.0792382012371244,69.23076923076923,0.7083333333333333,0.7333333492279053,0.6333333551883698,0.875
45,9.227359478044608e-07,3.08003719989352,69.23076923076923,0.6416666666666666,0.6969697177410126,0.5833333432674408,0.9000000059604645
46,3.1086223107485476e-05,3.0694796053397084,69.23076923076923,0.65,0.6500000357627869,0.5666666775941849,0.9000000059604645
47,1.2454289028224307e-05,3.070240590587642,69.23076923076923,0.8333333333333333,0.7142857313156128,0.7000000029802322,0.875
48,2.1205446215315766e-05,3.110284205016655,69.23076923076923,0.5208333333333334,0.6444444805383682,0.5666666775941849,0.75
49,1.4413385794204635e-05,3.1437145277718574,69.23076923076923,0.71875,0.7333333492279053,0.6333333551883698,0.875
50,2.9239931775718576e-05,3.120428270097253,69.23076923076923,0.6041666666666666,0.6444444805383682,0.5666666775941849,0.75
51,1.4073522608317374e-05,3.1475460271030182,69.23076923076923,0.8,0.7333333492279053,0.75,0.8333333432674408
