,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,227.20999252851755,58.61214652032835,0.0,0.0,0.0,0.0,0.0
1,375.50703741866835,59.81863905222278,0.0,0.0,0.0,0.0,0.0
2,148.41496543460636,18.24644184376663,0.0,0.0,0.0,0.0,0.0
3,39.499796448401426,19.76883326308843,0.0,0.0,0.0,0.0,0.0
4,28.931834822699184,22.14359904751588,0.0,0.0,0.0,0.0,0.0
5,92.88471231236417,21.36901264092893,0.0,0.0,0.0,0.0,0.0
6,56.30312193044995,16.28672578218446,0.0,0.0,0.0,0.0,0.0
7,66.83427641090006,24.88362902788668,0.0,0.0,0.0,0.0,0.0
8,42.195489740234024,14.790649476592108,0.0,0.0,0.0,0.0,0.0
9,101.29846908729719,17.60970540654477,0.0,0.0,0.0,0.0,0.0
10,37.855866114136816,18.347011231512184,0.0,0.0,0.0,0.0,0.0
11,97.16061194930835,13.674362967183045,0.0,0.0,0.0,0.0,0.0
12,138.5981641475996,11.878329281995914,0.0,0.0,0.0,0.0,0.0
13,48.360836993009585,10.876410004905846,0.0,0.0,0.0,0.0,0.0
14,27.299601182824528,10.011289828481445,0.0,0.0,0.0,0.0,0.0
15,18.06159917997382,14.384351726625223,0.0,0.0,0.0,0.0,0.0
16,35.415816465366866,20.74503668066778,0.0,0.0,0.0,0.0,0.0
17,14.518043415142317,9.695264339773658,0.0,0.0,0.0,0.0,0.0
18,30.720797038000036,16.199359740902917,0.0,0.0,0.0,0.0,0.0
19,2.308711183537999,13.391726027212194,0.0,0.0,0.0,0.0,0.0
20,9.403023662031313,11.562031707372556,0.0,0.0,0.0,0.0,0.0
21,22.881391985401564,9.843001436043188,0.0,0.0,0.0,0.0,0.0
22,17.75951473924362,31.141416266805663,0.0,0.0,0.0,0.0,0.0
23,10.21600442378902,10.509719087267428,0.0,0.0,0.0,0.0,0.0
24,4.998555865135442,11.55539763692519,0.0,0.0,0.0,0.0,0.0
25,2.348291407449622,10.286495209035458,0.0,0.0,0.0,0.0,0.0
26,0.8604554307420628,12.22904563425344,0.0,0.0,0.0,0.0,0.0
27,7.844231577360943,14.135885894069155,0.0,0.0,0.0,0.0,0.0
28,10.739550187008883,10.585086792086202,0.0,0.0,0.0,0.0,0.0
29,1.2058656600464817,11.338422063968036,0.0,0.0,0.0,0.0,0.0
30,10.111289844816152,11.42570825058619,0.0,0.0,0.0,0.0,0.0
31,2.2931157723849154,9.444456278095224,0.0,0.0,0.0,0.0,0.0
32,2.4630696027446337,12.945990960631496,0.0,0.0,0.0,0.0,0.0
33,14.020801816082571,15.33450380528209,0.0,0.0,0.0,0.0,0.0
34,4.253255034185232,13.545914672092273,0.0,0.0,0.0,0.0,0.0
35,7.754587881934153,10.540873031591982,0.0,0.0,0.0,0.0,0.0
36,1.71484966926098,10.131241035527527,0.0,0.0,0.0,0.0,0.0
37,2.483050346230118,21.20593505316951,0.0,0.0,0.0,0.0,0.0
38,1.596958497879217,10.319971594698256,0.0,0.0,0.0,0.0,0.0
39,5.713491936896216,20.118298039093393,0.0,0.0,0.0,0.0,0.0
40,6.385570123083932,10.136468794813787,0.0,0.0,0.0,0.0,0.0
41,1.8033680108226202,10.25588495418836,0.0,0.0,0.0,0.0,0.0
42,7.493698330326661,12.88631440635322,0.0,0.0,0.0,0.0,0.0
43,3.668388743428319,10.689766086727714,0.0,0.0,0.0,0.0,0.0
44,25.783522197610175,14.825224013446602,0.0,0.0,0.0,0.0,0.0
45,5.514563387651248,10.955530492635932,0.0,0.0,0.0,0.0,0.0
46,2.919355411734191,10.929034345158664,0.0,0.0,0.0,0.0,0.0
47,3.5431850419777096,9.764625883408598,0.0,0.0,0.0,0.0,0.0
48,2.269981350274035,10.559597811744164,0.0,0.0,0.0,0.0,0.0
49,1.2555582614524394,18.32701886927005,0.0,0.0,0.0,0.0,0.0
50,1.5980075820092887,11.712737217810027,0.0,0.0,0.0,0.0,0.0
51,1.0541285116896593,9.383791011718351,0.0,0.0,0.0,0.0,0.0
52,0.26344816016926065,18.33344989799193,0.0,0.0,0.0,0.0,0.0
