,DUP16p11_2,DUP16p11_2,DUP16p11_2,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6283738908186034,0.12148655681397237,57.14285714285714,0.126550511027837,52.17391304347826,0.7633894229432523
1,0.37737011118256203,0.1904361767559479,42.857142857142854,0.10762052100480789,46.95652173913044,0.9094350895034122
2,0.7604317313137859,0.09465358921486285,50.0,0.13955743561457876,53.04347826086957,0.5669164157628332
3,2.6565484266444797,0.1262628468092112,57.14285714285714,0.14535311485703123,47.82608695652174,0.3799480099405378
4,0.013535535330665842,0.09326197768272285,71.42857142857143,0.16481491839741,46.95652173913044,0.42480009688519543
5,0.012801909900637197,0.11152043739704014,71.42857142857143,0.182685174786506,41.73913043478261,0.696391500331889
6,0.004865538609602053,0.05685049572028167,85.71428571428571,0.21201560421814317,46.95652173913044,0.5055933184658107
7,0.007062446164365742,0.11551404104150335,71.42857142857143,0.2185533699323533,45.21739130434783,0.767527804544472
8,0.0025422922480797293,0.07039644240669321,85.71428571428571,0.25898331061753144,47.82608695652174,0.009292389700580482
9,0.0009415027189213309,0.08318303969226545,85.71428571428571,0.2616551100603708,49.56521739130435,0.015885766536303275
10,0.0007736989868909426,0.10677607586870445,78.57142857142857,0.31809005761741704,47.82608695652174,0.026350622994427298
11,0.0016821423823068496,0.08413535585229767,78.57142857142857,0.3224742103266997,55.65217391304348,0.016724851191102435
12,0.00047946692957719994,0.14694081970157874,78.57142857142857,0.3975348835682405,53.04347826086957,0.030236764806833637
13,0.0007678679506674434,0.07452573821038597,85.71428571428571,0.3658148340153866,52.17391304347826,0.012185640653134806
14,7.451884930060853e-05,0.128790021077765,78.57142857142857,0.4104814043244885,53.04347826086957,0.0021417907943157427
15,0.0004406461104530606,0.12030091564540037,85.71428571428571,0.4559464646402681,55.65217391304348,0.0005691686904838958
16,0.0002716780172406933,0.08319123784128882,85.71428571428571,0.4324414221848671,52.17391304347826,0.0008779119275691312
17,0.00045089242785618526,0.10107029800700007,78.57142857142857,0.4702646417951585,53.04347826086957,8.995550145966646e-05
18,0.0002777366830255987,0.09469196784417626,85.71428571428571,0.4744097152275056,53.04347826086957,0.0007118964660613682
19,2.7022160131502164e-05,0.11765814515465113,78.57142857142857,0.44634285778876437,53.04347826086957,0.00022553046243494729
20,3.651692579093027e-05,0.09849073394885062,78.57142857142857,0.47338526359075017,53.04347826086957,0.00019465298955426402
21,0.00020283744097022082,0.11702837532395478,78.57142857142857,0.47787388511262074,53.91304347826087,0.0004326904998895184
22,0.00019748813675434461,0.13279376315807695,78.57142857142857,0.46472447099282443,53.91304347826087,0.0004847403985668411
23,2.5420397329311126e-05,0.11460141113925047,78.57142857142857,0.532699923146659,53.91304347826087,0.0005427240354048692
24,0.0001575624395919475,0.10366766372965426,78.57142857142857,0.5156727309692428,54.78260869565217,0.00042259857573590946
25,0.0001995166747234831,0.11810510032474156,78.57142857142857,0.47761767812880523,53.91304347826087,0.00015779878798408733
26,5.70053874107629e-05,0.10456133281765419,78.57142857142857,0.4992042913394034,54.78260869565217,0.00021278194890980793
27,8.353971361057955e-05,0.12630510319610386,78.57142857142857,0.4889074511173865,53.04347826086957,0.00036971247768896164
28,0.0001242971131537929,0.10493253837777976,78.57142857142857,0.510574801205592,53.91304347826087,0.00034061298262211823
29,9.69312210712108e-05,0.13750192912573175,78.57142857142857,0.48618192400539756,53.91304347826087,0.00031741541115918285
30,1.618202318266055e-05,0.12879857979691225,78.57142857142857,0.5295284692431572,53.04347826086957,0.00020072234034664398
31,6.789518058612032e-05,0.10993583961964946,78.57142857142857,0.5078338667995862,54.78260869565217,0.00022017851870704603
32,3.4839612596662866e-05,0.10846932508824694,78.57142857142857,0.5235600619666956,53.04347826086957,0.00020145897789882
33,5.4341274450749453e-05,0.12865427484506425,78.57142857142857,0.5409541860897583,53.04347826086957,0.00027988148056891783
34,3.506701284523283e-05,0.12388491127324659,78.57142857142857,0.5017694256222308,53.04347826086957,5.7795108141694775e-05
