,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.5912945208867855,0.693465844578143,40.0,0.8333333333333333,0.0,0.0,0.0,0.6420539808849403,67.1875,0.7586309523809524,0.7377258315682411,0.6114583369344473,0.9875000007450581,0.48296237640087547,0.6929116068317356,58.201058201058196,0.5834573412698413,0.4853294938802719,0.5701388927797476,0.43839286391933757,0.6926238589106459,0.9783230434142937,19.35483870967742,0.5726190476190476,0.29191919788718224,0.1875,0.75,0.693164027953349,0.7540382552352568,47.05882352941176,0.3125,0.0,0.0,0.0,0.6875330996176852,0.6927344771033829,55.55555555555556,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6927547556345983,0.8420190145854907,21.428571428571427,0.31666666666666665,0.27272728085517883,0.1875,0.5,0.6379539711666011,0.7300615678603275,25.0,0.0,0.0,0.0,0.0,0.7031482433080133,0.6881202050901587,58.26086956521739,0.5913888888888889,0.3879365126291911,0.43111111521720885,0.43000000417232515,0.6839813637427831,0.6672832037932656,56.09756097560976,0.6527777777777778,0.7381618469953537,0.625,1.0,0.8584171239149315
1,0.6932222276592147,0.6933057604465906,50.0,0.13333333333333333,0.6666666865348816,0.5357142984867096,0.9000000059604645,0.7033406663735569,60.9375,0.7358258928571428,0.37028770335018635,0.677083333954215,0.28050595708191395,0.5328114577907633,0.6819020456392331,50.79365079365079,0.6357638888888889,0.6572184885541598,0.5093750009934107,1.0,0.7023588345748994,0.4704735551073211,80.64516129032258,0.7291666666666666,0.0,0.0,0.0,0.4693720276263487,0.6929878849063574,52.94117647058824,0.5444444444444444,0.7715617815653483,0.6666666666666666,1.0,0.6925148297580472,0.692355853089489,55.55555555555556,0.5625,0.8333333432674408,0.75,1.0,0.6924808041495175,0.7055434869076459,71.42857142857143,0.45,0.25,0.25,0.25,0.6711600543685735,0.6955497600756116,25.0,0.0,0.0,0.0,0.0,0.7132616175803301,0.6932193838850229,51.30434782608696,0.5484920634920634,0.4465271830558777,0.3728571484486262,0.6866666674613953,0.692826009734453,0.7028806767047072,43.90243902439025,0.525,0.0,0.0,0.0,0.6932538877096693
2,0.6933784173081692,0.6932809230187718,50.0,0.625,0.2857142686843872,0.3333333432674408,0.25,0.6397717392958798,67.1875,0.7944568452380951,0.5253968294709921,0.7343750018626451,0.43764881789684296,0.3435993162801562,0.6927659585365235,50.79365079365079,0.6237847222222223,0.061309525122245155,0.16666666666666666,0.038194445272286735,0.6936449142708022,0.47260076583689126,80.64516129032258,0.5928571428571429,0.0,0.0,0.0,0.339832332136653,0.6240637263807377,70.58823529411765,0.7277777777777779,0.5357142885526022,0.45000000794728595,0.6666666666666666,0.6918870780845371,0.6924777785090861,55.55555555555556,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.6896803752800573,0.4483287547563082,78.57142857142857,0.8166666666666667,0.0,0.0,0.0,1.4632629432977882,0.6928432492614447,62.5,0.25,0.7692307233810425,0.7142857313156128,0.8333333134651184,0.6944591694177245,0.6919102145546513,62.60869565217392,0.3866269841269841,0.14222222367922466,0.22222222288449606,0.11111111442248027,0.694166407960427,0.6932264890741868,43.90243902439025,0.5916666666666667,0.0,0.0,0.0,0.694058720553159
3,0.6937171832992451,0.6934528623914558,40.0,0.8333333333333333,0.0,0.0,0.0,0.5748446865599021,68.75,0.7857142857142857,0.6241567675024271,0.6456845328211784,0.6238095313310623,0.599541897676746,0.6917022548678622,57.67195767195767,0.5997767857142857,0.6465828269720078,0.5398313564558824,0.8801587323347727,0.6995214741035551,0.6298249008275035,67.74193548387096,0.6577380952380952,0.38333333283662796,0.30000000819563866,0.625,0.6327380294734356,0.6241314319969219,58.82352941176471,0.8055555555555555,0.7671957810719808,0.6785714328289032,1.0,0.6389175751388085,0.6933218468820814,55.55555555555556,0.45,0.38461539149284363,0.3125,0.5,0.693485421296292,1.1298649801793836,14.285714285714285,0.5357142857142857,0.2539682611823082,0.16250000149011612,0.75,0.5749968751052267,0.694708613215321,37.5,0.0,0.5454545617103577,0.6000000238418579,0.5,0.6916087353523638,0.6903170214442393,66.95652173913044,0.5152777777777778,0.0,0.0,0.0,0.6925652018365595,0.6951099735545186,53.65853658536586,0.5520833333333334,0.3869047562281291,0.5694444477558136,0.316666675110658,0.6930496243380102
4,0.6915661425295299,0.6922911481290651,60.0,0.40625,0.8333333432674408,0.75,1.0,0.6007773057093218,73.4375,0.8106770833333332,0.6757555101066828,0.7979166693985462,0.6348958443850279,0.5841787948526714,0.7567625927930215,50.79365079365079,0.6595734126984127,0.6588312306751808,0.5108630980054537,0.991666667163372,0.3608897803572704,0.5253088336650477,77.41935483870968,0.7,0.49166667461395264,0.5833333358168602,0.5416666716337204,0.7287728102331238,0.4916808486435997,70.58823529411765,0.8333333333333334,0.41904762387275696,0.6666666666666666,0.3333333333333333,1.3098165360991694,0.6973389200238097,44.44444444444444,0.41666666666666663,0.0,0.0,0.0,0.6939173939810667,1.1301868415737604,14.285714285714285,0.625,0.2539682611823082,0.16250000149011612,0.75,0.5200048006467176,0.7791446153669153,25.0,0.3333333333333333,0.0,0.0,0.0,0.6941361086326592,0.6585704212726174,66.95652173913044,0.5118650793650792,0.0,0.0,0.0,0.5871253997002853,0.6865399573033633,58.536585365853654,0.5625,0.7292152345180511,0.6714285810788473,0.875,0.7210876660765593
5,0.6952516493502926,0.6795792517773446,50.0,0.65625,0.20000000298023224,0.5,0.125,0.5747912012643867,71.09375,0.8229166666666666,0.7233263440430164,0.6889881007373333,0.8416666723787785,0.15199879422675386,1.0285765793269508,50.264550264550266,0.6235615079365079,0.6365504860877991,0.4994047650446494,0.9544642865657806,0.24712910901147786,0.8133890343584886,45.16129032258064,0.6041666666666666,0.3125,0.23333334177732468,0.5,1.014775999145577,0.839503358607133,58.82352941176471,0.6111111111111112,0.7897435824076334,0.6845238109429678,1.0,1.0475875595562827,0.6940423997068196,44.44444444444444,0.25,0.0,0.0,0.0,0.6917913756119113,1.9946451215811425,21.428571428571427,0.125,0.34285715222358704,0.2083333358168602,1.0,0.5680834961566862,0.6953519827915124,12.5,0.08333333333333333,0.0,0.0,0.0,0.6941013974860334,0.6922077370442065,66.08695652173913,0.3853174603174604,0.07111111283302307,0.13333333333333333,0.05,0.6936603794381442,0.7023328466222645,63.41463414634146,0.5340277777777778,0.6174242496490479,0.5404762029647827,0.7388888895511627,0.6895791672207924
6,0.684150549295785,0.6935230155452776,40.0,0.5416666666666667,0.0,0.0,0.0,0.5261744260610806,77.34375,0.8322916666666668,0.7809742540121078,0.740922624245286,0.8718750011175871,0.6449828181652449,0.7125129551792718,55.55555555555556,0.5850694444444443,0.6547230668365955,0.5252976268529892,0.9465277791023254,0.8455307713202915,0.5457780606696455,64.51612903225806,0.7904761904761904,0.4027777910232544,0.2916666716337204,0.6666666716337204,0.5023755309318659,0.6003974991052127,64.70588235294117,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.23333333432674408,1.1923226837252523,0.7981529904327529,44.44444444444444,0.35,0.0,0.0,0.0,0.6955620905498097,1.7105278859235813,21.428571428571427,0.5535714285714286,0.3611111119389534,0.2291666716337204,1.0,0.7824338734217932,0.8746544304289463,25.0,0.25,0.0,0.0,0.0,0.6945584781209689,0.6801276413602161,66.95652173913044,0.4749603174603175,0.0,0.0,0.0,0.8546713905626037,0.722693484859209,60.97560975609756,0.53125,0.7494172553221384,0.6726190547148386,0.9055555562178293,1.0156671527947387
7,0.693258189267841,0.6930388782454636,50.0,0.9,0.5,0.5,0.5,0.545124270571141,75.0,0.8322916666666667,0.6790397241711617,0.7302083391696215,0.6546130999922752,0.194910310134548,0.6978466001760607,55.55555555555556,0.5890624999999999,0.35929233332475025,0.5097222266097864,0.30833333544433117,1.0419013232354277,0.39363526922042014,87.09677419354838,0.6339285714285714,0.4166666716337204,0.5,0.375,0.09742666688503365,0.5386569951196014,76.47058823529412,0.8333333333333334,0.7777777910232544,1.0,0.6666666666666666,0.39272858140038847,0.6939565488518772,33.33333333333333,0.34375,0.222222238779068,0.20000000298023224,0.25,0.6916674682118226,0.8408148283983117,64.28571428571429,0.875,0.5,0.6000000014901161,0.75,0.7003879881733839,0.6947375793864784,25.0,0.16666666666666666,0.0,0.0,0.0,0.6921171608538687,0.6799159251067435,66.95652173913044,0.4798809523809524,0.0,0.0,0.0,0.7997928738085343,0.6772550668339492,60.97560975609756,0.5531746031746031,0.6205128331979116,0.6650793751080831,0.600000003973643,0.5164299636586865
8,0.7039898316107843,0.6537880746264196,40.0,0.625,0.3333333432674408,0.25,0.5,0.627175512094332,77.34375,0.8533110119047619,0.7875714711844921,0.7126488145440817,0.9285714291036129,0.21701690601872545,0.6853744256157189,57.14285714285714,0.6483878968253968,0.5647847652435303,0.5921627034743627,0.6034722303350767,1.0792155178555465,0.5925670775460327,70.96774193548387,0.775,0.3750000074505806,0.2916666716337204,0.5833333358168602,0.12789258972029394,0.43792104779471264,82.35294117647058,0.8055555555555555,0.8777777751286825,0.8333333333333334,0.9444444378217062,0.6040273296109289,0.7064648233231348,55.55555555555556,0.375,0.8333333432674408,0.75,1.0,0.693974754505021,1.133795393405592,21.428571428571427,0.6666666666666666,0.2777777761220932,0.17142857611179352,0.75,0.5838603520053379,0.6534070944516326,75.0,0.3333333333333333,0.8571428656578064,0.75,1.0,0.8224112057989629,0.6833139602924702,59.130434782608695,0.5361904761904762,0.26603175203005475,0.32666666706403097,0.26666667064030963,0.7256877406602797,0.9005005463455046,56.09756097560976,0.5826388888888888,0.7340252498785654,0.6180555572112402,0.9444444477558136,3.3641283429474003
