,SZ,SZ,SZ,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7100204964367696,0.08516749004405262,60.15625,0.10308628635184951,28.57142857142857,0.693942043648264
1,0.7044657779285567,0.08420320541604023,60.9375,0.09894244348176044,71.42857142857143,0.6930128177849851
2,0.6226419546357457,0.08096293765594599,62.5,0.0987140529583228,71.42857142857143,0.69503088058826
3,0.5865227564870292,0.08251853708939438,62.5,0.09905795440680597,28.57142857142857,0.6948425144800997
4,0.7467882949094623,0.08087680676477345,64.0625,0.09903260178898814,50.0,0.6920428305996242
5,0.5403085089756287,0.1475696449180926,60.15625,0.09949027069173606,28.57142857142857,0.6899869040264819
6,0.6041702545606145,0.08150893920654352,65.625,0.0994546220342148,35.714285714285715,0.6884883752184003
7,0.526939050454834,0.07833646265728914,64.0625,0.0999378819835748,28.57142857142857,0.689874470057404
8,0.6128197899165265,0.15209318387259574,64.0625,0.10356188399366416,28.57142857142857,0.6961922672312634
9,0.617338054923411,0.08822845058506297,67.96875,0.10138189117308749,28.57142857142857,0.6821550312139854
10,0.5759138146603874,0.07373080878156411,64.0625,0.10297846549079918,28.57142857142857,0.6861539493266468
11,0.681533341897893,0.08758797480528538,67.96875,0.10728568972832478,28.57142857142857,0.6354994444858342
12,0.3709129452569928,0.07831493453650924,67.1875,0.11398882471711093,28.57142857142857,0.6463147633473295
13,0.7493041532441908,0.16099494411567852,65.625,0.10296708358256627,28.57142857142857,0.6985727394550088
14,0.28975643285423214,0.10845572461370642,67.1875,0.09798807565926593,57.14285714285714,0.6697343308416708
15,0.13227639274102304,0.14627172956953585,66.40625,0.09577998631345938,35.714285714285715,0.4948542459872143
16,0.39393545867411706,0.14431735196452788,66.40625,0.35094081650305736,71.42857142857143,11.050248817027853
17,0.03429155037445853,0.11915441501942889,71.09375,0.09782771547319791,64.28571428571429,0.6905247611835096
18,0.1439048876906549,0.09412753425784004,70.3125,0.0949113772115741,71.42857142857143,0.6016449916846023
19,0.4592779163300425,0.1576113289873113,62.5,0.15636724399454938,50.0,0.5190687415817454
20,0.2722552193562931,0.10006639798169642,73.4375,0.0806692476592569,71.42857142857143,0.6749497759429264
21,0.19725539821186278,0.1337962534518673,62.5,0.05916574701828691,92.85714285714286,0.5370904967325357
22,0.39581015137550635,0.08279636988306033,74.21875,0.3461021668727651,35.714285714285715,0.062365667492748134
23,0.3499032969919302,0.13396690934937663,70.3125,0.42958301769496143,28.57142857142857,0.2508112208356975
24,0.039287740220640764,0.14803831372175286,70.3125,0.05300448893530036,57.14285714285714,0.3481758398473521
25,0.00037908621207842106,0.16101866716255298,69.53125,0.3693109094839898,35.714285714285715,4.088117348611692
26,0.004576960670964134,0.13953253090535578,73.4375,0.06620359358155146,78.57142857142857,0.24440581011798565
27,3.1566763889756664,0.379030240698888,67.1875,0.1486043121310189,92.85714285714286,0.3051913412633044
28,0.020646705642024647,0.16951177888424834,72.65625,0.6105044499244681,50.0,0.6976450102385767
29,0.009022632624914791,0.21292600603329703,74.21875,0.16210909885461058,92.85714285714286,8.29625542514939e-06
30,0.027041686442006524,0.19480916937165446,72.65625,0.18168733007240578,78.57142857142857,4.472013770352598e-06
31,6.944048426714311e-06,0.23127618369994796,72.65625,0.2481342511278469,92.85714285714286,1.6186882429364015e-06
32,0.20902219449298612,0.25949849835646904,63.28125,0.16131415068194213,92.85714285714286,1.8233315178308305e-06
33,0.023451044334598214,0.2243624386096101,65.625,0.20150823548356483,85.71428571428571,0.00012085290465885355
34,0.0013471165607751214,0.34088695764647153,67.1875,0.21692543283504664,85.71428571428571,0.00015029921571008725
35,0.0022981767956334154,0.2716890586702476,66.40625,0.1616563082419193,85.71428571428571,3.720707199341222e-07
36,0.00035655635926537494,0.2677938292969501,70.3125,0.21512068617001523,85.71428571428571,2.172667469905752e-07
37,0.003880107481066247,0.26974222308380064,67.1875,0.21141848808968197,85.71428571428571,1.175840913617116e-05
38,4.7973042916385326e-05,0.3348780716916865,71.875,0.21928333765079683,85.71428571428571,7.03228504698843e-05
39,0.0031289546289663475,0.28441918702933083,72.65625,0.20900009986097165,85.71428571428571,3.086318035561825e-05
40,0.02540687872432169,0.26788540716334386,68.75,0.16148375738762716,85.71428571428571,9.552237805038261e-06
41,0.0010687118806763558,0.3349839048412363,71.09375,0.17739507075813776,78.57142857142857,3.70973411231027e-07
42,0.00017836211552861323,0.3357175076941755,70.3125,0.21723894068581326,78.57142857142857,5.469009029306625e-05
43,0.00165361946634393,0.2653267036391268,69.53125,0.18092748586234889,78.57142857142857,1.4144888167674063e-05
44,0.00034347421457677445,0.2789927157030707,75.0,0.22158353383119447,78.57142857142857,2.4747865407234273e-07
45,0.00024516024280251807,0.335899499061181,71.09375,0.2074204094881145,78.57142857142857,7.60673969517565e-07
46,0.008071325853831107,0.282195186106219,75.0,0.1913133488247246,78.57142857142857,9.625520280801808e-06
47,0.7075408359658839,0.5025349169351043,66.40625,0.22221764516527218,78.57142857142857,4.12658309286458e-06
48,0.0008695325982665273,0.3103200616631685,68.75,0.18610917887658646,78.57142857142857,2.3982483373657258e-05
49,0.002734651898623146,0.25024434874964463,71.875,0.24541980809560765,78.57142857142857,4.972227833945712e-06
50,2.852140802528115,0.35715992451417683,75.0,0.18302649496567724,78.57142857142857,2.10291344749463e-05
51,0.0001348393658909059,0.35283500517045036,67.1875,0.24107469651772398,78.57142857142857,9.359152270480593e-08
52,0.00043602617088493983,0.23704664838482692,75.0,0.18862931148112458,78.57142857142857,1.0212079781966444e-07
53,0.00012816130627749193,0.27910959741394936,73.4375,0.21292152940924,78.57142857142857,5.6513026438065134e-09
54,6.388830678037184e-06,0.2817056901276529,71.875,0.2438650275688374,78.57142857142857,1.0033154949783548e-05
55,0.00018477765865914153,0.3314062703076175,72.65625,0.20799105704859308,78.57142857142857,1.0458717488182502e-06
56,0.022140917160192772,0.3787312207968859,68.75,0.2195587133954173,78.57142857142857,7.57428004900597e-06
57,4.990994889689357e-05,0.3531322982580709,69.53125,0.26968381927563334,78.57142857142857,9.279738977365726e-06
58,0.0005560056550960352,0.3309059560277954,72.65625,0.28555706409287984,78.57142857142857,8.76497317392245e-06
59,0.16743867977987695,0.3557103906702289,71.09375,0.26043677722313824,78.57142857142857,6.354299816396494e-08
60,1.3621923042660102,0.43167841374726545,73.4375,0.26249964263064507,78.57142857142857,3.7938340212931557e-07
61,0.0001284979661890824,0.3849982199411194,64.0625,0.23953361404951057,78.57142857142857,1.7544847207088657e-06
62,1.5619876924986792e-05,0.3043612042710961,74.21875,0.23984076176602237,78.57142857142857,4.081285280769381e-06
63,1.2953778792695827e-05,0.31887364838084403,70.3125,0.2424735283877745,78.57142857142857,3.455893305823028e-06
64,8.3357166284034e-06,0.3284286071712175,69.53125,0.25968287397496476,78.57142857142857,4.813302464036536e-06
65,3.387360786933546e-05,0.29301964312408507,71.875,0.18754664029778362,78.57142857142857,3.309485402241443e-08
66,0.009433653971045626,0.3814660619049779,67.1875,0.26363387846921804,78.57142857142857,1.6942610062517854e-06
67,3.289652459962584e-09,0.48776611139098475,64.84375,0.23015655915516023,78.57142857142857,1.2265595072920462e-06
68,7.3765165806708e-09,0.4443316042733931,67.96875,0.26648509310758467,78.57142857142857,5.07071622062258e-08
69,3.6036872754988567e-06,0.3864898629406102,72.65625,0.23335645350777875,78.57142857142857,5.678615268341647e-06
70,5.299977957317607e-06,0.41989265077229515,73.4375,0.231604544719554,78.57142857142857,2.277716333609479e-08
71,1.171885841411662,0.4796027955570202,63.28125,0.21535976207906588,78.57142857142857,6.092244239574589e-06
72,3.3710846202636813e-06,0.40425159556703494,67.96875,0.26120935573251425,78.57142857142857,7.672942927231403e-07
73,0.0004495512605574633,0.2810182984047336,67.96875,0.28202482268024337,78.57142857142857,9.526748987375086e-07
74,1.4488698523348324e-05,0.3709930341576897,71.875,0.27412138468562236,78.57142857142857,7.29849967291583e-06
75,0.04129709668771794,0.3809150719999436,64.84375,0.2244391909583212,78.57142857142857,3.1544248090706183e-06
