,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6935195843553924,0.6945367175701191,50.0,0.375,0.0,0.0,0.0,0.6727619282001528,63.63636363636363,0.4375,0.8333333432674408,0.75,1.0,1.011066442573836,0.759266681767443,54.54545454545454,0.6333333333333333,0.0,0.0,0.0,0.6548186245858866,0.6932096321436562,53.333333333333336,0.19791666666666666,0.6969697177410126,0.5357142984867096,1.0,0.6923088221016487,0.6860997032124829,50.0,0.6875,0.0,0.0,0.0,0.6869833446736661,0.6932508201132132,37.5,0.8666666666666667,0.0,0.0,0.0,0.6935057330730298,0.7435465529939923,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.6418921636682556,0.7016159215865335,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6663755132623699,0.6929936897987363,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.6930745620819497,0.7189472585682982,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.6859453808757762,0.6750758579142251,57.89473684210527,0.6666666666666666,0.0,0.0,0.0,0.6869026522853815,0.6932090567282094,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6922304077212708,0.8325808814572048,20.0,0.2857142857142857,0.4444444552063942,0.3125,1.0,0.7005327669176098,0.7396995237122199,50.0,0.41666666666666663,0.38461539149284363,0.3125,0.5,0.6241799950376481
1,0.6917406392401114,0.6930952586951952,50.0,0.5625,0.0,0.0,0.0,0.675142086896448,63.63636363636363,0.3214285714285714,0.46666666865348816,0.4375,0.5,0.5239124222954037,0.7017050057127397,45.45454545454545,1.0,0.6727272868156433,0.5208333432674408,1.0,0.6851753270962668,0.6932991733996643,53.333333333333336,0.21875,0.6969697177410126,0.5357142984867096,1.0,0.6914693516178323,0.7055710434344735,50.0,0.5625,0.6666666865348816,0.5,1.0,0.726194284268601,0.6922803996594509,62.5,0.4,0.7692307829856873,0.625,1.0,0.6941108453905638,0.7420197491300052,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.5934028494352369,0.7008820242309363,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.8054669661279172,0.7086320799520968,55.55555555555556,0.35,0.0,0.0,0.0,0.6860307578834173,0.7259145072158459,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.7695403091037345,0.6935285456337436,42.10526315789473,0.4611111111111111,0.648484855890274,0.5416666666666666,1.0,0.6932900285482643,0.6932777309226976,50.0,0.45,0.7727272808551788,0.6875,1.0,0.6895641881364594,0.9954409753295866,20.0,0.45833333333333337,0.20000000298023224,0.125,0.5,0.7998404580603496,0.7217897868932491,50.0,0.3125,0.6666666865348816,0.5,1.0,0.543977094255909
2,0.6905030475791253,0.687540083940507,50.0,0.9375,0.0,0.0,0.0,0.6938785577366673,54.54545454545454,0.5,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.7991102599913636,0.7238793685501036,54.54545454545454,0.03333333333333333,0.0,0.0,0.0,0.7638921290738983,0.6928918682962443,53.333333333333336,0.6875,0.6969697177410126,0.5357142984867096,1.0,0.6947392193980022,0.6860664484402224,50.0,0.6875,0.0,0.0,0.0,0.6650599195241603,0.6908930966209116,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6909728925452404,0.6998321666791513,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.9955256727678805,0.7629028702458225,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.5720600589425563,0.6644926367859991,66.66666666666666,0.55,0.0,0.0,0.0,0.7266256316820231,0.6909707802487762,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.670825851550781,0.6929544932406483,57.89473684210527,0.5444444444444444,0.0,0.0,0.0,0.6938444623217519,0.6933795969857013,50.0,0.65625,0.6666666865348816,0.5,1.0,0.6891213415043622,1.1404630007004304,20.0,0.6428571428571428,0.4444444552063942,0.3125,1.0,0.40212262702475887,0.9557257785313474,50.0,0.28125,0.6666666865348816,0.5,1.0,0.6922296368453223
3,0.6919505523859096,0.693119415370674,50.0,0.625,0.6666666865348816,0.5,1.0,0.6499988864408212,63.63636363636363,0.59375,0.8333333432674408,0.75,1.0,0.3770434993232785,0.6918319392801155,54.54545454545454,0.6666666666666666,0.0,0.0,0.0,0.694469446050162,0.6927489392386111,86.66666666666667,0.9,0.8444444835186005,1.0,0.7333333492279053,0.6932617660709163,0.6869668814691474,50.0,0.75,0.0,0.0,0.0,0.6610013850909647,0.6920175529336547,87.5,0.8666666666666667,0.9090909361839294,0.8333333134651184,1.0,0.6932250807137927,0.6937310397219122,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.6908093650635686,0.7758578681724522,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.8039152843515099,0.650463508961434,66.66666666666666,0.5416666666666667,0.0,0.0,0.0,0.6917299091651367,0.7006574273884529,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.7237231234544665,0.8295177185893197,57.89473684210527,0.5208333333333334,0.0,0.0,0.0,0.6233499991273387,0.6932909128831829,50.0,0.21875,0.0,0.0,0.0,0.6925664579551185,0.8461173140661028,20.0,0.7083333333333333,0.20000000298023224,0.125,0.5,0.6373929664662424,0.6606875523246855,50.0,0.875,0.6666666865348816,0.5,1.0,0.6393487491524776
4,0.692218023682348,0.6932517996364754,50.0,0.5,0.3333333432674408,0.5,0.25,0.6330847968559242,63.63636363636363,1.0,0.6785714328289032,0.5416666716337204,1.0,0.647187751727846,0.6965523496314328,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,0.6496957678617254,0.6925249229869314,53.333333333333336,0.75,0.6893939673900604,0.5446428656578064,1.0,0.6932649524395891,0.6772493221408193,50.0,0.75,0.0,0.0,0.0,0.6645097567706285,0.6919081164659348,75.0,0.9333333333333333,0.8333333730697632,0.7142857313156128,1.0,0.688981168877669,0.6987801013513306,16.666666666666664,0.2222222222222222,0.2857142686843872,0.25,0.3333333432674408,0.6929933877499764,0.8322140285158718,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.7713114761446752,0.7429138131083752,66.66666666666666,0.25,0.0,0.0,0.0,0.5295551811215604,0.7277149550145197,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.751800226372475,0.6937661195482017,36.84210526315789,0.4597222222222222,0.5303030212720236,0.3789682586987813,0.9166666666666666,0.6929675179823245,0.6934191567761328,50.0,0.25,0.6666666865348816,0.5,1.0,0.6923113443676983,0.7981960583963975,30.0,0.7142857142857143,0.4583333432674408,0.3214285746216774,1.0,0.6975729310727636,0.626365899201831,50.0,0.9375,0.6666666865348816,0.5,1.0,0.4781857431140974
5,0.8395505812072442,0.7076239643898075,50.0,0.5,0.6666666865348816,0.5,1.0,0.6322705669055139,63.63636363636363,1.0,0.6785714328289032,0.5416666716337204,1.0,0.9777971384201196,0.8313170539651297,54.54545454545454,0.26666666666666666,0.0,0.0,0.0,0.676344684008215,0.6928033226944466,53.333333333333336,0.5,0.6893939673900604,0.5446428656578064,1.0,0.6928404402047614,0.6620658207909149,50.0,0.625,0.5,0.5,0.5,0.5758970892791703,0.6892192847799588,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6920964688491391,0.6934393474473682,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.7208481499675116,0.8858520995667141,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.2811676713632391,0.8330775204062486,55.55555555555556,0.3333333333333333,0.0,0.0,0.0,0.6396845496692618,0.7255749925182032,14.285714285714285,0.08333333333333333,0.25,0.20000000298023224,0.3333333432674408,0.7397492769015772,0.6936620384116641,36.84210526315789,0.4375,0.4040403962135315,0.3095238109429677,0.5833333333333334,0.6954730255582658,0.6936400635613011,50.0,0.45,0.38461539149284363,0.3125,0.5,0.6873817269043231,0.6330675802162243,40.0,0.7142857142857143,0.0,0.0,0.0,0.5968418067363085,0.6043944046991024,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6831981474792563
6,0.9114361712818725,0.7095579195283476,50.0,0.625,0.6666666865348816,0.5,1.0,0.6352445251641208,63.63636363636363,0.9666666666666667,0.7846153974533081,0.6458333432674408,1.0,1.1443763138802157,0.732091509596853,54.54545454545454,0.65625,0.0,0.0,0.0,0.5767241353686559,0.6926779505200148,53.333333333333336,0.5,0.6969697177410126,0.5357142984867096,1.0,0.6918680068823734,0.721441398324076,50.0,0.6875,0.0,0.0,0.0,0.6538091846320174,0.68973092924907,75.0,0.9333333333333333,0.8333333730697632,0.7142857313156128,1.0,0.6901208325509355,0.742421490144007,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.49356555380867806,0.9563236771110297,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.327850906150815,0.7761040938707717,55.55555555555556,0.2916666666666667,0.0,0.0,0.0,0.529861444596372,0.7754406413318878,57.14285714285714,0.25,0.0,0.0,0.0,0.4900871144870192,0.6927630035955915,57.89473684210527,0.4069444444444444,0.0,0.0,0.0,0.690151069950387,0.6933061889182517,50.0,0.28125,0.6666666865348816,0.5,1.0,0.6887274746341402,0.7072215052301044,60.0,0.5416666666666667,0.2857142984867096,0.20000000298023224,0.5,0.5243231693413245,0.6248274283755784,50.0,0.90625,0.6666666865348816,0.5,1.0,0.587900708037226
7,0.5978350977500614,0.6927476452008153,50.0,0.6875,0.6666666865348816,0.5,1.0,0.6525829206832848,63.63636363636363,0.7333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.801847996165615,0.7710404503457394,54.54545454545454,0.5,0.0,0.0,0.0,0.6614434037600845,0.6926658621817924,53.333333333333336,0.6499999999999999,0.6893939673900604,0.5446428656578064,1.0,0.6924114233993316,0.6713991393444139,37.5,0.625,0.2857142686843872,0.3333333432674408,0.25,0.5250642361058725,0.6867213096013177,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6950351313736117,0.7489086198547645,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.600643499426528,1.149585354889901,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.5948415617882388,0.8347253217551296,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.36348184075142426,0.7211072807692139,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6194125584315812,0.6935015822353885,52.63157894736842,0.3055555555555556,0.0,0.0,0.0,0.6928196796547033,0.6937267814928406,50.0,0.55,0.38461539149284363,0.3125,0.5,0.6894385405374566,1.4992666501365985,20.0,0.5416666666666667,0.20000000298023224,0.125,0.5,0.4701935819737011,1.1704528923157862,50.0,0.34375,0.6666666865348816,0.5,1.0,0.4741749906592881
8,0.6906456098939477,0.6927078499159742,50.0,0.6875,0.0,0.0,0.0,0.5602873968399217,72.72727272727273,1.0,0.7115384638309479,0.5952381044626236,1.0,1.0152868893226519,0.9135084139111523,54.54545454545454,0.75,0.0,0.0,0.0,0.5174497374491771,0.6915825200478641,53.333333333333336,0.8020833333333333,0.6666666865348816,0.550000011920929,0.875,0.6948603590587471,0.6893369084417665,62.5,0.625,0.4000000059604645,1.0,0.25,0.7256417663837418,0.6869499746519608,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6928829513790201,0.7056864046594659,50.0,0.4444444444444444,0.0,0.0,0.0,0.882899081450212,0.9909729914496503,57.14285714285714,0.5,0.0,0.0,0.0,0.2828931603215243,0.9070368275033789,55.55555555555556,0.3833333333333333,0.0,0.0,0.0,0.5433303573614723,0.6900721142468047,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.5895207893263221,0.6921474629366965,57.89473684210527,0.41111111111111115,0.0,0.0,0.0,0.694912757848952,0.6974628571966356,50.0,0.45,0.7727272808551788,0.6875,1.0,0.6908746426426805,0.6968496763138198,60.0,0.6666666666666667,0.25,0.25,0.25,0.2590697311794977,0.7977604645630892,60.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.4714304287293618
