,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.2867532607817025,0.08418556271121497,50.0,0.08638660072705485,55.625,0.6898903254072115
1,0.6951207509479194,0.08665779263151248,50.0,0.08566825623674648,55.625,0.6732129132452638
2,0.692843474625763,0.08665336582707467,50.0,0.08462474360365493,55.625,0.6701924316467704
3,0.6895482499196983,0.08628640750868583,50.0,0.11111592482414834,58.12500000000001,0.5714193692458257
4,0.6907442848490546,0.08674274771803148,50.0,0.09926419593130317,68.125,0.6744913155350823
5,0.6908069822642969,0.08675298830430342,50.0,0.0835285640447584,56.875,0.68326071367705
6,0.6929416823913637,0.08669344804526732,50.0,0.0828191221458687,67.5,0.6767992696529577
7,0.6393916576715449,0.08926332686214386,56.25,0.12015691703530802,68.125,1.5326674525875676
8,0.6492226755268994,0.06833413636814417,68.75,0.08471066644371203,60.0,0.35964190224304887
9,1.4704008357841736,0.07195511104351424,62.5,0.10371542823000077,68.75,0.2603309518449424
10,0.6712956366539702,0.06741307727127169,75.0,0.08741067018688423,71.25,0.718675907717096
11,0.38694434600655586,0.0722661414203116,68.75,0.10701731706972054,68.75,0.26585618473389394
12,0.286774101224378,0.06903260928045071,75.0,0.11430061457762974,68.75,0.20589692058763986
13,0.6293619768673583,0.07410150700746607,75.0,0.11820057459369529,68.75,0.06285007972089098
14,0.6456574802729745,0.06277174943396557,75.0,0.08061457849693447,73.75,0.6909413668959333
15,1.097305774011591,0.08055289482003343,68.75,0.08388265237257357,73.75,0.13142685427884745
16,0.5358651048096067,0.22080817863359017,50.0,0.13043022107886743,72.5,0.013840224977434723
17,1.487870018199494,0.18090141426349482,56.25,0.1577934912943551,70.625,0.03474525178891264
18,0.1291119263916865,0.0914074660444441,75.0,0.13449650103546001,71.875,0.8004959080618171
19,1.038491466635194,0.08226108114893996,81.25,0.09461936108156756,74.375,0.36330877151274205
20,0.09402786688648976,0.08156990706707293,75.0,0.0993251334575663,73.75,0.015958508938612323
21,0.049779923113216426,0.11606725512119816,75.0,0.1904812043886995,60.0,0.003721413808863631
22,0.054377964798624966,0.10536363026873585,75.0,0.1087655144504682,76.875,0.08633007341512185
23,0.061776182417842065,0.0798960582210125,87.5,0.09064857926169986,75.0,0.5968802720527214
24,0.17339830004389942,0.0910559427384546,81.25,0.15876836297202296,70.0,0.003920982820218856
25,0.08416104223430682,0.2795310437820905,56.25,0.1061521465740993,74.375,0.585180765519013
26,0.16603059779886625,0.1276635421480914,75.0,0.14942856064051907,68.125,0.11982996474041681
27,0.014172128302255787,0.1235039381050643,68.75,0.16508646225130746,68.125,0.22435920756735403
28,0.16910729336104063,0.1555352102755727,75.0,0.1424932434312169,75.625,0.21857934021723216
29,0.04425124254156476,0.1579393426681578,81.25,0.15702610863161937,78.125,0.0020179305627475116
30,0.03286151283911312,0.1357916085007891,75.0,0.13523676046838964,75.0,0.05724910682952153
31,0.006576985705343635,0.13564059559328692,81.25,0.1758252244462801,73.125,0.012186217138935375
32,0.047406935300717455,0.13871741385262532,81.25,0.1581890813948143,71.875,0.7029981863566029
33,0.013698674505950895,0.16794779512238175,81.25,0.17736791446119685,75.625,0.01930715691069108
34,0.052299419701583465,0.21443546740618685,68.75,0.24010059691287244,75.0,0.0008334931769964999
35,0.004766472361898199,0.17391957969502575,81.25,0.19007743038740077,74.375,0.005017666366122423
36,8.057209056741514e-05,0.19008406454916332,75.0,0.24362070491630608,75.625,0.004311416086228921
37,0.003736314350380388,0.17095954937090707,75.0,0.17979625376684646,74.375,0.685751810395923
38,0.001222105164507117,0.14930253535031493,81.25,0.22706623205113377,68.75,6.430492110152818e-05
39,0.004137622427787548,0.17129486632461993,75.0,0.17185228982705616,75.0,0.007675865598479138
40,0.010841492269852794,0.17983727413124323,68.75,0.22887430688381163,73.125,0.2472842899862073
41,0.1098210787928587,0.2137299856062775,75.0,0.22337480113040026,76.25,0.0035907655333017974
42,0.00039197833145935315,0.19714867037889947,81.25,0.22977392699482985,77.5,0.08880771594048152
43,0.011828449130672875,0.20950819728033176,75.0,0.21769101102821437,75.0,0.003676891306752085
44,0.0015518995890449563,0.21489329654077033,81.25,0.30651369744946544,72.5,0.006153974931909181
45,0.001092961092716287,0.20887558327247507,75.0,0.2215032320434765,75.0,0.0024518233407584593
46,6.747714062891931e-05,0.19525875137301235,81.25,0.21960416641824237,74.375,0.059102424312570186
47,0.0014321920405795223,0.20575557121558308,81.25,0.21660430253322893,74.375,1.1841733326069894e-05
48,2.2956042489883487e-05,0.22559095203356405,81.25,0.2506970420226682,75.625,0.00030387713444661685
49,0.1938954180318303,0.20294394285667422,81.25,0.34608540932559684,71.25,0.0005008181346923338
50,0.0020226834660361,0.23707149877625328,75.0,0.2708452523801435,75.625,0.0002941335252855205
51,0.007001279359662061,0.19273852380612416,68.75,0.2315542272457904,71.875,0.914581798778293
52,0.0030590863492580187,0.2332573043245764,62.5,0.34706569471751114,70.0,0.0015631007796734488
53,0.0003303608258019184,0.21653212962518215,75.0,0.29703872612058324,76.25,0.5485650382945583
54,0.00018663388423641398,0.2121622261809212,81.25,0.2511248800535283,76.875,0.0007888551757349967
55,0.0006064937529578649,0.20282327435330982,75.0,0.26136308668702435,76.875,0.0006380827830679909
56,0.00023315807577664228,0.21221166203445851,81.25,0.28850527879582916,73.75,3.0467135957836774e-05
57,0.0002940073500326383,0.21538749386223066,81.25,0.29858699790529275,75.625,6.327449648808542e-05
58,0.0001708877930002354,0.21809278924521275,81.25,0.30671342791830414,76.25,2.6051650836515874e-06
59,4.130290887357916e-05,0.21874193137979286,81.25,0.3090443154411206,76.25,0.000886477675732589
60,6.602275463199526e-05,0.21888724428225914,81.25,0.3140120254346536,75.625,5.999947950850297e-06
61,0.000164511532922939,0.22078363713687116,81.25,0.32246863131375303,76.25,5.716653232793226e-05
62,2.5496571316508064e-05,0.22149183259063773,81.25,0.3334983916202247,76.25,2.470747632700106e-07
63,5.004303661097291e-05,0.22352089412149,81.25,0.3361041937495761,76.25,6.0332777589988885e-06
64,5.556831943778819e-05,0.22463514407513419,81.25,0.3404467863326899,75.625,6.118922919924785e-06
65,0.0001418370065555201,0.22624894206692828,81.25,0.34598926022090193,76.25,2.316051935294999e-06
66,6.444651093364768e-05,0.22894827106581117,81.25,0.34646941431536316,76.25,4.282474381035339e-06
67,6.470317063133397e-05,0.22903444702701597,81.25,0.35151320916428686,76.25,1.127452900271301e-06
68,1.2873339806527323e-05,0.23118505260384598,81.25,0.35275074842638715,76.25,1.5250629569966565e-05
69,4.659098005304306e-05,0.23133241668938323,81.25,0.35484500860799845,76.25,2.835337830245871e-06
70,4.253374560786652e-05,0.23275045168247588,81.25,0.3593365774874756,76.25,2.4272468699097573e-06
71,5.651430442207038e-05,0.23328186042890287,81.25,0.36325524334535114,76.25,5.159631674914575e-07
72,3.358544148944542e-05,0.23398521900419034,81.25,0.3616481502511559,76.25,1.5829437370426745e-05
73,2.3021700013970955e-05,0.2360136168847808,81.25,0.36355501836568016,76.25,3.531658623897704e-07
74,1.2358333593372838e-05,0.2357776765967943,81.25,0.3637267395011999,75.625,2.538592099423264e-05
75,3.147294315933273e-05,0.2337821903080607,81.25,0.37018763243792097,76.25,5.801023857399114e-06
76,5.127170246872572e-05,0.2397507707621312,81.25,0.366165612437358,76.25,1.8525414453604233e-06
77,2.075296122152542e-05,0.23780123969679515,81.25,0.3689112140492804,76.25,1.5193123822820972e-06
78,1.062243697717099e-06,0.2399658274771893,81.25,0.37294107202112087,76.25,4.426781891622886e-08
79,2.5431085412028532e-05,0.24221001784930915,81.25,0.37104744285682567,76.25,2.3795658558539193e-06
80,3.7557073315309884e-05,0.24232737340173485,81.25,0.3739305278249691,76.25,4.246272628726924e-06
81,2.0778392938937373e-05,0.24271109078193137,81.25,0.37270014210332936,76.25,8.888704758888845e-06
82,2.6899458048331355e-05,0.24053871100395455,81.25,0.37295069394360225,76.25,2.4660291123499356e-05
83,1.8199101097221757e-05,0.24998858054805714,81.25,0.3761435893822084,76.25,8.076365924336863e-08
84,1.4113421183239866e-05,0.24263572381382606,81.25,0.37678575605256714,76.25,1.62972242238397e-07
85,2.2085794651749672e-05,0.24544514646834054,81.25,0.3768576813328905,76.25,8.081546040311699e-07
86,2.2428167396047805e-05,0.24586803014830774,81.25,0.3791612516829682,76.25,1.6876144090044577e-06
87,1.7791129609226034e-05,0.24374155571779818,81.25,0.3785004275687566,76.25,3.911470556120661e-07
88,1.2159275833925233e-05,0.24641716547602643,81.25,0.37781431438061563,76.25,4.180280488320352e-06
89,1.687288871267403e-05,0.24727242008801742,81.25,0.3825265120064322,76.25,1.5069074436067336e-08
