,ASD,ASD,ASD,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6964788527541668,0.08812266041008024,50.0,0.08434500643555323,55.625,0.6627147392732855
1,0.6936462526045776,0.08810230182708097,50.0,0.14777281107481072,55.625,1.175440579099382
2,0.694045305822462,0.08889337451969666,50.0,0.08200814069620514,59.375,0.659625563792195
3,0.6822636833464841,0.08799879774379797,50.0,0.08345800525795813,64.375,0.6386844406046147
4,0.6910539119125358,0.08799914397792007,48.30508474576271,0.07806206545304464,65.625,0.9708021421543641
5,0.6356822445621368,0.0885824707190608,52.118644067796616,0.08740303648491929,65.0,0.5267193462795143
6,1.0136221873206244,0.09450250561981671,56.779661016949156,0.07615010408829288,66.875,0.412636028302851
7,0.7190613320139679,0.08822446879322146,57.20338983050848,0.07470816323952519,68.75,0.5454619675126459
8,0.5695242290240685,0.08819977376289118,51.69491525423729,0.0716737517586375,69.375,0.548878561444143
9,0.681194635549768,0.08855308948654872,53.38983050847458,0.07664174438066161,71.875,0.6851496378015974
10,0.3722527020023179,0.0987622474746218,58.05084745762712,0.07626809931695325,73.75,0.4073760240920224
11,0.38186083275805327,0.09274381329065384,57.6271186440678,0.07597352207723355,70.0,0.425485246229671
12,0.5072290453081284,0.10802271996509778,56.779661016949156,0.07529023824581131,77.5,0.10521480188184645
13,0.4205461992476889,0.08992256485431763,57.20338983050848,0.15827674504726424,61.875,0.16067783413589148
14,0.2915342743223528,0.09211286629841255,60.59322033898306,0.07113944638398287,77.5,0.3082998085976194
15,0.41928430711898335,0.08709151086933196,59.7457627118644,0.06983990568781444,78.125,0.05119134363181737
16,1.4905849049030193,0.11146850754696795,58.89830508474576,0.08544332357215643,73.75,0.4569824090066518
17,0.9997126825658459,0.09488410614515826,60.59322033898306,0.09324979964254732,73.125,0.10431529447853766
18,0.34506832972002394,0.1434839835577672,58.05084745762712,0.09140211518015808,75.0,0.31452062767142136
19,1.004830096649968,0.11474760299757374,57.20338983050848,0.09698771412374788,73.75,0.16363132349289758
20,0.10455444271303903,0.11957927114980658,55.50847457627118,0.10686533675803464,72.5,0.768696159433001
21,0.3332084784503331,0.10137024036262048,58.47457627118644,0.10958665901418115,72.5,0.41734894411525675
22,0.8165392601341334,0.19148589471481187,55.50847457627118,0.11900129748128756,78.75,0.5408580900810637
23,1.162056167045838,0.15861476318628634,58.47457627118644,0.11030190923399472,76.875,0.012210126720771116
24,0.09424488313717633,0.12972803349443335,59.7457627118644,0.12272165183093382,77.5,0.15307025358627743
25,0.1980108084315297,0.14441038605530407,58.89830508474576,0.15675735619859915,74.375,0.078989044966212
26,0.7620455884542631,0.13769303836063204,58.05084745762712,0.12276549785838331,76.25,0.02627261625581635
27,0.6199349389532488,0.14191149077509424,58.47457627118644,0.1735000312889256,75.0,0.0010333371516277768
28,0.23210686547512238,0.2027379676442338,59.32203389830508,0.18637914843309605,74.375,0.001273298150788515
29,0.14780058415439792,0.14684962053359385,58.89830508474576,0.14174469092093953,80.0,0.029117606442335714
30,0.07371655133737047,0.22855964795261935,55.50847457627118,0.14233362859545523,75.0,0.4038341673545976
31,0.11647433943079434,0.17174439116223383,64.83050847457628,0.17470583875625076,73.125,0.0016610479052456854
32,0.4826569318047575,0.19159559989360703,58.89830508474576,0.15246837827592047,76.875,0.09712374428385094
33,0.05736924264899882,0.19317433186565097,63.13559322033898,0.1429851182527671,76.875,0.02735120689954226
