,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,769.9771651287986,96.78926745680465,0.0,0.0,0.0,0.0,0.0,3.681390301485588,0.0,0.0,0.0,0.0,0.0,4.81694660985177,3.4468864043599243,0.0,0.0,0.0,0.0,0.0,7.726956716310961,7.038445496131937,0.0,0.0,0.0,0.0,0.0,96.39712370734752,1.6749037836251017,0.0,0.0,0.0,0.0,0.0,14.502301064262724,10.630100883498065,0.0,0.0,0.0,0.0,0.0,113.3794733225822,92.60459517896282,0.0,0.0,0.0,0.0,0.0,330.9653896617916,24.82887975134856,0.0,0.0,0.0,0.0,0.0,183.62285807421014,29.75711156763761,0.0,0.0,0.0,0.0,0.0,103.9603268202862,83.5579007845899,0.0,0.0,0.0,0.0,0.0,528.840101325842,37.40740040569719,0.0,0.0,0.0,0.0,0.0,869.858834547095,32.56606333727295,0.0,0.0,0.0,0.0,0.0,522.1167025320024,5.461420520067282,0.0,0.0,0.0,0.0,0.0,11.273505461319226,26.40649922242188,0.0,0.0,0.0,0.0,0.0,272.31815633748784,203.46850323595712,0.0,0.0,0.0,0.0,0.0,1243.9045884070752,800.072848031182,0.0,0.0,0.0,0.0,0.0,3526.455810020184,701.7113863996229,0.0,0.0,0.0,0.0,0.0,3655.0662494706407,49.9867681275607,0.0,0.0,0.0,0.0,0.0,108.07321815023259
1,860.2141633531927,54.74783206593535,0.0,0.0,0.0,0.0,0.0,16.38752839667729,0.0,0.0,0.0,0.0,0.0,109.96740938492235,2.7897757089933535,0.0,0.0,0.0,0.0,0.0,41.001593622967036,3.1381825740382236,0.0,0.0,0.0,0.0,0.0,7.125595118406039,2.013865608473239,0.0,0.0,0.0,0.0,0.0,18.59953058824754,2.5998598442315553,0.0,0.0,0.0,0.0,0.0,73.70738567553333,47.68234732522464,0.0,0.0,0.0,0.0,0.0,316.8811257138633,20.545253002822715,0.0,0.0,0.0,0.0,0.0,0.9045097097414283,25.479388224129266,0.0,0.0,0.0,0.0,0.0,444.51578156788673,61.422302509270274,0.0,0.0,0.0,0.0,0.0,229.0065079402746,106.64902821296064,0.0,0.0,0.0,0.0,0.0,712.8317165908428,1.7792073122897538,0.0,0.0,0.0,0.0,0.0,222.85204058795279,7.041180813590334,0.0,0.0,0.0,0.0,0.0,79.69375153021178,15.208454030296922,0.0,0.0,0.0,0.0,0.0,258.38625250649693,98.07480221269527,0.0,0.0,0.0,0.0,0.0,290.5242514981269,837.6428616088615,0.0,0.0,0.0,0.0,0.0,3771.622951341339,371.79866843248516,0.0,0.0,0.0,0.0,0.0,2933.4065856721445,50.32486340165507,0.0,0.0,0.0,0.0,0.0,183.11232209042868
2,492.9879971213561,27.765487819142177,0.0,0.0,0.0,0.0,0.0,1.47362567710172,0.0,0.0,0.0,0.0,0.0,12.291264875845851,1.3633371604963995,0.0,0.0,0.0,0.0,0.0,3.255893707655191,1.4615431816520474,0.0,0.0,0.0,0.0,0.0,19.03476938300481,0.5365763351398527,0.0,0.0,0.0,0.0,0.0,6.950783596048299,5.510647973387938,0.0,0.0,0.0,0.0,0.0,68.0703719380022,36.676464410462785,0.0,0.0,0.0,0.0,0.0,14.559918024883045,29.578987646394914,0.0,0.0,0.0,0.0,0.0,77.8419503346181,27.057553830543625,0.0,0.0,0.0,0.0,0.0,97.71029349242079,26.39208914471224,0.0,0.0,0.0,0.0,0.0,133.57245955541381,110.00664765072116,0.0,0.0,0.0,0.0,0.0,187.9910554727262,6.145793527701779,0.0,0.0,0.0,0.0,0.0,278.25203490030077,5.382504194306728,0.0,0.0,0.0,0.0,0.0,4.006164783799034,37.01620679891485,0.0,0.0,0.0,0.0,0.0,52.001069805063636,119.63328829389893,0.0,0.0,0.0,0.0,0.0,75.90630285779102,891.4966016780776,0.0,0.0,0.0,0.0,0.0,3921.8390103297133,264.17411809668715,0.0,0.0,0.0,0.0,0.0,1890.267883553188,65.37094906745597,0.0,0.0,0.0,0.0,0.0,119.24383856865353
3,359.26017972318635,20.398468221363288,0.0,0.0,0.0,0.0,0.0,1.390229219863326,0.0,0.0,0.0,0.0,0.0,1.564783242267065,0.7306998013875947,0.0,0.0,0.0,0.0,0.0,0.8517824098749116,0.7886817468571067,0.0,0.0,0.0,0.0,0.0,18.8910195210164,0.2308198434257918,0.0,0.0,0.0,0.0,0.0,2.0613378582210453,2.3047107324580547,0.0,0.0,0.0,0.0,0.0,7.427505737185808,37.700744126799336,0.0,0.0,0.0,0.0,0.0,159.13791764508656,11.516230082338607,0.0,0.0,0.0,0.0,0.0,22.444389583182172,18.157679906816096,0.0,0.0,0.0,0.0,0.0,84.22635255220322,20.34996985431539,0.0,0.0,0.0,0.0,0.0,66.77343702213062,45.75829639156925,0.0,0.0,0.0,0.0,0.0,159.6920959571575,5.573905550855562,0.0,0.0,0.0,0.0,0.0,97.7698627769209,3.595310823113381,0.0,0.0,0.0,0.0,0.0,18.56432789479783,21.135991201469196,0.0,0.0,0.0,0.0,0.0,79.35586070623165,36.314374579631405,0.0,0.0,0.0,0.0,0.0,189.61345932457715,850.7401954725868,0.0,0.0,0.0,0.0,0.0,4213.058827999191,184.96201281856878,0.0,0.0,0.0,0.0,0.0,1481.976799833095,23.24427582982486,0.0,0.0,0.0,0.0,0.0,70.1009537380103
4,175.75704754769305,15.755051557514351,0.0,0.0,0.0,0.0,0.0,2.419003074005807,0.0,0.0,0.0,0.0,0.0,6.0399568290048995,1.0611944019051127,0.0,0.0,0.0,0.0,0.0,3.083237998454617,1.379406155527494,0.0,0.0,0.0,0.0,0.0,10.159953084002515,0.45968696846196905,0.0,0.0,0.0,0.0,0.0,4.421931953527363,6.555442914566013,0.0,0.0,0.0,0.0,0.0,12.501202595359809,31.01996085574924,0.0,0.0,0.0,0.0,0.0,229.12824118106963,13.909903984930818,0.0,0.0,0.0,0.0,0.0,126.55791886124312,17.091439345819566,0.0,0.0,0.0,0.0,0.0,3.881463637448901,14.164300542050213,0.0,0.0,0.0,0.0,0.0,39.14537590178483,73.80611429573301,0.0,0.0,0.0,0.0,0.0,182.0926175688504,11.853546457292406,0.0,0.0,0.0,0.0,0.0,207.3013792655458,4.542000219684268,0.0,0.0,0.0,0.0,0.0,8.843156331664018,15.185980636352845,0.0,0.0,0.0,0.0,0.0,71.48908951006248,37.89274053811827,0.0,0.0,0.0,0.0,0.0,284.4151557144993,839.7439788226217,0.0,0.0,0.0,0.0,0.0,4098.2338284857715,115.76743285821672,0.0,0.0,0.0,0.0,0.0,1210.1277984635944,12.525947972252068,0.0,0.0,0.0,0.0,0.0,74.47844914331995
5,95.337840090782,14.122635899553872,0.0,0.0,0.0,0.0,0.0,1.1431573298705227,0.0,0.0,0.0,0.0,0.0,8.937710161989619,1.696109822619796,0.0,0.0,0.0,0.0,0.0,14.040030034677866,2.784126140950006,0.0,0.0,0.0,0.0,0.0,14.483662587527917,1.1549979662664729,0.0,0.0,0.0,0.0,0.0,3.8636619330379576,3.112200691387787,0.0,0.0,0.0,0.0,0.0,20.301004994005467,29.636439231696322,0.0,0.0,0.0,0.0,0.0,200.0866600436656,9.304111282408368,0.0,0.0,0.0,0.0,0.0,40.57298101842673,14.998188547444718,0.0,0.0,0.0,0.0,0.0,8.514845476366085,19.000260507863157,0.0,0.0,0.0,0.0,0.0,121.37015340521322,51.57544085355307,0.0,0.0,0.0,0.0,0.0,244.09339317823995,9.039332151478247,0.0,0.0,0.0,0.0,0.0,36.466380164609916,2.849402532878341,0.0,0.0,0.0,0.0,0.0,9.910178073726074,15.078882195223485,0.0,0.0,0.0,0.0,0.0,225.93298587540892,15.867416419583549,0.0,0.0,0.0,0.0,0.0,324.17428607470345,904.631992278553,0.0,0.0,0.0,0.0,0.0,3733.545517680299,79.78132264951864,0.0,0.0,0.0,0.0,0.0,339.35078798351634,6.126525633850026,0.0,0.0,0.0,0.0,0.0,32.34350896951713
6,302.5287463141145,17.202909531433576,0.0,0.0,0.0,0.0,0.0,4.226356378573395,0.0,0.0,0.0,0.0,0.0,16.00144702777357,0.7213238085069741,0.0,0.0,0.0,0.0,0.0,1.885953933507659,2.8390978933135256,0.0,0.0,0.0,0.0,0.0,8.404267171519407,0.9561883351149888,0.0,0.0,0.0,0.0,0.0,7.840631103602866,4.545729038596263,0.0,0.0,0.0,0.0,0.0,14.56224248416253,57.084393340929836,0.0,0.0,0.0,0.0,0.0,103.34505089092964,12.148603386421204,0.0,0.0,0.0,0.0,0.0,31.09180102453592,26.714695790970165,0.0,0.0,0.0,0.0,0.0,109.32531605327918,18.914974054849864,0.0,0.0,0.0,0.0,0.0,96.76513470900704,44.36998403738346,0.0,0.0,0.0,0.0,0.0,268.0185471349077,6.2758581850188575,0.0,0.0,0.0,0.0,0.0,80.61197397009721,3.4369705311849117,0.0,0.0,0.0,0.0,0.0,44.091600778502425,31.727904825785703,0.0,0.0,0.0,0.0,0.0,142.80435071053972,29.854986656478804,0.0,0.0,0.0,0.0,0.0,167.94802101929946,785.5015637622989,0.0,0.0,0.0,0.0,0.0,4059.4259854731417,88.54161181075392,0.0,0.0,0.0,0.0,0.0,87.34655799692564,4.963768218703994,0.0,0.0,0.0,0.0,0.0,68.1687006110897
7,149.39241340631466,15.76972452435173,0.0,0.0,0.0,0.0,0.0,1.0875055099297066,0.0,0.0,0.0,0.0,0.0,6.700264124849166,0.9305091154909007,0.0,0.0,0.0,0.0,0.0,3.7991206178826245,1.359509672757649,0.0,0.0,0.0,0.0,0.0,6.329099973626519,0.354787553417268,0.0,0.0,0.0,0.0,0.0,8.790284337206222,4.12950832597359,0.0,0.0,0.0,0.0,0.0,27.66020427998067,26.6166412553142,0.0,0.0,0.0,0.0,0.0,55.13804510097839,6.529959050345356,0.0,0.0,0.0,0.0,0.0,115.72599822559609,15.04209686122735,0.0,0.0,0.0,0.0,0.0,1.1852858081874293,13.714401319230557,0.0,0.0,0.0,0.0,0.0,102.91187516828055,29.848224646885942,0.0,0.0,0.0,0.0,0.0,289.62333297486845,7.047137286608225,0.0,0.0,0.0,0.0,0.0,15.865058596617311,3.0301237485864565,0.0,0.0,0.0,0.0,0.0,25.304915921145746,17.068586378653556,0.0,0.0,0.0,0.0,0.0,124.69275763722536,26.35660576801481,0.0,0.0,0.0,0.0,0.0,118.55791330356803,500.0729835494467,0.0,0.0,0.0,0.0,0.0,2499.7451890622033,41.51873709501516,0.0,0.0,0.0,0.0,0.0,136.62401466460008,2.912024910665664,0.0,0.0,0.0,0.0,0.0,81.94488161294916
8,362.06591329893934,22.019786783115908,0.0,0.0,0.0,0.0,0.0,2.6104271386130917,0.0,0.0,0.0,0.0,0.0,2.0729644542595262,1.916115067675099,0.0,0.0,0.0,0.0,0.0,11.382418937913089,0.974852406108302,0.0,0.0,0.0,0.0,0.0,16.057562745537712,0.4303835201725148,0.0,0.0,0.0,0.0,0.0,5.007531484103076,7.658347703909802,0.0,0.0,0.0,0.0,0.0,32.841493009125045,19.988776606728347,0.0,0.0,0.0,0.0,0.0,0.5848864399661071,8.661563424953785,0.0,0.0,0.0,0.0,0.0,16.10826929229356,15.711754852899155,0.0,0.0,0.0,0.0,0.0,21.658910517972306,18.858217009757965,0.0,0.0,0.0,0.0,0.0,233.80815186247366,31.570484148476552,0.0,0.0,0.0,0.0,0.0,116.0823001257177,8.336086678795459,0.0,0.0,0.0,0.0,0.0,158.02668300125399,3.211963143307856,0.0,0.0,0.0,0.0,0.0,31.731357743350813,13.155083707977205,0.0,0.0,0.0,0.0,0.0,109.47187341790224,29.090914241832735,0.0,0.0,0.0,0.0,0.0,119.65582715153431,358.1312885390886,0.0,0.0,0.0,0.0,0.0,1615.8015401741359,60.3339632071385,0.0,0.0,0.0,0.0,0.0,109.69065193686674,4.097952165534433,0.0,0.0,0.0,0.0,0.0,76.35584163655051
