,BIP,BIP,BIP,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6671597592967587,0.08588177750187687,67.74193548387096,0.08855316905800671,44.680851063829785,0.6939637489254259
1,0.652166879066884,0.07493027977586766,67.74193548387096,0.08853757019479068,44.680851063829785,0.6942678413624281
2,0.4237377210590283,0.07354747529687969,67.74193548387096,0.08854820141054381,44.680851063829785,0.6945607976843485
3,0.7514716106623874,0.0759566165474229,67.74193548387096,0.08839519270106402,55.319148936170215,0.690429569850069
4,0.9577104958112073,0.07266706262845697,67.74193548387096,0.08870425743645703,44.680851063829785,0.6925190001741869
5,0.29966543962408637,0.07175480806590169,67.74193548387096,0.08842755223351605,53.72340425531915,0.691790951783584
6,0.46792433916042125,0.07208977229386825,67.74193548387096,0.08820198389954487,55.319148936170215,0.6940165401577953
7,0.6727624051542599,0.09424656572719782,67.74193548387096,0.08810094608694449,55.85106382978723,0.6971849178453517
8,0.29396088353933325,0.195238358244751,67.74193548387096,0.12729759014927972,44.680851063829785,0.7922590505029795
9,0.15333451669881462,0.246889642145754,67.74193548387096,0.08852935454994575,45.21276595744681,0.6805541870651108
10,0.44782542307958856,0.13310670054183743,67.74193548387096,0.0873105967239892,45.744680851063826,0.590232984748889
11,0.5010462297619581,0.1363081243624762,67.74193548387096,0.0865269396877317,62.23404255319149,0.6991817844194167
12,0.6407332528058177,0.09325942290935872,67.74193548387096,0.08844342012163361,51.59574468085106,0.41794494457106784
13,0.6622802921079574,0.11045521864689735,67.74193548387096,0.08670439046639547,56.91489361702128,0.6197972816615314
14,0.1833578744146177,0.09753508295006268,70.96774193548387,0.08243516211162907,65.42553191489363,0.741913096437269
15,0.40169139918949454,0.5415399707978282,67.74193548387096,0.08688221981833698,63.829787234042556,0.6067631626080178
16,0.32548222397462295,0.13435537836531938,70.96774193548387,0.12692800311740196,47.87234042553192,0.7614895214239347
17,0.1182575685148219,0.16702261763168597,67.74193548387096,0.09688615869599317,55.85106382978723,0.5358950570361046
18,0.5176508605618576,0.08536440630373343,67.74193548387096,0.09168544454932488,62.76595744680851,2.712597022507259
19,0.23807165623033555,0.16835204262332173,74.19354838709677,0.09724405666395493,61.702127659574465,0.3298273281303664
20,0.2601944659228648,0.09444347718537573,67.74193548387096,0.10479140784706634,56.38297872340425,0.39807083725033626
21,0.24829033007860501,0.1454319320200053,67.74193548387096,0.08801044932584304,64.36170212765957,0.32803544656871986
22,0.33235917186280983,0.09636861899679687,74.19354838709677,0.08751635348069718,65.95744680851064,0.44242318900466554
23,0.25164386126177035,0.18885045843258558,67.74193548387096,0.09060543020016333,62.23404255319149,0.4518326231813597
24,0.009686176004497353,0.18649041189056428,74.19354838709677,0.11295246674797135,62.23404255319149,0.05033159094018402
25,0.00010259113327688478,0.3086840129104315,67.74193548387096,0.1275004755468327,62.76595744680851,0.15841415157665736
26,0.1638763765186438,0.19677162568851528,67.74193548387096,0.106808960715578,62.76595744680851,0.6024352820738457
27,0.0013435244471840214,0.21423030505317744,74.19354838709677,0.11005683094386175,62.76595744680851,0.03506818641381344
28,0.22585348712049272,0.1098631305210233,80.64516129032258,0.12227136506287471,61.170212765957444,0.041773268050462276
29,0.08345353384825512,0.1725860454700042,77.41935483870968,0.10038023433811868,62.23404255319149,0.049247812563247145
30,0.3314315133875588,0.21409184270998544,74.19354838709677,0.15396944112309552,62.76595744680851,0.22769887357171015
31,0.0006864397286839522,0.08986751275252253,77.41935483870968,0.12545279107387486,62.76595744680851,0.2543085635473678
32,0.0009552802177386676,0.3020792912572897,67.74193548387096,0.16250684798605078,64.36170212765957,0.13423893090387942
33,0.11705199581388133,0.18578280528318092,67.74193548387096,0.23389722823027304,57.446808510638306,1.0009748952932658
34,0.0009389341655230894,0.1428405069280284,80.64516129032258,0.1537984718591112,60.1063829787234,0.09759583976832113
35,0.003721726911586254,0.13138917923098797,80.64516129032258,0.12984752741217334,62.76595744680851,0.5211878776120374
36,0.027113805051058665,0.09325796329803558,64.51612903225806,0.1252758061397496,64.36170212765957,0.14159166207516058
37,2.2029123981908603,0.21815368386567774,51.61290322580645,0.18217464973421973,58.51063829787234,0.2405121310502677
38,0.0016537465331310111,0.14326283222527006,77.41935483870968,0.17940783417935496,59.04255319148937,0.28561611535390546
39,2.076660264498314,0.2478230314588729,74.19354838709677,0.15837662479058115,65.42553191489363,0.01908522176804808
40,0.03447392834635363,0.09685824624660487,80.64516129032258,0.27500804508869214,61.170212765957444,0.0010747049365915345
41,0.00047022356025235344,0.2819522164179019,74.19354838709677,0.22985494960334182,63.829787234042556,1.1503218666716155
42,0.002407088880144698,0.19987911315030776,80.64516129032258,0.26882523745255055,57.97872340425532,0.09865245110830667
43,0.0010555318983070416,0.2150835451818257,80.64516129032258,0.26607391258047636,59.57446808510638,0.008756986843961085
44,0.00018587676672967833,0.18821300387015252,80.64516129032258,0.215575886976806,61.702127659574465,0.12228858698753088
45,7.510761079854534e-05,0.24814087384898356,80.64516129032258,0.2929641932407814,61.170212765957444,0.11846144333921223
46,5.103748152024339e-06,0.2568621508202547,80.64516129032258,0.29333781748369914,59.04255319148937,0.2817458809853482
47,2.3221137438455737e-07,0.25830748640261514,80.64516129032258,0.27121905840620797,62.23404255319149,2.1908748471833055e-06
48,1.2482522110536665e-06,0.2895236537843136,80.64516129032258,0.24174258086881323,60.1063829787234,0.16106745298197542
49,1.2709302975627493e-05,0.2873260751582604,80.64516129032258,0.2591191339251685,62.76595744680851,0.03457516363547235
50,3.5626939925285425e-05,0.29528142980848593,80.64516129032258,0.32937462329270856,62.76595744680851,0.0018629987809059443
51,2.09419602171896e-05,0.28994094473537124,80.64516129032258,0.2985223898956496,61.702127659574465,0.0009350221117681727
52,8.216164894808501e-08,0.29642525179201173,80.64516129032258,0.2878053628086707,61.170212765957444,0.0051209809887635726
53,3.4556903904740702e-06,0.3103125496196762,77.41935483870968,0.4010471570806003,61.702127659574465,0.0009154382997982839
54,1.152640783005657e-05,0.28862922368423416,80.64516129032258,0.35920824213213065,63.829787234042556,0.1117718002370665
55,1.2256419924179899e-05,0.29323754528129903,80.64516129032258,0.4228583261070293,61.702127659574465,0.0006394792257991875
56,3.1696278938135187e-07,0.2994287026844579,80.64516129032258,0.381531001638033,61.170212765957444,2.1925100479253956
57,6.409746348779459e-06,0.31033235400995635,80.64516129032258,0.37686859418260854,61.702127659574465,0.0028443093765617143
58,9.016386774407455e-06,0.3097941381994998,80.64516129032258,0.333882792146315,63.297872340425535,0.6969476355655138
59,3.2971185138517817e-07,0.3013240931399417,80.64516129032258,0.3953120820563122,62.23404255319149,0.021554608529722647
60,2.7699454579899867e-06,0.3094478608124037,80.64516129032258,0.37633164894299315,61.702127659574465,0.0035303850369231148
61,4.84559591896593e-06,0.30802520281324636,80.64516129032258,0.32066315751765556,61.702127659574465,0.0012129311667929737
62,3.1553816293649835e-07,0.3109337314498305,80.64516129032258,0.4203435804043518,62.23404255319149,8.022020704868229e-05
63,3.1866117118895e-07,0.32227307631381147,80.64516129032258,0.4542490170926105,62.76595744680851,2.450522777212623e-05
64,1.12353236790732e-06,0.32755913389069274,80.64516129032258,0.27273088108346843,61.702127659574465,0.00040983544346760134
