,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test
0,0.696062057972483,0.08437725002868,68.75
1,0.737817201778179,0.08585708392552131,50.0
2,0.6698069311829309,0.08367567367426904,50.0
3,0.4958106082391791,0.08739670207142475,50.0
4,0.6400456599594295,0.08292017316581879,50.0
5,0.8378197393984259,0.09172678646178642,50.0
6,0.5632911197277994,0.0816791086441077,56.25
7,0.7701942259833989,0.10557734571109356,50.0
8,0.38694336043909777,0.08276378753277644,56.25
9,0.26738359954413937,0.1198897808532063,50.0
10,0.26019313099345937,0.10392926613913164,68.75
11,0.38463485182440527,0.10787966298940972,62.5
12,0.04735003161569029,0.10333724862835594,68.75
13,0.02326642354978185,0.10658509953098558,62.5
14,0.04262779669875992,0.14885414929489002,56.25
15,0.1137728943934941,0.11157767887806615,62.5
16,0.04331602869548699,0.10310159775425487,62.5
17,0.014347781993783004,0.09783653783762464,62.5
18,0.004299501166378166,0.10753119078770057,68.75
19,0.002771755941277355,0.10824958713512511,75.0
20,0.024682756188308615,0.11719073566157595,62.5
21,0.0018636878783921604,0.12676112045745486,62.5
22,0.0018053028591122147,0.1329544887932714,62.5
23,0.0005047121053430875,0.1419431304256652,75.0
24,0.000602278934377822,0.14416104176554517,62.5
25,0.0008566540005040343,0.1470246352446662,62.5
26,0.0006811718357959918,0.14852345909795522,68.75
27,0.0003938960635079549,0.1490796312606934,62.5
28,0.0004742534736931866,0.14939940674270624,62.5
29,0.0007035195387504464,0.15062376037747732,68.75
30,0.0002127931155027109,0.1505708931151759,68.75
31,0.00024303703146294036,0.1510534510501143,62.5
32,0.00039051629873702393,0.15142107756211676,68.75
33,0.00037332038147855795,0.1518891045168677,68.75
34,0.00022465971454678943,0.15189815498436882,68.75
35,0.00029232604910660944,0.15231462995774986,68.75
36,0.00023948926878355329,0.15260992199446877,68.75
37,0.00025516274757656084,0.1527123331423631,68.75
38,0.00018276025492958213,0.15299815337822315,68.75
39,7.500184250569948e-05,0.153344623118696,68.75
40,0.00017220696501443492,0.1536154404688551,68.75
41,0.00016906693829718666,0.1538677089342312,68.75
42,0.00025106564862632097,0.15377481301086915,68.75
43,0.0001980214509984622,0.1542363955556631,68.75
44,0.00016784873516379113,0.15445543616552865,68.75
45,0.00018682383828713388,0.15438607148711703,68.75
46,0.00010863367349379758,0.1546574827273034,68.75
47,0.0001505190484185245,0.15520605496035936,68.75
48,0.00010508635689131455,0.15513148487679307,68.75
49,0.00018468348527391761,0.15527620121763433,68.75
50,0.00012629711813178304,0.15565273526861492,68.75
51,6.404264414194772e-05,0.15568569290591844,68.75
52,6.966387046232104e-05,0.15596020696192164,68.75
53,9.20449422239029e-05,0.15584718285881347,68.75
54,9.192601666679152e-05,0.1559973095734159,68.75
55,4.665657197808948e-05,0.15608963337168613,68.75
56,0.00013330740933044166,0.15591988617312608,68.75
57,6.076532261767046e-05,0.15616403171989213,68.75
58,6.0413115765740356e-05,0.1563775477795007,68.75
59,4.511165048124612e-05,0.1562349221211829,68.75
60,7.417929565307094e-05,0.15625294363994086,68.75
61,3.795382594194835e-05,0.15627545555953265,68.75
62,6.818642382981849e-05,0.15656744680074627,68.75
63,7.383356912473483e-05,0.1567454094316964,68.75
64,4.392608733304965e-05,0.15650653967601114,68.75
65,5.881532958308989e-05,0.15658673626547226,68.75
66,5.6627562808721954e-05,0.15682214129973523,68.75
67,3.4004156699264324e-05,0.15692929546208795,68.75
68,6.366780366806883e-05,0.1568276819623441,68.75
69,4.950480720431949e-05,0.1567610472470851,68.75
70,5.791558118339303e-05,0.15682709624600893,68.75
71,3.393692808336863e-05,0.1569218149623106,68.75
72,6.482934347668797e-05,0.15696032047868022,68.75
73,5.275189375390969e-05,0.15680385199868085,68.75
74,3.5187327821716144e-05,0.15675729710703834,68.75
75,8.628989981402842e-06,0.15680156377730545,68.75
76,2.3126199713432453e-05,0.15688191559647735,68.75
77,3.8813506212114004e-05,0.15676428691970665,68.75
78,9.708602239199657e-06,0.15677610700190187,68.75
79,3.132202068734239e-05,0.15669450768293558,68.75
80,1.4374148382470788e-05,0.15678520676467006,68.75
81,2.5432128800632716e-05,0.1569940492580803,68.75
82,5.9102574414793775e-06,0.15691357705257475,68.75
83,3.169821710457748e-05,0.15690936097826214,68.75
84,2.9201896603813218e-05,0.1568852384108141,68.75
85,3.460510260633524e-05,0.1572600543975635,68.75
86,2.0592268019190313e-05,0.15703533235946104,68.75
87,3.172422854872371e-05,0.15701124069074285,68.75
88,1.489417168403048e-05,0.1571005108618938,68.75
89,3.378604230333149e-05,0.15715007785827215,68.75
90,3.656605322073406e-05,0.1570932731863111,68.75
91,2.2792214485710474e-05,0.15694774476623316,68.75
92,2.4416637738959384e-05,0.1569760024683845,68.75
93,1.305350889190637e-05,0.1569572277268569,68.75
94,1.5953820970801755e-05,0.15696971613379063,68.75
95,2.0472817476855502e-05,0.15698283170772884,68.75
96,2.1869062224210797e-05,0.15710475607963795,68.75
97,1.6542521818631194e-05,0.15708018693012557,68.75
98,2.476064875078375e-05,0.15704008582824017,68.75
99,1.0928468798666026e-05,0.15702039520128216,68.75
