,DEL15q11_2,DEL15q11_2,DEL15q11_2,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6867863720290937,0.1007052224248095,56.09756097560976,0.08911798620080694,66.95652173913044,0.6741262504732816
1,0.6796430478005488,0.10163546341741014,56.09756097560976,0.08625326035819976,66.95652173913044,0.7101394309537914
2,0.6950526703499743,0.10133682233768775,56.09756097560976,0.08598441828745651,66.95652173913044,0.6514663779739948
3,0.6970590110018215,0.10112520459081788,56.09756097560976,0.08453425170154832,66.95652173913044,0.6781609651507081
4,0.6957371500678693,0.10198455816726078,43.90243902439025,0.08368357634194186,66.95652173913044,0.6010882936905733
5,0.6963997960492156,0.10104712209047577,56.09756097560976,0.08624970556258811,66.95652173913044,0.6665069839202403
6,0.689612058814056,0.10133987281483832,43.90243902439025,0.08419283372366632,66.95652173913044,0.7568075217564103
7,0.6848291300502483,0.10208812478982773,43.90243902439025,0.0839442541127589,66.95652173913044,0.7689245557813813
8,0.6933818930113611,0.10172821421762132,51.21951219512195,0.08363197164273276,66.95652173913044,0.600537942044526
9,0.6643213004101565,0.1025688492157781,43.90243902439025,0.08523021375069434,66.95652173913044,0.7050446630652664
10,0.6998165117596444,0.10106867107307087,48.78048780487805,0.08625327480163086,66.95652173913044,0.7381515508183414
11,0.6038600778840932,0.10713264500151852,46.34146341463415,0.08488294767646354,66.95652173913044,0.4920592046532465
12,0.6411147933158958,0.10360347957267804,46.34146341463415,0.08360797554746324,68.69565217391305,0.496874695429052
13,0.5907391179605573,0.09917761818110304,51.21951219512195,0.09972935694126137,66.95652173913044,0.9956715743796323
14,0.5818286971009082,0.1230595313221377,48.78048780487805,0.09961281014169865,54.78260869565217,0.572641622180817
15,0.7406945260526971,0.10140167228455123,53.65853658536586,0.08603798406440477,58.26086956521739,0.4595743392487429
16,0.6823906089307997,0.10474776800889637,51.21951219512195,0.08739033419677673,55.65217391304348,0.7951308551122237
17,0.8117919236603399,0.10254864452911937,53.65853658536586,0.09430651532173379,66.08695652173913,0.696093615761662
18,0.39418009828827477,0.13856801776638822,51.21951219512195,0.1196913804126755,66.95652173913044,0.3721026103471122
19,0.660041765241367,0.09572042584368179,51.21951219512195,0.13805217519698057,62.60869565217392,0.5024665379463996
20,0.6424818256049418,0.09604028774707611,48.78048780487805,0.1572086396108267,62.60869565217392,0.3751954416581247
21,0.9787671448356839,0.09522392351470563,51.21951219512195,0.10040411858068132,60.0,1.1114812247592873
22,1.3254760149745552,0.11036879168526403,63.41463414634146,0.09782499752017823,60.86956521739131,0.5294053849170897
