,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.5635833507148332,0.6324433081495517,76.47058823529412,0.7083333333333334,0.4444444477558136,0.5,0.4166666666666667,0.6513637015469455,67.71653543307087,0.7771577380952381,0.3459821492433548,0.546875,0.267708339728415,0.497846688419658,0.5452511714247921,67.74193548387096,0.8958333333333334,0.0,0.0,0.0,0.37341681976023516,0.7003990118705589,33.33333333333333,0.5833333333333333,0.27272728085517883,0.1875,0.5,0.6967235493317246,0.6866209827730886,53.84615384615385,0.5833333333333333,0.701298713684082,0.5625,1.0,0.9081590638284348,0.6993265039059902,57.14285714285714,0.7083333333333334,0.625,0.75,0.5833333358168602,0.6801680452798584,0.9727416646868704,60.0,0.41666666666666663,0.7999999821186066,0.7142857164144516,1.0,0.6059773375821416,0.6906592456877723,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.7053345836324703,0.6986127116598798,54.78260869565217,0.46936507936507943,0.0,0.0,0.0,0.6294113166017928,0.6987506281553527,43.90243902439025,0.34791666666666665,0.6504273613293966,0.5208333333333334,1.0,0.7107443197793847
10,0.6898432112391764,0.6286780113099889,35.294117647058826,0.7666666666666666,0.6074073960383733,0.517857144276301,1.0,0.586403382249215,65.35433070866141,0.8104166666666666,0.2544642873108387,0.5,0.1750000026077032,0.6455047328594853,0.5527580915155441,67.74193548387096,0.8999999999999999,0.0,0.0,0.0,0.7612107514489814,0.703804650414146,33.33333333333333,0.48333333333333334,0.27272728085517883,0.1875,0.5,0.6861150864764552,0.6657841032940761,61.53846153846154,0.9,0.6166666895151138,0.4821428656578064,1.0,0.548978008140503,0.6967578664199715,42.857142857142854,0.5555555555555556,0.25,0.5,0.1666666716337204,0.6998128498913055,0.6623337207557103,60.0,0.78125,0.6969697177410126,0.5357142984867096,1.0,0.5616026871589801,0.6922080857706768,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6933119852618075,0.6970574785103343,54.78260869565217,0.38956349206349206,0.0,0.0,0.0,0.7131412565136968,0.6979281668687832,43.90243902439025,0.3833333333333333,0.5064935187498728,0.375,0.8333333333333334,0.7082910586518999
11,0.5162268058594325,0.6184705523667745,47.05882352941176,0.6555555555555556,0.3484848539034526,0.23611111442248026,0.6666666666666666,0.5315182137565893,69.29133858267717,0.8416666666666667,0.40282738395035267,0.6875,0.30625000409781933,0.5582847054907821,0.5837271721569045,67.74193548387096,0.7541666666666667,0.0,0.0,0.0,0.4730688937304796,0.7042200300264817,33.33333333333333,0.5,0.7000000029802322,0.625,1.0,0.7023579717545614,0.7058380837424857,53.84615384615385,0.65625,0.6493506729602814,0.48571430146694183,1.0,0.6867766923235985,0.6981660880764277,42.857142857142854,0.46875,0.1666666716337204,0.25,0.125,0.6774018040285361,0.5047224500394193,90.0,1.0,0.8333333432674408,0.75,1.0,0.5692795410479031,0.6921931517161911,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.5966284157430947,0.7037582639227473,54.78260869565217,0.4666666666666666,0.0,0.0,0.0,0.7849142397865234,0.7000207994228815,43.90243902439025,0.4875,0.5080031206210455,0.375,0.8333333333333334,0.7141984973659413
12,0.4536048950246664,0.8629425766116251,35.294117647058826,0.6166666666666667,0.32996634642283124,0.22023809949556986,0.6666666666666666,0.5294520838129853,73.22834645669292,0.8166294642857144,0.6330853272229433,0.7458333373069763,0.593750006519258,0.9148391379407299,0.6451236232700606,67.74193548387096,0.8729166666666667,0.0,0.0,0.0,0.6265986730827334,0.6985453397762303,44.44444444444444,0.45,0.25,0.20000000298023224,0.3333333432674408,0.7374937757534313,0.6181619167177175,61.53846153846154,0.875,0.6969697177410126,0.5357142984867096,1.0,0.3321918374459984,0.691649423375919,50.0,0.6333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6900892775173177,0.5574706961115077,70.0,0.40625,0.3333333432674408,0.5,0.25,0.6593473516734399,0.8977363152043623,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6657555861981972,0.7847183260463496,54.78260869565217,0.5455555555555556,0.0,0.0,0.0,0.8681657727511798,0.684844963581755,43.90243902439025,0.5298611111111111,0.5008547107378641,0.375,0.8333333333333334,0.7030144848798062
13,0.5862881562502861,0.585611601544736,64.70588235294117,0.7888888888888889,0.4166666666666667,0.31111112236976624,0.6666666666666666,0.6506791194636715,72.44094488188976,0.8572916666666667,0.7050324697047472,0.6187500078231096,0.8645833358168602,0.287454416932798,0.731514076856889,67.74193548387096,0.825,0.0,0.0,0.0,0.3078737584821798,0.6994807101005243,22.22222222222222,0.35,0.0,0.0,0.0,0.7046688917059379,1.2884992481708,53.84615384615385,0.75,0.0,0.0,0.0,0.4841917491989512,0.7293822641610292,42.857142857142854,0.5208333333333334,0.375,0.5,0.3333333358168602,0.6897514172653044,1.2656704066954456,50.0,0.4375,0.0,0.0,0.0,0.32584266922372723,1.8866181967914228,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.5575933790271147,1.0392539519045225,54.78260869565217,0.5284920634920635,0.0,0.0,0.0,0.3645694408477099,0.9036789466410192,43.90243902439025,0.6215277777777778,0.5080031206210455,0.375,0.8333333333333334,1.1241479574944573
14,0.6058158492548287,0.6002744667373773,64.70588235294117,0.8111111111111112,0.6888888974984487,0.5833333333333334,1.0,0.6581714288362275,70.07874015748031,0.8569568452380952,0.4122023917734623,0.75,0.29479166958481073,0.6153454693445515,0.5500530528855566,67.74193548387096,0.7749999999999999,0.0,0.0,0.0,0.4091079916647294,0.7027211730218613,22.22222222222222,0.375,0.611111119389534,0.5714285746216774,0.75,0.5650517166844722,0.7545539045824766,69.23076923076923,0.8854166666666667,0.7301587760448456,0.6000000089406967,1.0,0.06647970544727708,0.6977926706349658,35.714285714285715,0.5666666666666667,0.0,0.0,0.0,0.6682245956663762,0.6856432724879793,70.0,0.75,0.4545454680919647,0.4166666567325592,0.5,0.27462085163005884,0.7653986487684824,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6808379049833305,1.0995346558885593,54.78260869565217,0.5077380952380952,0.0,0.0,0.0,0.24082215621604713,0.6913432955812632,46.34146341463415,0.6319444444444445,0.5058201203743616,0.3809523830811183,0.8333333333333334,0.6901717579725568
15,1.737814884963433,0.6613248973908259,58.82352941176471,0.7888888888888889,0.4126984278361003,0.3000000019868215,0.6666666666666666,0.6190831984572243,74.01574803149606,0.857328869047619,0.5593254044651985,0.8229166679084301,0.4616071507334709,0.2742400957954835,0.7880544165499798,67.74193548387096,0.859375,0.0,0.0,0.0,0.31755885595876504,0.8262647845846223,33.33333333333333,0.41666666666666663,0.27272728085517883,0.1875,0.5,1.197053841439114,0.6811776255956322,61.53846153846154,0.8333333333333333,0.7285714149475098,0.5892857164144516,1.0,0.19346284738707253,0.7475952412143684,35.714285714285715,0.5416666666666666,0.0,0.0,0.0,0.7495417362583517,0.5391184898469257,80.0,0.46875,0.4285714328289032,0.5,0.375,0.6225506736777646,1.357642620045285,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.5159940206299142,0.7031509807583871,54.78260869565217,0.48293650793650794,0.0,0.0,0.0,0.5645997840341156,0.6926719975085939,48.78048780487805,0.7472222222222222,0.5048100103934606,0.3888888955116272,0.777777781089147,0.6930492468436833
16,0.791590998664718,0.40059312873704106,82.35294117647058,0.7888888888888889,0.4888888994852702,0.4444444576899211,0.5555555621782938,0.8070312121214249,70.86614173228347,0.8523437500000001,0.44315476529300213,0.71875,0.36562500335276127,1.0127343944054652,1.0345566513505202,67.74193548387096,0.890625,0.0,0.0,0.0,0.15510131250062312,1.1013846085459547,33.33333333333333,0.3333333333333333,0.7000000029802322,0.625,1.0,0.6330445665086613,1.196212241058947,53.84615384615385,0.65,0.1666666567325592,0.5,0.10000000149011612,0.057785432194756646,1.0461787645019676,42.857142857142854,0.7,0.1666666567325592,0.5,0.10000000149011612,0.7833865633220295,0.8540498641380507,70.0,0.6833333333333333,0.4000000059604645,0.5,0.3333333432674408,0.2515171564169177,1.7711712857892423,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.7046171680796294,1.0166588327438484,54.78260869565217,0.5138888888888888,0.0,0.0,0.0,0.49977200458823867,0.6564403924610701,53.65853658536586,0.6645833333333333,0.5510101020336151,0.4196428656578064,0.8333333333333334,0.5939036933848044
17,0.22999901613092288,1.1915046541677157,58.82352941176471,0.7916666666666666,0.35353535413742065,0.25714286665121716,0.6666666666666666,0.4801903190001103,83.46456692913385,0.8510416666666666,0.7713789790868759,0.855208333581686,0.7343750018626451,0.8784920979713423,0.646448626331953,74.19354838709677,0.7105654761904762,0.3500000014901161,0.5,0.3125,0.3633125898824889,0.9200655553387893,22.22222222222222,0.35,0.20000000298023224,0.1428571492433548,0.3333333432674408,1.8064060473980164,0.6553275165530379,76.92307692307693,0.7916666666666667,0.7333333492279053,0.8333333432674408,0.75,0.09493378311151253,0.9320052953099687,42.857142857142854,0.4666666666666667,0.375,0.6666666716337204,0.2666666731238365,0.6079508872576359,0.5772261332104357,70.0,0.84375,0.3333333432674408,0.5,0.25,0.6361060213676234,1.4329374645139084,42.857142857142854,0.08333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.606203286366776,0.8361253184734884,53.91304347826087,0.48035714285714287,0.0,0.0,0.0,0.5332289702030358,0.7036352023167314,46.34146341463415,0.6493055555555556,0.5094017187754313,0.3928571442763011,0.8333333333333334,0.6960149901180874
18,0.4055794860563903,0.3615467482483366,94.11764705882352,0.8333333333333334,0.600000003973643,0.6666666666666666,0.5555555621782938,0.481980701410865,81.88976377952756,0.8563616071428573,0.7257059030234814,0.8781250007450581,0.6686011962592602,0.14856460991905074,0.5812958422603841,74.19354838709677,0.8,0.2916666716337204,0.5,0.2083333358168602,0.4481905091067355,1.1022578404125092,33.33333333333333,0.35,0.27272728085517883,0.1875,0.5,0.7196289389597941,0.6444693633680314,69.23076923076923,0.7916666666666667,0.6500000059604645,0.5833333432674408,0.75,0.14620568590974117,0.7428302753536384,42.857142857142854,0.6111111111111112,0.1666666567325592,0.5,0.10000000149011612,0.5073462210728346,0.5264708476251354,70.0,0.65,0.2857142984867096,0.5,0.20000000298023224,0.760426301327302,0.862034340565738,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.5086623837315808,0.8032037892471969,53.91304347826087,0.5283333333333333,0.0,0.0,0.0,0.5811443473650841,0.6754387735909675,56.09756097560976,0.7118055555555557,0.5555555671453476,0.5583333373069763,0.625,0.930707312981799
19,0.05822290206007066,0.2510762597615539,88.23529411764706,0.8333333333333334,0.5555555621782938,0.6666666666666666,0.5,0.5542077353141158,81.10236220472441,0.8764136904761904,0.6936351954936981,0.7427083346992731,0.7019345294684172,0.049518021187380516,0.8110840388736817,67.74193548387096,0.8,0.0,0.0,0.0,0.259075267658928,1.1979814094031067,33.33333333333333,0.3833333333333333,0.27272728085517883,0.1875,0.5,0.9009944837427056,0.6241751634800862,69.23076923076923,0.8541666666666667,0.7333333492279053,0.6333333551883698,0.875,0.6119239988031736,0.9027990914397535,42.857142857142854,0.8,0.0,0.0,0.0,0.43164157586560975,0.5754380329270409,70.0,0.7166666666666667,0.8333333432674408,0.75,1.0,0.43883200913905007,1.134607845265658,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6593785901489786,0.7381328590978864,54.78260869565217,0.5622619047619047,0.0,0.0,0.0,0.5504867287702494,0.671646392785556,46.34146341463415,0.6236111111111111,0.518686885635058,0.3898809552192688,0.8333333333333334,0.6963754530464786
20,0.44876557084608243,0.2808364020109125,94.11764705882352,0.8333333333333334,0.5555555621782938,0.6666666666666666,0.5,0.7691753723004134,77.95275590551181,0.8187500000000001,0.5695436634123325,0.84375,0.4427083395421505,2.4244746183379973,0.7975267776436249,74.19354838709677,0.78125,0.2666666731238365,0.5,0.1875,0.3380424023382614,1.0514821401979817,33.33333333333333,0.3333333333333333,0.7000000029802322,0.625,1.0,0.46620731656020103,0.7921584796847096,61.53846153846154,0.6770833333333333,0.6666666865348816,0.550000011920929,0.875,0.11497877103599317,0.8470151061600865,35.714285714285715,0.6666666666666666,0.0,0.0,0.0,0.6597111576297822,0.5565599842635155,70.0,0.875,0.7333333492279053,0.5833333432674408,1.0,0.20505147731294188,1.0815477856341256,42.857142857142854,0.0,0.5999999642372131,0.4285714328289032,1.0,0.42966647130632457,0.7260269755075432,53.91304347826087,0.5447222222222222,0.0,0.0,0.0,0.6683393407002971,0.6923008605470047,53.65853658536586,0.5833333333333334,0.3777056237061818,0.3583333343267441,0.4166666716337204,0.6961442249175105
21,0.44342772709157285,0.5810478223330299,70.58823529411765,0.8111111111111112,0.7166666686534882,0.6166666746139526,1.0,0.45047790861511616,81.10236220472441,0.8875372023809525,0.6652281899005175,0.7302083373069763,0.6562500074505806,0.22674783688462777,0.6788430469317068,74.19354838709677,0.8020833333333334,0.375,0.375,0.375,1.1425145397734247,0.7932518139162217,22.22222222222222,0.3833333333333333,0.111111119389534,0.0833333358168602,0.1666666716337204,0.6444631235386679,0.664858953886871,53.84615384615385,0.7,0.25,0.5,0.1666666716337204,0.2784529252044619,0.808861979912057,57.14285714285714,0.8333333333333333,0.4000000059604645,0.5,0.3333333432674408,0.7018720439579527,0.48379106607737166,70.0,0.90625,0.3333333432674408,0.5,0.25,0.42138663678422145,2.035714015462919,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.607835434847059,1.1207262780053608,53.91304347826087,0.47920634920634925,0.0,0.0,0.0,1.4726958715340648,0.6815667867223719,58.536585365853654,0.584920634920635,0.6474867761135101,0.565079373617967,0.8650793731212616,0.6954864252799141
22,0.8896657099267605,0.5982025652644453,70.58823529411765,0.8111111111111112,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.5562614468798199,81.88976377952756,0.8270833333333334,0.7347943894565105,0.7583333365619183,0.7364583387970924,0.47771319171015164,0.6830463267802777,74.19354838709677,0.8142857142857143,0.1875,0.25,0.15000000596046448,0.4191350607559561,0.9651462528327939,33.33333333333333,0.45,0.222222238779068,0.1666666716337204,0.3333333432674408,0.3134502951340133,0.8136919381055301,69.23076923076923,0.6666666666666666,0.7142857015132904,0.625,0.8333333432674408,0.47201383137932557,0.7201213283892545,50.0,0.6875,0.4761904776096344,0.6666666716337204,0.375,0.8093500270250664,0.4773434730379685,80.0,0.9375,0.9000000059604645,0.8333333432674408,1.0,0.3625416154335255,1.5648065003198395,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.4803756524767281,0.7835773702488351,53.91304347826087,0.5472222222222222,0.0,0.0,0.0,0.48135628389624696,0.7581711587555953,56.09756097560976,0.5409722222222223,0.5174603213866552,0.4444444576899211,0.6944444477558136,0.6401058903988417
